addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,check_date:opening_hours,dispensing,healthcare,name,opening_hours,phone,toilets:wheelchair,website,wheelchair,check_date,man_made,payment:mastercard,payment:visa,surveillance,contact:website,level,email,fax,contact:phone,drinking_water:refill,operator,addr:city:fa,drive_through,contact:email,owner,contact:fax,wheelchair:description,start_date,source,health_facility:type,medical_system:western,payment:cash,payment:credit_cards,payment:debit_cards,name_old,building:levels,old_name,wheelchair:source,ref:vatin,access:covid19,delivery:covid19,brand,brand:wikidata,name:en,addr:place,dog,opening_hours:signed,takeaway:covid19,payment:girocard,addr:housename,wheelchair:description:de,wheelchair:description:en,language:en,language:es,language:tr,entrance,description,payment:contactless,operator:type,contact:whatsapp,air_conditioning,wikidata,wikipedia,fixme,alt_name,payment:maestro,internet_access,delivery,instagram,name:de,note,contact:facebook,branch,contact:instagram,addr:floor,width,addr:flats,network,layer,service:bicycle:pump,service:bicycle:retail,service:bicycle:second_hand,mapillary,addr:inclusion,disused:amenity,opening_hours:covid19,opening_hours:url,indoor,building,building:colour,building:roof,roof:shape,access,room,payment:american_express,latitude,longitude
Berlin,DE,12-14,10589,Mierendorffplatz,Charlottenburg,pharmacy,,yes,pharmacy,Apotheke am Mierendorffplatz,"Mo-Fr 08:30-18:30, Sa 08:00-13:00",,,,no,,,,,,,,,,+49 30 34670800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5255288,13.3050256
,,,,,,pharmacy,2023-01-16,yes,pharmacy,Apotheke im Storchenhof,Mo-Fr 08:30-18:30; Sa 08:30-13:00,,,,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.548636,13.5040553
Berlin,DE,214,12055,Karl-Marx-Straße,Neukölln,pharmacy,,yes,pharmacy,Euro-Apotheke,Mo-Fr 08:30-19:00;Sa 09:00-18:00,+49 151 41964502,,,yes,2025-01-05,,,,,,,,,,,,,,,,,Extra Eingang für Rollstühlfahrer,,,,,,,,,,,,,,,,,,,,,,,Euro-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4706903,13.441201
,,,,,,pharmacy,2023-11-25,yes,pharmacy,Kristinen-Apotheke,Mo-Fr 08:00-19:00; Sa 09:00-14:00,+49 30 645 17 62,,https://www.erezept-berlin-treptow-koepenick-kristinenapotheke.de/#,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4512997,13.624489
,,,,,,pharmacy,2023-02-21,yes,pharmacy,Anker-Apotheke,Mo-Fr 08:00-19:00; Sa 09:00-13:00,+49306455274,,https://brandt-apo.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4503297,13.6249106
Berlin,DE,12,10969,Mehringplatz,,pharmacy,2024-11-03,yes,pharmacy,Mehringplatz Apotheke Berlin,Mo-Fr 08:00-19:00; Sa 09:00-14:00,,,https://www.apotheke-am-mehringplatz.de,yes,,,,,,,,,,,,,,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.499708,13.3912545
,,,,,,pharmacy,,yes,pharmacy,Dafne Apotheke,Mo-Fr 08:30-19:30; Sa 09:30-18:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.480346,13.4363242
Berlin,DE,88,12043,Karl-Marx-Straße,Neukölln,pharmacy,,yes,pharmacy,Neukölln-Apotheke,"Mo-Fr 08:30-20:00, Sa 10:00-20:00",,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluspunkt-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4806677,13.435211
Berlin,DE,80,12043,Karl-Marx-Straße,Neukölln,pharmacy,2025-07-16,yes,pharmacy,Forum Apotheke,Mo-Fr 08:00-20:00; Sa 09:00-18:00,+49 30 61309031,,https://www.forum-apotheke.de/,yes,2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4814172,13.4341084
Berlin,DE,16,12043,Karl-Marx-Straße,Neukölln,pharmacy,,,pharmacy,Libertas Apotheke,"Mo,Tu,Th 08:30-19:00; We,Fr 08:30-18:30; Sa 10:00-14:00",,,,yes,2023-08-11,,,,,,,,,+49 30 50568768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4850824,13.4266376
Berlin,DE,132,12043,Karl-Marx-Straße,Neukölln,pharmacy,,yes,pharmacy,Wilhelm Busch Apotheke,"Mo-Fr 08:30-19:00, Sa 08:30-18:00",+49 30 68809443,,https://www.wilhelm-busch-apo.de/,limited,2023-11-23,,,,,,,,,,,Petra Lorenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4773129,13.4384935
Berlin,DE,188,12043,Karl-Marx-Straße,Neukölln,pharmacy,,yes,pharmacy,Bären Apotheke,"Mo,Tu,Th 08:30-19:00; We 09:00-19:00; Fr 08:30-18:30; Sa 09:00-15:00",+49 30 68809574,,http://www.pharmland.de/index.php,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4734058,13.4405484
Berlin,DE,,12049,Hermannstraße,,pharmacy,2024-09-17,yes,pharmacy,Ulrich-Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:30,+49 30 62709373,,,yes,2024-09-17,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4759595,13.4265886
,,,,,,pharmacy,2022-11-14,yes,pharmacy,Arminius Apotheke,Mo-Fr 08:30-19:00; Sa 08:30-14:00,,,,limited,2023-08-31,,,,,,,,,+49 30 6222007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4794042,13.4257606
,,,,,,pharmacy,,yes,pharmacy,Sonnenblumen Apotheke,Mo-Fr 08:30-19:00; Sa 08:30-14:00,,,,yes,2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4699293,13.4631867
Berlin,,46,12055,Schudomastraße,,pharmacy,2025-02-27,yes,pharmacy,Hindenburg-Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:00,+49 30 6875056,,,limited,,,,,,,0,,+49 30 63226978,,,Laia Saatkari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nach mobiler Rampe fragen.,Ask for mobile wheelchair ramp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4740953,13.4496732
Berlin,DE,139,12099,Tempelhofer Damm,Tempelhof,pharmacy,,yes,pharmacy,Pelikan Apotheke,"Mo-Th 08:30-19:30; We,Fr 08:30-18:30; Sa 08:00-14:00",+49 30 7579050,,https://www.pelikanapotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4669292,13.3859911
Berlin,DE,215,12099,Tempelhofer Damm,Tempelhof,pharmacy,2021-04-02,yes,pharmacy,Hafen-Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:30,,,https://www.hafen-apotheke-berlin-app.de/,yes,2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4568204,13.3844542
Berlin,DE,68,12109,Mariendorfer Damm,Mariendorf,pharmacy,2025-03-20,yes,pharmacy,Fortunatus Apotheke,Mo-Fr 08:30-19:00; Sa 08:30-14:00,+49 30 7061780,,https://www.fortunatus-apotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4466168,13.3852622
Berlin,DE,73,12109,Mariendorfer Damm,Mariendorf,pharmacy,2024-05-24,yes,pharmacy,Akazien Apotheke,Mo-Fr 08:30-18:30,+49 30 76106790,,http://www.akazien-apotheke-mariendorf.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4461252,13.385909
Berlin,DE,84,12109,Mariendorfer Damm,Mariendorf,pharmacy,,yes,pharmacy,Markt Apotheke,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4451968,13.3856432
Berlin,DE,116,12051,Hermannstraße,Neukölln,pharmacy,2023-06-29,yes,pharmacy,Hermann Apotheke,"Mo,Tu,Th 09:00-18:30, Sa 09:00-13:00, We,Fr 09:00-18:00",+493062981014,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4665033,13.4316536
Berlin,DE,144,12051,Hermannstraße,Neukölln,pharmacy,2024-02-18,yes,pharmacy,Glasow-Apotheke,"Mo-Tu,Th 09:00-18:30; We,Fr 09:00-18:00; Sa 09:00-13:00",,,,yes,2024-02-18,,,,,https://www.glasow-apotheke-berlin.de/,,,,+49 30 6257073,,Ralf Katzur,,,katzurralf@gmail.com,,+49 30 6263165,Rollstuhlrampe wird auf Nachfrage ausgelegt - bitte mit der Notrufklingel (links neben der Tür) bemerkbar machen.,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4639518,13.4336361
Berlin,DE,92,10961,Gneisenaustraße,,pharmacy,,yes,pharmacy,Apotheke zum Goldenen Einhorn,"Mo,Tu,Th 08:30-19:00; We,Fr 08:30-18:30; Sa 09:30-13:00",+49 30 6917430,,,no,,,,,,https://kaiser-apotheke-berlin.de/unsere-apotheken/apotheke-zum-goldenen-einhorn/,,,+49 30 69507382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4919031,13.3942991
,,,,,,pharmacy,2023-08-10,yes,pharmacy,Orchideen-Apotheke,"Mo,Tu,Th 08:30-18:30; We,Fr 08:30-18:00; Sa 08:30-13:00",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4564405,13.4372988
Berlin,,107,12347,Britzer Damm,,pharmacy,,yes,pharmacy,Luisen-Apotheke,"Mo-Th 09:00-18:30; We,Fr 09:00-18:00; Sa 09:30-12:30",+49 30 6008640,,,yes,2023-12-05,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4533259,13.438621
Berlin,DE,71,10709,Kurfürstendamm,Charlottenburg,pharmacy,,yes,pharmacy,Brillant Apotheke,Mo-Fr 09:00-20:00; Sa 09:00-19:00,,,,yes,,,,,,http://brillant-apotheke.de/de/,,,,+49 30 32766730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5001376,13.3065427
Berlin,DE,37,10997,Schlesische Straße,Kreuzberg,pharmacy,2025-06-21,yes,,Palmen-Apotheke,Mo-Fr 09:00-18:30; Sa 11:00-13:00,,,,no,2025-06-21,,,,,http://www.palmen-apo.de/,,,,+49 30 6123946,,Christiane Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4997229,13.4448618
Berlin,DE,,10967,Kottbusser Damm,Kreuzberg,pharmacy,,yes,pharmacy,Pasteur-Apotheke,Mo-Fr 09:00-18:30; Sa 09:00-14:00,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4901283,13.4235773
Berlin,DE,1,10437,Gaudystraße,Prenzlauer Berg,pharmacy,2025-05-07,yes,pharmacy,Cecilien-Apotheke,Mo-Fr 09:00-18:00; Sa 10:00-14:00; PH off,,,,yes,2025-05-07,,yes,yes,,http://www.cecilien-apo.de/,,,,+49 30 138823550,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.546825,13.4126429
,,172A,,Schönhauser Allee,,pharmacy,,yes,pharmacy,Arminius-Apotheke,Mo-Fr 08:00-19:00; Sa 08:00-13:00,,,,yes,2024-06-11,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5329218,13.4122894
Berlin,DE,36,13055,Weißenseer Weg,Alt-Hohenschönhausen,pharmacy,2024-10-26,yes,pharmacy,Koala-Apotheke,Mo-Fr 08:00-19:00; Sa 08:00-13:00,+49 30 97105750,,https://www.koalaapotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5359237,13.4743188
Berlin,DE,64,14163,Fischerhüttenstraße,Zehlendorf,pharmacy,,yes,pharmacy,Krumme Lanke Apotheke,Mo-Fr 08:30-19:00; Sa 08:30-14:00,+49 30 80902884,,https://www.krumme-lanke-apotheke.de/,yes,,,,,,,,,+49 30 80902886,,,Michaela Kretzschmar,,,,Lilia Bull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4421581,13.2408947
Berlin,DE,10,10369,Franz-Jacob-Straße,Fennpfuhl,pharmacy,2023-05-04,yes,pharmacy,Apotheke am Fennpfuhl,Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa 08:30-12:30,,,,yes,,,,,,http://www.apotheke-am-fennpfuhl.de,,,,+49 30 97105429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5280106,13.4679731
,,,,,,pharmacy,2025-06-24,yes,pharmacy,Bartels Apotheke,Mo-Fr 08:00-19:00; Sa 08:00-13:00,+49 30 47301356,,https://www.bartels-apotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.558703,13.413785
Berlin,,20,13187,Breite Straße,Pankow,pharmacy,2024-01-03,yes,pharmacy,Koala Apotheke,Mo-Fr 08:00-20:00; Sa 09:00-20:00,,,,yes,2024-06-06,,,,,http://www.koala-apotheke.de/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.569669,13.4033014
Berlin,DE,103,10365,Ruschestraße,Lichtenberg,pharmacy,,yes,pharmacy,Rusche-Apotheke,Mo-Th 08:00-18:30; Fr 08:00-18:00; Sa 09:00-13:00,,,,no,,,,,,,,,,+49 30 5589462,,Ursula Stübner,,,,,+49 30 5588132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5152094,13.4853643
Berlin,DE,11,12487,Sterndamm,Johannisthal,pharmacy,,yes,pharmacy,Sterndamm-Apotheke,"Mo-Th 08:00-19:00; We,Fr 08:00-18:30; Sa 09:00-12:30",,no,,yes,2025-06-12,,yes,yes,,https://www.sterndamm-apotheke-berlin.de/,,,,+49 30 6363038,,Alexander Rogowski e.K.,,,info@sterndamm-apotheke.de,,+49 30 63979218,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.452556,13.5094857
,,,,,,pharmacy,2024-10-06,yes,pharmacy,Apotheke Johannisthal,Mo-Fr 08:00-18:30; Sa 09:00-13:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4458331,13.5060772
,,,,,,pharmacy,2024-02-16,yes,pharmacy,Pfauen-Apotheke,Mo-Fr 08:00-18:30; Sa 08:30-13:30,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4412581,13.4588411
Berlin,DE,,12351,Rudower Straße,Britz,pharmacy,2024-03-26,yes,pharmacy,Fontane-Apotheke,"Mo-Fr 08:00-13:00,14:00-18:30; Sa off",,,,yes,2024-03-26,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4426146,13.4568396
Berlin,DE,41,13187,Breite Straße,Pankow,pharmacy,,yes,pharmacy,Adler Apotheke,Mo-Fr 08:00-18:30; Sa 09:00-14:00,+493047539300,,https://adlerapotheke-berlin.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5707966,13.4103966
Berlin,DE,31,13347,Gerichtstraße,Wedding,pharmacy,2025-03-16,yes,pharmacy,Zieten Apotheke,Mo-Fr 08:30-18:30; Sa 09:00-13:00,,,https://www.zietenapotheke.de,yes,,,,,,,,,,+49 30 46060480,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5449696,13.3686333
Berlin,DE,78,10967,Kottbusser Damm,Neukölln,pharmacy,,yes,pharmacy,Easy Apotheke,Mo-Fr 09:00-20:00; Sa 09:00-19:00; Su off,030 69814634,,https://kottbusser-damm.easyapotheken.de/,yes,,,,,,,,,,,,,,,berlin-kottbusser@easyapotheken.de,,,,,,,,,,,,,,,,,,easyApotheke,Q110987931,,,leashed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.491228,13.4234937
,,,,,,pharmacy,2023-05-25,yes,pharmacy,Paul-Lincke-Apotheke,Mo-Fr 08:00-19:00; Sa 08:30-16:00,+49 30 6181020,,,yes,,,,,,http://www.paul-lincke-apotheke-kreuzberg.berlin/,,,,+49 30 6181020,,Johannes Harter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4966636,13.4199367
,DE,1,13156,Blankenburger Straße,Niederschönhausen,pharmacy,2023-07-24,yes,pharmacy,Lavendel Apotheke,"Mo-Th 09:00-18:30; Fr 09:00-18:00; Sa,Su off",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5816372,13.4045453
,,,,,,pharmacy,2024-05-27,yes,pharmacy,Steinbock-Apotheke,"Mo-Fr 09:00-18:30, Sa 09:00-13:00",,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5595433,13.3354795
,,156C,,Müllerstraße,,pharmacy,2024-01-19,yes,pharmacy,Müller-Apotheke,Mo-Fr 08:30-19:00; Sa 09:00-16:00,+493046604488,,,yes,2023-01-16,,yes,yes,,,0,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.545171,13.3608309
Berlin,DE,101,13595,Pichelsdorfer Straße,Wilhelmstadt,pharmacy,,yes,pharmacy,Hohenzollern-Apotheke,,+49 30 3318447,,https://www.hozoapo.de/,yes,,,,,,,,,,,,H.W. Kopsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5241148,13.1973279
Berlin,DE,90a,10243,Karl-Marx-Allee,Friedrichshain,pharmacy,2022-12-30,yes,pharmacy,Europa Apotheke,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,yes,2025-05-13,,,,,http://www.europaapotheke.de,,,,+49 30 29492699,,Katrin Peter e. K.,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5164022,13.4406999
Berlin,DE,237,12627,Hellersdorfer Straße,Hellersdorf,pharmacy,,,pharmacy,VivApotheke in Hellersdorf,,,,http://www.apo-berlin.de/#4rdPage,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5365149,13.603422
Berlin,DE,105,12051,Emser Straße,Neukölln,pharmacy,,yes,pharmacy,Tasmania Apotheke,Mo-Fr 08:30-19:30; Sa 08:30-14:00,+49 30 62 57 035,,https://www.tasmania-apotheke.de/,yes,,,,,,,,,+49 30 62 80 43 89,,,,,,,,,,,,,,,,,,,,,DE814161656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.468338,13.4305501
Berlin,DE,40,12435,Am Treptower Park,Plänterwald,pharmacy,2024-11-21,yes,pharmacy,Luna Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:00,+49 30 5369810 0,,https://www.luna-apotheke-berlin.de/,yes,,,,,,,,info@luna-apotheke-berlin.de,+49 30 5369810 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4857173,13.4660642
Berlin,DE,117,12526,Buntzelstraße,Bohnsdorf,pharmacy,,yes,pharmacy,Sabelus XXL Apotheke,Mo-Fr 8:00-19:00;Sa 8:00-13:00,+49306763313,,https://www.sabelus.de/Apotheke-Berlin-Bohnsdorf-621444.html,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4010732,13.5617695
Berlin,DE,37-38,13158,Kastanienallee,Rosenthal,pharmacy,2025-03-10,yes,pharmacy,Kastanien-Apotheke Pankow,Mo-Sa 08:00-20:00,+49 30 91207990,,https://www.kastanien-apotheke-pankow.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5920493,13.3830878
Berlin,DE,13,14109,Chausseestraße,Wannsee,pharmacy,,yes,pharmacy,Stolpe-Apotheke,Mo-Fr 08:30-18:30; We 08:30-18:00; Sa 08:30-13:00,,,,no,,,,,,https://www.stolpe-apotheke-berlin.de/,,,,+49 30 805 1353,,Bianca Dabbagh e.K.,,,info@stolpe-apotheke.de,,+49 30 806 03093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4157499,13.1456517
Berlin,DE,29-31,12437,Baumschulenstraße,Baumschulenweg,pharmacy,2025-01-11,yes,pharmacy,Baumschulen-Apotheke,We-Fr 08:00-19:00; Sa 08:00-15:00,+49 30 64167777,,https://www.baumschulen-apotheke-berlin.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4642316,13.4857268
Berlin,,26,10963,Großbeerenstraße,,pharmacy,,yes,pharmacy,Rathaus Apotheke,Mo-Fr 09:00-18:30; Sa 09:00-14:00; PH off,+49 30 2158084,,https://www.apotheken.de/10963/berlin/rathaus-apotheke-kreuzberg,yes,2023-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4943559,13.3835242
Berlin,DE,30,12347,Britzer Damm,Britz,pharmacy,,yes,pharmacy,farma-plus,"Mo,Tu,Th,Fr 09:00-18:00; We 09:00-14:00; Sa off",,,,yes,2022-06-22,,,,,https://www.farma-plus.de/,,,,+49 30 29027980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.46018,13.4350711
Berlin,,94,14199,Hohenzollerndamm,Schmargendorf,pharmacy,,yes,pharmacy,hagen apotheke,Mo-Fr 08:30-18:30;Sa 08:30-13:30,+49 30 8264067,,,no,2023-11-01,,,,,http://www.apotheken.de/club/14199/hagen-apotheke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4773766,13.2811924
Berlin,DE,179,12099,Tempelhofer Damm,Tempelhof,pharmacy,,yes,pharmacy,Albrecht-Apotheke,"Mo,Tu,Th 08:30-19:00; We,Fr 08:30-18:30; Sa 08:30-14:00; Su,PH off",+49 30 7518014,,https://www.albrecht-apotheke-berlin.de/,yes,2023-08-04,,,,,,,info@albrecht-apotheke.de,+49 30 7520952,,,Heike Borchardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4609874,13.38514
