Unnamed: 0,pharmacy_id,name,operator,street,housenumber,postcode,suburb,phone,website,openinghours,dispensing,wheelchair_accessible,latitude,longitude,district,district_id
127,366536622,jagow-apotheke,,jagowstraße,24,10555.0,Moabit,,,mo-th 08:30-19:30; fr 08:30-18:30; sa 08:30-14:00,yes,yes,52.5242051,13.3343198,Mitte,11001001
128,371157962,gethsemane-apotheke,,stargarder straße,79,10437.0,Prenzlauer Berg,+493044653370,https://www.gethsemane-apotheke.de/,mo-fr 09:00-19:00; sa 09:00-15:00,yes,yes,52.547683,13.4146196,Pankow,11003003
129,380498298,dorotheenstadt apotheke,ulrike uhlig,friedrichstraße,151,10117.0,Mitte,+493020453401,http://www.dorotheenstaedtische-apotheke.de/,"mo-fr 08:00-19:00, sa 09:00-14:00",yes,yes,52.5185603,13.3879579,Mitte,11001001
130,380498345,mediosapotheke,,luisenstraße,54/55,10117.0,,,https://www.mediosapotheke.de/,mo-fr 08:00-19:00; sa 09:00-14:00,yes,yes,52.5247199,13.3794578,Mitte,11001001
131,387491865,wilhelminenhof apotheke,,wilhelminenhofstraße,51,12459.0,Oberschöneweide,+49305350246,,mo-fr 08:00-18:30; sa 08:00-12:30,yes,limited,52.4590312,13.5255932,Treptow-Köpenick,11009009
132,393409421,easyapotheke,,kurfürstendamm,110,10711.0,Halensee,,,mo-fr 08:30-19:00; sa 09:00-16:00,yes,yes,52.4977192,13.2927797,Charlottenburg-Wilmersdorf,11004004
133,393409422,sky apotheke am kudamm,,kurfürstendamm,139,10711.0,Halensee,,,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.4976209,13.2956562,Charlottenburg-Wilmersdorf,11004004
134,399348493,elsen-apotheke,,weitlingstraße,73,10317.0,Rummelsburg,,https://www.elsen-apotheke.de/,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.5047368,13.4953236,Lichtenberg,11011011
135,400912055,apotheke am hugenottenplatz,,hugenottenplatz,1,13127.0,Französisch Buchholz,,,mo-fr 08:00-19:00; sa 08:00-14:00,yes,yes,52.6066817,13.4199092,Pankow,11003003
136,409760015,apotheke am hochmeisterplatz,,westfälische straße,,10709.0,,,,"mo,tu,th,fr 09:00-18:30; we 09:00-14:00; sa 09:00-13:30",yes,yes,52.4957099,13.2976849,Charlottenburg-Wilmersdorf,11004004
137,409775548,engel apotheke,nico hauffe e.k.,michelstadter weg,50,13587.0,Hakenfelde,+49303559410,https://www.engel-apotheke-berlin.de/,"mo-fr 08:30-18:30; sa 08:30-13:00; su,ph off",yes,yes,52.5618492,13.2069484,Spandau,11005005
138,409925337,polimedica-apotheke,heike gebauer e.k.,elsterwerdaer platz,1,12683.0,,+493023254110,http://www.polimedica-apotheke.de/,sa 08:00-13:00; mo-fr 08:00-19:00,yes,yes,52.5053398,13.5582606,Marzahn-Hellersdorf,11010010
139,409925350,apotheke im gesundheitsforum köpenick,dr. ulrike timm e.k.,mahlsdorfer straße,110,12555.0,Köpenick,+49306571902,http://www.phoenix-apotheke-berlin.de/,mo-th 08:00-19:00; fr 08:00-19:00; ph off; sa 08:00-14:00,yes,yes,52.4592786,13.5795409,Treptow-Köpenick,11009009
140,410135921,reichenberger apotheke,,reichenberger straße,110,10999.0,Kreuzberg,,,mo-fr 09:00-18:30; sa 09:00-13:30,yes,yes,52.4941966,13.4356179,Friedrichshain-Kreuzberg,11002002
141,410499179,blumberger apotheke,,hohensaatener straße,18,12679.0,Marzahn,+49309316160,https://www.blumbergerapotheke.eu/,mo-fr 08:00-19:00; sa 08:30-13:00; su off,yes,yes,52.5495695,13.5770672,Marzahn-Hellersdorf,11010010
142,411273144,askanier apotheke,,streitstraße,11-14,13587.0,Hakenfelde,+49303352680,https://askanier-apotheke.berlin/,mo-fr 08:30-18:30; sa 09:00-14:00; ph off,yes,yes,52.5576682,13.2082963,Spandau,11005005
143,411273455,hakenfelder apotheke,,streitstraße,31,13587.0,Hakenfelde,+49303553440,,"mo,tu,th,fr 08:30-19:00; we 08:30-18:00; sa 08:30-13:00",yes,no,52.5621448,13.2088093,Spandau,11005005
144,412408145,kaiser wilhelm apotheke,,richard-von-weizsäcker-platz,1-2,10827.0,Schöneberg,+493078703000,https://www.kawia.de/,mo-fr 09:00-20:00; sa 09:00-18:00,yes,yes,52.4860593,13.3566766,Tempelhof-Schöneberg,11007007
145,415318053,apotheke am helmholtzplatz,,raumerstraße,14a,10437.0,Prenzlauer Berg,,http://www.apotheke-am-helmholtzplatz.de,"mo-fr 08:00-19:00, sa 08:30-13:30",yes,yes,52.5420046,13.4200711,Pankow,11003003
146,416660118,apotheke an der oper,karsten kiepert,bismarckstraße,89,10627.0,Charlottenburg,,,"mo-fr 08:30-18:30; sa 09:00-14:00; su,ph off",yes,yes,52.5114912,13.3083188,Charlottenburg-Wilmersdorf,11004004
147,416660134,minerva-apotheke,farhad rasta,wilmersdorfer straße,135,10627.0,Charlottenburg,+49303124835,,"mo-fr 09:00-19:00; sa 09:00-18:00; su,ph off",yes,yes,52.5111671,13.3055221,Charlottenburg-Wilmersdorf,11004004
148,416660138,bong-apotheke,thomas bong e. k.,wilmersdorfer straße,46,10627.0,Charlottenburg,,,"mo-fr 08:30-20:00; sa 09:00-20:00; su,ph off",yes,yes,52.5096216,13.3054736,Charlottenburg-Wilmersdorf,11004004
149,416660142,goethe apotheke,sigrun klemp,goethestraße,40,10625.0,Charlottenburg,,,mo-fr 08:30-18:30; sa 08:30-14:00,yes,yes,52.5090254,13.3067193,Charlottenburg-Wilmersdorf,11004004
150,419545768,herz apotheke,ihsan vurankaya,badstraße,57,13357.0,Gesundbrunnen,,,mo-sa 08:30-22:30; su 10:00-22:30,yes,yes,52.55144,13.3827993,Mitte,11001001
151,427670055,aponeo,konstantin primbas e.k.,frankfurter allee,241,10365.0,Lichtenberg,+493098694441,https://www.apotheken-umschau.de/apotheken/deutschland/10365/berlin-aponeo-apotheke.html,mo-fr 09:00-18:30; sa 09:00-13:00,yes,yes,52.5120353,13.4967682,Lichtenberg,11011011
152,428114271,central-apotheke,judit gottwald,hindenburgdamm,94a,12203.0,Lichterfelde,+49308342046,http://www.central-apo-berlin.de,mo-fr 08:30-18:30;sa 08:30-16:00,yes,limited,52.4414214,13.3156473,Steglitz-Zehlendorf,11006006
153,428114289,laurentius-apotheke,,hindenburgdamm,76C,12203.0,Lichterfelde,,,mo-fr 09:00-18:30; sa 09:00-14:00; su off,yes,limited,52.4476658,13.3150432,Steglitz-Zehlendorf,11006006
154,428293745,apotheke am mierendorffplatz,,mierendorffplatz,12-14,10589.0,Charlottenburg,,,"mo-fr 08:30-18:30, sa 08:00-13:00",yes,no,52.5255288,13.3050256,Charlottenburg-Wilmersdorf,11004004
155,438089365,apotheke im storchenhof,,,,,,,,mo-fr 08:30-18:30; sa 08:30-13:00,yes,yes,52.548636,13.5040553,Lichtenberg,11011011
156,438098504,euro-apotheke,,karl-marx-straße,214,12055.0,Neukölln,+4915141964502,,mo-fr 08:30-19:00;sa 09:00-18:00,yes,yes,52.4706903,13.441201,Neukölln,11008008
157,439234903,kristinen-apotheke,,,,,,+49306451762,https://www.erezept-berlin-treptow-koepenick-kristinenapotheke.de/#,mo-fr 08:00-19:00; sa 09:00-14:00,yes,yes,52.4512997,13.624489,Treptow-Köpenick,11009009
158,439234905,anker-apotheke,,,,,,+49306455274,https://brandt-apo.de,mo-fr 08:00-19:00; sa 09:00-13:00,yes,yes,52.4503297,13.6249106,Treptow-Köpenick,11009009
159,440322354,mehringplatz apotheke berlin,,mehringplatz,12,10969.0,,,https://www.apotheke-am-mehringplatz.de,mo-fr 08:00-19:00; sa 09:00-14:00,yes,yes,52.499708,13.3912545,Friedrichshain-Kreuzberg,11002002
160,440330654,dafne apotheke,,,,,,,,mo-fr 08:30-19:30; sa 09:30-18:00,yes,yes,52.480346,13.4363242,Neukölln,11008008
161,440332220,neukölln-apotheke,,karl-marx-straße,88,12043.0,Neukölln,,,"mo-fr 08:30-20:00, sa 10:00-20:00",yes,limited,52.4806677,13.435211,Neukölln,11008008
162,440333191,forum apotheke,,karl-marx-straße,80,12043.0,Neukölln,+493061309031,https://www.forum-apotheke.de/,mo-fr 08:00-20:00; sa 09:00-18:00,yes,yes,52.4814172,13.4341084,Neukölln,11008008
163,440335563,libertas apotheke,,karl-marx-straße,16,12043.0,Neukölln,,,"mo,tu,th 08:30-19:00; we,fr 08:30-18:30; sa 10:00-14:00",,yes,52.4850824,13.4266376,Neukölln,11008008
164,440338666,wilhelm busch apotheke,petra lorenz,karl-marx-straße,132,12043.0,Neukölln,+493068809443,https://www.wilhelm-busch-apo.de/,"mo-fr 08:30-19:00, sa 08:30-18:00",yes,limited,52.4773129,13.4384935,Neukölln,11008008
165,440340785,bären apotheke,,karl-marx-straße,188,12043.0,Neukölln,+493068809574,http://www.pharmland.de/index.php,"mo,tu,th 08:30-19:00; we 09:00-19:00; fr 08:30-18:30; sa 09:00-15:00",yes,no,52.4734058,13.4405484,Neukölln,11008008
166,441512663,ulrich-apotheke,,hermannstraße,,12049.0,,+493062709373,,mo-fr 08:30-18:30; sa 08:30-13:30,yes,yes,52.4759595,13.4265886,Neukölln,11008008
167,441514950,arminius apotheke,,,,,,,,mo-fr 08:30-19:00; sa 08:30-14:00,yes,limited,52.4794042,13.4257606,Neukölln,11008008
168,441878984,sonnenblumen apotheke,,,,,,,,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.4699293,13.4631867,Neukölln,11008008
169,441878991,hindenburg-apotheke,laia saatkari,schudomastraße,46,12055.0,,+49306875056,,mo-fr 08:30-18:30; sa 08:30-13:00,yes,limited,52.4740953,13.4496732,Neukölln,11008008
170,442351144,pelikan apotheke,,tempelhofer damm,139,12099.0,Tempelhof,+49307579050,https://www.pelikanapotheke.de/,"mo-th 08:30-19:30; we,fr 08:30-18:30; sa 08:00-14:00",yes,yes,52.4669292,13.3859911,Tempelhof-Schöneberg,11007007
171,442390303,hafen-apotheke,,tempelhofer damm,215,12099.0,Tempelhof,,https://www.hafen-apotheke-berlin-app.de/,mo-fr 08:30-18:30; sa 08:30-13:30,yes,yes,52.4568204,13.3844542,Tempelhof-Schöneberg,11007007
172,442393071,fortunatus apotheke,,mariendorfer damm,68,12109.0,Mariendorf,+49307061780,https://www.fortunatus-apotheke.de/,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.4466168,13.3852622,Tempelhof-Schöneberg,11007007
173,442394335,akazien apotheke,,mariendorfer damm,73,12109.0,Mariendorf,+493076106790,http://www.akazien-apotheke-mariendorf.de/,mo-fr 08:30-18:30,yes,limited,52.4461252,13.385909,Tempelhof-Schöneberg,11007007
174,442394341,markt apotheke,,mariendorfer damm,84,12109.0,Mariendorf,,,"mo-fr 08:30-18:30, sa 08:30-13:00",yes,no,52.4451968,13.3856432,Tempelhof-Schöneberg,11007007
175,442705525,hermann apotheke,,hermannstraße,116,12051.0,Neukölln,+493062981014,,"mo,tu,th 09:00-18:30, sa 09:00-13:00, we,fr 09:00-18:00",yes,yes,52.4665033,13.4316536,Neukölln,11008008
176,443464250,glasow-apotheke,ralf katzur,hermannstraße,144,12051.0,Neukölln,,,"mo-tu,th 09:00-18:30; we,fr 09:00-18:00; sa 09:00-13:00",yes,yes,52.4639518,13.4336361,Neukölln,11008008
177,443604961,apotheke zum goldenen einhorn,,gneisenaustraße,92,10961.0,,+49306917430,,"mo,tu,th 08:30-19:00; we,fr 08:30-18:30; sa 09:30-13:00",yes,no,52.4919031,13.3942991,Friedrichshain-Kreuzberg,11002002
178,445821371,orchideen-apotheke,,,,,,,,"mo,tu,th 08:30-18:30; we,fr 08:30-18:00; sa 08:30-13:00",yes,yes,52.4564405,13.4372988,Neukölln,11008008
179,445821378,luisen-apotheke,,britzer damm,107,12347.0,,+49306008640,,"mo-th 09:00-18:30; we,fr 09:00-18:00; sa 09:30-12:30",yes,yes,52.4533259,13.438621,Neukölln,11008008
180,446759637,brillant apotheke,,kurfürstendamm,71,10709.0,Charlottenburg,,,mo-fr 09:00-20:00; sa 09:00-19:00,yes,yes,52.5001376,13.3065427,Charlottenburg-Wilmersdorf,11004004
181,448591443,palmen-apotheke,christiane koch,schlesische straße,37,10997.0,Kreuzberg,,,mo-fr 09:00-18:30; sa 11:00-13:00,yes,no,52.4997229,13.4448618,Friedrichshain-Kreuzberg,11002002
182,448811294,pasteur-apotheke,,kottbusser damm,,10967.0,Kreuzberg,,,mo-fr 09:00-18:30; sa 09:00-14:00,yes,no,52.4901283,13.4235773,Friedrichshain-Kreuzberg,11002002
183,448913486,cecilien-apotheke,,gaudystraße,1,10437.0,Prenzlauer Berg,,,mo-fr 09:00-18:00; sa 10:00-14:00; ph off,yes,yes,52.546825,13.4126429,Pankow,11003003
184,448915579,arminius-apotheke,,schönhauser allee,172A,,,,,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.5329218,13.4122894,Pankow,11003003
185,452946886,koala-apotheke,,weißenseer weg,36,13055.0,Alt-Hohenschönhausen,+493097105750,https://www.koalaapotheke.de/,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.5359237,13.4743188,Lichtenberg,11011011
186,452951395,krumme lanke apotheke,michaela kretzschmar,fischerhüttenstraße,64,14163.0,Zehlendorf,+493080902884,https://www.krumme-lanke-apotheke.de/,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.4421581,13.2408947,Steglitz-Zehlendorf,11006006
187,453013649,apotheke am fennpfuhl,,franz-jacob-straße,10,10369.0,Fennpfuhl,,,mo-th 08:00-19:00; fr 08:00-18:00; sa 08:30-12:30,yes,yes,52.5280106,13.4679731,Lichtenberg,11011011
188,454167250,bartels apotheke,,,,,,+493047301356,https://www.bartels-apotheke.de/,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.558703,13.413785,Pankow,11003003
189,454216844,koala apotheke,,breite straße,20,13187.0,Pankow,,,mo-fr 08:00-20:00; sa 09:00-20:00,yes,yes,52.569669,13.4033014,Pankow,11003003
190,454234943,rusche-apotheke,ursula stübner,ruschestraße,103,10365.0,Lichtenberg,,,mo-th 08:00-18:30; fr 08:00-18:00; sa 09:00-13:00,yes,no,52.5152094,13.4853643,Lichtenberg,11011011
191,456388989,sterndamm-apotheke,alexander rogowski e.k.,sterndamm,11,12487.0,Johannisthal,,,"mo-th 08:00-19:00; we,fr 08:00-18:30; sa 09:00-12:30",yes,yes,52.452556,13.5094857,Treptow-Köpenick,11009009
192,456389100,apotheke johannisthal,,,,,,,,mo-fr 08:00-18:30; sa 09:00-13:00,yes,yes,52.4458331,13.5060772,Treptow-Köpenick,11009009
193,456414245,pfauen-apotheke,,,,,,,,mo-fr 08:00-18:30; sa 08:30-13:30,yes,yes,52.4412581,13.4588411,Neukölln,11008008
194,456421034,fontane-apotheke,,rudower straße,,12351.0,Britz,,,"mo-fr 08:00-13:00,14:00-18:30; sa off",yes,yes,52.4426146,13.4568396,Neukölln,11008008
195,458915641,adler apotheke,,breite straße,41,13187.0,Pankow,+493047539300,https://adlerapotheke-berlin.de/,mo-fr 08:00-18:30; sa 09:00-14:00,yes,limited,52.5707966,13.4103966,Pankow,11003003
196,459166572,zieten apotheke,,gerichtstraße,31,13347.0,Wedding,,https://www.zietenapotheke.de,mo-fr 08:30-18:30; sa 09:00-13:00,yes,yes,52.5449696,13.3686333,Mitte,11001001
197,459650830,easy apotheke,,kottbusser damm,78,10967.0,Neukölln,+493069814634,https://kottbusser-damm.easyapotheken.de/,mo-fr 09:00-20:00; sa 09:00-19:00; su off,yes,yes,52.491228,13.4234937,Friedrichshain-Kreuzberg,11002002
198,459653935,paul-lincke-apotheke,johannes harter,,,,,+49306181020,,mo-fr 08:00-19:00; sa 08:30-16:00,yes,yes,52.4966636,13.4199367,Friedrichshain-Kreuzberg,11002002
199,459673262,lavendel apotheke,,blankenburger straße,1,13156.0,Niederschönhausen,,,"mo-th 09:00-18:30; fr 09:00-18:00; sa,su off",yes,yes,52.5816372,13.4045453,Pankow,11003003
200,459785177,steinbock-apotheke,,,,,,,,"mo-fr 09:00-18:30, sa 09:00-13:00",yes,no,52.5595433,13.3354795,Mitte,11001001
201,459799715,müller-apotheke,,müllerstraße,156C,,,+493046604488,,mo-fr 08:30-19:00; sa 09:00-16:00,yes,yes,52.545171,13.3608309,Mitte,11001001
202,460523245,hohenzollern-apotheke,h.w. kopsch,pichelsdorfer straße,101,13595.0,Wilhelmstadt,+49303318447,https://www.hozoapo.de/,,yes,yes,52.5241148,13.1973279,Spandau,11005005
203,461626277,europa apotheke,katrin peter e. k.,karl-marx-allee,90a,10243.0,Friedrichshain,,,"mo-fr 08:30-18:30, sa 08:30-13:00",yes,yes,52.5164022,13.4406999,Friedrichshain-Kreuzberg,11002002
204,472371488,vivapotheke in hellersdorf,,hellersdorfer straße,237,12627.0,Hellersdorf,,http://www.apo-berlin.de/#4rdpage,,,yes,52.5365149,13.603422,Marzahn-Hellersdorf,11010010
205,475236781,tasmania apotheke,,emser straße,105,12051.0,Neukölln,+49306257035,https://www.tasmania-apotheke.de/,mo-fr 08:30-19:30; sa 08:30-14:00,yes,yes,52.468338,13.4305501,Neukölln,11008008
206,476243460,luna apotheke,,am treptower park,40,12435.0,Plänterwald,+493053698100,https://www.luna-apotheke-berlin.de/,mo-fr 08:30-18:30; sa 08:30-13:00,yes,yes,52.4857173,13.4660642,Treptow-Köpenick,11009009
207,482797544,sabelus xxl apotheke,,buntzelstraße,117,12526.0,Bohnsdorf,+49306763313,https://www.sabelus.de/apotheke-berlin-bohnsdorf-621444.html,mo-fr 8:00-19:00;sa 8:00-13:00,yes,limited,52.4010732,13.5617695,Treptow-Köpenick,11009009
208,499046359,kastanien-apotheke pankow,,kastanienallee,37-38,13158.0,Rosenthal,+493091207990,https://www.kastanien-apotheke-pankow.de/,mo-sa 08:00-20:00,yes,yes,52.5920493,13.3830878,Pankow,11003003
209,499963012,stolpe-apotheke,bianca dabbagh e.k.,chausseestraße,13,14109.0,Wannsee,,,mo-fr 08:30-18:30; we 08:30-18:00; sa 08:30-13:00,yes,no,52.4157499,13.1456517,Steglitz-Zehlendorf,11006006
210,502409526,baumschulen-apotheke,,baumschulenstraße,29-31,12437.0,Baumschulenweg,+493064167777,https://www.baumschulen-apotheke-berlin.de/,we-fr 08:00-19:00; sa 08:00-15:00,yes,yes,52.4642316,13.4857268,Treptow-Köpenick,11009009
211,505990860,rathaus apotheke,,großbeerenstraße,26,10963.0,,+49302158084,https://www.apotheken.de/10963/berlin/rathaus-apotheke-kreuzberg,mo-fr 09:00-18:30; sa 09:00-14:00; ph off,yes,yes,52.4943559,13.3835242,Friedrichshain-Kreuzberg,11002002
212,506338850,farma-plus,,britzer damm,30,12347.0,Britz,,,"mo,tu,th,fr 09:00-18:00; we 09:00-14:00; sa off",yes,yes,52.46018,13.4350711,Neukölln,11008008
213,508423804,hagen apotheke,,hohenzollerndamm,94,14199.0,Schmargendorf,+49308264067,,mo-fr 08:30-18:30;sa 08:30-13:30,yes,no,52.4773766,13.2811924,Charlottenburg-Wilmersdorf,11004004
214,510624102,albrecht-apotheke,heike borchardt,tempelhofer damm,179,12099.0,Tempelhof,+49307518014,https://www.albrecht-apotheke-berlin.de/,"mo,tu,th 08:30-19:00; we,fr 08:30-18:30; sa 08:30-14:00; su,ph off",yes,yes,52.4609874,13.38514,Tempelhof-Schöneberg,11007007
215,516609077,gorki-apotheke,,gorkistraße,3,13507.0,Tegel,,,"mo-fr 08:00-20:00, sa 08:00-18:00",yes,yes,52.5898484,13.2842663,Reinickendorf,11012012
216,518011179,adler-apotheke,,berliner straße,91,13507.0,Tegel,,,"mo-fr 08:30-19:00, sa 09:30-13:30",yes,yes,52.5876355,13.2860212,Reinickendorf,11012012
217,520518100,opernviertel-apotheke,,bismarckstraße,30,10625.0,Charlottenburg,,,mo-fr 08:00-18:30; sa 08:00-13:00,yes,yes,52.5120981,13.3105177,Charlottenburg-Wilmersdorf,11004004
218,527503229,sankt rochus apotheke,,schlangenbader straße,25,14197.0,Wilmersdorf,+49308236041,,mo-fr 08:30-18:30; sa 08:30-13:00,yes,yes,52.4728776,13.3071455,Charlottenburg-Wilmersdorf,11004004
219,527503232,rheinland apotheke,,spessartstraße,13,14197.0,Wilmersdorf,+493082793412,,mo-fr 08:30-18:30; sa 08:30-13:00,yes,yes,52.4745711,13.3146216,Charlottenburg-Wilmersdorf,11004004
220,527873296,normannen-apotheke,,grünauer straße,"7,8",12524.0,Altglienicke,+49306728354,https://www.normannen-apotheke-berlin.de,mo-fr 08:00-18:30; sa 08:30-13:00;ph off,yes,no,52.4195999,13.5403651,Treptow-Köpenick,11009009
221,528643412,elefanten apotheke,,,,,,,,"mo-fr 08:30-18:30, sa 09:00-14:00",yes,yes,52.4247473,13.5276421,Treptow-Köpenick,11009009
222,529805424,europa-apotheke,,schnellerstraße,21,12439.0,,,,mo-sa 09:00-19:00,yes,yes,52.4565863,13.5089986,Treptow-Köpenick,11009009
223,530687969,sano apotheke,omar obaid,,,,,,,mo-fr 08:00-19:00; sa 10:00-19:00; ph off,yes,no,52.4473124,13.5758981,Treptow-Köpenick,11009009
224,534879643,hohenzollerndamm apotheke,dr. martin krause,hohenzollerndamm,56,14199.0,Schmargendorf,,http://www.hohenzollerndamm-apo.de/,"mo-th 08:30-18:30; we,fr 08:30-18:00; sa 08:30-13:00",yes,yes,52.4866689,13.2975626,Charlottenburg-Wilmersdorf,11004004
225,538057637,apotheke im forum köpenick,nicola runge e.k.,bahnhofstraße,33-38,12555.0,,+493065016200,https://www.apotheke-im-forum-koepenick.de/,"mo-fr 08:00-20:00, sa 09:00-20:00; ph off",yes,yes,52.4581201,13.5786266,Treptow-Köpenick,11009009
226,564123162,nibelungen-apotheke,,gotlindestraße,49,10365.0,Lichtenberg,,,mo-fr 08:00-19:00; sa 08:00-13:00,yes,yes,52.5181103,13.496335,Lichtenberg,11011011
227,565034853,columbia apotheke,,kaiserdamm,13,14057.0,Charlottenburg,+493032678610,http://www.columbia-apotheke.de/,mo-fr 08:30-18:30; sa 08:30-13:30,yes,limited,52.5106646,13.288557,Charlottenburg-Wilmersdorf,11004004
228,571800623,st. hubertus,,marienfelder allee,47,12277.0,Marienfelde,+493072320615,https://www.apotheke-marienfelde.de/,"mo,tu,th,fr 08:30-18:30; we 08:30-18:00; sa 08:30-13:00",yes,yes,52.4215579,13.3702571,Tempelhof-Schöneberg,11007007
229,573452398,apotheke in der volkradstraße,,,,,,,,mo-fr 08:30-18:30; sa 08:30-13:00,,yes,52.499528,13.5073798,Lichtenberg,11011011
230,576608994,apotheke im gesundbrunnen-center,,badstraße,4,13357.0,,+493049760419,https://www.premium-apotheken-berlin.de/,mo-sa 09:00-20:00,yes,yes,52.5499687,13.3891501,Mitte,11001001
231,581322478,brunnen apotheke,,badstraße,11,13357.0,Gesundbrunnen,,,"mo,tu,th 08:30-19:00; we 08:30-15:00; fr 08:30-18:30",yes,yes,52.5503414,13.3855631,Mitte,11001001
232,582854286,ursus-apotheke,,marienfelder allee,75,12277.0,Marienfelde,,https://www.ursus-apotheke-berlin.de/,mo-fr 08:30-18:00; sa 08:30-13:00,yes,yes,52.4193408,13.3684082,Tempelhof-Schöneberg,11007007
233,585143218,schwarze adler apotheke,,prinzessinnenstraße,2,12307.0,Lichtenrade,+49307446063,,,yes,no,52.386944,13.3954661,Tempelhof-Schöneberg,11007007
234,585144206,bahnhof-apotheke,,bahnhofstraße,26,12305.0,Lichtenrade,,,mo-fr 08:30-18:30; sa 08:30-13:00; ph off,yes,no,52.3868901,13.3997371,Tempelhof-Schöneberg,11007007
235,585473264,lessing apotheke,,reinickendorfer straße,12,13347.0,,+49304652145,https://www.lessing-apotheke-berlin.de/,mo-fr 08:30-19:00; sa 09:00-14:00; su closed,yes,yes,52.5420876,13.3701655,Mitte,11001001
236,588141093,linden apotheke,,bahnhofstraße,52,12305.0,,+49307445082,https://www.linden-apotheke-lichtenrade.de/,mo-fr 08:00-18:30; sa 08:30-13:30,yes,limited,52.3865399,13.404185,Tempelhof-Schöneberg,11007007
237,588552725,katharinen apotheke,,,,,,,,mo-fr 08:30-19:00; sa 09:00-13:00,yes,no,52.5494413,13.4553976,Pankow,11003003
238,588552733,medicus apotheke,,berliner allee,82,13088.0,Weißensee,+49309250220,http://www.medicus-apotheke.de/06_start/index.html,mo-fr 08:00-19:30; sa 08:30-14:00,yes,yes,52.5492679,13.4562626,Pankow,11003003
239,588557536,sky apotheke am antonplatz,,langhansstraße,1,13086.0,Weißensee,,https://www.apotheke-am-antonplatz.de/,mo-fr 08:00-20:00; sa 09:00-14:00,yes,yes,52.5487495,13.4506766,Pankow,11003003
240,592122156,schlachtensee apotheke,dr. jutta wenger,breisgauer straße,7,14129.0,Schlachtensee,+493080902191,http://www.schlachtensee-apotheke.de/,mo-fr 08:30-19:00; sa 08:30-14:00,yes,limited,52.4386509,13.2155816,Steglitz-Zehlendorf,11006006
241,593781884,lankwitz-apotheke,,kaiser-wilhelm-straße,68,12247.0,Lankwitz,+49307749254,https://www.lankwitz-apotheke-berlin.de,mo-fr 08:30-18:30; sa 08:30-13:30,yes,no,52.4352813,13.3437222,Steglitz-Zehlendorf,11006006
242,595536654,mediosapotheke hackescher markt,,rosenthaler straße,46-47,10178.0,Mitte,,,mo-fr 08:00-19:00; sa 09:00-19:00,yes,no,52.5245938,13.4032424,Mitte,11001001
243,602531459,wedding apotheke,dr. axel müller-de ahna e.k.,müllerstraße,139,13353.0,Wedding,,https://www.wedding-apotheke.de/,mo-fr 08:15-20:00; sa 08:30-16:00,yes,yes,52.5492948,13.353572,Mitte,11001001
244,604938266,apotheke im karstadt,,,,,,+493062736580,,mo-sa 9:00-20:00,yes,yes,52.4874834,13.4238942,Neukölln,11008008
245,608524481,prenz’l-apotheke,,schönhauser allee,81,10439.0,Prenzlauer Berg,,,mo-fr 08:00-20:00; sa 08:30-20:00; ph off,yes,yes,52.550241,13.4142615,Pankow,11003003
246,609142032,elch apotheke,,johannisthaler chaussee,321,,,+493060258313,,mo-fr 08:00-20:00; sa 09:00-20:00,yes,yes,52.4292565,13.4536256,Neukölln,11008008
247,609146610,gropius-apotheke,,imbuschweg,40,12353.0,Gropiusstadt,,,,yes,yes,52.42958,13.4570794,Neukölln,11008008
248,610199208,tempelritter-apotheke,,bahnhofstraße,60,12305.0,Lichtenrade,+493076403454,https://www.tempelritter-apotheke.de/,mo-fr 08:00-18:30; sa 08:30-13:00,yes,yes,52.3865161,13.4066989,Tempelhof-Schöneberg,11007007
249,616284712,apotheke am rathaus,sliman dirki,möllendorffstraße,111,10367.0,Lichtenberg,,,"mo-fr 08:00-19:00, sa 09:00-14:00; ph off",yes,limited,52.5161624,13.4787925,Lichtenberg,11011011
250,621584928,gerhart-hauptmann-apotheke,,fritz-reuter-allee,181,12359.0,Britz,+49306019551,,mo-fr 08:30-19:00; sa 08:30-13:00,yes,yes,52.4373715,13.4477689,Neukölln,11008008
251,627415668,gesundbrunnen- apotheke,,badstraße,64,13357.0,Gesundbrunnen,,,mo-fr 08:30-18:30; sa 09:00-13:00,yes,yes,52.55057,13.3842488,Mitte,11001001
252,630214264,apotheke an der rhinstraße,,,,,,,,mo-sa 08:30-19:30,yes,yes,52.5136166,13.5179566,Lichtenberg,11011011
253,630214267,bahnhof-apotheke,,,,,,,,mo-fr 08:00-19:00; sa 08:00-14:00,yes,yes,52.5137587,13.5198414,Lichtenberg,11011011
254,631755396,elch-apotheke,,ludolfingerplatz,2,13465.0,Frohnau,+493040632891,https://www.elch-apotheke-frohnau.de/,mo-fr 08:30-19:00; sa 08:30-14:00,yes,yes,52.6331147,13.2887685,Reinickendorf,11012012
