clinic_id,clinic_name,street,house_number,postcode,city,district_id,neighbourhood_id,phone_number,website,email,opening_hours,operator,wheelchair_acces,full_address,latitude,longitude,amenity,emergency,opening_hours_valid,brand,footprint,source,speciality
7326193661,Dr. Angelika Block,,,,,,,,http://ta-block.weebly.com,,"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",,limited,,52.4955514,13.2968989,veterinary,,,,,,
7376832510,Katharina Keil,,,,,,,49306916165.0,,,"Mo-Sa 10:00-12:00; Mo, Tu, Th, Fr 17:00-19:00",,,,52.4894813,13.4029606,veterinary,,,,,,
7478178484,Lorenz,,,,,,,,https://www.tierarzt-lichterfelde.de/,,,,,,52.4183404,13.3320075,veterinary,,,,,,
7546074503,Wolf & Tiger,Lauterstraße,12,12159.0,Berlin,,,491757366718.0,https://www.wolfandtiger.de/,,,Myvet GmbH,,"Lauterstraße, 12, 12159, Berlin",52.4726236,13.33503,veterinary,,,,,,
7609585407,Tierarztpraxis Denisse Barrera,Karl-Marx-Straße,133,12043.0,Berlin,,,49306812161.0,,,Mo-Sa 16:00-20:00,,no,"Karl-Marx-Straße, 133, 12043, Berlin",52.4774124,13.439113,veterinary,,,,,,
7617449010,Angelika Weber,Kundrystraße,2,12159.0,Berlin,,,,,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,"Kundrystraße, 2, 12159, Berlin",52.4741292,13.3293259,veterinary,,,,,,
7623775572,Tierarztpraxis S. Lattermann,Transvaalstraße,14,13351.0,Berlin,,,493045290790.0,http://www.tierarzt-wedding.de/,,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",,yes,"Transvaalstraße, 14, 13351, Berlin",52.5519001,13.3411969,veterinary,,,,,,
7643245687,Tierarztpraxis Otto Suhr,,,,,,,,,,Mo-Fr 09:00-19:00,,no,,52.5150531,13.3130502,veterinary,,,,,,
7747019462,Tierarztpraxis B. Migdal,Grazer Platz,12,12157.0,Berlin,,,,,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,"Grazer Platz, 12, 12157, Berlin",52.4667894,13.3465937,veterinary,,,,,,
7776123991,Silke Sanft,Florastraße,6,12163.0,Berlin,,,,http://www.tierarztpraxis-sanft.de,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",,,"Florastraße, 6, 12163, Berlin",52.4613066,13.3269746,veterinary,,,,,,
7777530635,Tierarztpraxis Rex,Südwestkorso,11a,12161.0,Berlin,,,,https://www.tierarztpraxis-schluesing.de/,,"""Sprechzeiten nach Vereinbarung""",,no,"Südwestkorso, 11a, 12161, Berlin",52.474559,13.3227841,veterinary,,,,,,
7813575354,Tierarztpraxis am Schlachtensee,Breisgauer Straße,3,14129.0,Berlin,,,493080905830.0,https://www.tierarztpraxis-am-schlachtensee.de,info@tierarztpraxis-am-schlachtensee.de,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",Dr. Katharina Gröndahl,,"Breisgauer Straße, 3, 14129, Berlin",52.4391475,13.215708,veterinary,,,,,,
7937984201,Tierarztpraxis am Hermannplatz,Lucy-Lameck-Straße,1,12049.0,Berlin,,,,https://www.tierarztpraxis-am-hermannplatz.de,,,,,"Lucy-Lameck-Straße, 1, 12049, Berlin",52.4863263,13.4233555,veterinary,,,,,,
7978440760,Dr. L. Chelminski,,,,,,,49304954038.0,,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",,no,,52.5691003,13.3612016,veterinary,,,,,,
8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,Blissestraße,68,10713.0,Berlin,,,,https://www.tierarzt-goebel.de/,,,,,"Blissestraße, 68, 10713, Berlin",52.4789701,13.3200646,veterinary,,,,,,
8068408243,Berliner Tierarztpraxis,Mansfelder Straße,19,10713.0,Berlin,,,,https://www.berliner-tierarztpraxis.de/,,,Dr. Med. Vet. S. Heinemann;Beatrix Strathmann,,"Mansfelder Straße, 19, 10713, Berlin",52.4888413,13.3110131,veterinary,,,,,,
8068513185,Naturheilkunde für Tiere,Bornimer Straße,6,10711.0,Berlin,,,,,,,Petra Clausius,,"Bornimer Straße, 6, 10711, Berlin",52.4961991,13.2853794,veterinary,,,,,,
8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,Quickborner Straße,76,13439.0,Berlin,,,493040710151.0,https://ta-blessing-richter.de/,info@ta-blessing-richter.de,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,,"Quickborner Straße, 76, 13439, Berlin",52.6045044,13.3664162,veterinary,,,,,,
8330236501,Katharina Dralle,Rotdornstraße,7,12161.0,Berlin,,,49308527705.0,https://www.dr-dralle-berlin.de/,,,,,"Rotdornstraße, 7, 12161, Berlin",52.4709098,13.3254977,veterinary,,,,,,
8357625079,Tierarztpraxis Matthias Müller,Berliner Straße,11,13467.0,Berlin,,,49304034440.0,https://tierarzt-matthiasmueller.de/,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",,yes,"Berliner Straße, 11, 13467, Berlin",52.6139984,13.316783,veterinary,,,,,,
8579480418,Tierarztpraxis Galina Schirow GmbH,Bartningallee,5,10557.0,Berlin,,,493039886966.0,https://www.vetpraxis-schirow.de/,,"Mo-Fr 10:00-13:00,16:00-19:00",,limited,"Bartningallee, 5, 10557, Berlin",52.5189471,13.3427257,veterinary,,,,,,
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,Kufsteiner Straße,22,10825.0,Berlin,,,,https://tiermedizinzentrum.de/,,,,,"Kufsteiner Straße, 22, 10825, Berlin",52.4854474,13.3367552,veterinary,,,,,,
8844721918,Am Schlosspark,,,,,,,493047531693.0,https://tierarzt-schlosspark.de/,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,,52.5826045,13.40387,veterinary,,,,,,
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,Birnhornweg,3,12107.0,Berlin,,,,,,,Thomas Hübner;Birte Nannen,,"Birnhornweg, 3, 12107, Berlin",52.4240806,13.3948851,veterinary,,,,,,
9038458603,Tierärzte-Kreuzberg,Liegnitzer Straße,19,10999.0,Berlin,,,49306126474.0,http://www.tieraerzte-kreuzberg.de,tierarztpraxis.liegnitzerstr@t-online.de,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,"Liegnitzer Straße, 19, 10999, Berlin",52.4929733,13.4338357,veterinary,,,,,,
9166121510,Tierarztpraxis Dr. Dirk Mauch,Elsa-Brändström-Straße,13,13189.0,Berlin,,,49304710133.0,http://www.elsavet.de/,,,Dr. Dirk Mauch,yes,"Elsa-Brändström-Straße, 13, 13189, Berlin",52.5600099,13.4154386,veterinary,,,,,,
9221860122,Tierarztpraxis am Amalienpark,,,,,,,,https://www.tierarztpraxis-amalienpark.de/,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",,no,,52.5721186,13.4135786,veterinary,,,,,,
9238314072,Tierarztpraxis Sarah Watson,Altenbraker Straße,29,12051.0,Berlin,,,49306257209.0,https://www.tierarzt-watson.de/,info@tierarzt-watson.de,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,no,"Altenbraker Straße, 29, 12051, Berlin",52.468653,13.4330363,veterinary,,,,,,
9396508717,4 Pfoten,Fanningerstraße,27,10365.0,Berlin,,,49305531572.0,https://www.praxis4pfoten.de/,,"Mo 09:00-12:00,16:00-19:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-19:00; Fr 09:00-12:00,14:00-16:00; Sa 10:00-12:00",,,"Fanningerstraße, 27, 10365, Berlin",52.5143907,13.4951561,veterinary,,,,,,
9400600599,Tierarztpraxis Friedrichshain,Auerstraße,44,10249.0,Berlin,,,493078083485.0,https://www.tierarztpraxis-friedrichshain.de,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,"Auerstraße, 44, 10249, Berlin",52.5208823,13.4462478,veterinary,,,,,,
9432134789,Praxis für Kleintiermedizin Janine Lenk,Eschengraben,47,13189.0,Berlin,,,493091203200.0,https://www.kleintiermedizin-lenk.de,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,"Eschengraben, 47, 13189, Berlin",52.556357,13.4245524,veterinary,,,,,,
9456247850,Peter Vogel,Finowstraße,14,,,,,493029776835.0,https://www.drpetervogel.de/,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,"Finowstraße, 14",52.5111185,13.4668484,veterinary,,,,,,
9461140241,Dr. Karin Block,Zimmermannstraße,16,12163.0,Berlin,,,,,,,,,"Zimmermannstraße, 16, 12163, Berlin",52.4607219,13.3195225,veterinary,,,,,,
9516282788,Tierarztpraxis im Komponistenviertel,Bizetstraße,48,13088.0,Berlin,,,49309273441.0,https://www.tierarztpraxis-peters-weissensee.de/,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Dr. Med. Vet Anja Peters,,"Bizetstraße, 48, 13088, Berlin",52.5476848,13.4541052,veterinary,,,,,,
9653871480,Tierarztpraxis Lankwitz,Bruchwitzstraße,30,12247.0,Berlin,,,493077208260.0,https://www.tierarztpraxis-lankwitz.de/,info@tierarztpraxis-lankwitz.de,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",,limited,"Bruchwitzstraße, 30, 12247, Berlin",52.4370703,13.349587,veterinary,,,,,,
9786575482,Tierärztliche Praxis Beck,Weichselstraße,25,12045.0,Berlin,,,49306239664.0,,,"Mo-Fr 09:00-11:00,15:00-19:00",,no,"Weichselstraße, 25, 12045, Berlin",52.4870325,13.4368022,veterinary,,,,,,
9880855648,Tierarztpraxis Marion Bickert,Marchandstraße,38,12249.0,Berlin,,,49307755462.0,https://www.tierarztpraxis-bickert.de,office@tierarztpraxis-bickert.de,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,"Marchandstraße, 38, 12249, Berlin",52.4227865,13.3566908,veterinary,,,,,,
10003860025,Teresa Lankes,,,,,,,,,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,,52.5133005,13.2937818,veterinary,,,,,,
10169596123,Patrick O. Bolz,,,,,,,,,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,,52.4564344,13.4367908,veterinary,,,,,,
10169838053,Tierarztpraxis Kaulsdorf-Süd,,,,,,,49305666176.0,https://tierarztpraxis-kaulsdorf-sued.de/,juraske@tierarztpraxis-kaulsdorf-sued.de,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Friederike Juraske,,,52.486422,13.5746936,veterinary,,,,,,
10180980038,Tierarztpraxis Gasteiner Straße,Gasteiner Straße,33,10717.0,Berlin,,,,https://tierarztpraxis-gasteiner-strasse.de/,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,"Gasteiner Straße, 33, 10717, Berlin",52.4872926,13.3259046,veterinary,,,,,,
10816474165,Valera,,,,,,,,https://valera.vet/,,24/7,,,,52.4338095,13.2466898,veterinary,,,,,,
10944187119,Tieraztpraxis am Tierheim Berlin,Hausvaterweg,39,,,,,493093662200.0,https://tierarztpraxis-am-tierheim.de/,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,"Hausvaterweg, 39",52.5743133,13.5465736,veterinary,,,,,,
10946259246,Praxis für Tierzahnheilkunde,Soorstraße,76,14050.0,Berlin,,,,https://rux.vet/,,"""nach Vereinbarung""",Dr. Med. Vet. Helmut Rux,,"Soorstraße, 76, 14050, Berlin",52.5134999,13.2774866,veterinary,,,,,,
10956712577,Tierarztpraxis Birkenstein Dr. med. vet H. Fuhrmann und Team,,,,,,,,,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,,52.5211838,13.6465809,veterinary,,,,,,
11008683231,Tierarztpraxis Alt-Buch,Alt-Buch,57,13125.0,Berlin,,,493091142778.0,https://www.tierarztpraxis-alt-buch.de/,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Tierärztin Lydia Klemer,,"Alt-Buch, 57, 13125, Berlin",52.636563,13.5022262,veterinary,,,,,,
11052551506,Ute Teutenberg,,,,,,,493037588910.0,,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",,no,,52.5507862,13.1685048,veterinary,,,,,,
11101616402,Tierarzt Bello & Co.,,,,,,,,https://belloundco.de/,,,,,,52.425741,13.4838753,veterinary,,,,,,
11201794003,Tierarztpraxis Dr. Pollmann,Berliner Straße,17,,,,,493081099440.0,https://tierarztpraxis-pollmann.de,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,"Berliner Straße, 17",52.4361962,13.2660844,veterinary,,,,,,
11313866984,Dr. Fenina + Burwieck,Manteuffelstraße,74,12103.0,,,,493063314227.0,https://meintierarzt.berlin,,,,,"Manteuffelstraße, 74, 12103",52.4678078,13.3783605,veterinary,,,,,,
11345799891,Rex,,,,,,,,https://www.rex.app/,,Mo-Fr 08:00-20:00,,yes,,52.5073508,13.4569833,veterinary,,,,,,
11556295677,Tierärztliche Gemeinschaftspraxis,Hohenzollerndamm,185,10713.0,Berlin,,,,https://www.tierarztpraxis-berlin.net/,,,Antje Stolle-Malorny;Jens Vöster;Dr. Med. Vet. Iris Vöster,,"Hohenzollerndamm, 185, 10713, Berlin",52.491509,13.3183436,veterinary,,,,,,
11717159971,Rex Tierarztpraxis,Hermannstraße,227,12049.0,Berlin,,,,,,Mo-Sa 08:00-20:00,,,"Hermannstraße, 227, 12049, Berlin",52.4807206,13.425592,veterinary,,,,,,
11847097396,Kleintierkardiologie Tempelhof,Burgemeisterstraße,34,12103.0,Berlin,,,493047006869.0,https://www.kardiobewegt.berlin/,,Mo-Th 08:00-18:00; PH off,Sinah Dohlen,yes,"Burgemeisterstraße, 34, 12103, Berlin",52.4583689,13.3734169,veterinary,,,,,,
11985547873,Tierarztpraxis Kutzner,Zum Kappgraben,13,13125.0,Berlin,,,493094382030.0,https://tierarzt-kutzner.de/,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,"Zum Kappgraben, 13, 13125, Berlin",52.6164598,13.4890268,veterinary,,,,,,
12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",Max-Beer-Straße,7,,,,,49302426512.0,,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",,no,"Max-Beer-Straße, 7",52.5251722,13.408013,veterinary,,,,,,
12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,Tietzenweg,23,,,,,493032294480.0,https://www.tierarztpraxis-botanischergarten.de,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Daniela Friedrich,,"Tietzenweg, 23",52.4456015,13.3020665,veterinary,,,,,,
12238881093,Janine Bräuer,Krüllsstraße,5,12435.0,Berlin,,,,,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Janine Bräuer,,"Krüllsstraße, 5, 12435, Berlin",52.4922101,13.447823,veterinary,,,,,,
12793397931,Tierärztezentrum Birte Nannen,Schlierbacher Weg,5,12349.0,Berlin,,,493025921788.0,https://www.tieraerztezentrum-nannen.de,,,,,"Schlierbacher Weg, 5, 12349, Berlin",52.4160917,13.4047411,veterinary,,,,,,
12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,,,,,,,49309866411.0,,info@tierarzt-drloesch.de,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,,52.5399544,13.4849492,veterinary,,,,,,
12851066023,Dr. Pastor,Brüsseler Straße,52a,13353.0,Berlin,,,,https://www.tierarztpraxis-pastor.de/,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,"Brüsseler Straße, 52a, 13353, Berlin",52.5486928,13.3531883,veterinary,,,,,,
12877756489,Sonnenberg,,,,,,,,,,,,,,52.4406394,13.6866147,veterinary,,,,,,
12989186501,Tierarztpraxis am Wasserturm,Rykestraße,4,10405.0,,,,,https://www.tierarztpraxis-wasserturm.de/,,,,,"Rykestraße, 4, 10405",52.5350637,13.419688,veterinary,,,,,,
24921047,Das Veterinärmedizinische Zentrum Berlin,Scharnweberstraße,136,13405.0,Berlin,,,49304127357.0,https://www.vetzentrum-berlin.de/,info@vetzentrum-berlin.de,24/7,Kai S. Rödiger,,"Scharnweberstraße, 136, 13405, Berlin",52.56383603359543,13.32589838500037,veterinary,,,,,,
28608972,Zete Marton,Alt-Reinickendorf,37,13407.0,Berlin,,,,,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",,no,"Alt-Reinickendorf, 37, 13407, Berlin",52.574841677439466,13.351276845661223,veterinary,,,,,,
71173694,Tierärztlichen Klinik für Kleintiere,Märkische Allee,258,12679.0,Berlin,,,,https://www.tierklinik-in-berlin.de/,,24/7,,yes,"Märkische Allee, 258, 12679, Berlin",52.5555553946766,13.553247578434863,veterinary,,,,,,
89101208,Tierarztpraxis Kathrin Böhm,Robert-Siewert-Straße,90,10318.0,Berlin,,,493032669736.0,,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Sa 10:00-15:00; Mo 10:00-17:00",Kathrin Böhm,limited,"Robert-Siewert-Straße, 90, 10318, Berlin",52.49264998362304,13.536918159788693,veterinary,,,,,,
117230559,Tierartzpraxis Gotthardt,Winkler Straße,21,14193.0,Berlin,,,,,,,,,"Winkler Straße, 21, 14193, Berlin",52.48761569717588,13.26661586707658,veterinary,,,,,,
163836866,Tierklinik Berlin-Biesdorf,Alt-Biesdorf,22,12683.0,Berlin,,,49305143760.0,https://www.tierklinik-in-biesdorf.de/,,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",,no,"Alt-Biesdorf, 22, 12683, Berlin",52.50873002296041,13.55573553415282,veterinary,,,,,,
286010852,Tierarztpraxis Dr. Christine Mueller,Südekumzeile,26E,13591.0,Berlin,,,49303660128.0,http://tierarztpraxis-spandau.de/,christinemueller.berlin@web.de,,,,"Südekumzeile, 26E, 13591, Berlin",52.53114943495089,13.148550095428307,veterinary,,,,,,
