clinic_id,clinic_name,street,house_number,postcode,city,district_id,neighbourhood_id,phone_number,website,email,opening_hours,operator,wheelchair_acces,full_address,latitude,longitude,amenity
7546074503,Wolf & Tiger,Lauterstraße,12,12159,Berlin,,,+49 175 7366718,https://www.wolfandtiger.de/,,,MyVet GmbH,,"Lauterstraße 12, 12159 Berlin",52.4726236,13.33503,veterinary
7609585407,Tierarztpraxis Denisse Barrera,Karl-Marx-Straße,133,12043,Berlin,,,+49 30 6812161,,,Mo-Sa 16:00-20:00,,no,"Karl-Marx-Straße 133, 12043 Berlin",52.4774124,13.439113,veterinary
7617449010,Angelika Weber,Kundrystraße,2,12159,Berlin,,,,,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,"Kundrystraße 2, 12159 Berlin",52.4741292,13.3293259,veterinary
7623775572,Tierarztpraxis S. Lattermann,Transvaalstraße,14,13351,Berlin,,,+49 30 45290790,http://www.tierarzt-wedding.de/,,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",,yes,"Transvaalstraße 14, 13351 Berlin",52.5519001,13.3411969,veterinary
7643245687,Tierarztpraxis Otto Suhr,,,nan,,,,,,,Mo-Fr 09:00-19:00,,no,"nan nan, nan nan",52.5150531,13.3130502,veterinary
7746191786,,,,nan,,,,,,,,,,"nan nan, nan nan",52.5877876,13.3651552,veterinary
7747019462,Tierarztpraxis B. Migdal,Grazer Platz,12,12157,Berlin,,,,,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,"Grazer Platz 12, 12157 Berlin",52.4667894,13.3465937,veterinary
7776123991,Silke Sanft,Florastraße,6,12163,Berlin,,,,http://www.tierarztpraxis-sanft.de,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",,,"Florastraße 6, 12163 Berlin",52.4613066,13.3269746,veterinary
7777530635,Tierarztpraxis Rex,Südwestkorso,11a,12161,Berlin,,,,https://www.tierarztpraxis-schluesing.de/,,"""Sprechzeiten nach Vereinbarung""",,no,"Südwestkorso 11a, 12161 Berlin",52.474559,13.3227841,veterinary
7813575354,Tierarztpraxis am Schlachtensee,Breisgauer Straße,3,14129,Berlin,,,+49 30 80905830,https://www.tierarztpraxis-am-schlachtensee.de,info@tierarztpraxis-am-schlachtensee.de,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",Dr. Katharina Gröndahl,,"Breisgauer Straße 3, 14129 Berlin",52.4391475,13.215708,veterinary
7937984201,Tierarztpraxis am Hermannplatz,Lucy-Lameck-Straße,1,12049,Berlin,,,,https://www.tierarztpraxis-am-hermannplatz.de,,,,,"Lucy-Lameck-Straße 1, 12049 Berlin",52.4863263,13.4233555,veterinary
7978440760,Dr. L. Chelminski,,,nan,,,,+49 30 4954038,,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",,no,"nan nan, nan nan",52.5691003,13.3612016,veterinary
8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,Blissestraße,68,10713,Berlin,,,,https://www.tierarzt-goebel.de/,,,,,"Blissestraße 68, 10713 Berlin",52.4789701,13.3200646,veterinary
8068408243,Berliner Tierarztpraxis,Mansfelder Straße,19,10713,Berlin,,,,https://www.berliner-tierarztpraxis.de/,,,Dr. med. vet. S. Heinemann;Beatrix Strathmann,,"Mansfelder Straße 19, 10713 Berlin",52.4888413,13.3110131,veterinary
8068513185,Naturheilkunde für Tiere,Bornimer Straße,6,10711,Berlin,,,,,,,Petra Clausius,,"Bornimer Straße 6, 10711 Berlin",52.4961991,13.2853794,veterinary
8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,Quickborner Straße,76,13439,Berlin,,,+49 30 40710151,https://ta-blessing-richter.de/,info@ta-blessing-richter.de,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,,"Quickborner Straße 76, 13439 Berlin",52.6045044,13.3664162,veterinary
8330236501,Katharina Dralle,Rotdornstraße,7,12161,Berlin,,,+49 30 8527705,https://www.dr-dralle-berlin.de/,,,,,"Rotdornstraße 7, 12161 Berlin",52.4709098,13.3254977,veterinary
8357625079,Tierarztpraxis Matthias Müller,Berliner Straße,11,13467,Berlin,,,+49 30 4034440,https://tierarzt-matthiasmueller.de/,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",,yes,"Berliner Straße 11, 13467 Berlin",52.6139984,13.316783,veterinary
8579480418,Tierarztpraxis Galina Schirow GmbH,Bartningallee,5,10557,Berlin,,,+49 30 39886966,https://www.vetpraxis-schirow.de/,,"Mo-Fr 10:00-13:00,16:00-19:00",,limited,"Bartningallee 5, 10557 Berlin",52.5189471,13.3427257,veterinary
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,Kufsteiner Straße,22,10825,Berlin,,,,https://tiermedizinzentrum.de/,,,,,"Kufsteiner Straße 22, 10825 Berlin",52.4854474,13.3367552,veterinary
8844721918,Am Schlosspark,,,nan,,,,+49 30 475 316 93,https://tierarzt-schlosspark.de/,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,"nan nan, nan nan",52.5826045,13.40387,veterinary
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,Birnhornweg,3,12107,Berlin,,,,,,,Thomas Hübner;Birte Nannen,,"Birnhornweg 3, 12107 Berlin",52.4240806,13.3948851,veterinary
9038458603,Tierärzte-Kreuzberg,Liegnitzer Straße,19,10999,Berlin,,,+49 30 6126474,http://www.tieraerzte-kreuzberg.de,tierarztpraxis.liegnitzerstr@t-online.de,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,"Liegnitzer Straße 19, 10999 Berlin",52.4929733,13.4338357,veterinary
9166121510,Tierarztpraxis Dr. Dirk Mauch,Elsa-Brändström-Straße,13,13189,Berlin,,,+49 30 4710133,http://www.elsavet.de/,,,Dr. Dirk Mauch,yes,"Elsa-Brändström-Straße 13, 13189 Berlin",52.5600099,13.4154386,veterinary
9221860122,Tierarztpraxis am Amalienpark,,,nan,,,,,https://www.tierarztpraxis-amalienpark.de/,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",,no,"nan nan, nan nan",52.5721186,13.4135786,veterinary
9238314072,Tierarztpraxis Sarah Watson,Altenbraker Straße,29,12051,Berlin,,,+49 30 6257209,https://www.tierarzt-watson.de/,info@tierarzt-watson.de,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,no,"Altenbraker Straße 29, 12051 Berlin",52.468653,13.4330363,veterinary
9396508717,4 Pfoten,Fanningerstraße,27,10365,Berlin,,,+49 30 553 15 72,https://www.praxis4pfoten.de/,,"Mo 09:00-12:00,16:00-19:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-19:00; Fr 09:00-12:00,14:00-16:00; Sa 10:00-12:00",,,"Fanningerstraße 27, 10365 Berlin",52.5143907,13.4951561,veterinary
9400600599,Tierarztpraxis Friedrichshain,Auerstraße,44,10249,Berlin,,,+49 30 78 08 34 85,https://www.tierarztpraxis-friedrichshain.de,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,"Auerstraße 44, 10249 Berlin",52.5208823,13.4462478,veterinary
9432134789,Praxis für Kleintiermedizin Janine Lenk,Eschengraben,47,13189,Berlin,,,+49 30 91203200,https://www.kleintiermedizin-lenk.de,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,"Eschengraben 47, 13189 Berlin",52.556357,13.4245524,veterinary
9456247850,Peter Vogel,Finowstraße,14,nan,,,,+49 30 29776835,https://www.drpetervogel.de/,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,"Finowstraße 14, nan nan",52.5111185,13.4668484,veterinary
9461140241,Dr. Karin Block,Zimmermannstraße,16,12163,Berlin,,,,,,,,,"Zimmermannstraße 16, 12163 Berlin",52.4607219,13.3195225,veterinary
9516282788,Tierarztpraxis im Komponistenviertel,Bizetstraße,48,13088,Berlin,,,+49309273441,https://www.tierarztpraxis-peters-weissensee.de/,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Dr. med. vet Anja Peters,,"Bizetstraße 48, 13088 Berlin",52.5476848,13.4541052,veterinary
9653871480,Tierarztpraxis Lankwitz,Bruchwitzstraße,30,12247,Berlin,,,+49 30 77208260,https://www.tierarztpraxis-lankwitz.de/,info@tierarztpraxis-lankwitz.de,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",,limited,"Bruchwitzstraße 30, 12247 Berlin",52.4370703,13.349587,veterinary
9786575482,Tierärztliche Praxis Beck,Weichselstraße,25,12045,Berlin,,,+49 30 6239664,,,"Mo-Fr 09:00-11:00,15:00-19:00",,no,"Weichselstraße 25, 12045 Berlin",52.4870325,13.4368022,veterinary
9880855648,Tierarztpraxis Marion Bickert,Marchandstraße,38,12249,Berlin,,,+49 30 7755462,https://www.tierarztpraxis-bickert.de,office@tierarztpraxis-bickert.de,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,"Marchandstraße 38, 12249 Berlin",52.4227865,13.3566908,veterinary
10003860025,Teresa Lankes,,,nan,,,,,,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,"nan nan, nan nan",52.5133005,13.2937818,veterinary
10169596123,Patrick O. Bolz,,,nan,,,,,,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,"nan nan, nan nan",52.4564344,13.4367908,veterinary
10169838053,Tierarztpraxis Kaulsdorf-Süd,,,nan,,,,+49 30 5666176,https://tierarztpraxis-kaulsdorf-sued.de/,juraske@tierarztpraxis-kaulsdorf-sued.de,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Friederike Juraske,,"nan nan, nan nan",52.486422,13.5746936,veterinary
10180980038,Tierarztpraxis Gasteiner Straße,Gasteiner Straße,33,10717,Berlin,,,,https://tierarztpraxis-gasteiner-strasse.de/,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,"Gasteiner Straße 33, 10717 Berlin",52.4872926,13.3259046,veterinary
10781978832,,,,nan,,,,,,,,,,"nan nan, nan nan",52.4873166,13.6046801,veterinary
10816474165,Valera,,,nan,,,,,https://valera.vet/,,24/7,,,"nan nan, nan nan",52.4338095,13.2466898,veterinary
10944187119,Tieraztpraxis am Tierheim Berlin,Hausvaterweg,39,nan,,,,+493093662200,https://tierarztpraxis-am-tierheim.de/,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,"Hausvaterweg 39, nan nan",52.5743133,13.5465736,veterinary
10946259246,Praxis für Tierzahnheilkunde,Soorstraße,76,14050,Berlin,,,,https://rux.vet/,,"""nach Vereinbarung""",Dr. med. vet. Helmut Rux,,"Soorstraße 76, 14050 Berlin",52.5134999,13.2774866,veterinary
10956712577,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,,,nan,,,,,,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,"nan nan, nan nan",52.5211838,13.6465809,veterinary
11008683231,Tierarztpraxis Alt-Buch,Alt-Buch,57,13125,Berlin,,,+4930 911 42 778,https://www.tierarztpraxis-alt-buch.de/,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Tierärztin Lydia Klemer,,"Alt-Buch 57, 13125 Berlin",52.636563,13.5022262,veterinary
11052551506,Ute Teutenberg,,,nan,,,,+49 30 37588910,,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",,no,"nan nan, nan nan",52.5507862,13.1685048,veterinary
11101616402,Tierarzt Bello & Co.,,,nan,,,,,https://belloundco.de/,,,,,"nan nan, nan nan",52.425741,13.4838753,veterinary
11201794003,Tierarztpraxis Dr. Pollmann,Berliner Straße,17,nan,,,,+493081099440,https://tierarztpraxis-pollmann.de,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,"Berliner Straße 17, nan nan",52.4361962,13.2660844,veterinary
11313866984,Dr. Fenina + Burwieck,Manteuffelstraße,74,12103,,,,+493063314227,https://meintierarzt.berlin,,,,,"Manteuffelstraße 74, 12103 nan",52.4678078,13.3783605,veterinary
11345799891,Rex,,,nan,,,,,https://www.rex.app/,,Mo-Fr 08:00-20:00,,yes,"nan nan, nan nan",52.5073508,13.4569833,veterinary
11556295677,Tierärztliche Gemeinschaftspraxis,Hohenzollerndamm,185,10713,Berlin,,,,https://www.tierarztpraxis-berlin.net/,,,Antje Stolle-Malorny;Jens Vöster;Dr. med. vet. Iris Vöster,,"Hohenzollerndamm 185, 10713 Berlin",52.491509,13.3183436,veterinary
11717159971,Rex Tierarztpraxis,Hermannstraße,227,12049,Berlin,,,,,,Mo-Sa 08:00-20:00,,,"Hermannstraße 227, 12049 Berlin",52.4807206,13.425592,veterinary
11847097396,Kleintierkardiologie Tempelhof,Burgemeisterstraße,34,12103,Berlin,,,+49 30 47006869,https://www.kardiobewegt.berlin/,,Mo-Th 08:00-18:00; PH off,Sinah Dohlen,yes,"Burgemeisterstraße 34, 12103 Berlin",52.4583689,13.3734169,veterinary
11985547873,Tierarztpraxis Kutzner,Zum Kappgraben,13,13125,Berlin,,,+49 30 94382030,https://tierarzt-kutzner.de/,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,"Zum Kappgraben 13, 13125 Berlin",52.6164598,13.4890268,veterinary
12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",Max-Beer-Straße,7,nan,,,,0302426512,,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",,no,"Max-Beer-Straße 7, nan nan",52.5251722,13.408013,veterinary
12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,Tietzenweg,23,nan,,,,+49 30 32294480,https://www.tierarztpraxis-botanischergarten.de,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Daniela Friedrich,,"Tietzenweg 23, nan nan",52.4456015,13.3020665,veterinary
12238881093,Janine Bräuer,Krüllsstraße,5,12435,Berlin,,,,,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Janine Bräuer,,"Krüllsstraße 5, 12435 Berlin",52.4922101,13.447823,veterinary
12793397931,Tierärztezentrum Birte Nannen,Schlierbacher Weg,5,12349,Berlin,,,+49 30 25 92 17 88,https://www.tieraerztezentrum-nannen.de,,,,,"Schlierbacher Weg 5, 12349 Berlin",52.4160917,13.4047411,veterinary
12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,,,nan,,,,+49309866411,,info@tierarzt-drloesch.de,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,"nan nan, nan nan",52.5399544,13.4849492,veterinary
12851066023,Dr. Pastor,Brüsseler Straße,52a,13353,Berlin,,,,https://www.tierarztpraxis-pastor.de/,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,"Brüsseler Straße 52a, 13353 Berlin",52.5486928,13.3531883,veterinary
12877756489,Sonnenberg,,,nan,,,,,,,,,,"nan nan, nan nan",52.4406394,13.6866147,veterinary
12989186501,Tierarztpraxis am Wasserturm,Rykestraße,4,10405,,,,,https://www.tierarztpraxis-wasserturm.de/,,,,,"Rykestraße 4, 10405 nan",52.5350637,13.419688,veterinary
24921047,Das Veterinärmedizinische Zentrum Berlin,Scharnweberstraße,136,13405,Berlin,,,0049304127357,https://www.vetzentrum-berlin.de/,info@vetzentrum-berlin.de,24/7,Kai S. Rödiger,,"Scharnweberstraße 136, 13405 Berlin",52.56383603359543,13.32589838500037,veterinary
28608972,Zete Marton,Alt-Reinickendorf,37,13407,Berlin,,,,,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",,no,"Alt-Reinickendorf 37, 13407 Berlin",52.574841677439466,13.351276845661225,veterinary
71173694,Tierärztlichen Klinik für Kleintiere,Märkische Allee,258,12679,Berlin,,,,https://www.tierklinik-in-berlin.de/,,24/7,,yes,"Märkische Allee 258, 12679 Berlin",52.5555553946766,13.553247578434865,veterinary
89101208,Tierarztpraxis Kathrin Böhm,Robert-Siewert-Straße,90,10318,Berlin,,,+49 30 32669736,,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Sa 10:00-15:00; Mo 10:00-17:00",Kathrin Böhm,limited,"Robert-Siewert-Straße 90, 10318 Berlin",52.49264998362304,13.536918159788693,veterinary
117230559,Tierartzpraxis Gotthardt,Winkler Straße,21,14193,Berlin,,,,,,,,,"Winkler Straße 21, 14193 Berlin",52.48761569717588,13.26661586707658,veterinary
163836866,Tierklinik Berlin-Biesdorf,Alt-Biesdorf,22,12683,Berlin,,,+49 30 5143760,https://www.tierklinik-in-biesdorf.de/,,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",,no,"Alt-Biesdorf 22, 12683 Berlin",52.50873002296041,13.55573553415282,veterinary
286010852,Tierarztpraxis Dr. Christine Mueller,Südekumzeile,26E,13591,Berlin,,,+49 30 366 0128,http://tierarztpraxis-spandau.de/,christinemueller.berlin@web.de,,,,"Südekumzeile 26E, 13591 Berlin",52.53114943495089,13.148550095428309,veterinary
