technical_id,key,object_number,neighborhood,locality,type_of_green_space,green_space_name,name_extension,year_built,last_renovation_year,size_sqm,dedication,planning_area_number,planning_area_name,address1,latitude,longitude
00008100_001c92d6,00008100:001c92d6,09GA03,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Ribnitzer Str. / Hohenschönhauser Weg / Grünanlage,,,,12209.0,gewidmet,11100308.0,Zingster Straße West,"Ribnitzer Str. / Hohenschönhauser Weg / Grünanlage, Berlin, Germany",,
00008100_001c9626,00008100:001c9626,08GA01,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Ahrenshooper Str. 50-52 (Quatierspark),,,,5758.0,gewidmet,11100307.0,Zingster Straße Ost,"Ahrenshooper Str. 50-52 (Quatierspark), Berlin, Germany",,
00008100_001c9311,00008100:001c9311,01GA07,Lichtenberg,Malchow,Grünanlage,Malchower Aue / NSG,,,,10530.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Malchower Aue / NSG, Berlin, Germany",52.5809471,13.4895163
00008100_001c9453,00008100:001c9453,10GA04,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Rüdickenstr. 22 (Grünanlage),,,,4173.0,gewidmet,11100309.0,Mühlengrund,"Rüdickenstr. 22 (Grünanlage), Berlin, Germany",,
00008100_001c9459,00008100:001c9459,02GA17,Lichtenberg,Wartenberg,Grünanlage,Grüne Trift / Radweg,,,,2932.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Grüne Trift / Radweg, Berlin, Germany",,
00008100_0011df1d,00008100:0011df1d,60124,Spandau,Kladow,Grünanlage,Imchenallee ab Masolleweg bis Gößweinsteiner Gang,Havelufer Süd- Quastenhorn ,,,6984.0,gewidmet,5400944.0,Kladower Damm,"Imchenallee ab Masolleweg bis Gößweinsteiner Gang, Berlin, Germany",,
00008100_001c96a3,00008100:001c96a3,18GA04,Lichtenberg,Lichtenberg,Grünanlage,Rhinstr. 121 - 135 / Grünfläche am Graben,,,,7378.0,gewidmet,11300721.0,Herzbergstraße,"Rhinstr. 121 - 135 / Grünfläche am Graben, Berlin, Germany",,
00008100_001c94d3,00008100:001c94d3,24GA15,Lichtenberg,Friedrichsfelde,Grünanlage,Huronseestr. / Am Kraatzgraben,,,,7960.0,gewidmet,11400928.0,Nöldnerplatz,"Huronseestr. / Am Kraatzgraben, Berlin, Germany",,
00008100_001c954c,00008100:001c954c,28GA08,Lichtenberg,Friedrichsfelde,Grünanlage,Hönower Weg / Mellenseestr. südl. Nr. 14-18 Grünfl,,,,6088.0,gewidmet,11401135.0,Dolgenseestraße,"Hönower Weg / Mellenseestr. südl. Nr. 14-18 Grünfl, Berlin, Germany",,
00008100_001c9469,00008100:001c9469,28GA04,Lichtenberg,Friedrichsfelde,Grünanlage,Dolgenseestr. 34-36 / Am Kraatz-Tränke-Graben,,,,3449.0,gewidmet,11401135.0,Dolgenseestraße,"Dolgenseestr. 34-36 / Am Kraatz-Tränke-Graben, Berlin, Germany",,
00008100_0011de5e,00008100:0011de5e,61291,Spandau,Haselhorst,Grünanlage,Alter Bln-Spandauer Schifffahrtskanal,Gartenfeld ,,,7476.0,gewidmet,5300838.0,Gartenfeld,"Alter Bln-Spandauer Schifffahrtskanal, Berlin, Germany",,
00008100_00274ee2,00008100:00274ee2,32042,Spandau,Gatow,Grünanlage,Straße 269-Grünwegeverbindung,zw Potsdamer Chaussee und Melsunger Str ,,,23097.0,gewidmet,5400942.0,Alt-Gatow,"Straße 269-Grünwegeverbindung, Berlin, Germany",,
00008100_0011dec6,00008100:0011dec6,60781,Spandau,Gatow,Grünanlage,Maximilian-Kolbe Straße bis Triftweg-Grünfläche ,südl parallel Graben J,,,7846.0,-,5400942.0,Alt-Gatow,"Maximilian-Kolbe Straße bis Triftweg-Grünfläche , Berlin, Germany",,
00008100_0011de97,00008100:0011de97,61741,Spandau,Staaken,Grünanlage,Am Zeppelin Gewerbepark,Werkstraße sog Grüner Korridor,2007.0,,16488.0,gewidmet,5200422.0,Werkstraße,"Am Zeppelin Gewerbepark, Berlin, Germany",52.5305317,13.1251437
00008100_0011df0b,00008100:0011df0b,60146,Spandau,Gatow,Grünanlage,Gustav-Haestskau-Straße-Havelblick,Grünanlage am KS,,,1492.0,gewidmet,5400942.0,Alt-Gatow,"Gustav-Haestskau-Straße-Havelblick, Berlin, Germany",,
00008100_002da1e3,00008100:002da1e3,00563,Spandau,Staaken,Grünanlage,Staaken West-II-GA,Am Zepplinpark,,,10337.0,gewidmet,5200422.0,Werkstraße,"Staaken West-II-GA, Berlin, Germany",,
00008100_001c95d0,00008100:001c95d0,24GA17,Lichtenberg,Rummelsburg,Grünanlage,Blockpark zw. Lückstr. u. Fischerstr.,,,,8461.0,gewidmet,11400928.0,Nöldnerplatz,"Blockpark zw. Lückstr. u. Fischerstr., Berlin, Germany",,
00008100_002da58f,00008100:002da58f,30015,Spandau,Spandau,Grünanlage,Schlangengraben-Bootsliegeplatz,,,,163.0,gewidmet,5200632.0,Tiefwerder,"Schlangengraben-Bootsliegeplatz, Berlin, Germany",,
00008100_00324951,00008100:00324951,30442,Spandau,Haselhorst,Grünanlage,Zitadelle III-Motorworld Manufaktur Berlin,Zitadellengrünzug-Umfeld,,,3863.0,-,5300736.0,Zitadellenweg,"Zitadelle III-Motorworld Manufaktur Berlin, Berlin, Germany",,
00008100_001c9487,00008100:001c9487,29GA02,Lichtenberg,Rummelsburg,Grünanlage,Rummelsburger Bucht / Uferweg / Hauptstr.-E.-Ihrer-Str.,,,,2999.0,gewidmet,11501238.0,Rummelsburg,"Rummelsburger Bucht / Uferweg / Hauptstr.-E.-Ihrer-Str., Berlin, Germany",,
00008100_001c9304,00008100:001c9304,04GA01,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Falkenberger Krugwiesen I / nördl.Teil / einfach,,,,230840.0,gewidmet,11100203.0,Falkenberg Ost,"Falkenberger Krugwiesen I / nördl.Teil / einfach, Berlin, Germany",,
00008100_002ad88f,00008100:002ad88f,18GA28,Lichtenberg,Lichtenberg,Grünanlage,Weidefläche zw. Gotlindestr. & Herzbergstr.,,,,21562.0,-,11300721.0,Herzbergstraße,"Weidefläche zw. Gotlindestr. & Herzbergstr., Berlin, Germany",,
00008100_002ad976,00008100:002ad976,18GA29,Lichtenberg,Lichtenberg,Grünanlage,Grünfläche hinter Rhinstr. 51-77/am Südbecken,,,,14375.0,gewidmet,11300721.0,Herzbergstraße,"Grünfläche hinter Rhinstr. 51-77/am Südbecken, Berlin, Germany",,
00008100_001c92c7,00008100:001c92c7,15GA08,Lichtenberg,Alt-Hohenschönhausen,Grünanlage,Neustrelitzer Str. 60-70 / Gensler Str. 24-32,,,,10736.0,gewidmet,11200514.0,Landsberger Allee,"Neustrelitzer Str. 60-70 / Gensler Str. 24-32, Berlin, Germany",,
00008100_0011df18,00008100:0011df18,60134,Spandau,Spandau,Grünanlage,Ruhlebener Straße-Elsgrabenweg,angrenzend S-Bahn-Böschung,,,3319.0,gewidmet,5200632.0,Tiefwerder,"Ruhlebener Straße-Elsgrabenweg, Berlin, Germany",,
00008100_001c9312,00008100:001c9312,15GA11,Lichtenberg,Alt-Hohenschönhausen,Grünanlage,Altenhofer Str. / Ecke Konrad-Wolf-Str. /,Steller Weg,,,10818.0,gewidmet,11200514.0,Landsberger Allee,"Altenhofer Str. / Ecke Konrad-Wolf-Str. /, Berlin, Germany",,
00008100_001c95c0,00008100:001c95c0,18GA06,Lichtenberg,Lichtenberg,Grünanlage,Rhinstr. 87 - 101 / Grünfläche am Graben,,,,19984.0,gewidmet,11300721.0,Herzbergstraße,"Rhinstr. 87 - 101 / Grünfläche am Graben, Berlin, Germany",,
00008100_001c964a,00008100:001c964a,18GA15,Lichtenberg,Lichtenberg,Grünanlage,Allee der Kosmonauten 20 u. 21/ Herzberge,,,,90245.0,gewidmet,11300721.0,Herzbergstraße,"Allee der Kosmonauten 20 u. 21/ Herzberge, Berlin, Germany",,
00008100_00274edc,00008100:00274edc,31221,Spandau,Gatow,Grünanlage,Verbindungsweg zw Str 269 und GrGlienicker Weg,,,,9995.0,gewidmet,5400942.0,Alt-Gatow,"Verbindungsweg zw Str 269 und GrGlienicker Weg, Berlin, Germany",,
00008100_001c9408,00008100:001c9408,18GA09,Lichtenberg,Lichtenberg,Grünanlage,Herzbergstr. 79 / nördlich,,,,8166.0,gewidmet,11300721.0,Herzbergstraße,"Herzbergstr. 79 / nördlich, Berlin, Germany",,
00008100_001c96c8,00008100:001c96c8,20GA02,Lichtenberg,Fennpfuhl,Grünanlage,Bernhard-Bästlein-Str. 33-54,,,1990.0,6584.0,gewidmet,11300620.0,Fennpfuhl Ost,"Bernhard-Bästlein-Str. 33-54, Berlin, Germany",52.5278177,13.4818759
00008100_001c94ab,00008100:001c94ab,27GA02,Lichtenberg,Friedrichsfelde,Grünanlage,Köpitzer Str. 5-19 / Charlottenstr. 2-20 /,Schlossachse,,,5873.0,gewidmet,11401034.0,Tierpark,"Köpitzer Str. 5-19 / Charlottenstr. 2-20 /, Berlin, Germany",,
00008100_001c94ec,00008100:001c94ec,27GA03,Lichtenberg,Friedrichsfelde,Grünanlage,Am Tierpark 5-17 / Köpitzerstr. 13-19,(Maulbeerbaumwäldchen),,,3787.0,gewidmet,11401034.0,Tierpark,"Am Tierpark 5-17 / Köpitzerstr. 13-19, Berlin, Germany",,
00008100_001c940e,00008100:001c940e,28GA28,Lichtenberg,Friedrichsfelde,Grünanlage,Am Tierpark 70-78,,,,1990.0,gewidmet,11401137.0,Erieseering,"Am Tierpark 70-78, Berlin, Germany",52.4991199,13.5216227
00008100_001c9636,00008100:001c9636,03GA05,Lichtenberg,Falkenberg,Grünanlage,Wege an den Falkenbg. Rieselfeldern nördl. Stadtbez.Grenze,,,,47527.0,gewidmet,11100102.0,Dorf Falkenberg,"Wege an den Falkenbg. Rieselfeldern nördl. Stadtbez.Grenze, Berlin, Germany",,
00008100_0011e33f,00008100:0011e33f,00234,Spandau,Gatow,Grünanlage,Gatower Straße-Waldstreifen,,,,23410.0,gewidmet,5400942.0,Alt-Gatow,"Gatower Straße-Waldstreifen, Berlin, Germany",,
00008100_0011de1b,00008100:0011de1b,30830,Spandau,Kladow,Grünanlage,Sakrower Landstraße 26,,,,1797.0,gewidmet,5400943.0,Jägerallee,"Sakrower Landstraße 26, Berlin, Germany",52.4525902,13.1394496
00008100_00243409,00008100:00243409,23661,Spandau,Gatow,Grünanlage,Rieselfelder-ehem Jacubeit-Fläche,,,,22495.0,gewidmet,5400942.0,Alt-Gatow,"Rieselfelder-ehem Jacubeit-Fläche, Berlin, Germany",,
00008100_0011deb6,00008100:0011deb6,61061,Spandau,Hakenfelde,Grünanlage,Asnièrestraße-Am Wasserbogen,Bereich Wasserstadtbrücke,2006.0,,2137.0,gewidmet,5100103.0,Mertensstraße,"Asnièrestraße-Am Wasserbogen, Berlin, Germany",,
00008100_001c9316,00008100:001c9316,09GA01,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Darßer Straße / Grünanlage,(Schwarzer Weg),,,37183.0,gewidmet,11100308.0,Zingster Straße West,"Darßer Straße / Grünanlage, Berlin, Germany",,
00008100_001c968c,00008100:001c968c,03GA14,Lichtenberg,Falkenberg,Grünanlage,Falkenberger Chaussee / Dorfstr. Falkenb,,,,8106.0,gewidmet,11100205.0,Wartenberg Süd,"Falkenberger Chaussee / Dorfstr. Falkenb, Berlin, Germany",,
00008100_001c92e9,00008100:001c92e9,04GA06,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Falkenberger Ch. zw. Biesenbrower & Wartiner Str.,,,,388.0,gewidmet,11100203.0,Falkenberg Ost,"Falkenberger Ch. zw. Biesenbrower & Wartiner Str., Berlin, Germany",,
00008100_001c9691,00008100:001c9691,02GA06,Lichtenberg,Wartenberg,Grünanlage,Am Luchteich östl. Wartenberger Dorfstr. 14-19,,,,28730.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Am Luchteich östl. Wartenberger Dorfstr. 14-19, Berlin, Germany",,
00008100_001c9625,00008100:001c9625,02GA13,Lichtenberg,Wartenberg,Grünanlage,Wartenberger/Falkenberger Luch / westl. KGA 'Am Hechtgraben',,,,100315.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Wartenberger/Falkenberger Luch / westl. KGA 'Am Hechtgraben', Berlin, Germany",,
00008100_001c92e5,00008100:001c92e5,08GA09,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Zingster Str. 66-80 / Am Berl 13-17 (Wäldchen),,,,19717.0,gewidmet,11100307.0,Zingster Straße Ost,"Zingster Str. 66-80 / Am Berl 13-17 (Wäldchen), Berlin, Germany",,
00008100_0011e0df,00008100:0011e0df,30090,Spandau,Hakenfelde,Grünanlage,Werderstraße GA,nördl. angrenzend Sportplatz Werderstraße,,,3395.0,gewidmet,5100103.0,Mertensstraße,"Werderstraße GA, Berlin, Germany",52.5669656,13.2137682
00008100_0011e0e0,00008100:0011e0e0,30510,Spandau,Spandau,Grünanlage,Hügelschanze-II,ab Falkenhagener Str-Fehrbelliner Str,,,2356.0,gewidmet,5100315.0,Ackerstraße,"Hügelschanze-II, Berlin, Germany",52.5484538,13.1982879
00008100_0011ddf9,00008100:0011ddf9,31220,Spandau,Gatow,Grünanlage,Triftweg ,ab Straße 265 bis Groß-Glienicker Weg,,,12141.0,gewidmet,5400942.0,Alt-Gatow,"Triftweg , Berlin, Germany",52.560979,13.4863559
00008100_0011de0f,00008100:0011de0f,32021,Spandau,Haselhorst,Grünanlage,Saatwinkler Damm Ecke Gartenfelder Str.,Waldstück,,,910.0,gewidmet,5300737.0,Gartenfelder Straße,"Saatwinkler Damm Ecke Gartenfelder Str., Berlin, Germany",,
00008100_001c9521,00008100:001c9521,07GA02,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Hagenower Ring / Kirschplantage,,,,14268.0,gewidmet,11100206.0,Wartenberg Nord,"Hagenower Ring / Kirschplantage, Berlin, Germany",,
00008100_001c92db,00008100:001c92db,02GA16,Lichtenberg,Wartenberg,Grünanlage,Flächen südl. Dörferweg bis Hechtgraben,Wartenberger Feldmark,,,353217.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Flächen südl. Dörferweg bis Hechtgraben, Berlin, Germany",,
00008100_001c944d,00008100:001c944d,26GA01,Lichtenberg,Friedrichsfelde,Grünanlage,Gensinger Str. 62-114 (Grünanlage),,,,10030.0,gewidmet,11401033.0,Gensinger Straße,"Gensinger Str. 62-114 (Grünanlage), Berlin, Germany",,
00008100_00274c6c,00008100:00274c6c,39996,Spandau,Gatow,Grünanlage,Landschaftsfriedhof Gatow-Graben,,,,3200.0,gewidmet,5400942.0,Alt-Gatow,"Landschaftsfriedhof Gatow-Graben, Berlin, Germany",,
00008100_001c9639,00008100:001c9639,01GA04,Lichtenberg,Malchow,Grünanlage,Malchow Dorfstr. 48-51,Weg Malchower Gärten,,,6136.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Malchow Dorfstr. 48-51, Berlin, Germany",,
00008100_001c9455,00008100:001c9455,26GA04,Lichtenberg,Friedrichsfelde,Grünanlage,Gensinger Str. 56/hinter Sporthalle/GA,,,2012.0,11308.0,gewidmet,11401033.0,Gensinger Straße,"Gensinger Str. 56/hinter Sporthalle/GA, Berlin, Germany",,
00008100_001c92de,00008100:001c92de,15GA09,Lichtenberg,Alt-Hohenschönhausen,Grünanlage,Neustrelitzer Str. 8-22 / Zechliner Str. 8-18,Stadtplatz,,,4344.0,gewidmet,11200514.0,Landsberger Allee,"Neustrelitzer Str. 8-22 / Zechliner Str. 8-18, Berlin, Germany",,
00008100_001c96b4,00008100:001c96b4,21GA05,Lichtenberg,Lichtenberg,Grünanlage,Rathauspark,Premium-Anlage,,2022.0,16301.0,gewidmet,11300722.0,Rathaus Lichtenberg,"Rathauspark, Berlin, Germany",52.5148183,13.4796411
00008100_001c96b4,00008100:001c96b4,21GA05,Lichtenberg,Lichtenberg,Grünanlage,Rathauspark,Premium-Anlage,,2022.0,16301.0,gewidmet,11300722.0,Rathaus Lichtenberg,"Rathauspark, Berlin, Germany",52.5148183,13.4796411
00008100_001c940f,00008100:001c940f,22GA12,Lichtenberg,Lichtenberg,Grünanlage,Wilhelm-Guddorf-Str. 20-32,,,2024.0,2644.0,gewidmet,11300826.0,Frankfurter Allee Süd,"Wilhelm-Guddorf-Str. 20-32, Berlin, Germany",52.5092826,13.4783969
00008100_001c96a4,00008100:001c96a4,28GA03,Lichtenberg,Friedrichsfelde,Grünanlage,Salzmannstr. / östl.,,,2020.0,6097.0,gewidmet,11401135.0,Dolgenseestraße,"Salzmannstr. / östl., Berlin, Germany",,
00008100_001c9529,00008100:001c9529,28GA06,Lichtenberg,Friedrichsfelde,Grünanlage,Erich-Kurz-Str. 2-4/Grün am Tränkegraben,,,,3589.0,gewidmet,11401137.0,Erieseering,"Erich-Kurz-Str. 2-4/Grün am Tränkegraben, Berlin, Germany",,
00008100_001c9676,00008100:001c9676,29GA06,Lichtenberg,Rummelsburg,Grünanlage,Rummelsburger Bucht / Uferweg / Knabenhäuser,,,,9879.0,gewidmet,11501238.0,Rummelsburg,"Rummelsburger Bucht / Uferweg / Knabenhäuser, Berlin, Germany",,
00008100_001c959a,00008100:001c959a,29GA05,Lichtenberg,Rummelsburg,Grünanlage,Rummelsburger Bucht / Gustav-Holzmann-St,,,,1371.0,gewidmet,11501238.0,Rummelsburg,"Rummelsburger Bucht / Gustav-Holzmann-St, Berlin, Germany",,
00008100_001c9701,00008100:001c9701,03GA22,Lichtenberg,Falkenberg,Grünanlage,Feldhecken / Falkenberger Feldmark,,,,54806.0,gewidmet,11100102.0,Dorf Falkenberg,"Feldhecken / Falkenberger Feldmark, Berlin, Germany",,
00008100_0022a463,00008100:0022a463,31GA09,Lichtenberg,Karlshorst,Grünanlage,Regener Str.zw.Nr.46&58/Stadtgarten Gartenstadt,,,,9202.0,gewidmet,11501340.0,Karlshorst Nord,"Regener Str.zw.Nr.46&58/Stadtgarten Gartenstadt, Berlin, Germany",,
00008100_0024bf31,00008100:0024bf31,02GA30,Lichtenberg,Wartenberg,Grünanlage,nördl.Fennpfuhlweg 85 & Lindenberger Str.29,,,,728.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"nördl.Fennpfuhlweg 85 & Lindenberger Str.29, Berlin, Germany",,
00008100_0028e956,00008100:0028e956,02GA33,Lichtenberg,Wartenberg,Grünanlage,Fennpfuhlweg 65 / GA hinter Sportanlage Wartenberg,,,,5592.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Fennpfuhlweg 65 / GA hinter Sportanlage Wartenberg, Berlin, Germany",,
00008100_0029d7b4,00008100:0029d7b4,02GA35,Lichtenberg,Wartenberg,Grünanlage,Ahornallee / Wartenberger Feldmark,,,,30891.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Ahornallee / Wartenberger Feldmark, Berlin, Germany",,
00008100_002ad2aa,00008100:002ad2aa,03GA23,Lichtenberg,Falkenberg,Grünanlage,Gehrensee-Park / üblich / Grünanlage,,,,45429.0,gewidmet,11100102.0,Dorf Falkenberg,"Gehrensee-Park / üblich / Grünanlage, Berlin, Germany",,
00008100_002ad5a2,00008100:002ad5a2,18GA27,Lichtenberg,Lichtenberg,Grünanlage,Herzbergstr. 80 / Weidefläche ehem. Zeltlager,,,,13131.0,gewidmet,11300721.0,Herzbergstraße,"Herzbergstr. 80 / Weidefläche ehem. Zeltlager, Berlin, Germany",,
00008100_00199664,00008100:00199664,2300138,Marzahn-Hellersdorf,Mahlsdorf,Grünanlage,Grünanlage um Elsenteich,zw.Elsenstraße und Margaretenstraße,,,9027.0,gewidmet,10400940.0,Elsensee,"Grünanlage um Elsenteich, Berlin, Germany",,
00008100_002819bb,00008100:002819bb,R05-26002,Marzahn-Hellersdorf,Marzahn,Grünanlage,Plateau,,2016.0,,10435.0,gewidmet,10100316.0,Landsberger Tor,"Plateau, Berlin, Germany",52.4403354,13.1780872
00008100_00199733,00008100:00199733,2300196,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,An der Wuhle WG 4,(zw.Land.Allee und Grenze zum Rev.8),,,16204.0,gewidmet,10200417.0,Zossener Straße,"An der Wuhle WG 4, Berlin, Germany",52.4815872,13.5647696
00008100_00199679,00008100:00199679,2300127,Marzahn-Hellersdorf,Kaulsdorf,Grünanlage,Wilhelmplatz,Mädewalder Weg/ Planitzstraße,,,9217.0,gewidmet,10400836.0,Alt-Kaulsdorf,"Wilhelmplatz, Berlin, Germany",52.5100723,13.5881073
00008100_002da775,00008100:002da775,30372,Spandau,Wilhelmstadt,Grünanlage,Grimnitzseepark-Havelspitze,Grimnitzgraben,,,2106.0,-,5200634.0,Börnicker Straße,"Grimnitzseepark-Havelspitze, Berlin, Germany",,
00008100_002daa2d,00008100:002daa2d,61243,Spandau,Haselhorst,Grünanlage,Haselhorster Damm-Saatwinkler Damm-GA,an der Weihnachtskirche,2020.0,,1224.0,gewidmet,5300737.0,Gartenfelder Straße,"Haselhorster Damm-Saatwinkler Damm-GA, Berlin, Germany",,
00008100_002f4050,00008100:002f4050,60161,Spandau,Kladow,Grünanlage,Verlängerte Uferpromenade II,Groß-Glienicker-See,,,1117.0,gewidmet,5400943.0,Jägerallee,"Verlängerte Uferpromenade II, Berlin, Germany",52.459137,13.115038
00008100_00199468,00008100:00199468,2300173,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,"Hellersdorfer Graben, 173",(zw.Jugendclub U 5 u.Carola-Neher Str.),,,22973.0,gewidmet,10200526.0,Boulevard Kastanienallee,"Hellersdorfer Graben, 173, Berlin, Germany",,
00008100_0019942f,00008100:0019942f,00211,Marzahn-Hellersdorf,Marzahn,Grünanlage,Blumberger Damm/ Wuhletalstraße,Grünanlage mit Teich ggü.Kemberger Str.,1986.0,,4553.8,gewidmet,10100206.0,Wuhletalstraße,"Blumberger Damm/ Wuhletalstraße, Berlin, Germany",,
00008100_00199478,00008100:00199478,2300175,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Grünfläche (DEST),Oschatzer Ring,,,1053.0,gewidmet,10200423.0,Böhlener Straße,"Grünfläche (DEST), Berlin, Germany",,
00008100_0011df14,00008100:0011df14,60131,Spandau,Staaken,Grünanlage,Am Fort,,,,620.0,gewidmet,5200525.0,Pillnitzer Weg,"Am Fort, Berlin, Germany",52.5215481,13.1342831
00008100_0011df1e,00008100:0011df1e,60119,Spandau,Kladow,Grünanlage,Eichelmaten-GA mit Litta-von-Stauffenberg-Weg,Verbindungsweg zw Eichelmatenweg u Kladower Damm,,,868.0,gewidmet,5400944.0,Kladower Damm,"Eichelmaten-GA mit Litta-von-Stauffenberg-Weg, Berlin, Germany",,
00008100_0011dee9,00008100:0011dee9,60641,Spandau,Kladow,Grünanlage,Waldallee 14,Waldzugang,,,93.0,gewidmet,5400943.0,Jägerallee,"Waldallee 14, Berlin, Germany",52.4640595,13.1241809
00008100_00199166,00008100:00199166,00818,Marzahn-Hellersdorf,Marzahn,Grünanlage,Schwarzwurzelpark,Marzahn/ West,2001.0,,6619.8,gewidmet,10100101.0,Marzahn West,"Schwarzwurzelpark, Berlin, Germany",,
00008100_001994ba,00008100:001994ba,00702,Marzahn-Hellersdorf,Biesdorf,Grünanlage,"Binsengrund,",an der Dramburger Straße,1980.0,2005.0,23685.8,gewidmet,10300734.0,Biesdorf Süd,"Binsengrund,, Berlin, Germany",52.4959798,13.5644952
00008100_0011dea7,00008100:0011dea7,61361,Spandau,Staaken,Grünanlage,Nennhauser Damm 157 bis Heerstr,Am Zeppelinpark,,,1368.0,gewidmet,5200524.0,Döberitzer Weg,"Nennhauser Damm 157 bis Heerstr, Berlin, Germany",,
00008100_0011e0e1,00008100:0011e0e1,31202,Spandau,Falkenhagener Feld,Grünanlage,Wustermarker Str.,,,,2016.0,gewidmet,5100211.0,An der Kappe,"Wustermarker Str., Berlin, Germany",52.5369536,13.1860854
00008100_0011e0e8,00008100:0011e0e8,31140,Spandau,Spandau,Grünanlage,Roonstraße parallel Falkenseer Damm-,Bereich Freiherr vom Stein-Gymnasium,,,3920.0,gewidmet,5100316.0,Carl-Schurz-Straße,"Roonstraße parallel Falkenseer Damm-, Berlin, Germany",,
00008100_0019973f,00008100:0019973f,2300194,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Wuhle Parchimer Str.,Wuhlerandbereich,,,6558.0,gewidmet,10200629.0,Teterower Ring,"Wuhle Parchimer Str., Berlin, Germany",,
00008100_0011ddd0,00008100:0011ddd0,31280,Spandau,Spandau,Grünanlage,Straße 357 am Neustaakener Graben,zw Fernbahn und Staakener Straße,,,2295.0,gewidmet,5200420.0,Staakener Straße,"Straße 357 am Neustaakener Graben, Berlin, Germany",,
00008100_0011ddfe,00008100:0011ddfe,30489,Spandau,Staaken,Grünanlage,Heidelakegraben-Grünzug,ab Finkenkruger Weg bis Stadtgrenze,,,9785.0,gewidmet,5200418.0,Isenburger Weg,"Heidelakegraben-Grünzug, Berlin, Germany",,
00008100_0011de2e,00008100:0011de2e,00049,Spandau,Hakenfelde,Grünanlage,Niederheideweg-Waldweg ,Weg östl. angrenzend Baumschule,,,1870.0,gewidmet,5100101.0,Hakenfelde Nord,"Niederheideweg-Waldweg , Berlin, Germany",,
00008100_0011e305,00008100:0011e305,00658,Spandau,Hakenfelde,Grünanlage,Niederneuendorfer Allee I,zw Kochemer- und Trabener Weg,1997.0,,1800.0,gewidmet,5100101.0,Hakenfelde Nord,"Niederneuendorfer Allee I, Berlin, Germany",52.5660631,13.2095644
00008100_00199208,00008100:00199208,00324,Marzahn-Hellersdorf,Biesdorf,Grünanlage,Biesdorfer Höhe u. Wuhleniederung,nördl. B1 bis zur U-Bahn,1980.0,,260762.0,gewidmet,10300734.0,Biesdorf Süd,"Biesdorfer Höhe u. Wuhleniederung, Berlin, Germany",,
00008100_00199138,00008100:00199138,00654,Marzahn-Hellersdorf,Marzahn,Grünanlage,Kienbergstraße 54/ 56,Öffentliche Grünanlage ab 01.06.2009,2007.0,,5543.4,gewidmet,10100315.0,Bärenstein,"Kienbergstraße 54/ 56, Berlin, Germany",52.5370214,13.5608724
00008100_00199466,00008100:00199466,2301101,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Regine-Hildebrandt-Park,Riesaer Straße/Mylauer Weg ,,,25627.0,gewidmet,10200526.0,Boulevard Kastanienallee,"Regine-Hildebrandt-Park, Berlin, Germany",52.5351263,13.6035461
00008100_001991dd,00008100:001991dd,00270,Marzahn-Hellersdorf,Marzahn,Grünanlage,Kienbergstr. 34 bis 64,am Giebel Kita u. hinter 11-Geschossern,1984.0,,9953.5,gewidmet,10100315.0,Bärenstein,"Kienbergstr. 34 bis 64, Berlin, Germany",,
00008100_002819ae,00008100:002819ae,R05-26001,Marzahn-Hellersdorf,Marzahn,Grünanlage,Kienbergterrassen und Platz am See,,2016.0,,23977.0,gewidmet,10100316.0,Landsberger Tor,"Kienbergterrassen und Platz am See, Berlin, Germany",,
00008100_0019945c,00008100:0019945c,2300180,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,"Grünanlage WG 3,3 zw.Schleipfuhl u.Kita",Naturschutzzentrum Schleipfuhl,,,2142.0,gewidmet,10200525.0,Schleipfuhl,"Grünanlage WG 3,3 zw.Schleipfuhl u.Kita, Berlin, Germany",,
00008100_0011df0f,00008100:0011df0f,60142,Spandau,Spandau,Grünanlage,Altstadt-Remisenplatz,Alte Stadtmauer ,,,1440.0,gewidmet,5100316.0,Carl-Schurz-Straße,"Altstadt-Remisenplatz, Berlin, Germany",,
