Address1,Latitude,Longitude
"Gensinger Str. 56/hinter Sporthalle/GA, Berlin, Germany",,
"Neustrelitzer Str. 8-22 / Zechliner Str. 8-18, Berlin, Germany",,
"Wilhelm-Guddorf-Str. 20-32, Berlin, Germany",52.5092826,13.4783969
"Salzmannstr. / östl., Berlin, Germany",,
"Erich-Kurz-Str. 2-4/Grün am Tränkegraben, Berlin, Germany",,
"Rummelsburger Bucht / Uferweg / Knabenhäuser, Berlin, Germany",,
"Rummelsburger Bucht / Gustav-Holzmann-St, Berlin, Germany",,
"Feldhecken / Falkenberger Feldmark, Berlin, Germany",,
"Regener Str.zw.Nr.46&58/Stadtgarten Gartenstadt, Berlin, Germany",,
"nördl.Fennpfuhlweg 85 & Lindenberger Str.29, Berlin, Germany",,
"Fennpfuhlweg 65 / GA hinter Sportanlage Wartenberg, Berlin, Germany",,
"Ahornallee / Wartenberger Feldmark, Berlin, Germany",,
"Gehrensee-Park / üblich / Grünanlage, Berlin, Germany",,
"Herzbergstr. 80 / Weidefläche ehem. Zeltlager, Berlin, Germany",,
"Grünanlage um Elsenteich, Berlin, Germany",,
"Plateau, Berlin, Germany",52.4403354,13.1780872
"An der Wuhle WG 4, Berlin, Germany",52.4815872,13.5647696
"Wilhelmplatz, Berlin, Germany",52.5100723,13.5881073
"Grimnitzseepark-Havelspitze, Berlin, Germany",,
"Haselhorster Damm-Saatwinkler Damm-GA, Berlin, Germany",,
"Verlängerte Uferpromenade II, Berlin, Germany",52.459137,13.115038
"Hellersdorfer Graben, 173, Berlin, Germany",,
"Blumberger Damm/ Wuhletalstraße, Berlin, Germany",,
"Grünfläche (DEST), Berlin, Germany",,
"Am Fort, Berlin, Germany",52.5215481,13.1342831
"Eichelmaten-GA mit Litta-von-Stauffenberg-Weg, Berlin, Germany",,
"Waldallee 14, Berlin, Germany",52.4640595,13.1241809
"Schwarzwurzelpark, Berlin, Germany",,
"Binsengrund,, Berlin, Germany",52.4959798,13.5644952
"Nennhauser Damm 157 bis Heerstr, Berlin, Germany",,
"Wustermarker Str., Berlin, Germany",52.5369536,13.1860854
"Roonstraße parallel Falkenseer Damm-, Berlin, Germany",,
"Wuhle Parchimer Str., Berlin, Germany",,
"Straße 357 am Neustaakener Graben, Berlin, Germany",,
"Heidelakegraben-Grünzug, Berlin, Germany",,
"Niederheideweg-Waldweg , Berlin, Germany",,
"Niederneuendorfer Allee I, Berlin, Germany",52.5660631,13.2095644
"Biesdorfer Höhe u. Wuhleniederung, Berlin, Germany",,
"Kienbergstraße 54/ 56, Berlin, Germany",52.5370214,13.5608724
"Regine-Hildebrandt-Park, Berlin, Germany",52.5351263,13.6035461
"Kienbergstr. 34 bis 64, Berlin, Germany",,
"Kienbergterrassen und Platz am See, Berlin, Germany",,
"Grünanlage WG 3,3 zw.Schleipfuhl u.Kita, Berlin, Germany",,
"Altstadt-Remisenplatz, Berlin, Germany",,
"""Rohrbruchpark"" bis an die IGA, Berlin, Germany",,
"Pachtvertrag-Kiosk-Gastschankgarten Grüngürtel, Berlin, Germany",,
"Stresow-Plantage, Berlin, Germany",,
"Staaken West-I-Zauneidechsenhabitat, Berlin, Germany",,
"Rothenbücher Weg Alt-Gatow Pfirsichweg, Berlin, Germany",,
"Gutsstraße-ehem Gutspark Groß-Glienicke , Berlin, Germany",,
"Buchwaldzeile 1-3, Berlin, Germany",52.4856559,13.1813751
"Freifläche Klingenthaler Str., Berlin, Germany",,
"Nennhauser Damm, Berlin, Germany",52.5287527,13.1391824
"Dorf Alt-Marzahn - Dorfanger, Berlin, Germany",,
"Grünzug Fichtelbergstr/Adk zur Pekrunstr, Berlin, Germany",,
"Wuhlegrünzug Damerauer Allee bis Köpenic, Berlin, Germany",,
"Stadtplatz am Glambecker Ring, Berlin, Germany",52.5515242,13.5785232
"Hellersdorfer Weg, Kohlbeke, Berlin, Germany",,
"Grünfläche Hult. Damm/Margaretenstr., Berlin, Germany",,
"Glambecker Ring/ Parsteiner Ring, Berlin, Germany",,
"Geraer Ring  - ehemal. BMX-Bahn, Berlin, Germany",,
"Weidefläche Park am Weidengrund, Berlin, Germany",,
"Staakener Feldstraße-Wendebereich, Berlin, Germany",,
"Hohenlohe-Grünanlage am Wohnpark , Berlin, Germany",,
"Wilhelmstraße bis GS am Weinmeisterhorn, Berlin, Germany",,
"Östlich der Wuhle-Teilfläche Rohrbruchpark, Berlin, Germany",,
"Grohsteig 23/ Jan-Petersen-Straße, Berlin, Germany",,
"Grünzug Alfred-Döblin-Str. zur L.-Renn-Str., Berlin, Germany",,
"Kienberg, Berlin, Germany",52.5286152,13.5906369
"Havelspitze-Uferpromenade-GA, Berlin, Germany",,
"Trusetaler Straße 15 - 55, Berlin, Germany",52.5601079,13.5620182
"Murtzaner Ring 2 - 28, Berlin, Germany",52.5307315,13.544133
"Eberbacher Str. - Mittelpromenade -GA, Berlin, Germany",,
"Rudolf-Leonhard-Straße zum Grohsteig 23, Berlin, Germany",,
"Clara-Zetkin-Park II, Berlin, Germany",52.5645389,13.5736746
"Kuppenheimer Str. - Grünanlage, Berlin, Germany",,
"Westlich und östlich der Wuhle(Höhe Rohrbruchpark), Berlin, Germany",,
"Heidelberger Platz - Grünanlage, Berlin, Germany",,
"Döberitzer Grünzug Süd, Berlin, Germany",,
"""Rohrbruchpark"" östlich Kienberg, Berlin, Germany",,
"Hellersdorfer Graben (Louis-Lewin-Straße), Berlin, Germany",,
"Paradiesgärten Schönagelstraße, Berlin, Germany",,
"Liebensteiner Promenade/Trusetaler Str., 189, Berlin, Germany",,
"Um Spremberger Graben, Berlin, Germany",,
"Koppenplatz, Berlin, Germany",52.5282225,13.3979013
"Schlosspark Biesdorf, Berlin, Germany",52.5108104,13.5585183
"Bitterfelder Straße - südlich, Berlin, Germany",,
"Wäldchen am Griesinger-Krankenhaus, Berlin, Germany",,
"Hönower Weiherkette, Berlin, Germany",52.5425229,13.6268289
"Östlich der WuhleKN II/Entlang der Wuhle, Berlin, Germany",,
"Gutspark Mahlsdorf, Berlin, Germany",52.5027547,13.614363
"Um Gründerzeitmuseum, Berlin, Germany",,
"Fläche unter der Freileitung, Berlin, Germany",,
"Südl. der U-Bahn, Berlin, Germany",52.5237977,13.2445013
"Eichepark an der Kemberger Straße, Berlin, Germany",,
"Wuhlewanderweg (östliche der Wuhle), Berlin, Germany",,
"Clara-Zetkin-Park I, Berlin, Germany",,
"Grünfläche am Beerenpfuhl Zerbster Str., Berlin, Germany",,
"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
"Lisa-Fittko-Str./ George-Stephenson-Str., Berlin, Germany",,
"Grüne Aue, Berlin, Germany",52.5029287,13.5757201
"Savignyplatz - Grünanlage, Berlin, Germany",,
"Alt-Lietzow - Grünanlage, Berlin, Germany",,
"Shakespeareplatz - Grünanlage, Berlin, Germany",,
"Parktrilogie, Flächen unter Freileitung, Berlin, Germany",,
"Freifläche an der U-Bahn, Berlin, Germany",,
"Südlich der U-Bahn-Trasse, Berlin, Germany",,
"Grünfläche Ulmenstraße, Berlin, Germany",,
"Kurt-Julius-Goldstein-Park, Berlin, Germany",52.5361823,13.6073048
"Barnimplatz und Weg entlang Straßenbahn, Berlin, Germany",,
"Rudolstädter Str. 70 / Berliner Str. - GA, Berlin, Germany",,
"Tegeler Weg - Hundeauslauf - GA, Berlin, Germany",,
"Hohenzollernplatz - Grünanlage, Berlin, Germany",,
"Spreeuferpromenade Paula-Thiede Ufer, Berlin, Germany",,
"Eichepark Beweidungsflächen, Berlin, Germany",,
"Bürgerpark Marzahn, Berlin, Germany",52.5515932,13.5614982
"Amtsgerichtsplatz - Grünanlage, Berlin, Germany",,
"Dreiecksfläche ""Landsberger Tor"", Berlin, Germany",,
"Bürgerpark Marzahn - Lärmschutzwall, Berlin, Germany",,
"Kurt-Weill-Platz, Berlin, Germany",52.5386709,13.6012073
"Freifläche Werner Str., Berlin, Germany",,
"Siedlungsrand zw.U-Bahn u.WG 3,4 Riesaer, Berlin, Germany",,
"Rathenauplatz 05 - Grünanlage, Berlin, Germany",,
"J.S.Friedenspark, Berlin, Germany",,
"Spreeuferpromenade Kapelle-Ufer, Berlin, Germany",,
"Geraer Ring, Marzahn/West, Berlin, Germany",,
"Grünzug Akazienwäldchen zur Poelchaustr., Berlin, Germany",,
"Ludwigkirchplatz - Grünanlage, Berlin, Germany",,
"Kurt-Schumacher-Damm/Heckerdamm - GA, Berlin, Germany",,
"Erholungspark Marzahn, Berlin, Germany",52.5372553,13.5749239
"Bruno-Baum-Straße - Grünzug Teil 1, Berlin, Germany",,
"Frans-Hals-Platz, Berlin, Germany",52.519471,13.6298022
"Goslarer Ufer/Südspitze - Grünanlage, Berlin, Germany",,
"Siemensdamm-Popitzweg - GA, Berlin, Germany",,
"Seestr. 132 Tiergarten, Berlin, Germany",,
"Grünzug nördl.Pekrun b.Rebhuhnweg, , Berlin, Germany",,
"Mühle Dorf Alt-Marzahn                                                                  , Berlin, Germany",,
"Kissinger Platz - Grünanlage, Berlin, Germany",,
"Heckerdamm 236/Am Heidebusch - GA, Berlin, Germany",,
"Melli-Beese-Anlage - GA, Berlin, Germany",,
"Seestraße 1-2 - Grünanlage, Berlin, Germany",,
"Bruno-Baum-Straße - westl.Seite Teilfl., Berlin, Germany",,
"Raußendorffplatz/Westteil - Grünanlage, Berlin, Germany",,
"Theodorpark (Teil 1), Berlin, Germany",,
"Wuhlewanderweg, Berlin, Germany",,
"Clara-Zetkin-Platz - Stadtplatz, Berlin, Germany",,
"Öst.der Wuhle KNII, Berlin, Germany",,
"Ludwig-Renn-Straße 67/ 69,, Berlin, Germany",52.5503994,13.5566815
"Grünzug Anger, ab AdK/Bärensteinstr., Berlin, Germany",,
"Langhoffstr. 2 -26/ Murtzaner Ring 34-68, Berlin, Germany",,
"Schwarzburger Str. 15 - 23 , Berlin, Germany",52.557305,13.5683254
"Östlich der Wuhle KN I, Berlin, Germany",,
"GSG-Weg in südlicher Verlängerung zw., Berlin, Germany",,
"Theodor-Heuss-Platz - Grünanlage, Berlin, Germany",,
"Joseph-Joachim-Platz - Grünanlage, Berlin, Germany",,
"Biesdorfer Baggersee, Berlin, Germany",52.5034856,13.5487328
"Am Heidebusch neb. 25 - GA, Berlin, Germany",,
"Koenigsallee 016 - GA, Berlin, Germany",,
"Schwedenstr. U-Bhf Osloer Str., Berlin, Germany",,
"Westlich der Wuhle KNI., Berlin, Germany",,
"Waldowpark, Berlin, Germany",52.5065978,13.6093723
"Spreeuferpromenade zw. Jannowitzbrücke u. Michaelbrücke, Berlin, Germany",,
"Wuhle-Naherholungsanlage, Berlin, Germany",,
"Theodorpark (Teil 2), Berlin, Germany",,
"Fläche vor Kleingartenanlage, Berlin, Germany",,
"Lennestr. Ecke Ebertstr., Berlin, Germany",,
"nördlich Nordring, zum Hellersdorfer Wegrdlich Nordring, zum Hellersdorfer Weg, Berlin, Germany",,
"Konstanzer Str. 24 - Grünanlage, Berlin, Germany",,
"Bismarckplatz - Grünanlage, Berlin, Germany",,
"Johannaplatz - Grünanlage, Berlin, Germany",,
"Schleipfuhl, 161, Berlin, Germany",52.5295167,13.6120131
"Stuttgarter Platz 30 - Grünanlage, Berlin, Germany",,
"Pappelplatz, Berlin, Germany",52.5326357,13.3951646
"Köbisstr. , Berlin, Germany",52.5080219,13.353531
"Freifläche Oschatzer Ring, Berlin, Germany",,
"Marchwitzastraße 51/ 53, Berlin, Germany",52.5217708,13.5463562
"Grünfläche  Jänschwalder Str., Berlin, Germany",,
"Nordpromenade,, Berlin, Germany",52.5123229,13.5565094
"Seestr. 131 Tiergarten, Berlin, Germany",,
"Karl-Holtz-Platz, Berlin, Germany",52.5531749,13.5691083
"Max-Herrmann-Straße - Ringkolonnaden, Berlin, Germany",,
"Um Kaulsdorfer Seen, Berlin, Germany",,
"Windschutzstreifen Gülzower Str., Berlin, Germany",,
"Landsberger Allee/ Pöhlbergstraße, Berlin, Germany",,
"Kienberg südlich BMG und BMG 1, Berlin, Germany",,
"Nordpark auf dem Friedrichswerder , Berlin, Germany",,
"""Wuhlegarten"",, Berlin, Germany",52.4559197,13.5695249
"Ringkolonnaden - DEGEWO-Fläche, Berlin, Germany",,
"Landsberger Chaussee, 186, Berlin, Germany",52.5316124,13.4694802
"Seelgraben Marzahn/ Westpark, Berlin, Germany",,
"Alfred-Döblin-Straße 33 B im Grünzug, Berlin, Germany",,
"Siemensdamm/Letterhausweg - GA, Berlin, Germany",,
"Platz am Wilden Eber - Grünanlage, Berlin, Germany",,
"Spreekanalpromenade zw. Schleusenbrücke u. Sperlingsgasse, Berlin, Germany",,
"Windschutzstreifen, Berlin, Germany",,
"Lea-Grundig-Str. 2 - 18, Berlin, Germany",52.5530922,13.5656157
"Quitzowstr. 109, Berlin, Germany",52.5344587,13.3438931
"Grünanlage Gehrenseestraße, Berlin, Germany",,
"Paradiessiedlung Grünanlage, Berlin, Germany",,
"Eugen-Roth-Weg, Berlin, Germany",52.5202246,13.5463733
"Kienberg/Wuhletal, Berlin, Germany",,
"Grieser Platz - Grünanlage, Berlin, Germany",,
"Schlosspark Biesdorf , Berlin, Germany",52.5108104,13.5585183
"Landsberger Tor - Stadtgarten, Berlin, Germany",,
"Schirwindter Allee - Wäldchen - GA, Berlin, Germany",,
"Barnimhang- öff. Durchwegung, Berlin, Germany",,
"Eosanderstr. 20c - Grünanlage, Berlin, Germany",,
"Gipsstr. 29 - 30, Berlin, Germany",52.5270441,13.4001524
"Pekrunstraße 51 - 69, Berlin, Germany",52.5387123,13.5503195
"Hellersdorfer Weg, Berlin, Germany",52.562736,13.5545858
"Geraer Ring - Lärmschutzwall am Grünzug, Berlin, Germany",,
"Kiebitzgrund, an der Landsberger Allee, Berlin, Germany",,
"Steinplatz - Grünanlage, Berlin, Germany",,
"Ahrensfelder Berge, Berlin, Germany",52.5563128,13.5817915
"Grünfläche Elsenstraße, Berlin, Germany",,
"Cecilienstraße 182, Berlin, Germany",52.5267695,13.5738666
"Stuttgarter Platz - Grünanlage, Berlin, Germany",,
"Koenigsallee 75a - Grünanlage, Berlin, Germany",,
"Stresemannstr. zw. 38-44, Berlin, Germany",,
"Tunnelstr. 40, Berlin, Germany",52.4918834,13.4787528
"südlich Alt Biesdorf bis Heerstraße, Berlin, Germany",,
"Dorf Marzahn, Lesegarten, südlich Dorf, Berlin, Germany",,
"Erholungsfläche Hermsdorfer Straße, Berlin, Germany",,
"Grünanlage Wurzener Straße, Berlin, Germany",,
"Dorf Alt -Marzahn Weideflächen, Berlin, Germany",,
"Altlandsberger Platz- Landsberger Tor, Berlin, Germany",52.5426615,13.573541
"Informations- und Erinnerungsort, Berlin, Germany",,
"Hochzeitspark Marzahn Teil 1, Berlin, Germany",,
"Klandorfer Straße 34/36, Berlin, Germany",52.5733323,13.5724233
"Landsberger Allee 565, Berlin, Germany",52.5493146,13.5822476
"Paul-Schwenk-Straße Wohnhof, Berlin, Germany",,
"Südlich Cecilienstraße/ Blumberger Damm, Berlin, Germany",,
"Weidenweg neben 42, Berlin, Germany",,
"West.der Wuhle KNII, Berlin, Germany",,
"Freifläche an der Frohburger Str., Berlin, Germany",,
"Gleisschleife Ahrensfelde, und am Dorf, Berlin, Germany",,
"Warschauer Straße, Grünanl., Berlin, Germany",,
"Kohlfurter Str. 38, Berlin, Germany",52.4976771,13.4147684
"Herkulesufer, Berlin, Germany",52.5062552,13.3545721
"Hellersdorfer Graben, 1247, Berlin, Germany",,
"Wuhle Eisenacher u.Feld.Ring, Berlin, Germany",,
"Durlacher Platz, Berlin, Germany",52.4882355,13.602022
"Charlottenburg Nord - Halemweg - Grünanlage, Berlin, Germany",,
"Wuhlegrünzug, westlich der Wuhle, Berlin, Germany",,
"Walslebener Platz, Berlin, Germany",52.4974954,13.5492666
"Grünanlage an der Rahnsdorfer Str., Berlin, Germany",,
"Seelgrabenpark Marzahn/ Nord, Berlin, Germany",,
"Kluckstr. 1-17 Schutzstreifen, Berlin, Germany",,
"Hochstr. Ecke Wiesenstr., Berlin, Germany",,
"Windschutzstreifen (Verlängerung), Berlin, Germany",,
"Bürgerpark Marzahn  DEGEWO-Fläche, Berlin, Germany",,
"Krampasplatz - Grünanlage, Berlin, Germany",,
"Wiesendamm/Spreeuferweg - GA (Dahlemer Wiese), Berlin, Germany",,
"Köpenicker Str.- Heinrich-Heine-Str., Berlin, Germany",,
"Springpfuhlpark Murtzaner Ring/Märkische, Berlin, Germany",,
"Max-Beer-Str. - Schendelpark, Berlin, Germany",,
"Grünflächen entlang der Wuhle, Berlin, Germany",,
"Tegeler Weg - Grünanlage, Berlin, Germany",,
"Wuhletalstraße-an der Gleisschleife, 186, Berlin, Germany",,
"Schmetterlingswiesen - Brodersengarten, Berlin, Germany",,
"Märkischer Garten mit Festplatz, Berlin, Germany",,
"Öffentliche Grünanlage, 2301454, Berlin, Germany",,
"Goerdelerdamm - Paul-Hertz-Siedlung - GA, Berlin, Germany",,
"Hain der Freundschaft, Berlin, Germany",,
"Hellersdorfer Graben(Albert-Kuntz-Straße), Berlin, Germany",,
"Wuhle -Rev.5 bis Eisenacher Str., Berlin, Germany",,
"Garziner Platz,, Berlin, Germany",52.4959283,13.5590498
"Sophie-Charlotten-Platz - GA, Berlin, Germany",,
"Schuhmannplatz - Grünanlage, Berlin, Germany",,
"Dorf Alt-Marzahn - Am Mühlenberg, Berlin, Germany",,
"Wiesenburger Weg, Grünanl.hinter Friedh., Berlin, Germany",,
"Biesdorfer Promenade/ Wasserweg, Berlin, Germany",52.5185843,13.555692
"Brodowiner Ring/Hohensaatener Str., Berlin, Germany",,
"Mehrower Allee 86/ 88,, Berlin, Germany",52.5572725,13.5562504
"Ullrichplatz - Teil 1, Berlin, Germany",,
"Stadtgarten Biesdorf-Süd, Berlin, Germany",,
"Grünfläche  ""Hellersdorfer Graben"", Berlin, Germany",,
"Poelchaustraße - nördlich, Berlin, Germany",,
"Grünanlage Oschatzer Ring , Berlin, Germany",,
"Biesdorfer Promenade, Biesdorf/ Nord, Berlin, Germany",52.5180539,13.5577368
"Wolfener/Leunaer/Schkopauer/Nordring, Berlin, Germany",,
"Um Ahrensfelder Berge, Berlin, Germany",,
"Grünanlage Waldheimer Str., Berlin, Germany",,
"Ringkolonnaden Erweiterung Max-Herrmann-Str. 6, Berlin, Germany",,
"Fichtelbergstraße 18/28, Berlin, Germany",52.5359471,13.5528016
"Lehnitzplatz, Berlin, Germany",52.4826604,13.6114625
"Marchwitzastr./ Allee d.Kosmonauten, Berlin, Germany",,
"Spreewiesen - GA, Berlin, Germany",52.5291616,13.2787118
"""Wiesenpark"" Landsberger Tor, 295, Berlin, Germany",,
"Spreeuferweg / Tiefer Grund - GA, Berlin, Germany",,
"Gervinusstr. 28 - Grünanlage, Berlin, Germany",,
"Schleusenkrug, Berlin, Germany",52.5112754,13.335988
"Dahlwitzer Landstraße/ Hinter dem Kurpark I Fr GA, Berlin, Germany",,
"Pfalzburger Str. 35-38 - Grünanlage, Berlin, Germany",,
"Josef-Nawrocki-Straße/ Müggelpark Pachtfläche Fr SOP, Berlin, Germany",,
"Wolfgang-Steinitz-Straße/ Lagunenweg Ra GA, Berlin, Germany",,
"Gerosteig /Ortolfstraße Ag GA, Berlin, Germany",,
"Sterndamm 60-62/ Ecke Ellernweg Jo GA, Berlin, Germany",,
"Obrikatstraße Nie GA, Berlin, Germany",,
"Ehem. Flugfeld/ Naturerlebnisraum Jo GA, Berlin, Germany",,
"Müggelseedamm/ Kalkseestraße Fr GA, Berlin, Germany",,
"Groß-Berliner Damm Gleislinse Jo GA, Berlin, Germany",,
"Saatwinkler Damm - Grünanlage, Berlin, Germany",,
"Newtonstraße/ Aerodynamischer Park Ahof GA, Berlin, Germany",,
"An der Wuhlheide 250-270/ Uferweg Ob GA, Berlin, Germany",,
"Treskowallee 175-211/ Weg und Bäume Ob GA, Berlin, Germany",,
"Don-Ugoletti-Platz/ Kochelseestraße Gr GA, Berlin, Germany",,
"Am Alten Fenn/ Verbindung Jo GA, Berlin, Germany",,
"An der Wuhlheide 161/ Volkspark Ob GA, Berlin, Germany",,
"Fürstenwalder Allee 137/ Grünheider Weg Ra GA, Berlin, Germany",,
"Am Ernst-Grube-Park Köp GA, Berlin, Germany",,
"Müggelheimer Damm/ Salvador-Allende-Straße Köp GA, Berlin, Germany",,
"Spreekanalpromenade Fischerinsel 9 - 10, Berlin, Germany",,
"Am Bahndamm/ Wuhlegrünzug Köp GA, Berlin, Germany",,
"Ackerstr. 58-60 / Hussitenstr. 62, Berlin, Germany",,
"Springbornstraße 144-154, 156/ Grünzug Jo GA, Berlin, Germany",,
"Prager Platz - Grünanlage, Berlin, Germany",,
"Nürnberger Platz - Grünanlage, Berlin, Germany",,
"Goethestr. 12 - Grünanlage, Berlin, Germany",,
"Quitzowstr. / Ellen-Epstein-Str., Berlin, Germany",,
"Rudower Straße am Kiessee Ag GA, Berlin, Germany",,
"Ruhwaldweg 2 - Grünanlage zur Spree, Berlin, Germany",,
"Elisabethkirchstr. 20, Berlin, Germany",52.5330773,13.3964923
"Puschkinallee/ Treptower Park - Rosengarten AT GA, Berlin, Germany",,
"Am Bahnhof Wuhlheide Ob GA, Berlin, Germany",52.4690431,13.5526012
"Friedrichshagener Straße/ Bellevuepark Köp GA, Berlin, Germany",,
"Belfaster Str. / Cambridger Str., Berlin, Germany",,
"Karl-Ziegler-Straße/ Hermann-Dorner-Allee Ahof GA, Berlin, Germany",,
"Winckelmannplatz Jo GA, Berlin, Germany",,
"Delbrückstr. 02 - Grünanlage, Berlin, Germany",,
"Spandauer Damm 168a - Grünanlage, Berlin, Germany",,
"Wallotstr. 17a/19 / Erbacher Str. 7 - GA, Berlin, Germany",,
"Friedrich-Olbricht-Damm/Kol. Heideschl - GA, Berlin, Germany",,
"Skalitzer Str. 108, Berlin, Germany",52.4993633,13.4303324
"Grünfließer Gang/ LSG Erpetal Fr GA, Berlin, Germany",,
"Schleiermacherstr./ Baerwaldstr., Berlin, Germany",,
"Simplonstr. 58-62, Berlin, Germany",52.506088,13.4632261
"Köpenicker Landstraße/ Minna-Todenhagen-Straße Nie GA, Berlin, Germany",,
"Wendenschloßstraße 35/ vor dem Seniorenheim Köp GA, Berlin, Germany",,
"An der Wuhlheide 161/ FEZ südlich Eichgestell Ob GA, Berlin, Germany",,
"Schönefelder Chaussee/ Promenade Ag GA, Berlin, Germany",,
"Martin-Hoffmann-Straße/ Grünes Dreieck AT GA, Berlin, Germany",,
"Treskowallee 175-211/ GUS Ob GA, Berlin, Germany",,
"Spindlersfelder Straße/ Glienicker Straße Köp GA, Berlin, Germany",,
"Volmerstraße/ Wilhelm-Ostwald-Straße Ahof GA, Berlin, Germany",,
"Sterndamm neben 241 Jo GA, Berlin, Germany",,
"Mohnweg/ Mittelweg Schmuckplatz Ag GA, Berlin, Germany",,
"Martin-Hoffmann-Straße/ Durchwegung AT GA, Berlin, Germany",,
"Lehmusstraße/ am Lärmschutzwall Ag GA, Berlin, Germany",,
"Kirschweg Ag GA, Berlin, Germany",,
"Puschkinallee/ Treptower Park - Staudengarten AT GA, Berlin, Germany",,
"Groß-Berliner Damm/ Landschaftspark Jo GA, Berlin, Germany",,
"Senefelderplatz, Berlin, Germany",52.5323899,13.4126861
"Landjägerstraße/ Amtswäldchen Köp GA, Berlin, Germany",,
"Susanne-und-Kurt-Crohn-Platz, Berlin, Germany",52.5534899,13.421462
"Gounodstr. neben 78, ggü. 71, Berlin, Germany",,
"Schweizer Tal - Grünzug, Berlin, Germany",,
"Arnouxstr., Berlin, Germany",52.6087652,13.4217278
"Syringenweg ggü. 7, Berlin, Germany",,
"Lehmusstraße/ Altglienicker Aue Ag GA, Berlin, Germany",,
"Schlierseestraße/ Uferpark Gr GA, Berlin, Germany",,
"Köpenicker Landstraße/ Rodelbergweg Ba GA, Berlin, Germany",,
"Lohmühlenstraße/ Lohmühlenufer AT GA, Berlin, Germany",,
"Schönefelder Chaussee/ Landschaftspark Rudow-Altglienicke Ag NA, Berlin, Germany",,
"Dahlwitzer Landstraße/ Hinter dem Kurpark II Fr GA, Berlin, Germany",,
"Vetschauer Allee/ Dorfanger Sch GA, Berlin, Germany",,
"Bucher Str. nördl. I, Berlin, Germany",,
"Am Tegeler Fließ, Berlin, Germany",52.6038572,13.2899497
"Höhensteig/ Grünzug Falkenberg Bo GA, Berlin, Germany",,
"Odernheimer Straße 13 Mü GA, Berlin, Germany",,
"Müggelheimer Straße/ Schloßinsel Köp GA, Berlin, Germany",,
"Lohmühlenstraße/ Görlitzer Bahndamm AT GA, Berlin, Germany",,
"Willi-Sänger-Straße Pl GA, Berlin, Germany",,
"Prenzlauer Allee/ Danziger Str., Berlin, Germany",52.5393225,13.4230723
"Walter-Friedrich-Str. vor 39-57, Berlin, Germany",,
"Kirchstraße/ Laurentiuskirchplatz Köp GA, Berlin, Germany",,
"Chorweiler Straße/ Coloniapark Ag GA, Berlin, Germany",,
"Slabystraße 4/ Bürgerwiese Ob GA, Berlin, Germany",,
"Köpenicker Landstraße neben 221/ Lakegrund Ba GA, Berlin, Germany",,
"westl. Zingergraben, Berlin, Germany",,
"Puschkinallee/ Schlesischer Busch AT GA, Berlin, Germany",,
"Wildenbruchstraße/ Wildenbruchpark AT GA, Berlin, Germany",,
"Kiefholzstraße v.Nr. 148-149a Ba GA, Berlin, Germany",,
"Widosteig/ Doktorpark Ag GA, Berlin, Germany",,
"Bahnhofstraße/ Maria-Jankowski-Park Köp GA, Berlin, Germany",,
"Kolpiner Weg/ NSG Schonungsberg Ra GA, Berlin, Germany",,
"Platz der Vereinten Nationen vor 27-32, Berlin, Germany",,
"Puschkinallee/ Treptower Park - Sommerblumengarten AT GA, Berlin, Germany",,
"Strandschloßweg Köp GA, Berlin, Germany",,
"Kirchsteig 98 Bo GA, Berlin, Germany",,
"Schönefelder Chaussee Ag GA, Berlin, Germany",,
"Köllnische Straße 34-35a Nie GA, Berlin, Germany",,
"Kasperstraße Ag GA, Berlin, Germany",,
"Kochelseestraße/ ehemaliger Friedhof Gr GA, Berlin, Germany",,
"An der Wuhlheide 161/ FEZ nördlich Eichgestell Ob GA, Berlin, Germany",,
"Breiter Weg Jo GA, Berlin, Germany",,
"Hasselwerderstraße/ Hasselwerder Park Nie GA, Berlin, Germany",,
"Moosstraße/ Hartriegelstraße Nie GA, Berlin, Germany",,
"Ernst-Grube-Straße zw. 35 und 39 Köp GA, Berlin, Germany",,
"Dietzgenstr. 101/ Schönhauser Str., Berlin, Germany",,
"Brodenbacher Weg 31 Grünanlage, Berlin, Germany",,
"Josef-Nawrocki-Straße 24/ Müggelpark Fr GA, Berlin, Germany",,
"Werlseestraße/ Julius-Hart-Straße Fr GA, Berlin, Germany",,
"Johannisthaler Park/ Engelhardstraße Jo GA, Berlin, Germany",,
"Am Goldmannpark Fr GA, Berlin, Germany",,
"Braunellensteig Ag GA, Berlin, Germany",,
"Ellernweg 29-39/ Königsheideweg Jo GA, Berlin, Germany",,
"Kniprodestr./ Michelangelostr., Berlin, Germany",,
"Ostseeplatz, Berlin, Germany",52.5470426,13.4405308
"Thomas-Mann-Str.  neben Nr. 35, Berlin, Germany",,
"Preußstr. neben 5, 6, 7, Berlin, Germany",,
"Zum Alten Windmühlenberg 13 Ag GA, Berlin, Germany",,
"Blankenburger Chaussee hinter 10 und 13, Berlin, Germany",,
"Amselstr., Berlin, Germany",52.4678848,13.2823274
"Alt-Blankenburg, Berlin, Germany",52.5927355,13.4527829
"Platz des 23. April/ Am Generalshof Köp GA, Berlin, Germany",,
"Herthaplatz, Berlin, Germany",52.5847474,13.4080922
"Baumschulenstraße/ Chris-Gueffroy-Allee Ba GA, Berlin, Germany",,
"Griechische Allee Ob GA, Berlin, Germany",52.4641725,13.5173298
