name,category,cuisine,address,lat,lon,website,phone,opening_hours,takeaway,wheelchair
Cube,restaurant,japanese,,52.4908411,13.3940164,,,Mo-Fr 09:30-18:00; Su 12:00-18:00,,no
cuccuma,cafe,coffee_shop,,52.4905777,13.3943553,https://www.cuccuma.de/,,Mo-Fr 08:00-20:00; Sa 10:00-20:00; Su 10:00-18:00,yes,no
Bar Amelie,bar,,"Auguststraße 2, 10117 Berlin",52.525821,13.3909131,http://lolas-bar.de/,,,,no
Sushi Berlin,restaurant,sushi,"Knesebeckstraße 88, 10623 Berlin",52.5076558,13.322968,https://www.sushi-berlin.de/,,,,limited
Simran,restaurant,indian,"Innstraße 47, 12045 Berlin",52.4833173,13.4467744,https://www.restaurantsimran.de/,+493047486666,Tu-Su 12:00-23:00,,limited
Babu,restaurant,indian;pakistani,"Treptower Straße 95, 12059 Berlin",52.4782278,13.4480225,https://babu-berlin.de/,+49 30 46994966,"Mo-Su,PH 12:00-23:00",,
Weiss,restaurant,,"Leibnizstraße 31, 10625 Berlin",52.5074515,13.3143209,,,Tu-Sa 18:00-23:30,,limited
Bravo,cafe,,"Auguststraße 69, 10117 Berlin",52.5270744,13.3946631,https://www.cafe-bravo.de/,,"Th-Sa 11:00-21:00; We,Su,Mo 11:00-18:00",,limited
Buddha,restaurant,indian,,52.5244375,13.3922437,,,"Mo-Fr 12:00-15:00,17:00-23:00; PH,Sa,Su 17:30-22:00",,no
Maison Umami,restaurant,vietnamese;indian;chinese,"Schlesische Straße 5, 10997 Berlin",52.5002819,13.4429636,,+493027982424,Mo-Su 12:00-24:00,yes,limited
Vineria del Este,restaurant,spanish,"Bänschstraße 41, 10247 Berlin",52.5185441,13.4643907,,,Mo-Su 15:00+; Sa off,,limited
Quasimodo,restaurant,,"Kantstraße 12A, 10623 Berlin",52.5058644,13.3284905,,,"Tu-Th 17:00-24:00, Fr 17:00-01:00, Sa 13:00-01:00, Su 13:00-24:00",,no
Mon Ami,bar,,"Föhrer Straße 7, 13353 Berlin",52.5410532,13.3481101,,,,,
Kaiyō Izakaya,restaurant,,"Torfstraße 26, 13353",52.5404791,13.3513579,,,"Tu-Fr 12:30-21:00; Sa,Su 15:00-21:00",,no
Sushi Yana,restaurant,sushi,"Karl-Marx-Allee 140, 10243 Berlin",52.5157163,13.4523474,,,Mo-Th 10:45-23:00; Fr-Su 10:45-23:45,,
La Vie,cafe,,,52.4643933,13.2963918,,,,,limited
monsieur ibrahim,cafe,,"Körtestraße 8, 10967 Berlin",52.4913067,13.4112178,,,Tu-Fr 08:30-18:00; Sa 10:00-18:00; Su 10:00-16:00,,no
Le Barache,restaurant,italian,"Körtestraße 5, 10967 Berlin",52.491205,13.4119355,,,,,
Horváth,restaurant,fine_dining,"Paul-Lincke-Ufer 44a, 10999 Berlin",52.4963757,13.4208114,,,We-Su 18:30-21:30,,yes
Maison Rahel,restaurant,african,"Körtestraße 15, 10967 Berlin",52.4904383,13.4104847,,,Tu-Su 16:00-18:00+,,
Speisemanufaktur Bistro,restaurant,,"Albert-Einstein-Straße 4, 12489 Berlin",52.4314909,13.5369347,https://speisemanufaktur-adlershof.de,+49-30 - 63 41 75 73,Mo-Fr 07:00-15:00,,yes
Smile,restaurant,thai,"Schildhornstraße 95, 12163 Berlin",52.4621054,13.322317,https://www.smiledelivery.de/,+49 30 330 24 400,"Mo-Fr 16:00-20:00; Sa-Su 12:00-15:00,16:00-22:00",only,no
Osteria Doppio Passo,restaurant,,"Lepsiusstraße 36, 12163 Berlin",52.4629807,13.3191713,,,Tu-Sa 13:00-23:01; Su 12:00-22:00; Mo off,,
Café Estrade,cafe,,,52.5090594,13.3673047,,,,,yes
Syrtaki,restaurant,greek,,52.548544,13.5469928,,+49 30 93026040,,,yes
Eschschloraque Rümschrümp,bar,,"Rosenthaler Straße 39, 10178 Berlin",52.5244696,13.4017208,,,,,no
Guth,cafe,vietnamese;bahn mi,Knaackstraße 33,52.5349391,13.4174939,,,Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su 08:00-15:00,,no
OLLA Grill & Orient Lounge,restaurant,oriental;pizza,"154-155, 10178 Berlin",52.5222705,13.3992261,,,Mo-Su 12:00-22:00,,yes
HAPPA,restaurant,,"Schlesische Straße 35a, 10997 Berlin",52.4995755,13.4451877,https://happa-berlin.com/,,Mo-Th 12:00-15:00,,limited
Danto,restaurant,japanese,"Pestalozzistraße 33, 10627 Berlin",52.5080331,13.3052653,,,Mo-Sa 11:30-22:00; Su off; PH 13:00-22:00,,no
Pastatrium,restaurant,italian,"Freiligrathstraße 8, 10967 Berlin",52.4910456,13.4106002,,,,,
Mother's Heart,restaurant,vietnamese,"Körtestraße 33, 10967 Berlin",52.4896718,13.4086687,,,Mo-Su 12:00-22:00,,
Ristorante Don Giovanni,restaurant,italian,"Bismarckstraße 28, 10625 Berlin",52.5121357,13.3110039,,+49303417653,"Mo-Fr 12:00-24:00; Sa-Su,PH 16:00-24:00",,no
Yogi,restaurant,indian,"Müllenhoffstraße 1, 10967 Berlin",52.4923133,13.4138776,,,Mo-Su 12:00-24:00,,no
Rocco und seine Brüder,restaurant,italian,"Lausitzer Platz 13, 10997",52.5009751,13.4308101,,,Mo-Su 11:30-23:00,,limited
Long March Canteen,restaurant,chinese,"Wrangelstraße 20, 10997 Berlin",52.502969,13.4309782,,,Mo-Su 12:00-21:30,,no
Ban Vegan,restaurant,vietnamese,"Eisenacher Straße 54, 10823 Berlin",52.486482,13.3504514,,+4930 66508548,,,limited
Schlesisch Blau,bar,french;german,Köpenicker Straße 1a,52.5015464,13.4414603,,,Mo-Sa 11:30-23:00,,no
Gasthaus Figl,restaurant,austrian,"Urbanstraße 47, 10967 Berlin",52.4903191,13.4175617,https://gasthaus-figl.de/,+493072290850,Tu-Su 18:00+,,no
Tasty,restaurant,,,52.505403,13.3019159,,,,,
Bejte Ethiopia,restaurant,african;ethiopian,"Zietenstraße 8, 10783 Berlin",52.4993517,13.3570701,https://www.bejte-ethiopia.de/,+49 30 2625933,"Mo-Fr 16:00-02:00, Sa-Su 14:00-02:00",,limited
Peperoncino,restaurant,italian,"Urbanstraße 137, 10967 Berlin",52.4918249,13.4138554,,,We-Mo 18:00-23:00,,no
Tra My,restaurant,vietnamese,"Graefestraße 65, 10967 Berlin",52.4911182,13.4165448,,+49 30 69533712,"Mo-Su 12:00-22:00; Sa, Su 13:00-22:00",,
Medel,restaurant,italian,"Fichtestraße 32, 10967 Berlin",52.4909534,13.4133602,http://www.ristorante-medel.de/,+493061620866,Tu-Su 17:00-23:00,,no
Tante Fichte,restaurant,,"Fichtestraße 31, 10967 Berlin",52.4907883,13.4134032,,,We-Sa 18:00+,,
Kouskous Café Bar,cafe,,,52.4887243,13.408271,,,,,limited
Xinh Xinh,restaurant,vietnamese,"Linienstraße 136, 10115 Berlin",52.526308,13.3889346,,,,,no
Mama dut,restaurant,sushi;vietnamese,"Schmiljanstraße 4, 12161 Berlin",52.4706435,13.3294191,,+49 30 30103898,Su-Fr 11:00-22:00,,
Kame,cafe,japanese,"Linienstraße 113, 10115 Berlin",52.5274648,13.3925097,,+49 30 85743549,Mo-Sa 12:00-18:00,,no
Cassambalis,restaurant,mediterranean,"Grolmanstraße 35, 10623 Berlin",52.5035837,13.3240854,,,Mo-Sa 13:00-23:00; Su 17:00-23:00,,limited
Due Fratelli,restaurant,italian;pizza,"Chausseestraße 131, 10115 Berlin",52.5274482,13.3864664,https://due-fratelli-restaurant-berlin.metro.rest/?lang=de,,,,no
Maselli Ristorante,restaurant,italian,"Nostitzstraße 49, 10961 Berlin",52.4916792,13.3908912,,+493069004363,,,no
Balkaymak Simit Evi,restaurant,turkish,"Gneisenaustraße 3, 10961 Berlin",52.492421,13.388492,,,7:00-22:00,,limited
Fratelli La Bionda,restaurant,italian;pizza,"Bergmannstraße 31, 10961 Berlin",52.488756,13.3973908,https://www.fratellilabionda.de/,+49 30 63901770,Mo-Su 18:00+,,limited
Mindful Living,restaurant,vietnamese,,52.4873841,13.4216577,,,,,yes
Pico Tapas Bar,restaurant,spanish,"Erkelenzdamm 47, 10999 Berlin",52.4977677,13.4131153,,,17:30-24:00,,no
Frannz Club,bar,,"Schönhauser Allee 36, 10435 Berlin",52.5382108,13.4126884,http://www.frannz.de/,+493072627930,Mo-Su 17:00-18:00+,,yes
Landhaus Schupke,restaurant,,"Alt-Wittenau 66, 13437 Berlin",52.5914519,13.3265724,,,We-Su 09:30-22:00,,limited
Golightly,cafe,,"Friesenstraße 22, 10965 Berlin",52.4879159,13.3946276,,+493081038713,"PH,Mo-Su 09:00-19:00",,no
Nam Kio,restaurant,asian,"Kurfürstendamm 131, 10711 Berlin",52.4971532,13.2924327,https://namkio.site123.me,+493086207809,"Mo-Fr 11:30-22:30; Sa,Su 12:00-22:30",,limited
QG - Café Français,cafe,french,"Pettenkoferstraße 6, 10247 Berlin",52.5164075,13.4725194,,,Tu-Sa 09:00-18:00; Su 10:00-16:00,,no
Pink Elephant,restaurant,,"Rigaer Straße 56, 10247 Berlin",52.5149217,13.4736316,,,Mo-Su 10:00-22:00,,yes
Camino,cafe,turkish,"Hufelandstraße 16, 10407 Berlin",52.5318455,13.4315211,,,Mo-Su 09:00-17:00,,
Messesnack Kleiner Stern,cafe,,,52.5059555,13.2772492,,,"""Nur zu Messen""",,yes
LePopulaire,cafe,,"Unter den Linden 5, 10117 Berlin",52.5169402,13.3962176,https://www.kofler-kompanie.com/lepopulare-cafe/,,We-Mo 11:00-18:00,,limited
Dervish,restaurant,indian;uzbek,"Krossener Straße 16, 10245 Berlin",52.5106324,13.4572895,https://dervish.eu/,,Mo off; Tu-Th 17:00-23:00; Fr-Sa 10:00-23:30; Su 10:00-23:00,,yes
Viadukt Bistro,cafe,,,52.522594,13.4003855,,,"PH,Mo-Su 07:00-16:00",,yes
Starbucks,cafe,coffee_shop,"Neue Promenade 3, 10178 Berlin",52.5231934,13.4020866,,,Mo-Fr 07:30-21:00; Sa-Su 08:30-21:00,yes,yes
a posto,restaurant,italian,"Monbijouplatz 12, 10178",52.5226711,13.3999181,http://www.aposto-berlin.com,+49 30 27595559,Mo-Su 11:00-24:00,,no
Weihenstephaner,restaurant,german,"Neue Promenade 5, 10178 Berlin",52.5229726,13.4017099,,,Mo-Su 11:00-01:00,,limited
Skatehalle Berlin,cafe,,,52.5068724,13.4540486,https://skatehalleberlin.com/,+49 30 92129755,,,yes
Garbatella,restaurant,italian,"Onkel-Tom-Straße 21, 14169 Berlin",52.4377056,13.2572691,,+49302215069,"Tu-Sa 15:00-23:30, Su 12:00-23:00",,
Landhaus Perle,restaurant,regional,,52.542884,13.1978866,http://www.landhaus-perle.berlin,+49 30 33939064,Mo-Sa 09:00-23:00; Su 09:30-23:00,,yes
Yoko Sushi,restaurant,japanese,"Boxhagener Straße 44, 10245 Berlin",52.5099459,13.4642275,,,11:00-22:30,,yes
soopoollim,cafe,korean;tea,"Ackerstraße 149, 10115 Berlin",52.5315895,13.3962167,,,"Th-Sa 12:00-15:00,17:00-21:00",,
La Perla,restaurant,italian,"Sandstraße 66, 13593 Berlin",52.5195084,13.1711462,,,"PH,Mo-Su 12:00-22:00",,yes
Toscana,restaurant,italian,"Mohriner Allee 122, 12347 Berlin",52.4401719,13.4163622,,+49 30 67899534,Mo-Su 12:00-23:00,,no
Café Vux,cafe,coffee_shop;cake;bagel,"Wipperstraße 14, 12055 Berlin",52.4721688,13.4425773,https://vux-berlin.com/,,We-Su 11:00-18:00,yes,limited
Maxes Kohlenhof,restaurant,,"Pritstabelstraße 60, 12557 Berlin",52.4332157,13.5956657,,+49 30 6513951,,,no
La Mamma,restaurant,italian,"Marheinekeplatz 4, 10961 Berlin",52.4894641,13.396443,,+49 30 6915637,,,
Vegang,restaurant,vietnamese,"Oderberger Straße 52, 10435 Berlin",52.5387397,13.4087221,http://vegangberlin.de/vegang-prenzlauer-berg/,+49 30 68908811,Mo-Su 12:00-23:00,,yes
Culaccino,restaurant,italian,"Fasanenstraße 40, 10719 Berlin",52.4985234,13.3266362,,,Mo-Sa 12:00-24:00; Su 16:00-23:00,,limited
Jasmin Bistro,restaurant,asian,"Hermannstraße 45, 12049 Berlin",52.4788168,13.4254636,http://jasminbistro.de/,+49 30 6271680,"Mo-Fr 11:00-22:00; Sa, Su, PH 11:30-22:00",,no
Il Pomodorino,restaurant,italian,"Hildburghauser Straße 112, 12209 Berlin",52.4167016,13.3386462,https://trattoria-il-pomodorino.eatbu.com/,+49 30 55515236,"Tu-Fr 16:00-22:30, Sa-Su 12:00-22:30",,limited
Tortenwerkstatt,cafe,,"Gleimstraße 6, 13355 Berlin",52.5461439,13.3976501,https://www.yelp.de/biz/tortenwerkstatt-berlin-2,,"Mo-Fr 12:00-22:00; Sa,Su 11:00-22:00",,yes
Bredouille Bar,bar,,Georgenstraße 199,52.5199327,13.3892837,https://bredouille-bar.de/,,,,limited
DaVinci,restaurant,italian,"Georgenstraße 192, 10117 Berlin",52.5201096,13.3912976,http://www.davinci-ristorante.de/,,"Mo-Su,PH 10:00-24:00",,yes
Pure Origins,cafe,coffee_shop,"Georgenstraße 193, 10117 Berlin",52.5200936,13.3911123,,,,,yes
Alte Pumpe,restaurant,,"Lützowstraße 42, 10785 Berlin",52.5051973,13.3581381,http://www.altepumpe.de,+49 30 26484265,Mo-Fr 10:00-18:00; PH off,,limited
Malibu,cafe,ice_cream,"Leonorenstraße 71a, 12247 Berlin",52.4388235,13.3441377,https://www.malibu-eiscafe.de/,,"Mo-Fr 08:00-19:00; Sa,Su 09:00-19:00",,yes
Henry's Bar,bar,,"Leonorenstraße 22, 12247 Berlin",52.4435741,13.3401829,,,Mo-Th 16:00-24:00; Fr-Sa 16:00-01:00; Su 16:00-24:00,,yes
Piroschka,restaurant,croatian,"Jungfernstieg 29, 12207 Berlin",52.4287566,13.3252608,,+49 30 7727018,Mo-Su 11:30-23:00,,no
Cafe Rosenduft,cafe,,"Jungfernstieg 4b, 12207 Berlin",52.4297578,13.3273282,http://www.cafe-rosenduft.de/,+4930 77006703,Tu-Su 10:00-19:00,,yes
Vietnam Village,restaurant,vietnamese,"Oderberger Straße 7, 10435 Berlin",52.5385467,13.4102784,,,"PH,Mo-Su 12:00-21:00",,no
Barista,cafe,,"Oderberger Straße 54, 10435 Berlin",52.5383099,13.4098669,http://barista-berlin.de,,"Mo-Fr 08:00-18:00; Sa,Su,PH 09:00-18:00",,no
Kapitalist,bar,,"Oderberger Straße 2, 10435 Berlin",52.5381294,13.4114113,,,"PH,Mo-Su 11:00-18:00+",,no
otto,restaurant,international,"Oderberger Straße 56, 10435 Berlin",52.5381702,13.41023,https://otto-berlin.net,,Mo-Fr 08:00-16:00; Sa 09:00-17:00,,limited
Cello Spiel & Sport,restaurant,,"Scharnweberstraße 55a, 13405 Berlin",52.5675748,13.3141964,,,,,
Il Campo,restaurant,italian,"Feldstraße 1, 12207 Berlin",52.415666,13.3038181,,+49 30 7124034,11:30-24:00,,no
Das Kaffeehaus,cafe,regional;coffee_shop,"Leipziger Straße 16, 10117 Berlin",52.509983,13.386533,,,"Tu 11:00-17:00, We-Fr 11:00-16:00, Sa, Su 11:00-17:00",,yes
Mysliwska,bar,,"Schlesische Straße 35, 10997 Berlin",52.4994811,13.44534,,,,,limited
La Femme,cafe,turkish,,52.490974,13.4236412,,,Mo-Su 07:00-21:00,yes,limited
Antep Etoğlu Sofrasi,restaurant,turkish,"Kottbusser Damm 36, 10967 Berlin",52.4884444,13.4245994,http://www.etoglu.com/,+493069504855,"Mo-Sa 11:00-24:00; Su, PH off",,limited
Osmanlı Saray Mutfağı,restaurant,turkish,"Kottbusser Damm 77, 10967 Berlin",52.4907214,13.4238161,http://www.osmanlisaray-mutfagi.com/,+49306938354,,,limited
Sonntags-Club,bar,,"Greifenhagener Straße 28, 10437 Berlin",52.5513309,13.4187281,https://sonntags-club.de/,,"Mo-Th,Sa-Su 18:00+; Fr 18:00+ open ""female only""",,limited
Mayflower,restaurant,chinese,"Greifenhagener Straße 27, 10437 Berlin",52.5510364,13.4183928,http://www.chinarestaurant-mayflower.de,+49 30 4450277,We-Mo 12:00-22:00; Tu 17:00-22:00,yes,limited
Nathanja & Heinrich,bar,,"Weichselstraße 44, 12045 Berlin",52.4874088,13.4367417,http://nathanja-heinrich.de/,,"Mo-Fr 15:00-03:00, Sa-Su 13:00-03:00",,yes
Nuova Mirabella,restaurant,italian,"Alt-Tempelhof 27, 12103 Berlin",52.4654911,13.3838958,https://www.nuovamirabella.de/,+49 30 786 37 01,Mo-Su 12:00-24:00,,no
Choice,restaurant,vietnamese,"Akazienstraße 9, 10823 Berlin",52.4880723,13.3544133,,,Mo-Sa 11:45-23:30,,limited
Nonno,bar,,"Akazienstraße 7A, 10823 Berlin",52.4877957,13.3546493,,,Mo-Th 17:00-24:00; Fr-Sa 15:00-01:00; Su 15:00-23:00,,
Bahnhofs-Wirtschaft,restaurant,german,"Jungfernstieg 4, 12207 Berlin",52.4296115,13.3275432,,+49 30 7736426,Mo-Sa 10:00-22:00,,
Bistro Osdorfer Stübchen,restaurant,,"Osdorfer Straße 99, 12207 Berlin",52.4131601,13.3201147,,,,,
Trattoria Tropea,restaurant,italian,,52.4167232,13.3150006,,,,,limited
Fischfabrik,restaurant,seafood,"Danziger Straße 24, 10435 Berlin",52.5400588,13.4169984,https://fischfabrik.eatbu.com/,,Mo-Sa 10:00-22:00; Su 14:00-22:00,,limited
EK Sushibar,restaurant,sushi,,52.4595346,13.323541,,,"Mo-Sa 12:00-18:30; Su,PH off",,yes
Willkommen daheim,restaurant,regional,,52.5531465,13.423749,,,,,no
Frau Lüske,cafe,,"Baseler Straße 46, 12205 Berlin",52.437981,13.2951499,,,Mo-Sa 09:00-23:00; Su 09:00-18:00,,yes
Schlosspark Grill,restaurant,international,"Bäkestraße 9, 12207 Berlin",52.4350703,13.3133983,,+49 30 8335653,11:30-24:00,,no
La Laura / Pizza Daily,restaurant,pizza,,52.4181857,13.4360379,,,,yes,yes
Limone,cafe,,,52.5065755,13.3020578,,,"Mo-Fr 07:00-18:00; Sa,Su 08:00-18:00",,
Gon 80,restaurant,vietnamese,"Eylauer Straße 16, 10965 Berlin",52.4858135,13.3751041,,+49 30 81474854,"PH,Tu-Su 12:00-22:00",,no
Chenab,restaurant,indian,"Knobelsdorffstraße 35, 14059 Berlin",52.5131335,13.2913105,,,Mo-Su 12:00-24:00,,no
La Buvette,bar,french,"Gleimstraße 41, 10437 Berlin",52.5474549,13.409139,http://www.labuvetteberlin.de,,"Tu-Su 18:00-01:00, Fr 12:00-14:00",,limited
Das Strandhaus,restaurant,,,52.5435111,13.2743078,,,,,
Kochstudio Cookeria,restaurant,,"Haeselerstraße 28, 14050 Berlin",52.5137412,13.2775919,https://cookeria.de/,+49 30 30107011,"""Siehe Programm""",,limited
Nhat Long,restaurant,,"Torstraße 210, 10115 Berlin",52.5276822,13.3908729,,,Mo-Sa 11:30-23:00,,limited
cafézinho espresso-bar,cafe,,"Bötzowstraße 41, 10407 Berlin",52.532969,13.435551,,,Mo-Sa 08:00-17:00; Su 09:00-17:00,,limited
Noodle Village,restaurant,vietnamese,"Kantstraße 32, 10625 Berlin",52.5062945,13.3169199,,+49 30 23539102,Mo-Su 12:00-23:00,,limited
Keyser Soze,restaurant,german;breakfast;coffee_shop,"Tucholskystraße 33, 10117 Berlin",52.5262915,13.3934069,,,"May-Sep Mo-Th 08:00-00:00, Fr,Sa 08:00-01:00, Su,PH 09:00-00:00, Oct-Apr Mo-Th 08:00-01:00, Fr 08:00-02:00, Sa 09:00-02:00, Su,PH 09:00-01:00; PH 08:00-09:00 closed; May-Sep PH +1 day 00:00-01:00 closed; Oct-Apr PH +1 day 01:00-02:00 closed",,limited
BSV 92 Harri Wuttke Sportcasino,restaurant,,,52.4829894,13.3034133,,,"Tu,We,Th 20:00+",,
Masala,restaurant,indian;singaporean,"Rathenaustraße 26, 12459 Berlin",52.4598635,13.5295453,,,12:00-23:00,,no
Cinnamood,cafe,,"Kurfürstendamm 20, 10719 Berlin",52.5039452,13.3305315,,,,,yes
MASTAN,restaurant,french,"Gneisenaustraße 67, 10961 Berlin",52.490347,13.4019817,http://restaurantmastan.com/,+4915203305740,Tu-Th 18:00-22:30; Fr-Sa 18:00-23:30,,limited
Mario´s Pub,bar,,,52.4108264,13.2624513,,,,,yes
El Bandito,restaurant,mexican,"Sachtlebenstraße 18, 14165 Berlin",52.4170515,13.2503826,,+49 30 8159505,11:30-24:00,,limited
Sushi-Club,restaurant,sushi,"Düppelstraße 41, 12163 Berlin",52.4570611,13.3225328,,,Mo-Su 12:00-21:00,,limited
Thung Thai,restaurant,thai,"Düppelstraße 41, 12163 Berlin",52.4570377,13.3223648,https://www.thungthai.de/,,Mo-Su 12:00-22:00,,limited
Brasserie am Gendarmenmarkt,restaurant,,"Taubenstraße 30, 10117 Berlin",52.5134229,13.3940394,https://brasserieamgendarmenmarkt.de/,+493020453501,"Mo-Fr 06:00-20:00; Sa,Su 08:00-18:00",,yes
Haliflor,cafe,,"Schwedter Straße 26, 10119 Berlin",52.535267,13.4071784,,,Mo-Su 10:00-02:00,,limited
Dudu,restaurant,japanese;sushi,"Torstraße 134, 10119 Berlin",52.5293472,13.3998002,,,,,limited
Hackbarths,bar,,"Auguststraße 49a, 10119 Berlin",52.5278237,13.4007418,,,,,limited
Strandbad Weissensee,cafe,,,52.553736,13.4655505,,,"Su-Th 10:00-21:00; Fr,Sa 10:00-22:00",,limited
Die Laube,restaurant,german,"Hohenschönhauser Straße 80, 10369 Berlin",52.5371681,13.4662865,https://www.die-laube.berlin,+49 30 9750424,Do 16:00-22:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 10:00-21:00,,
Café & Restaurant Bares,restaurant,asian,"Helmholtzstraße 37, 10587 Berlin",52.5213484,13.3228155,,,Mo-Fr 10:00-15:00,,yes
Donna Francesca,restaurant,italian,"Alt-Tegel 15, 13507 Berlin",52.5889692,13.2808143,,,,,
Nordwind,restaurant,german,"Kronprinzendamm 18, 10711 Berlin",52.4970458,13.2853278,http://www.nordwind-berlin.de/,,"Mo-Fr 12:00-23:00; Sa,Su off",,limited
Supra,restaurant,georgian,"Am Zwirngraben 6-7, 10178 Berlin",52.5228343,13.4028901,https://www.supraberlin.com/,+49 30 24638606,Su-Th 16:00-00:00; Fr-Sa 16:00-01:00,,
Bistro im Haus der Bundespressekonferenz,cafe,,"Schiffbauerdamm 40, 10117 Berlin",52.5219239,13.3770007,https://tagungszentrum-bpk.de/,+49 30 726261195,Mo-Fr 11:30-16:00,,no
Sag mir wo die Blumen sind,cafe,,"Albrechtstraße 9, 10117 Berlin",52.5218537,13.38456,,,"Mo-Fr 07:00-18:00; Sa,Su 08:00-19:00",,limited
Kaijin Ramen,restaurant,japanese,"Boxhagener Straße 108, 10245 Berlin",52.5130353,13.4574067,,,Tu-Th 17:00-22:00; Sa-Su 12:00-22:00,,
Casero,cafe,,"Schlesische Straße 6, 10997 Berlin",52.5002405,13.4430425,,,,,no
Cafe an Schlesi,cafe,,,52.5003458,13.4428293,,,,,
Don Giovanni,restaurant,italian,"Atzpodienstraße 12, 10365 Berlin",52.5143165,13.4933841,,,"PH,Mo-Su 11:00-24:00",,no
Backiyem,cafe,,,52.430643,13.259168,,,,,
China Food,restaurant,chinese,"Schloßstraße 91, 12163 Berlin",52.4580346,13.3221056,,,Mo-Su 12:00-20:00,,no
Viet & My II,restaurant,vietnamese,"Kirchstraße 16, 10557 Berlin",52.5226824,13.3490454,,,Mo-Fr 11:00-21:00; Su 13:00-21:00,,limited
zwölf.uhr.mittags,cafe,,"Kirchstraße 17, 10557 Berlin",52.5227923,13.3490886,http://zwölfuhrmittags.de,+49 30 81704299,Mo-Fr 12:00-14:30,,no
halb zwölf,restaurant,,"Kirchstraße 3, 10557 Berlin",52.5240167,13.349113,,,,yes,no
DaMarco,restaurant,italian,"Kirchstraße 25, 10557 Berlin",52.5241791,13.3496403,,+493039404246,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,no
Om,restaurant,nepalese;indian,"Kirchstraße 16, 10557 Berlin",52.522572,13.3489915,,,Mo-Su 12:00-23:00,,limited
coffeemamas,cafe,,"Kirchstraße 2, 10557 Berlin",52.524139,13.3491796,,,Mo-Fr 07:00-20:00; Sa 09:00-20:00; Su 10:00-17:00,,limited
Maxway Coffee,cafe,,"Kirchstraße 2, 10557 Berlin",52.5241967,13.3491981,,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00",,no
moa,cafe,,"Kirchstraße 1, 10557 Berlin",52.5244316,13.3492903,,,Mo-Th 07:00-22:00; Fr 07:00-24:00; Sa 08:00-24:00; Su 09:00-18:00,,no
cafépaci,cafe,,"Kirchstraße 19, 10557 Berlin",52.5231319,13.3492197,,,,,no
Gasthaus Kronprinz,restaurant,german,"Clayallee 323, 14169 Berlin",52.438431,13.2618828,http://www.gasthaus-kronprinz.de,+49 30 8012092,Tu-Sa 17:00-23:00,,no
The Asia Kitchen,restaurant,asian,"Clayallee 327, 14169 Berlin",52.4380827,13.2618908,http://www.theasiakitchen.de/,+49 30 80401866,"PH,Mo-Su 11:30-23:00",,limited
CoffEy,cafe,,"Machnower Straße 6, 14165",52.4289169,13.2560014,https://www.walters-coffey.de/,,"PH,Mo-Su 09:30-18:00",,yes
Bamboo,restaurant,japanese,"Machnower Straße 23, 14165 Berlin",52.4286279,13.2562395,http://www.bamboo-berlin.de/,+49 30 81816018,Tu-Su 12:00-22:00,,
The Spot,cafe,,"Kopernikusstraße 19, 10245 Berlin",52.5102108,13.4551574,,,Mo-Su 09:00-18:00,,
Lagom,restaurant,regional,"Simon-Dach-Straße 14, 10245 Berlin",52.5100814,13.4560026,,,"Mo 11:00-24:00, Tu-Th 11:00-01:00, Fr,Sa 10:00-04:00, Su,PH 10:00-01:00",,yes
Kebab Club,restaurant,,"Kopernikusstraße 16, 10245 Berlin",52.5099874,13.4553328,,,,,
Do Thanh,restaurant,vietnamese,"Danziger Straße 12, 10435 Berlin",52.5404063,13.4147914,,,"Mo-Fr 12:00-23:00; PH,Sa,Su 12:00-23:00",,
Qum Bar,bar,,"Danziger Straße 16, 10435 Berlin",52.5403024,13.4154684,,,,,yes
Spreeblick,restaurant,german,"Propststraße 9, 10178 Berlin",52.516169,13.4058173,http://www.spreeblick-nikolaiviertel.de/,+49 30 24 25 247,Th-Tu 12:00+,,yes
Zille-Destille,restaurant,german,"Propststraße 11, 10178 Berlin",52.5163539,13.4060676,,,"Th,Fr 17:00-04:00+, Sa,Su 15:00-04:00+",,limited
Zum Paddenwirt,restaurant,german,"Nikolaikirchplatz 6, 10178 Berlin",52.516679,13.4080964,http://www.paddenwirt.de/,+49 30 28444689,We-Su 12:00+,,no
Kaffeestube,restaurant,german,"Poststraße 19, 10178 Berlin",52.5163897,13.4076097,,,"PH,Mo-Su 10:00-23:01",,no
Zur Gerichtslaube,restaurant,regional,,52.5170641,13.406241,https://www.gerichtslaube.de/,,Mo-Su 12:00+,,limited
Il Nuovo Cristallo,restaurant,italian,"Teltower Damm 52, 14167 Berlin",52.428952,13.2594051,http://www.cristallo-berlin.de/,+49308156609,Mo-Su 16:00-24:00,,limited
Goodtime,restaurant,thai,Teltower Damm 46,52.4297765,13.2593298,https://www.goodtime-berlin.de/,+49 3084591852,12:00-24:00,,limited
Herkules II,restaurant,greek,"Hönower Straße 91, 12623 Berlin",52.5130915,13.6118344,https://www.herkules2.de,+49 30 55159858,"Mo,We,Th 12:00-23:00; Fr-Su 12:00-23:00",yes,yes
Bei Lydia,restaurant,georgian,"Inselstraße 8A, 10179 Berlin",52.5124788,13.4117007,,,Mo-Fr 08:00-16:00,,no
