name,category,cuisine,address,latitude,longitude,website,phone,opening_hours,takeaway,wheelchair_accessible,neighborhood,opening_hours_dict,district,postal_code,venue_id,district_id
Frau Lüske,cafe,,"Baseler Straße 46, 12205 Berlin",52.437981,13.2951499,,,Mo-Sa 09:00-23:00; Su 09:00-18:00,,yes,Lichterfelde,"{""Mo"": [[""09:00"", ""23:00""]], ""Tu"": [[""09:00"", ""23:00""]], ""We"": [[""09:00"", ""23:00""]], ""Th"": [[""09:00"", ""23:00""]], ""Fr"": [[""09:00"", ""23:00""]], ""Sa"": [[""09:00"", ""23:00""]], ""Su"": [[""09:00"", ""18:00""]]}",Steglitz-Zehlendorf,12205,V1579,11006006
Schlosspark Grill,restaurant,international,"Bäkestraße 9, 12207 Berlin",52.4350703,13.3133983,,+49308335653,11:30-24:00,,no,Lichterfelde,"{""Mo"": [[""11:30"", ""00:00""]], ""Tu"": [[""11:30"", ""00:00""]], ""We"": [[""11:30"", ""00:00""]], ""Th"": [[""11:30"", ""00:00""]], ""Fr"": [[""11:30"", ""00:00""]], ""Sa"": [[""11:30"", ""00:00""]], ""Su"": [[""11:30"", ""00:00""]]}",Steglitz-Zehlendorf,12207,V1580,11006006
La Laura / Pizza Daily,restaurant,pizza,"La Laura / Pizza Daily, Wolfgang-Seifert-Weg, Buckower Höfe, Buckow, Neukölln, Berlin, 12349, Deutschland",52.4181857,13.4360379,,,,yes,yes,Buckow,,Neukölln,12349,V1581,11008008
Limone,cafe,,"Limone, Kantstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland",52.5065755,13.3020578,,,"Mo-Fr 07:00-18:00; Sa,Su 08:00-18:00",,,Charlottenburg,"{""Mo"": [[""07:00"", ""18:00""]], ""Tu"": [[""07:00"", ""18:00""]], ""We"": [[""07:00"", ""18:00""]], ""Th"": [[""07:00"", ""18:00""]], ""Fr"": [[""07:00"", ""18:00""]], ""Sa"": [[""08:00"", ""18:00""]], ""Su"": [[""08:00"", ""18:00""]]}",Charlottenburg-Wilmersdorf,10627,V1582,11004004
Gon 80,restaurant,vietnamese,"Eylauer Straße 16, 10965 Berlin",52.4858135,13.3751041,,+493081474854,"PH,Tu-Su 12:00-22:00",,no,Kreuzberg,"{""PH"": [[""12:00"", ""22:00""]], ""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Friedrichshain-Kreuzberg,10965,V1583,11002002
Chenab,restaurant,indian,"Knobelsdorffstraße 35, 14059 Berlin",52.5131335,13.2913105,,,Mo-Su 12:00-24:00,,no,Charlottenburg,"{""Mo"": [[""12:00"", ""00:00""]], ""Tu"": [[""12:00"", ""00:00""]], ""We"": [[""12:00"", ""00:00""]], ""Th"": [[""12:00"", ""00:00""]], ""Fr"": [[""12:00"", ""00:00""]], ""Sa"": [[""12:00"", ""00:00""]], ""Su"": [[""12:00"", ""00:00""]]}",Charlottenburg-Wilmersdorf,14059,V1584,11004004
La Buvette,bar,french,"Gleimstraße 41, 10437 Berlin",52.5474549,13.409139,http://www.labuvetteberlin.de,,"Tu-Su 18:00-01:00, Fr 12:00-14:00",,limited,Prenzlauer Berg,"{""Tu"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]], ""We"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]], ""Th"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]], ""Fr"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]], ""Sa"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]], ""Su"": [[""18:00"", ""01:00""], [""Fr 12:00"", ""14:00""]]}",Pankow,10437,V1585,11003003
Das Strandhaus,restaurant,,"Das Strandhaus, 60, Jungfernheideweg, Charlottenburg-Nord, Charlottenburg-Wilmersdorf, Berlin, 13629, Deutschland",52.5435111,13.2743078,,,,,,Charlottenburg-Nord,,Charlottenburg-Wilmersdorf,13629,V1586,11004004
Kochstudio Cookeria,restaurant,,"Haeselerstraße 28, 14050 Berlin",52.5137412,13.2775919,https://cookeria.de/,+493030107011,"""Siehe Programm""",,limited,Westend,{},Charlottenburg-Wilmersdorf,14050,V1587,11004004
Nhat Long,restaurant,,"Torstraße 210, 10115 Berlin",52.5276822,13.3908729,,,Mo-Sa 11:30-23:00,,limited,Mitte,"{""Mo"": [[""11:30"", ""23:00""]], ""Tu"": [[""11:30"", ""23:00""]], ""We"": [[""11:30"", ""23:00""]], ""Th"": [[""11:30"", ""23:00""]], ""Fr"": [[""11:30"", ""23:00""]], ""Sa"": [[""11:30"", ""23:00""]]}",Mitte,10115,V1588,11001001
cafézinho espresso-bar,cafe,,"Bötzowstraße 41, 10407 Berlin",52.532969,13.435551,,,Mo-Sa 08:00-17:00; Su 09:00-17:00,,limited,Prenzlauer Berg,"{""Mo"": [[""08:00"", ""17:00""]], ""Tu"": [[""08:00"", ""17:00""]], ""We"": [[""08:00"", ""17:00""]], ""Th"": [[""08:00"", ""17:00""]], ""Fr"": [[""08:00"", ""17:00""]], ""Sa"": [[""08:00"", ""17:00""]], ""Su"": [[""09:00"", ""17:00""]]}",Pankow,10407,V1589,11003003
Noodle Village,restaurant,vietnamese,"Kantstraße 32, 10625 Berlin",52.5062945,13.3169199,,+493023539102,Mo-Su 12:00-23:00,,limited,Charlottenburg,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Charlottenburg-Wilmersdorf,10625,V1590,11004004
Keyser Soze,restaurant,german;breakfast;coffee_shop,"Tucholskystraße 33, 10117 Berlin",52.5262915,13.3934069,,,"May-Sep Mo-Th 08:00-00:00, Fr,Sa 08:00-01:00, Su,PH 09:00-00:00, Oct-Apr Mo-Th 08:00-01:00, Fr 08:00-02:00, Sa 09:00-02:00, Su,PH 09:00-01:00; PH 08:00-09:00 closed; May-Sep PH +1 day 00:00-01:00 closed; Oct-Apr PH +1 day 01:00-02:00 closed",,limited,Mitte,"{""PH"": [[""08:00"", ""09:00 closed""]]}",Mitte,10117,V1591,11001001
BSV 92 Harri Wuttke Sportcasino,restaurant,,"BSV 92 Harri Wuttke Sportcasino, Hoher Bogen, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland",52.4829894,13.3034133,,,"Tu,We,Th 20:00+",,,Schmargendorf,"{""Tu"": [[""20:00"", ""late""]], ""We"": [[""20:00"", ""late""]]}",Charlottenburg-Wilmersdorf,14199,V1592,11004004
Masala,restaurant,indian;singaporean,"Rathenaustraße 26, 12459 Berlin",52.4598635,13.5295453,,,12:00-23:00,,no,Oberschöneweide,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Treptow-Köpenick,12459,V1593,11009009
Cinnamood,cafe,,"Kurfürstendamm 20, 10719 Berlin",52.5039452,13.3305315,,,,,yes,Charlottenburg,,Charlottenburg-Wilmersdorf,10719,V1594,11004004
MASTAN,restaurant,french,"Gneisenaustraße 67, 10961 Berlin",52.490347,13.4019817,http://restaurantmastan.com/,+4915203305740,Tu-Th 18:00-22:30; Fr-Sa 18:00-23:30,,limited,Kreuzberg,"{""Fr"": [[""18:00"", ""23:30""]], ""Sa"": [[""18:00"", ""23:30""]]}",Friedrichshain-Kreuzberg,10961,V1595,11002002
Mario´s Pub,bar,,"Mario´s Pub, Ladiusstraße, Schönow, Zehlendorf, Steglitz-Zehlendorf, Berlin, Teltow, 14165, Deutschland",52.4108264,13.2624513,,,,,yes,Zehlendorf,,Steglitz-Zehlendorf,14165,V1596,11006006
El Bandito,restaurant,mexican,"Sachtlebenstraße 18, 14165 Berlin",52.4170515,13.2503826,,+49308159505,11:30-24:00,,limited,Zehlendorf,"{""Mo"": [[""11:30"", ""00:00""]], ""Tu"": [[""11:30"", ""00:00""]], ""We"": [[""11:30"", ""00:00""]], ""Th"": [[""11:30"", ""00:00""]], ""Fr"": [[""11:30"", ""00:00""]], ""Sa"": [[""11:30"", ""00:00""]], ""Su"": [[""11:30"", ""00:00""]]}",Steglitz-Zehlendorf,14165,V1597,11006006
Sushi-Club,restaurant,sushi,"Düppelstraße 41, 12163 Berlin",52.4570611,13.3225328,,,Mo-Su 12:00-21:00,,limited,Steglitz,"{""Mo"": [[""12:00"", ""21:00""]], ""Tu"": [[""12:00"", ""21:00""]], ""We"": [[""12:00"", ""21:00""]], ""Th"": [[""12:00"", ""21:00""]], ""Fr"": [[""12:00"", ""21:00""]], ""Sa"": [[""12:00"", ""21:00""]], ""Su"": [[""12:00"", ""21:00""]]}",Steglitz-Zehlendorf,12163,V1598,11006006
Thung Thai,restaurant,thai,"Düppelstraße 41, 12163 Berlin",52.4570377,13.3223648,https://www.thungthai.de/,,Mo-Su 12:00-22:00,,limited,Steglitz,"{""Mo"": [[""12:00"", ""22:00""]], ""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Steglitz-Zehlendorf,12163,V1599,11006006
Brasserie am Gendarmenmarkt,restaurant,,"Taubenstraße 30, 10117 Berlin",52.5134229,13.3940394,https://brasserieamgendarmenmarkt.de/,+493020453501,"Mo-Fr 06:00-20:00; Sa,Su 08:00-18:00",,yes,Mitte,"{""Mo"": [[""06:00"", ""20:00""]], ""Tu"": [[""06:00"", ""20:00""]], ""We"": [[""06:00"", ""20:00""]], ""Th"": [[""06:00"", ""20:00""]], ""Fr"": [[""06:00"", ""20:00""]], ""Sa"": [[""08:00"", ""18:00""]], ""Su"": [[""08:00"", ""18:00""]]}",Mitte,10117,V1600,11001001
Haliflor,cafe,,"Schwedter Straße 26, 10119 Berlin",52.535267,13.4071784,,,Mo-Su 10:00-02:00,,limited,Prenzlauer Berg,"{""Mo"": [[""10:00"", ""02:00""]], ""Tu"": [[""10:00"", ""02:00""]], ""We"": [[""10:00"", ""02:00""]], ""Th"": [[""10:00"", ""02:00""]], ""Fr"": [[""10:00"", ""02:00""]], ""Sa"": [[""10:00"", ""02:00""]], ""Su"": [[""10:00"", ""02:00""]]}",Pankow,10119,V1601,11003003
Dudu,restaurant,japanese;sushi,"Torstraße 134, 10119 Berlin",52.5293472,13.3998002,,,,,limited,Mitte,,Mitte,10119,V1602,11001001
Hackbarths,bar,,"Auguststraße 49a, 10119 Berlin",52.5278237,13.4007418,,,,,limited,Mitte,,Mitte,10119,V1603,11001001
Strandbad Weissensee,cafe,,"Strandbad Weissensee, Seeweg, Weißensee, Pankow, Berlin, 13088, Deutschland",52.553736,13.4655505,,,"Su-Th 10:00-21:00; Fr,Sa 10:00-22:00",,limited,Weißensee,"{""Fr"": [[""10:00"", ""22:00""]], ""Sa"": [[""10:00"", ""22:00""]]}",Pankow,13088,V1604,11003003
Die Laube,restaurant,german,"Hohenschönhauser Straße 80, 10369 Berlin",52.5371681,13.4662865,https://www.die-laube.berlin,+49309750424,Do 16:00-22:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 10:00-21:00,,,Prenzlauer Berg,"{""Fr"": [[""16:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""10:00"", ""21:00""]]}",Pankow,10369,V1605,11003003
Café & Restaurant Bares,restaurant,asian,"Helmholtzstraße 37, 10587 Berlin",52.5213484,13.3228155,,,Mo-Fr 10:00-15:00,,yes,Charlottenburg,"{""Mo"": [[""10:00"", ""15:00""]], ""Tu"": [[""10:00"", ""15:00""]], ""We"": [[""10:00"", ""15:00""]], ""Th"": [[""10:00"", ""15:00""]], ""Fr"": [[""10:00"", ""15:00""]]}",Charlottenburg-Wilmersdorf,10587,V1606,11004004
Donna Francesca,restaurant,italian,"Alt-Tegel 15, 13507 Berlin",52.5889692,13.2808143,,,,,,Tegel,,Reinickendorf,13507,V1607,11012012
Nordwind,restaurant,german,"Kronprinzendamm 18, 10711 Berlin",52.4970458,13.2853278,http://www.nordwind-berlin.de/,,"Mo-Fr 12:00-23:00; Sa,Su off",,limited,Halensee,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]]}",Charlottenburg-Wilmersdorf,10711,V1608,11004004
Supra,restaurant,georgian,"Am Zwirngraben 6-7, 10178 Berlin",52.5228343,13.4028901,https://www.supraberlin.com/,+493024638606,Su-Th 16:00-00:00; Fr-Sa 16:00-01:00,,,Mitte,"{""Fr"": [[""16:00"", ""01:00""]], ""Sa"": [[""16:00"", ""01:00""]]}",Mitte,10178,V1609,11001001
Bistro im Haus der Bundespressekonferenz,cafe,,"Schiffbauerdamm 40, 10117 Berlin",52.5219239,13.3770007,https://tagungszentrum-bpk.de/,+4930726261195,Mo-Fr 11:30-16:00,,no,Mitte,"{""Mo"": [[""11:30"", ""16:00""]], ""Tu"": [[""11:30"", ""16:00""]], ""We"": [[""11:30"", ""16:00""]], ""Th"": [[""11:30"", ""16:00""]], ""Fr"": [[""11:30"", ""16:00""]]}",Mitte,10117,V1610,11001001
Sag mir wo die Blumen sind,cafe,,"Albrechtstraße 9, 10117 Berlin",52.5218537,13.38456,,,"Mo-Fr 07:00-18:00; Sa,Su 08:00-19:00",,limited,Mitte,"{""Mo"": [[""07:00"", ""18:00""]], ""Tu"": [[""07:00"", ""18:00""]], ""We"": [[""07:00"", ""18:00""]], ""Th"": [[""07:00"", ""18:00""]], ""Fr"": [[""07:00"", ""18:00""]], ""Sa"": [[""08:00"", ""19:00""]], ""Su"": [[""08:00"", ""19:00""]]}",Mitte,10117,V1611,11001001
Kaijin Ramen,restaurant,japanese,"Boxhagener Straße 108, 10245 Berlin",52.5130353,13.4574067,,,Tu-Th 17:00-22:00; Sa-Su 12:00-22:00,,,Friedrichshain,"{""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Friedrichshain-Kreuzberg,10245,V1612,11002002
Casero,cafe,,"Schlesische Straße 6, 10997 Berlin",52.5002405,13.4430425,,,,,no,Kreuzberg,,Friedrichshain-Kreuzberg,10997,V1613,11002002
Cafe an Schlesi,cafe,,"Cafe an Schlesi, Schlesische Straße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland",52.5003458,13.4428293,,,,,,Kreuzberg,,Friedrichshain-Kreuzberg,10997,V1614,11002002
Don Giovanni,restaurant,italian,"Atzpodienstraße 12, 10365 Berlin",52.5143165,13.4933841,,,"PH,Mo-Su 11:00-24:00",,no,Lichtenberg,"{""PH"": [[""11:00"", ""00:00""]], ""Mo"": [[""11:00"", ""00:00""]], ""Tu"": [[""11:00"", ""00:00""]], ""We"": [[""11:00"", ""00:00""]], ""Th"": [[""11:00"", ""00:00""]], ""Fr"": [[""11:00"", ""00:00""]], ""Sa"": [[""11:00"", ""00:00""]], ""Su"": [[""11:00"", ""00:00""]]}",Lichtenberg,10365,V1615,11011011
Backiyem,cafe,,"Backiyem, Machnower Straße, Zehlendorf, Steglitz-Zehlendorf, Berlin, Teltow, 14167, Deutschland",52.430643,13.259168,,,,,,Zehlendorf,,Steglitz-Zehlendorf,14167,V1616,11006006
China Food,restaurant,chinese,"Schloßstraße 91, 12163 Berlin",52.4580346,13.3221056,,,Mo-Su 12:00-20:00,,no,Steglitz,"{""Mo"": [[""12:00"", ""20:00""]], ""Tu"": [[""12:00"", ""20:00""]], ""We"": [[""12:00"", ""20:00""]], ""Th"": [[""12:00"", ""20:00""]], ""Fr"": [[""12:00"", ""20:00""]], ""Sa"": [[""12:00"", ""20:00""]], ""Su"": [[""12:00"", ""20:00""]]}",Steglitz-Zehlendorf,12163,V1617,11006006
Viet & My II,restaurant,vietnamese,"Kirchstraße 16, 10557 Berlin",52.5226824,13.3490454,,,Mo-Fr 11:00-21:00; Su 13:00-21:00,,limited,Moabit,"{""Mo"": [[""11:00"", ""21:00""]], ""Tu"": [[""11:00"", ""21:00""]], ""We"": [[""11:00"", ""21:00""]], ""Th"": [[""11:00"", ""21:00""]], ""Fr"": [[""11:00"", ""21:00""]], ""Su"": [[""13:00"", ""21:00""]]}",Mitte,10557,V1618,11001001
zwölf.uhr.mittags,cafe,,"Kirchstraße 17, 10557 Berlin",52.5227923,13.3490886,http://zwölfuhrmittags.de,+493081704299,Mo-Fr 12:00-14:30,,no,Moabit,"{""Mo"": [[""12:00"", ""14:30""]], ""Tu"": [[""12:00"", ""14:30""]], ""We"": [[""12:00"", ""14:30""]], ""Th"": [[""12:00"", ""14:30""]], ""Fr"": [[""12:00"", ""14:30""]]}",Mitte,10557,V1619,11001001
halb zwölf,restaurant,,"Kirchstraße 3, 10557 Berlin",52.5240167,13.349113,,,,yes,no,Moabit,,Mitte,10557,V1620,11001001
DaMarco,restaurant,italian,"Kirchstraße 25, 10557 Berlin",52.5241791,13.3496403,,+493039404246,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,no,Moabit,"{""Mo"": [[""10:00"", ""19:00""]], ""Tu"": [[""10:00"", ""19:00""]], ""We"": [[""10:00"", ""19:00""]], ""Th"": [[""10:00"", ""19:00""]], ""Fr"": [[""10:00"", ""19:00""]], ""Sa"": [[""10:00"", ""18:00""]]}",Mitte,10557,V1621,11001001
Om,restaurant,nepalese;indian,"Kirchstraße 16, 10557 Berlin",52.522572,13.3489915,,,Mo-Su 12:00-23:00,,limited,Moabit,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Mitte,10557,V1622,11001001
coffeemamas,cafe,,"Kirchstraße 2, 10557 Berlin",52.524139,13.3491796,,,Mo-Fr 07:00-20:00; Sa 09:00-20:00; Su 10:00-17:00,,limited,Moabit,"{""Mo"": [[""07:00"", ""20:00""]], ""Tu"": [[""07:00"", ""20:00""]], ""We"": [[""07:00"", ""20:00""]], ""Th"": [[""07:00"", ""20:00""]], ""Fr"": [[""07:00"", ""20:00""]], ""Sa"": [[""09:00"", ""20:00""]], ""Su"": [[""10:00"", ""17:00""]]}",Mitte,10557,V1623,11001001
Maxway Coffee,cafe,,"Kirchstraße 2, 10557 Berlin",52.5241967,13.3491981,,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00",,no,Moabit,"{""Mo"": [[""08:00"", ""20:00""], [""Sa 08:00"", ""19:00""]], ""Tu"": [[""08:00"", ""20:00""], [""Sa 08:00"", ""19:00""]], ""We"": [[""08:00"", ""20:00""], [""Sa 08:00"", ""19:00""]], ""Th"": [[""08:00"", ""20:00""], [""Sa 08:00"", ""19:00""]], ""Fr"": [[""08:00"", ""20:00""], [""Sa 08:00"", ""19:00""]]}",Mitte,10557,V1624,11001001
moa,cafe,,"Kirchstraße 1, 10557 Berlin",52.5244316,13.3492903,,,Mo-Th 07:00-22:00; Fr 07:00-24:00; Sa 08:00-24:00; Su 09:00-18:00,,no,Moabit,"{""Fr"": [[""07:00"", ""00:00""]], ""Sa"": [[""08:00"", ""00:00""]], ""Su"": [[""09:00"", ""18:00""]]}",Mitte,10557,V1625,11001001
cafépaci,cafe,,"Kirchstraße 19, 10557 Berlin",52.5231319,13.3492197,,,,,no,Moabit,,Mitte,10557,V1626,11001001
Gasthaus Kronprinz,restaurant,german,"Clayallee 323, 14169 Berlin",52.438431,13.2618828,http://www.gasthaus-kronprinz.de,+49308012092,Tu-Sa 17:00-23:00,,no,Zehlendorf,"{""Tu"": [[""17:00"", ""23:00""]], ""We"": [[""17:00"", ""23:00""]], ""Th"": [[""17:00"", ""23:00""]], ""Fr"": [[""17:00"", ""23:00""]], ""Sa"": [[""17:00"", ""23:00""]]}",Steglitz-Zehlendorf,14169,V1627,11006006
The Asia Kitchen,restaurant,asian,"Clayallee 327, 14169 Berlin",52.4380827,13.2618908,http://www.theasiakitchen.de/,+493080401866,"PH,Mo-Su 11:30-23:00",,limited,Zehlendorf,"{""PH"": [[""11:30"", ""23:00""]], ""Mo"": [[""11:30"", ""23:00""]], ""Tu"": [[""11:30"", ""23:00""]], ""We"": [[""11:30"", ""23:00""]], ""Th"": [[""11:30"", ""23:00""]], ""Fr"": [[""11:30"", ""23:00""]], ""Sa"": [[""11:30"", ""23:00""]], ""Su"": [[""11:30"", ""23:00""]]}",Steglitz-Zehlendorf,14169,V1628,11006006
CoffEy,cafe,,"Machnower Straße 6, 14165",52.4289169,13.2560014,https://www.walters-coffey.de/,,"PH,Mo-Su 09:30-18:00",,yes,Zehlendorf,"{""PH"": [[""09:30"", ""18:00""]], ""Mo"": [[""09:30"", ""18:00""]], ""Tu"": [[""09:30"", ""18:00""]], ""We"": [[""09:30"", ""18:00""]], ""Th"": [[""09:30"", ""18:00""]], ""Fr"": [[""09:30"", ""18:00""]], ""Sa"": [[""09:30"", ""18:00""]], ""Su"": [[""09:30"", ""18:00""]]}",Steglitz-Zehlendorf,14165,V1629,11006006
Bamboo,restaurant,japanese,"Machnower Straße 23, 14165 Berlin",52.4286279,13.2562395,http://www.bamboo-berlin.de/,+493081816018,Tu-Su 12:00-22:00,,,Zehlendorf,"{""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Steglitz-Zehlendorf,14165,V1630,11006006
The Spot,cafe,,"Kopernikusstraße 19, 10245 Berlin",52.5102108,13.4551574,,,Mo-Su 09:00-18:00,,,Friedrichshain,"{""Mo"": [[""09:00"", ""18:00""]], ""Tu"": [[""09:00"", ""18:00""]], ""We"": [[""09:00"", ""18:00""]], ""Th"": [[""09:00"", ""18:00""]], ""Fr"": [[""09:00"", ""18:00""]], ""Sa"": [[""09:00"", ""18:00""]], ""Su"": [[""09:00"", ""18:00""]]}",Friedrichshain-Kreuzberg,10245,V1631,11002002
Lagom,restaurant,regional,"Simon-Dach-Straße 14, 10245 Berlin",52.5100814,13.4560026,,,"Mo 11:00-24:00, Tu-Th 11:00-01:00, Fr,Sa 10:00-04:00, Su,PH 10:00-01:00",,yes,Friedrichshain,"{""Mo"": [[""11:00"", ""00:00""], [""Tu"", ""th 11:00-01:00""], [""Fr"", """"], [""Sa 10:00"", ""04:00""], [""Su"", """"], [""PH 10:00"", ""01:00""]]}",Friedrichshain-Kreuzberg,10245,V1632,11002002
Kebab Club,restaurant,,"Kopernikusstraße 16, 10245 Berlin",52.5099874,13.4553328,,,,,,Friedrichshain,,Friedrichshain-Kreuzberg,10245,V1633,11002002
Do Thanh,restaurant,vietnamese,"Danziger Straße 12, 10435 Berlin",52.5404063,13.4147914,,,"Mo-Fr 12:00-23:00; PH,Sa,Su 12:00-23:00",,,Prenzlauer Berg,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]], ""PH"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Pankow,10435,V1634,11003003
Qum Bar,bar,,"Danziger Straße 16, 10435 Berlin",52.5403024,13.4154684,,,,,yes,Prenzlauer Berg,,Pankow,10435,V1635,11003003
Spreeblick,restaurant,german,"Propststraße 9, 10178 Berlin",52.516169,13.4058173,http://www.spreeblick-nikolaiviertel.de/,+49302425247,Th-Tu 12:00+,,yes,Mitte,{},Mitte,10178,V1636,11001001
Zille-Destille,restaurant,german,"Propststraße 11, 10178 Berlin",52.5163539,13.4060676,,,"Th,Fr 17:00-04:00+, Sa,Su 15:00-04:00+",,limited,Mitte,"{""Fr"": [[""17:00-04:00"", ""late""], [""Sa"", """"], [""Su 15:00-04:00"", ""late""]]}",Mitte,10178,V1637,11001001
Zum Paddenwirt,restaurant,german,"Nikolaikirchplatz 6, 10178 Berlin",52.516679,13.4080964,http://www.paddenwirt.de/,+493028444689,We-Su 12:00+,,no,Mitte,"{""We"": [[""12:00"", ""late""]], ""Th"": [[""12:00"", ""late""]], ""Fr"": [[""12:00"", ""late""]], ""Sa"": [[""12:00"", ""late""]], ""Su"": [[""12:00"", ""late""]]}",Mitte,10178,V1638,11001001
Kaffeestube,restaurant,german,"Poststraße 19, 10178 Berlin",52.5163897,13.4076097,,,"PH,Mo-Su 10:00-23:01",,no,Mitte,"{""PH"": [[""10:00"", ""23:01""]], ""Mo"": [[""10:00"", ""23:01""]], ""Tu"": [[""10:00"", ""23:01""]], ""We"": [[""10:00"", ""23:01""]], ""Th"": [[""10:00"", ""23:01""]], ""Fr"": [[""10:00"", ""23:01""]], ""Sa"": [[""10:00"", ""23:01""]], ""Su"": [[""10:00"", ""23:01""]]}",Mitte,10178,V1639,11001001
Zur Gerichtslaube,restaurant,regional,"Zur Gerichtslaube, 28, Poststraße, Friedrichswerder, Mitte, Berlin, 10178, Deutschland",52.5170641,13.406241,https://www.gerichtslaube.de/,,Mo-Su 12:00+,,limited,Mitte,"{""Mo"": [[""12:00"", ""late""]], ""Tu"": [[""12:00"", ""late""]], ""We"": [[""12:00"", ""late""]], ""Th"": [[""12:00"", ""late""]], ""Fr"": [[""12:00"", ""late""]], ""Sa"": [[""12:00"", ""late""]], ""Su"": [[""12:00"", ""late""]]}",Mitte,10178,V1640,11001001
Il Nuovo Cristallo,restaurant,italian,"Teltower Damm 52, 14167 Berlin",52.428952,13.2594051,http://www.cristallo-berlin.de/,+49308156609,Mo-Su 16:00-24:00,,limited,Zehlendorf,"{""Mo"": [[""16:00"", ""00:00""]], ""Tu"": [[""16:00"", ""00:00""]], ""We"": [[""16:00"", ""00:00""]], ""Th"": [[""16:00"", ""00:00""]], ""Fr"": [[""16:00"", ""00:00""]], ""Sa"": [[""16:00"", ""00:00""]], ""Su"": [[""16:00"", ""00:00""]]}",Steglitz-Zehlendorf,14167,V1641,11006006
Goodtime,restaurant,thai,Teltower Damm 46,52.4297765,13.2593298,https://www.goodtime-berlin.de/,+493084591852,12:00-24:00,,limited,Zehlendorf,"{""Mo"": [[""12:00"", ""00:00""]], ""Tu"": [[""12:00"", ""00:00""]], ""We"": [[""12:00"", ""00:00""]], ""Th"": [[""12:00"", ""00:00""]], ""Fr"": [[""12:00"", ""00:00""]], ""Sa"": [[""12:00"", ""00:00""]], ""Su"": [[""12:00"", ""00:00""]]}",Steglitz-Zehlendorf,,V1642,11006006
