area_id,locality,neighborhood,year,crime_type_german,crime_type_english,category,total_number_cases,frequency_100k,population_base,severity_weight
75010.0,Mariendorf Nord,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,233.0,760.0,,2.5
75010.0,Mariendorf Nord,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,2284.0,7446.0,,1.0
75010.0,Mariendorf Nord,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,59.0,192.0,,3.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Brand- stiftung,Arson,Property Crime,11.0,53.0,,4.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,19.0,91.0,,4.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,153.0,733.0,,3.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,69.0,330.0,,1.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,53.0,254.0,,3.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,39.0,187.0,,2.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,29.0,139.0,,1.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Kieztaten,Neighborhood Crimes,Public Order,373.0,1786.0,,2.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,188.0,900.0,,1.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,130.0,622.0,,3.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Raub,Robbery,Violent Crime,14.0,67.0,,4.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,28.0,134.0,,4.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,12.0,57.0,,4.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,870.0,4166.0,,2.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,174.0,833.0,,2.5
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,1802.0,8628.0,,1.0
75011.0,Mariendorf Süd,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,50.0,239.0,,3.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Brand- stiftung,Arson,Property Crime,6.0,34.0,,4.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,14.0,79.0,,4.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,123.0,697.0,,3.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,120.0,680.0,,1.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,26.0,147.0,,3.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,26.0,147.0,,2.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,16.0,91.0,,1.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Kieztaten,Neighborhood Crimes,Public Order,240.0,1359.0,,2.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,110.0,623.0,,1.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,34.0,193.0,,3.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Raub,Robbery,Violent Crime,13.0,74.0,,4.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,19.0,108.0,,4.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,9.0,51.0,,4.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,570.0,3229.0,,2.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,100.0,566.0,,2.5
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,1187.0,6723.0,,1.0
76012.0,Marienfelde Nord,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,29.0,164.0,,3.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Brand- stiftung,Arson,Property Crime,0.0,0.0,,4.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,8.0,56.0,,4.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,136.0,953.0,,3.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,39.0,273.0,,1.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,49.0,343.0,,3.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,29.0,203.0,,2.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,6.0,42.0,,1.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Kieztaten,Neighborhood Crimes,Public Order,266.0,1864.0,,2.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,114.0,799.0,,1.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,15.0,105.0,,3.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Raub,Robbery,Violent Crime,7.0,49.0,,4.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,25.0,175.0,,4.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,2.0,14.0,,4.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,530.0,3713.0,,2.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,80.0,560.0,,2.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,1162.0,8141.0,,1.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,26.0,182.0,,3.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Brand- stiftung,Arson,Property Crime,3.0,14.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,8.0,38.0,,4.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,123.0,584.0,,3.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,53.0,252.0,,1.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,34.0,161.0,,3.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,34.0,161.0,,2.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,4.0,19.0,,1.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Kieztaten,Neighborhood Crimes,Public Order,254.0,1206.0,,2.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,120.0,570.0,,1.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,93.0,442.0,,3.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Raub,Robbery,Violent Crime,8.0,38.0,,4.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,16.0,76.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,4.0,19.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,517.0,2456.0,,2.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,132.0,627.0,,2.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,1111.0,5277.0,,1.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,63.0,299.0,,3.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Brand- stiftung,Arson,Property Crime,6.0,20.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,16.0,54.0,,4.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,224.0,761.0,,3.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,122.0,415.0,,1.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,66.0,224.0,,3.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,69.0,234.0,,2.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,64.0,217.0,,1.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Kieztaten,Neighborhood Crimes,Public Order,448.0,1522.0,,2.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,233.0,792.0,,1.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,151.0,513.0,,3.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Raub,Robbery,Violent Crime,14.0,48.0,,4.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,45.0,153.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,7.0,24.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,928.0,3153.0,,2.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,208.0,707.0,,2.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Straftaten -insgesamt-,Total Crimes,Overall,2037.0,6921.0,,1.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,51.0,173.0,,3.0
80000.0,Neukölln,Neukölln,2016,Brand- stiftung,Arson,Property Crime,116.0,35.0,,4.5
80000.0,Neukölln,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,239.0,73.0,,4.0
80000.0,Neukölln,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,4026.0,1227.0,,3.5
80000.0,Neukölln,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,2175.0,663.0,,1.5
80000.0,Neukölln,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,1411.0,430.0,,3.0
80000.0,Neukölln,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,1107.0,337.0,,2.5
80000.0,Neukölln,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,654.0,195.0,,1.0
80000.0,Neukölln,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,10662.0,3250.0,,2.0
80000.0,Neukölln,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,4060.0,1238.0,,1.5
80000.0,Neukölln,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,1228.0,374.0,,3.5
80000.0,Neukölln,Neukölln,2016,Raub,Robbery,Violent Crime,513.0,156.0,,4.0
80000.0,Neukölln,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,1190.0,363.0,,4.5
80000.0,Neukölln,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,290.0,88.0,,4.5
80000.0,Neukölln,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,22311.0,6801.0,,2.0
80000.0,Neukölln,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,3118.0,950.0,,2.5
80000.0,Neukölln,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,45437.0,13851.0,,1.0
80000.0,Neukölln,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,633.0,193.0,,3.0
81001.0,Schillerpromenade,Neukölln,2016,Brand- stiftung,Arson,Property Crime,15.0,46.0,,4.5
81001.0,Schillerpromenade,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,29.0,89.0,,4.0
81001.0,Schillerpromenade,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,563.0,1736.0,,3.5
81001.0,Schillerpromenade,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,262.0,808.0,,1.5
81001.0,Schillerpromenade,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,151.0,466.0,,3.0
81001.0,Schillerpromenade,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,334.0,1030.0,,2.5
81001.0,Schillerpromenade,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,105.0,324.0,,1.0
81001.0,Schillerpromenade,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,1426.0,4397.0,,2.0
81001.0,Schillerpromenade,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,451.0,1391.0,,1.5
81001.0,Schillerpromenade,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,102.0,315.0,,3.5
81001.0,Schillerpromenade,Neukölln,2016,Raub,Robbery,Violent Crime,67.0,207.0,,4.0
81001.0,Schillerpromenade,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,189.0,583.0,,4.5
81001.0,Schillerpromenade,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,38.0,117.0,,4.5
81001.0,Schillerpromenade,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,2424.0,7475.0,,2.0
81001.0,Schillerpromenade,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,264.0,814.0,,2.5
81001.0,Schillerpromenade,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,5101.0,15730.0,,1.0
81001.0,Schillerpromenade,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,29.0,89.0,,3.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Brand- stiftung,Arson,Property Crime,14.0,36.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,33.0,86.0,,4.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,763.0,1988.0,,3.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,377.0,982.0,,1.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,201.0,524.0,,3.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,175.0,456.0,,2.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,107.0,279.0,,1.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,1811.0,4719.0,,2.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,660.0,1720.0,,1.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,124.0,323.0,,3.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Raub,Robbery,Violent Crime,114.0,297.0,,4.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,243.0,633.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,56.0,146.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,4927.0,12837.0,,2.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,386.0,1006.0,,2.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,9781.0,25485.0,,1.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,56.0,146.0,,3.0
81003.0,Reuterstraße,Neukölln,2016,Brand- stiftung,Arson,Property Crime,12.0,30.0,,4.5
81003.0,Reuterstraße,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,22.0,55.0,,4.0
81003.0,Reuterstraße,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,500.0,1245.0,,3.5
81003.0,Reuterstraße,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,486.0,1210.0,,1.5
81003.0,Reuterstraße,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,165.0,411.0,,3.0
81003.0,Reuterstraße,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,154.0,383.0,,2.5
81003.0,Reuterstraße,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,185.0,460.0,,1.0
81003.0,Reuterstraße,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,1346.0,3350.0,,2.0
81003.0,Reuterstraße,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,516.0,1284.0,,1.5
81003.0,Reuterstraße,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,109.0,271.0,,3.5
81003.0,Reuterstraße,Neukölln,2016,Raub,Robbery,Violent Crime,75.0,187.0,,4.0
81003.0,Reuterstraße,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,159.0,396.0,,4.5
81003.0,Reuterstraße,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,42.0,105.0,,4.5
81003.0,Reuterstraße,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,3365.0,8376.0,,2.0
81003.0,Reuterstraße,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,256.0,637.0,,2.5
81003.0,Reuterstraße,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,6561.0,16331.0,,1.0
81003.0,Reuterstraße,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,26.0,65.0,,3.0
81004.0,Rixdorf,Neukölln,2016,Brand- stiftung,Arson,Property Crime,19.0,47.0,,4.5
81004.0,Rixdorf,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,33.0,81.0,,4.0
81004.0,Rixdorf,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,500.0,1229.0,,3.5
81004.0,Rixdorf,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,409.0,1005.0,,1.5
81004.0,Rixdorf,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,158.0,388.0,,3.0
81004.0,Rixdorf,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,142.0,349.0,,2.5
81004.0,Rixdorf,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,74.0,182.0,,1.0
81004.0,Rixdorf,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,1463.0,3596.0,,2.0
81004.0,Rixdorf,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,503.0,1236.0,,1.5
81004.0,Rixdorf,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,132.0,324.0,,3.5
81004.0,Rixdorf,Neukölln,2016,Raub,Robbery,Violent Crime,67.0,165.0,,4.0
81004.0,Rixdorf,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,154.0,378.0,,4.5
81004.0,Rixdorf,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,37.0,91.0,,4.5
81004.0,Rixdorf,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,2730.0,6709.0,,2.0
81004.0,Rixdorf,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,338.0,831.0,,2.5
81004.0,Rixdorf,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,5452.0,13399.0,,1.0
81004.0,Rixdorf,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,56.0,138.0,,3.0
81005.0,Köllnische Heide,Neukölln,2016,Brand- stiftung,Arson,Property Crime,9.0,58.0,,4.5
81005.0,Köllnische Heide,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,17.0,109.0,,4.0
81005.0,Köllnische Heide,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,242.0,1552.0,,3.5
81005.0,Köllnische Heide,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,48.0,308.0,,1.5
81005.0,Köllnische Heide,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,102.0,654.0,,3.0
81005.0,Köllnische Heide,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,70.0,449.0,,2.5
81005.0,Köllnische Heide,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,23.0,148.0,,1.0
81005.0,Köllnische Heide,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,790.0,5066.0,,2.0
81005.0,Köllnische Heide,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,301.0,1930.0,,1.5
81005.0,Köllnische Heide,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,72.0,462.0,,3.5
81005.0,Köllnische Heide,Neukölln,2016,Raub,Robbery,Violent Crime,17.0,109.0,,4.0
81005.0,Köllnische Heide,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,60.0,385.0,,4.5
81005.0,Köllnische Heide,Neukölln,2016,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,8.0,51.0,,4.5
81005.0,Köllnische Heide,Neukölln,2016,Diebstahl -insgesamt-,Theft Total,Property Crime,1384.0,8876.0,,2.0
81005.0,Köllnische Heide,Neukölln,2016,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,276.0,1770.0,,2.5
81005.0,Köllnische Heide,Neukölln,2016,Straftaten -insgesamt-,Total Crimes,Overall,2757.0,17681.0,,1.0
81005.0,Köllnische Heide,Neukölln,2016,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,54.0,346.0,,3.0
82006.0,Britz Nord,Neukölln,2016,Brand- stiftung,Arson,Property Crime,20.0,101.0,,4.5
82006.0,Britz Nord,Neukölln,2016,Branddelikte -insgesamt-,Arson Total,Property Crime,30.0,152.0,,4.0
82006.0,Britz Nord,Neukölln,2016,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,240.0,1218.0,,3.5
82006.0,Britz Nord,Neukölln,2016,Fahrrad- diebstahl,Bicycle Theft,Property Crime,47.0,239.0,,1.5
82006.0,Britz Nord,Neukölln,2016,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,100.0,507.0,,3.0
82006.0,Britz Nord,Neukölln,2016,Rauschgift-delikte,Drug Crimes,Drug Offense,37.0,188.0,,2.5
82006.0,Britz Nord,Neukölln,2016,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,27.0,137.0,,1.0
82006.0,Britz Nord,Neukölln,2016,Kieztaten,Neighborhood Crimes,Public Order,660.0,3349.0,,2.0
82006.0,Britz Nord,Neukölln,2016,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,234.0,1188.0,,1.5
82006.0,Britz Nord,Neukölln,2016,Wohnraum- einbruch,Residential Burglary,Property Crime,80.0,406.0,,3.5
82006.0,Britz Nord,Neukölln,2016,Raub,Robbery,Violent Crime,33.0,167.0,,4.0
82006.0,Britz Nord,Neukölln,2016,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,58.0,294.0,,4.5
