id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at
850,das krümelzimmer,"Schmargendorfer Straße 34, 12159 Berlin",12159,Friedenau,52.4713526,13.3339382,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
851,Kinderland Ferdinand,"Brehmestraße 35, 13187 Berlin",13187,Pankow,52.5623292,13.4025402,Himmel und Erde Pankow e.V.,25.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
852,Clownfisch,Unknown,Unknown,Nan,52.5613364,13.4111377,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
853,Coquelicot,Unknown,Unknown,Nan,52.503514,13.2914558,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
854,Berlinchen,Unknown,Unknown,Nan,52.5307289,13.3889956,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
855,Kita Zahnlücke,Unknown,Unknown,Nan,52.5005367,13.494641,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
856,Kita BB17,"Bruno-Bauer-Straße 17, 12051 Berlin",12051,Neukölln,52.4648824,13.4389855,Kleiner Fratz GmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
857,Kita an der Hochschule für Technik und Wirtschaft Berlin,"Hönower Straße 35, 10318 Berlin",10318,Nan,52.489352,13.5256417,studierendenWERK BERLIN,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
858,Kindertagespflege Klein Krümel,Unknown,Unknown,Nan,52.5139997,13.5044572,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
859,Kita Hedwig,"Hedwigstraße 11, 13053 Berlin",13053,Alt-Hohenschönhausen,52.5488556,13.4952731,SozDia Stiftung Berlin,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
860,Kita Sternchen,"Thaerstraße 30A, 10249 Berlin",10249,Prenzlauer Berg,52.524274,13.4569558,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
861,Kita Hokuspokus,"Walter-Friedländer-Straße 26, 10249 Berlin",10249,Prenzlauer Berg,52.5245547,13.4570389,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
862,Kinderladen Spieltraum,"Hausburgstraße 12, 10249 Berlin",10249,Friedrichshain,52.5255685,13.453418,Spieltraum gemeinnützige UG,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
863,Zwergenbewegung,Unknown,Unknown,Nan,52.4954806,13.5007396,Jugendamt Berlin Lichtenberg,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
864,"Kinderladen ""kribbel krabbel""","Dänenstraße 4, 10439 Berlin",10439,Nan,52.5499334,13.4119971,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
865,Kita Irgendwie Anders,"Märkische Allee 414, 12689 Berlin",12689,Marzahn,52.5723658,13.5683033,pad gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
866,Kinderladen Elefanten,"Ebersstraße 12a, 10827 Berlin",10827,Schöneberg,52.4830846,13.3555059,Kinderladen Elefanten e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
867,Junges Gemüse,Binzstraße 51,Unknown,Nan,52.5637406,13.4197767,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
868,Montessori Kinderhaus Olivo,"Lenbachstraße 2, 10245 Berlin",10245,Friedrichshain,52.5065951,13.4678639,Friedliche Nation e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
869,Kinderladen Jagowspatzen,"Jagowstraße 10, 10555 Berlin",10555,Moabit,52.52192,13.3340935,Frecher Spatz e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
870,Kita Traumschön,"Marienstraße 19, 12459 Berlin",12459,Oberschöneweide,52.4597785,13.5239473,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
871,Kita Wunderinsel,"Marie-Elisabeth-Lüders-Straße 7, 10625 Berlin",10625,Charlottenburg,52.5134267,13.3167887,Wunderinsel gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
872,Kita Nemo,"Kögelstraße 4-5, 13403 Berlin",13403,Reinickendorf,52.5676536,13.3305392,LebensWelt gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
873,Kindertagespflege Spatzennest,"Heesestraße 5, 12169 Berlin",12169,Steglitz,52.455977,13.3263852,Kathrin Hacke;Kirstin Pallas,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
874,La Casa de los Gorriones,"Schützenstraße 41a, 12165 Berlin",12165,Steglitz,52.4527892,13.3222559,Verein zur Förderung der Mehrsprachigkeit e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
875,Cardelinas,"Leydenallee 90, 12167 Berlin",12167,Steglitz,52.4538023,13.3238549,tuKita gUG,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
876,Kita Engelsnest II,Unknown,Unknown,Nan,52.5513308,13.3483152,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
877,Kita Tierparkzwerge,"Gensinger Straße 83, 10315 Berlin",10315,Friedrichsfelde,52.5110977,13.5353544,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
878,Kita Fuchtelzwerge,"Elsterwerdaer Platz 1, 12683 Berlin",12683,Biesdorf,52.5053261,13.5580623,Wuhlewanderer gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
879,Unknown,"Beim Pfarrhof 40-42, 13591 Berlin",13591,Staaken,52.5412961,13.1449492,Evangelische Kirchengemeinde Staaken-Gartenstadt,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
880,Kita Mary Poppinz,"Beethovenstraße 38, 12247 Berlin",12247,Lankwitz,52.4383182,13.3307881,Kindergarten Mary Poppinz gUG,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
881,Kita Milchstraße,Unknown,Unknown,Nan,52.5022287,13.3978489,Kita Milchstraße gUG,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
882,Kindertagesstätte Die Schlümpfe,Unknown,Unknown,Nan,52.5255539,13.3089527,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
883,Kita Pinocchio,"Iranische Straße 6A, 13347 Berlin",13347,Gesundbrunnen,52.5550799,13.3668962,AWO Kreisverband Berlin-Mitte e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
884,KiTa Weltentdecker,Unknown,Unknown,Nan,52.5147816,13.4809441,Step Kids KiTas gGmbH,102.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
885,Kita Weiße Wolke,"Groninger Straße 32, 13347 Berlin",13347,Wedding,52.5536895,13.3619238,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
886,Montessori-Kinderladen Wedding,"Edinburger Straße 39, 13349 Berlin",13349,Wedding,52.5561803,13.3476455,Montessori-Kinderladen Wedding e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
887,Plönzwerge,Unknown,Unknown,Nan,52.4595307,13.5283086,Sylvester e.V. Berlin,33.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
888,Kita Sonnenkönig,Unknown,Unknown,Nan,52.4748923,13.4254633,Unknown,19.0,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
889,Kita Born,"Bornholmer Straße 18, 10439 Berlin",10439,Prenzlauer Berg,52.5545647,13.4058183,Hauptstadtkinder gGmbH,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
890,Kinderladen Wolkenburg,"Mariannenstraße 48, 10997 Berlin",10997,Kreuzberg,52.5008072,13.4238174,Langer Rüssel e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
891,Unknown,"Silbersteinstraße 54, 12051 Berlin",12051,Neukölln,52.4667424,13.4335974,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
892,Kindergarten Käthe,"Käthe-Niederkirchner-Straße 29, 10407 Berlin",10407,Nan,52.5306392,13.4318966,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
893,Kinderladen Highway e.V.,Unknown,Unknown,Nan,52.4821571,13.4430948,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
894,Kleiner Fratz,Unknown,Unknown,Nan,52.5065491,13.4081646,Unknown,Unknown,openstreetmap,2025-08-18 08:53:26,2025-08-18 08:53:26
