school_id,school_name,school_type_de,ownership_en,school_category_de,neighborhood,quarter,postal_code,street,street_number,telephone_number,fax_number,email,website,school_year,school_category_en,schoolyear,students_mfd,students_f,students_m,teachers_mfd,teachers_f,teachers_m,startchancen
03S08,Panke-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Pankow,13187,Klaustaler Straße,21A,+49 30 47607920,+49 30 47607921,kontakt@panke-schule.de,http://www.panke-schule.de,2024/25,Special Needs School,2024/25,134.0,45.0,89.0,29.0,22.0,7.0,False
03S09,Schule an der Strauchwiese,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Pankow,13187,Mendelstraße,54,+49 30 47607930,+49 30 47607931,03S09@03S09.schule.berlin.de,http://www.schuleanderstrauchwiese.de,2024/25,Special Needs School,2024/25,80.0,22.0,58.0,18.0,16.0,2.0,False
03S10,Marianne-Buggenhagen-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Buch,13125,Ernst-Busch-Straße,29,+49 30 9487880,+49 30 94878827,info.mbs-berlin@t-online.de,https://www.buggenhagen-schule.de,2024/25,Special Needs School,2024/25,220.0,110.0,110.0,43.0,32.0,11.0,False
03Y03,Käthe-Kollwitz-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10439,Dunckerstraße,65,+49 30 4447671,+49 30 4459794,sekretariat@kkos.net,https://www.kaethe-kollwitz-gymnasium.de,2024/25,Academic Secondary School,2024/25,943.0,352.0,591.0,78.0,40.0,38.0,False
03Y04,Heinrich-Schliemann-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10439,Dunckerstraße,64,+49 30 4468950,+49 30 446895106,sekretariat@hsg-berlin.eu,http://www.hsg-berlin.de,2024/25,Academic Secondary School,2024/25,1204.0,709.0,495.0,93.0,47.0,46.0,False
03Y08,Carl-von-Ossietzky-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Pankow,13187,Görschstraße,42,+49 30 49400390,+49 30 49400391,sekretariat@cvo.berlin,https://cvo.berlin,2024/25,Academic Secondary School,2024/25,1123.0,691.0,432.0,101.0,62.0,39.0,False
03Y10,Rosa-Luxemburg-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Pankow,13189,Kissingenstraße,12,+49 30 91607730,+49 30 91607731,sekretariat@rlg.berlin,http://www.rlo-berlin.de,2024/25,Academic Secondary School,2024/25,1259.0,665.0,594.0,116.0,57.0,59.0,False
03Y13,Felix-Mendelssohn-Bartholdy-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10407,Pasteurstraße,7,+49 30 420827400,+49 30 420827404,sekretariat@fmbg.schule.berlin.de,http://www.fmbg-berlin.de,2024/25,Academic Secondary School,2024/25,1358.0,867.0,491.0,106.0,60.0,46.0,False
03Y14,Primo-Levi-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Weißensee,13086,Pistoriusstraße,133,+49 30 9290168111,+49 30 9290168110,sekretariat@plg-berlin.de,http://www.plg-berlin.de,2024/25,Academic Secondary School,2024/25,1331.0,668.0,663.0,109.0,69.0,40.0,False
03Y15,Max-Delbrück-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Niederschönhausen,13156,Kuckhoffstraße,2,+49 30 47596720,+49 30 4759672110,sekretariat@max-delbrueck-gymnasium.de,https://max-delbrueck-gymnasium.de,2024/25,Academic Secondary School,2024/25,1056.0,546.0,510.0,84.0,52.0,32.0,False
03Y16,Robert-Havemann-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Karow,13125,Achillesstraße,79,+49 30 94878511,+49 30 94878519,03Y16@03Y16.schule.berlin.de,http://www.robert-havemann-gymnasium.de,2024/25,Academic Secondary School,2024/25,1154.0,540.0,614.0,85.0,47.0,38.0,False
03Y17,Inge-Deutschkron-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Wilhelmsruh,13158,Kopenhagener Straße,83,+49 30 405771260,+49 30 405771269,03Y17@03Y17.schule.berlin.de,https://www.gesp-berlin.de,2024/25,Academic Secondary School,2024/25,771.0,311.0,460.0,64.0,38.0,26.0,False
04A04,Charlotte-Wolff-Kolleg,Volkshochschul-Kolleg,Public,Andere Schule,Charlottenburg-Wilmersdorf,Charlottenburg,10627,Pestalozzistraße,40,+49 30 902928825,+49 30 902928858,Leitung@charlotte-wolff-kolleg.de,http://www.charlotte-wolff-kolleg.de,2024/25,Other School,,,,,,,,False
04A06,Peter-A.-Silbermann-Schule,Abend-Gymnasium,Public,Andere Schule,Charlottenburg-Wilmersdorf,Wilmersdorf,10713,Blissestraße,22,+49 30 89745160,+49 30 89745169,info@abendgymnasium.de,https://abendgymnasium.de,2024/25,Other School,,,,,,,,False
04A08,Sportschule im Olympiapark - Poelchau-Schule,Integrierte Sekundarschule,Public,Andere Schule,Charlottenburg-Wilmersdorf,Westend,14053,Olympischer Platz,3,+49 30 30063300,+49 30 30063308,kontakt@sportschule-olympiapark-poelchau.de,https://www.sportschule-olympiapark.de,2024/25,Other School,2024/25,524.0,248.0,276.0,67.0,40.0,27.0,False
04B01,Loschmidt-Oberschule,Berufsschule mit sonderpäd. Aufgaben,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Loschmidtstraße,19,+49 30 34505810,+49 30 34505840,zentrale@loschmidt-oberschule.de,http://www.loschmidt-oberschule.de,2024/25,Vocational School,2024/25,384.0,147.0,237.0,44.0,24.0,20.0,True
04B02,Hans-Litten-Schule (OSZ Recht und Wirtschaft),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Danckelmannstraße,26,+49 30 901893200,+49 30 901893205,sekretariat@hans-litten-schule.de,https://www.hlsberlin.de,2024/25,Vocational School,2024/25,1637.0,769.0,868.0,108.0,67.0,41.0,True
04B03,OSZ Kraftfahrzeugtechnik,Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Gierkeplatz,1,+49 30 901893300,+49 30 901893305,info@osz-mobil.de,http://www.osz-kfz.de,2024/25,Vocational School,2024/25,1831.0,107.0,1724.0,68.0,18.0,50.0,False
04B04,Ruth-Cohn-Schule (OSZ Sozialwesen),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Bismarckstraße,20,+49 30 34506714,+49 30 34506740,04B04@osz-rcs.de,http://www.osz-ruth-cohn.de,2024/25,Vocational School,2024/25,908.0,621.0,287.0,71.0,44.0,27.0,True
04B05,Anna-Freud-Schule (OSZ Sozialwesen),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Halemweg,22,+49 30 901893501,+49 30 901893520,04B05@04B05.schule.berlin.de,https://www.anna-freud-osz.de,2024/25,Vocational School,2024/25,1484.0,1098.0,386.0,129.0,102.0,27.0,False
04B06,Leopold-Ullstein-Schule (OSZ Wirtschaft),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Prinzregentenstraße,32,+49 30 85758533,+49 30 85758550,info@osz-lus.de,https://www.leopold-ullstein-schule.de,2024/25,Vocational School,2024/25,1186.0,457.0,729.0,74.0,47.0,27.0,False
04B07,OSZ Ästhetik und Technik,Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Schillerstraße,120,+49 30 8649700,+49 30 86497051,info@osz-koerperpflege.de,https://www.osz-koerperpflege.de,2024/25,Vocational School,2024/25,1187.0,702.0,485.0,66.0,54.0,12.0,True
04G01,Eichendorff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Goethestraße,19,+49 30 437272270,+49 30 4372722729,sekretariat@eichendorff.schule.berlin.de,https://www.eichendorff-grundschule-berlin.de,2024/25,Primary School,2024/25,447.0,207.0,240.0,30.0,24.0,6.0,False
04G02,Lietzensee-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,14057,Witzlebenstraße,34,+49 30 30830630,+49 30 308306363,sekretariat@lietzensee.schule.berlin.de,https://lietzensee-grundschule.berlin,2024/25,Primary School,2024/25,390.0,179.0,211.0,30.0,25.0,5.0,False
04G04,Joan-Miró-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Bleibtreustraße,43,+49 30 887165910,+49 30 887165929,mail@joan-miro-grundschule.de,http://www.joan-miro-grundschule.de,2024/25,Primary School,2024/25,726.0,361.0,365.0,60.0,49.0,11.0,False
04G05,Dietrich-Bonhoeffer-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14050,Spandauer Damm,205,+49 30 303284510,+49 30 3032845129,Sekretariat@dibog.schule.berlin.de,,2024/25,Primary School,2024/25,405.0,198.0,207.0,33.0,27.0,6.0,False
04G06,Wald-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee,83,+49 30 902926900,+49 30 902926917,sekretariat@wald-gs.schule.berlin.de,http://wald-grundschule.de,2024/25,Primary School,2024/25,488.0,223.0,265.0,34.0,32.0,2.0,False
04G07,Ludwig-Cauer-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Cauerstraße,36,+49 30 902925700,+49 30 902925707,04G07@04G07.schule.berlin.de,http://www.cauerschule.de,2024/25,Primary School,2024/25,485.0,239.0,246.0,33.0,30.0,3.0,False
04G08,Mierendorff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10589,Mierendorffstraße,20,+49 30 902927508,+49 30 902927550,04G08@04G08.schule.berlin.de,http://www.mierendorff-grundschule.de,2024/25,Primary School,2024/25,458.0,230.0,228.0,39.0,29.0,10.0,False
04G09,Erwin-von-Witzleben-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Halemweg,34,+49 30 666290910,+49 30 666290929,schulleitung@erwin-von-witzleben.schule.berlin.de,https://www.erwinvonwitzleben-grundschule.de,2024/25,Primary School,2024/25,447.0,211.0,236.0,34.0,27.0,7.0,True
04G11,Helmuth-James-von-Moltke-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Heckerdamm,221,+49 30 348068910,+49 30 3480689129,sekretariat@moltke.schule.berlin.de,http://www.moltke-grundschule.de,2024/25,Primary School,2024/25,482.0,224.0,258.0,42.0,31.0,11.0,True
04G12,Schinkel-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Nithackstraße,8,+49 30 902924001,+49 30 902924040,sekretariat@schinkel.schule.berlin.de,http://www.schinkel-grundschule.de,2024/25,Primary School,2024/25,708.0,357.0,351.0,59.0,48.0,11.0,False
04G13,Nehring-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Nehringstraße,9,+49 30 902924300,+49 30 902924343,sekretariat@nehring.schule.berlin.de,http://www.nehring-grundschule.de,2024/25,Primary School,2024/25,505.0,253.0,252.0,42.0,32.0,10.0,False
04G14,Reinhold-Otto-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14050,Leistikowstraße,7,+49 30 3641050120,+49 30 3641050124,04G14@04G14.schule.berlin.de,http://www.reinhold-otto.de,2024/25,Primary School,2024/25,440.0,223.0,217.0,35.0,27.0,8.0,False
04G15,Charles-Dickens-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14055,Dickensweg,15,+49 30 30328680,+49 30 303286819,sekretariat@charles-dickens.schule.berlin.de,http://www.charles-dickens-gs.de,2024/25,Primary School,2024/25,456.0,228.0,228.0,43.0,37.0,6.0,False
04G17,Johann-Peter-Hebel-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10719,Emser Straße,50,+49 30 860085210,+49 30 8600852129,sekretariat@hebelschule-berlin.de,http://www.hebelschule-berlin.de,2024/25,Primary School,2024/25,550.0,274.0,276.0,46.0,42.0,4.0,False
04G18,Ernst-Habermann-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Prinzregentenstraße,33,+49 30 81462460,+49 30 814624629,schule@ernst-habermann.de,http://www.ernst-habermann.de,2024/25,Primary School,2024/25,334.0,163.0,171.0,23.0,15.0,8.0,False
04G19,Grundschule am Rüdesheimer Platz,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,14197,Rüdesheimer Straße,24,+49 30 902917010,+49 30 902917033,Sekretariat@garp.schule.berlin.de,http://www.garp-schule.de,2024/25,Primary School,2024/25,562.0,275.0,287.0,51.0,43.0,8.0,False
04G20,Katharina-Heinroth-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Münstersche Straße,15,+49 30 8904395111,+49 30 8904395129,sekretariat@katharina-heinroth-grundschule.de,http://katharina-heinroth-grundschule.de,2024/25,Primary School,2024/25,747.0,391.0,356.0,56.0,49.0,7.0,False
04G21,Halensee-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Halensee,10711,Joachim-Friedrich-Straße,35,+49 30 8902860,+49 30 89028630,sekretariat@halensee.schule.berlin.de,https://www.halensee-grundschule.de,2024/25,Primary School,2024/25,446.0,227.0,219.0,27.0,25.0,2.0,False
04G22,Grunewald-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Grunewald,14193,Delbrückstraße,20A,+49 30 89049690,+49 30 890496919,sekretariat@grunewald.schule.berlin.de,http://www.grunewald-grundschule.de,2024/25,Primary School,2024/25,585.0,277.0,308.0,36.0,32.0,4.0,False
04G23,Alt-Schmargendorf-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Reichenhaller Straße,8,+49 30 810567670,+49 30 8105676729,schulleitung@asg.schule.berlin.de,http://www.alt-schmargendorf-grundschule.de,2024/25,Primary School,2024/25,530.0,249.0,281.0,40.0,36.0,4.0,False
04G24,Carl-Orff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Berkaer Straße,10,+49 30 902922809,+49 30 902922805,sekretariat@carl-orff-gs.de,http://www.carl-orff-gs.de,2024/25,Primary School,2024/25,613.0,319.0,294.0,44.0,35.0,9.0,False
04G25,Cecilien-Schule (Grundschule),Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Nikolsburger Platz,5,+49 30 8639050,+49 30 86390570,04G25@04G25.schule.berlin.de,http://www.cecilien-schule.de,2024/25,Primary School,2024/25,434.0,210.0,224.0,31.0,27.0,4.0,False
04G26,Birger-Forell-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Koblenzer Straße,22,+49 30 8577180,+49 30 85771877,sekretariat@birger-forell.schule.berlin.de,http://www.birger-forell-grundschule.de,2024/25,Primary School,2024/25,417.0,205.0,212.0,34.0,29.0,5.0,False
04G27,Judith-Kerr-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Friedrichshaller Straße,13,+49 30 8979940,+49 30 89799418,verwaltung@04G27.schule.berlin.de,http://www.judith-kerr-grundschule.de,2024/25,Primary School,2024/25,374.0,194.0,180.0,32.0,24.0,8.0,False
04K02,Friedensburg-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Goethestraße,8,+49 30 902917804,+49 30 902917898,sekretariat@fosbe.de,https://www.fosberlin.eu,2024/25,Integrated Secondary School,2024/25,1249.0,612.0,637.0,120.0,68.0,52.0,False
04K03,Robert-Jungk-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10707,Sächsische Straße,58,+49 30 8639280,+49 30 863928299,schulleitung@r-j-o.de,http://www.Robert-Jungk-Oberschule.de,2024/25,Integrated Secondary School,2024/25,888.0,410.0,478.0,104.0,65.0,39.0,False
04K04,Nelson-Mandela-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Pfalzburger Straße,30,+49 30 86395370,+49 30 863953719,schulleitung@nelson-mandela-schule.net,https://www.nelson-mandela-schule.net,2024/25,Integrated Secondary School,2024/25,1044.0,504.0,540.0,114.0,70.0,44.0,False
04K05,Paula-Fürst-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,10629,Sybelstraße,20,+49 30 902927220,+49 30 902927250,sekretariat@paula-fuerst.schule.berlin.de,https://www.paula-fuerst-gemeinschaftsschule.de,2024/25,Integrated Secondary School,2024/25,1139.0,541.0,598.0,101.0,68.0,33.0,False
04K06,Schule am Schloss (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Schloßstraße,55A,+49 30 902924110,+49 30 902924132,sekretariat@schuleamschloss.de,http://www.schuleamschloss.de,2024/25,Integrated Secondary School,2024/25,474.0,192.0,282.0,50.0,34.0,16.0,True
04K07,Integrierte Sekundarschule Wilmersdorf,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Kranzer Straße,3,+49 30 897845910,+49 30 8978459129,sekretariat@sekundarschule-wilmersdorf.schule.berlin.de,https://www.sekundarschule-wilmersdorf.de,2024/25,Integrated Secondary School,2024/25,344.0,161.0,183.0,32.0,18.0,14.0,False
04K08,Peter-Ustinov-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,14057,Kuno-Fischer-Straße,22,+49 30 303286610,+49 30 303286630,sekretariat@peter-ustinov-schule.de,http://www.peter-ustinov-schule.de,2024/25,Integrated Secondary School,2024/25,461.0,211.0,250.0,58.0,30.0,28.0,False
04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Eisenzahnstraße,47,+49 30 860085310,+49 30 8600853129,kontakt@ovgos.de,http://www.ovgos.de,2024/25,Integrated Secondary School,2024/25,436.0,200.0,236.0,44.0,26.0,18.0,False
04K10,Wangari-Maathai-Internationale-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Babelsberger Straße,24,+49 30 85758945,+49 30 85758940,secretary@wangari-maathai-schule.de,http://wangari-maathai-schule.jimdofree.com,2024/25,Integrated Secondary School,2024/25,304.0,140.0,164.0,34.0,23.0,11.0,False
04P01,Katholische Schule Herz Jesu (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14055,Insterburgallee,8,+49 30 33007010,+49 30 330070129,sekretariat@kshj.schulerzbistum.de,http://www.herz-jesu-schule.de,2024/25,Private School,,,,,,,,False
04P02,Schele-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Olympische Straße,23,+49 30 3044990,+49 30 98352334,buero@Schele-Schule.de,https://www.schele-schule.de,2024/25,Private School,,,,,,,,False
04P03,Heinz-Galinski-Schule (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee,73,+49 30 3011940,+49 30 30119444,kontakt@hgsberlin.de,http://www.hgsberlin.de,2024/25,Private School,,,,,,,,False
04P04,Katholische Schule Liebfrauen (Gymnasium),Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14050,Ahornallee,33,+49 30 30613013,+49 30 30613014,sekretariat@ksl.schulerzbistum.de,http://www.KSLiebfrauen.de,2024/25,Private School,,,,,,,,False
04P05,Evangelische Schule Charlottenburg (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Guerickestraße,4,+49 30 343571610,+49 30 343571620,sekretariat@ev-schule-charlottenburg.de,https://www.ev-schule-charlottenburg.de,2024/25,Private School,,,,,,,,False
04P09,IFAG Institut für angewandte Gerontologie,Berufsfachschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Haubachstraße,8,+49 30 3415034,+49 30 3482303,info@ifag-berlin.de,https://www.ifag-berlin.de,2024/25,Private School,,,,,,,,False
04P10,Katholische Schule Sankt Ludwig (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10719,Düsseldorfer Straße,13,+49 30 8824867,+49 30 8824868,sekretariat@kssl.schulerzbistum.de,https://ludwig-gs.de,2024/25,Private School,,,,,,,,False
04P11,Evangelisches Gymnasium zum Grauen Kloster,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Schmargendorf,14193,Salzbrunner Straße,41,+49 30 8254011,+49 30 8254012,sekretariat@graues-kloster.de,http://www.graues-kloster.de,2024/25,Private School,,,,,,,,False
04P12,Annie-Heuser-Schule,Freie Waldorfschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Eisenzahnstraße,37,+49 30 86393061,86393063,schule@annie-heuser-schule.de,http://www.annie-heuser-schule.de,2024/25,Private School,,,,,,,,False
04P15,Freie Schule Charlottenburg,Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Frankenallee,6,+49 30 89409930,+49 30 89060908,info@freie-schule-charlottenburg.de,http://www.freie-schule-charlottenburg.de,2024/25,Private School,,,,,,,,False
04P20,Rackow-Schulen Berlin,Kombinierte berufliche Schule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Fasanenstraße,81,+49 30 31504243,+49 30 31504244,infopost@rackow-berlin.de,https://rackow-schulen.de/berlin,2024/25,Private School,,,,,,,,False
04P21,Evangelische Schule Wilmersdorf (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10707,Brandenburgische Straße,51,+49 30 81826980,+49 30 89728334,info@evgruwi.de,http://www.evgruwi.de,2024/25,Private School,,,,,,,,False
04P22,Erste Aktivschule Charlottenburg (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Alt-Lietzow,31,+49 30 30366968,+49 30 30366967,kontakt@aktivschule-berlin.de,http://www.aktivschule-charlottenburg.de,2024/25,Private School,,,,,,,,False
04P23,Jüdische Traditionsschule,Kombinierte allgemein bildende Schule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Westfälische Straße,15,+49 30 32678897,+49 30 32678833,heike.michalak@jschule.de,https://www.jschule.de,2024/25,Private School,,,,,,,,False
04P24,Moser-Schule - Schweizer Gymnasium,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Badenallee,31,+49 30 30838282,+49 30 30838288,info@moserschule.de,http://www.moserschule.de,2024/25,Private School,,,,,,,,False
04P27,Schule am Westend,Übrige Förderschwerpunkte,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14050,Spandauer Damm,130,+49 30 30355973,+49 30 30355979,m.barth@zspr.de,https://www.drk-kliniken-berlin.de,2024/25,Private School,,,,,,,,False
04P35,Mentora Gymnasium,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Salzufer,6,+49 30 810580838,+49 30,info@mentora-gymnasium.de,https://www.mentora-gymnasium.de,2024/25,Private School,,,,,,,,False
04P37,Campus Berufsbildung e.V.,Berufsfachschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10627,Wilmersdorfer Straße,126,+49 30 420827900,+49 30,d.hoffmeister@campus-bb.de,http://www.campus-berlin.de,2024/25,Private School,,,,,,,,False
04P39,Berlin British School (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14055,Dickensweg,17,+49 30 35109190,+49 30 35109199,info@berlinbritishschool.de,http://www.berlinbritishschool.de,2024/25,Private School,,,,,,,,False
04P40,Berlin British School (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Grunewald,14055,Am Postfenn,31,+49 30 35109180,+49 30 35109189,info@berlinbritishschool.de,http://www.berlinbritishschool.de,2024/25,Private School,,,,,,,,False
04P41,Freudberg-Gemeinschaftsschule,Gemeinschaftsschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Bundesallee,35,+49 30 68400951,+49 30 3309990002,info@freudbergschule.de,https://www.freudbergschule.de,2024/25,Private School,,,,,,,,False
04P42,Private Kant-Schule - Berlin International School,Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Schmargendorf,14195,Lentzeallee,8,+49 30 82007790,+49 30 82007799,office@berlin-international-school.de,http://www.berlin-international-school.de,2024/25,Private School,,,,,,,,False
04P45,Jewish International School - Masorti-Grundschule,Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10629,Roscherstraße,6,+49 30 85607780,+49 30 85607781,schule@masorti.de,http://www.masorti.de,2024/25,Private School,,,,,,,,False
04P46,Hasenschule (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10707,Lietzenburger Straße,107,+49 30 88922062,+49 30,kontakt@hasenschule-grundschule.de,http://www.hasenschule.de,2024/25,Private School,,,,,,,,False
04P47,Privates Europa-Gymnasium Berlin,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Haubachstraße,8,+49 30 74073717,+49 30,info@europa-gymnasium.eu,https://www.europa-gymnasium.eu,2024/25,Private School,,,,,,,,False
04S02,Arno-Fuchs-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Richard-Wagner-Straße,30,+49 30 902913250,+49 30 902913259,sekretariat@arno-fuchs.schule.berlin.de,https://www.arno-fuchs-schule.de,2024/25,Special Needs School,2024/25,124.0,50.0,74.0,27.0,23.0,4.0,False
04S04,Reinfelder-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Charlottenburg-Wilmersdorf,Westend,14055,Maikäferpfad,30,+49 30 902925050,+49 30 902925064,post@reinfelder-schule.de,http://www.reinfelder-schule.de,2024/25,Special Needs School,2024/25,408.0,167.0,241.0,58.0,52.0,6.0,False
04S05,Ernst-Adolf-Eschke-Schule für Gehörlose,Förderschwerp. einschl. beruflichem Teil,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee,29,+49 30 902925000,+49 30 902925033,sekretariat@eschke.schule.berlin.de,https://eschke-schule.de,2024/25,Special Needs School,2024/25,120.0,59.0,61.0,40.0,31.0,9.0,False
04S06,Finkenkrug-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Charlottenburg-Wilmersdorf,Wilmersdorf,10713,Mannheimer Straße,21,+49 30 8277060,+49 30 82770618,sekretariat@finkenkrug.schule.berlin.de,http://finkenkrug-berlin.de,2024/25,Special Needs School,2024/25,133.0,38.0,95.0,25.0,19.0,6.0,False
