osm_type,osm_id,name,addr_street,addr_housenumber,addr_postcode,addr_city,opening_hours,wheelchair,phone,email,website,lat,lon
node,3442708588,Zahn33,Karl-Kunger-Straße,65,12435,Berlin,Mo-Fr 08:00-20:00,limited,+49 30 53213930,,https://www.zahn33.de/standort-treptow,52.4922791,13.4458931
node,3530867518,Zahnarztpraxis Riedel,,,,,,no,,,https://www.dr-riedel-zahnarztpraxis.de/,52.5043469,13.3240365
node,3585050578,Zahnretter Berlin,Kietz,7,,Berlin,Mo-Th 08:00-18:00; Fr 08:00-14:00,no,+49 30 6514354,,https://www.zahnretter-berlin.de,52.4434206,13.5775733
node,3652911933,Endopraxis Berlin,Weseler Straße,17,10318,Berlin,,no,+49 30 5090606,info@endopraxis.berlin,,52.4832083,13.5273327
node,3712880326,Frank Mertens,Goebenstraße,25,10783,Berlin,"Mo,Tu,Th 09:00-12:00,15:00-18:00; Fr 08:00-14:00",,,,,52.4943023,13.3631985
node,3714770725,Ina Elisabeth Dietrich-Knauth,Tauernallee,2a,12107,Berlin,"Mo,Th 10:00-14:00,15:00-19:30; Tu 08:30-14:00; We 08:30-12:00; Fr 08:30-13:00",,+49307414040,,http://www.zahnarztpraxis-dietrich.de/,52.4233687,13.3967436
node,3722675323,Andrea Thiele,Scharnweberstraße,21 / 22,13405,Berlin,"Mo 10:00-15:00; Tu,We 10:00-19:00; Th 10:00-14:00",no,+4930 4178355 0,praxis@andreathiele.de,http://www.andreathiele.de/,52.5647878,13.3262452
node,3799268655,Romana Roither,,,,,"Mo,Tu,Th 09:00-14:00,15:00-19:00; Fr 09:00-15:00",,+49 30 7812135,,,52.4839852,13.3537009
node,3826013975,Dr. Med. M. Dachner,Motzstraße,11,10777,Berlin,"Mo-Tu 09:00-12:00,14:00-17:00",no,+49 30 2162931,,,52.4983531,13.3504395
node,3826013979,Viktoria Böttcher,Nollendorfstraße,13-14,10777,Berlin,"Mo,Tu,Th 9:00-18:00; We,Fr 9:00-13:00",no,+49 30 2164100,,,52.4979933,13.3523262
node,3831132304,Zahnärzte am Alex,Rathausstraße,7,10178,Berlin,Mo-Th 08:00-20:00; Fr 08:00-14:00,limited,+49 30 2403090,,,52.5198277,13.4109934
node,3837620218,F. Brouwer & M. Lehmensiek,Potsdamer Straße,116,10785,Berlin,Mo-Tu 12:00-20:00; We 08:00-16:00; Th 08:00-18:00; Fr 08:00-15:00,,+49 30 2651189,,http://www.prophylaxe-arzt.de/,52.5003158,13.3628555
node,3845486787,Smile & Smile,,,,,,,,,,52.5011342,13.3214257
node,3859397155,Lipp Lutz – Zahnärzte,Nollendorfplatz,8-9,10777,Berlin,Mo-Th 08:00-20:00; Fr 08:00-12:00,yes,+49 30 3212069,,https://www.lipp-lutz.de/,52.4987957,13.3544844
node,3874446057,Bülow 90 Die Zahnärzte,Bülowstraße,90,10783,Berlin,Mo-Th 08:00-15:00; Fr 08:00-12:00,no,+49 30 2644040,,https://www.buelow90.de/,52.4984137,13.3604227
node,3878798868,,,,,,,yes,,,,52.4599921,13.5800028
node,3879948717,Dr. Paul-Olaf Beeking und Paul Schewtschenko,Sonntagstraße,1,10245,Berlin,"Mo,We 08:00-13:00; Th,Tu 13:00-18:30; Fr 08:00-12:00",yes,+49 30 2910667,,https://zahnaerzte-am-ostkreuz.de/,52.504498,13.4680341
node,3900932280,Dipl.-Stomat. Sylvia Hinzmann,,,,,Mo 10:00-19:00; Tu 08:00-19:00; We 08:00-12:00; Th-Fr 08:00-15:00,no,+49 30 4423857,,,52.5386049,13.4178703
node,3900935677,J.U. Schneider / Dr. A. Schwarz,Husemannstraße,13,10435,Berlin,"Mo 09:00-19:00; Tu,Th 09:00-20:00; We 09:00-17:00; Fr 09:00-15:00; Sa-Su off",no,+49 30 442 41 78,,,52.5380042,13.4173133
node,3906863522,Zahnärzte in Friedrichshain,Warschauer Straße,9,10243,Berlin,Mo-Th 08:00-20:00; Sa 09:00-15:00; Fr 08:00-15:00,no,,,,52.5137606,13.4527505
node,3906983461,Dr. Reinhard Fleckenstein,Magistratsweg,21,13593,Berlin,,no,+49 30 3631058,,,52.5226048,13.1618565
node,3907040636,Zahnarztpraxis Jörg Harder,Gubener Straße,43,10243,Berlin,"Mo 10:00-18:00; Tu 08:00-14:00; We 14:00-19:00; Th 09:00-17:00; Fr ""n. Vereinbarung"";Sa,Su,PH off",,+49 30 2962210,,http://zahnheilkunst.biz/cms/index.php?id=725883,52.5115439,13.4489793
node,3908265303,Dr. -medic stom Marion Grein,Lauffener Straße,5,12459,Berlin,"We,Th 10:00-13:00",,,,,52.4598747,13.5203682
node,3946741289,Awerkow,,,,,"Mo, Tu, Th, Fr 09:00-13:00; Mo, Tu, Th 14:00-19:00",,+49 30 3916725,,https://www.zahnarzt-awerkow.de,52.5226002,13.3311365
node,3952294121,Zahnarzt Praxis Rohloff,Hubertusallee,11a,14193,Berlin,,,,,,52.492872,13.2847197
node,4006392911,Zahnarztpraxis Christian Franke,Plesser Straße,2,12435,Berlin,"Mo 09:00-13:00,13:30-18:00; Tu 08:00-12:30,13:00-16:00; We 08:00-13:00; Th 11:00-15:00,15:30-19:00; Fr 08:00-13:00",limited,+49 30 5348560,,https://www.zahnarzt-treptow-berlin.de/,52.4892162,13.4523862
node,4012876222,Zahnarztpraxis Dres. Häßelbarth,Müllerstraße,70c,13349,Berlin,Mo-Th 9:00-19:00; Fr 9:00-13:00,yes,+49 30 4514051,,https://www.dr-haesselbarth.de/,52.5573548,13.3403297
node,4027630412,Medentes - Zahnarztpraxis,,,,,,,+49 30 881 72 71,,https://www.medentes.de/,52.5035263,13.3392906
node,4061391775,Zahnärzte im KantCenter,Wilmersdorfer Straße,108-111,10627,Berlin,"Mo-Fr 07:00-21:00; Sa 09:00-16:00 || ""nach Vereinbarung""",,+49 30 31991990,,https://www.kantcenter.com/,52.5062227,13.3072747
node,4081733586,Praxis fuer Kieferorthopaedie,Dörpfeldstraße,11,12489,Berlin,"Mo,Tu 08:00-12:00,14:00-18:00, We,Th 08:00-12:00,15:00-19:00 || ""nach Vereinbarung""; PH off",,+49 30 671 37 93,,,52.4363771,13.5443815
node,4085469146,Zahnarztpraxis Matthias Schütze,Gellertstraße,3,12489,Berlin,Mo-Th 08:00-18:00,,+49 30 678 247 62,,https://adlershof-zahnarzt.de/,52.4362431,13.5443663
node,4113764194,Kathrin Schimmack,Wilhelminenhofstraße,30,12459,Berlin,Mo-Tu 12:00-19:00; We-Th 08:30-13:00; Fr 12:00-18:00,no,+49 30 535 15 34,,https://www.zahnarztpraxis-schimmack.de,52.4617267,13.5178617
node,4124277988,Dr.med.dent. Birgit Kühne,Florian-Geyer-Straße,98,12489,Berlin,"Mo 09:00-13:00,14:00-18:00; Tu 08:00-14:00; We ""Nach Vereinbarung""; Th 12:00-18:00; Fr 08:00-13:00; PH off",no,+49 30 677 29 78,,https://gzm-heilraum-96.de/,52.4380006,13.5434723
node,4126890657,Zahnarzt Dr. Matthias Thuma & Kollegen,Welfenallee,6,,,Mo-Fr 08:00-20:00,yes,+49 30 4017776,info@dr-thuma.de,https://dr-thuma.de/,52.6315306,13.2888796
node,4143174674,"Barbara Kistner, Anne Speda, Dr. Ali Mokabberi",,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:00,,+4930 413 5022,,https://meindentist.de/reinickendorf/,52.5706899,13.3301115
node,4145388521,Kerstin Winkelmann Kieferorthopäde,,,,,"Mo-Th 09:00-12:00,14:00-17:00",,+4930 4964060,,,52.5862915,13.2821391
node,4149387592,Dr. Katrin Nestler,Greifswalder Straße,89,10409,Berlin,"Mo 08:00-12:00,14:00-18:00; Tu 09:00-14:00; We 08:00-12:00,14:00-18:00; Th 09:00-14:00",yes,+49 30 4479525,,https://zahnarzt-dr-nestler.de/,52.5430606,13.4417455
node,4152750390,Petra Gräf,Pasteurstraße,44,,,Mo-Tu 12:00-19:00; We-Th 08:00-15:00,no,+49 30 4235027,,,52.5315064,13.4375824
node,4152750789,Kathrin Urner,Pasteurstraße,44,,,Mo-Tu 08:00-14:00; We-Th 12:00-17:00,no,+49 30 4250099,,,52.5314893,13.4375939
node,4223494993,Maria Palion & a. ZA Tarek Tantush,Grünberger Straße,8,10243,,"Th 15:00-18:00,09:00-13:00; Tu 13:00-19:00; Mo 15:00-18:00,09:00-13:00; We 09:00-13:00; Fr 09:00-13:00",no,+49 30 296 27 68,,,52.5129462,13.4488015
node,4241074540,Dr. Christian Scherret,Hagenstraße,52,10365,Berlin,Mo 12:30-19:00; Tu 08:00-18:00; We 08:00-13:00; Th 12:30-19:00; Fr 08:00-13:00,no,,,,52.5132861,13.4992636
node,4250466736,Holger Kretzschmar,Schönhauser Allee,41,10435,Berlin,,yes,+49 30 4424238,,http://www.zpraxis-kb.de,52.5397986,13.4126289
node,4363684342,Thomas Kersten,Wiesbadener Straße,3,12161,Berlin,"Mo 09:00-15:00; Tu 12:00-19:00; We 09:00-19:00; Th 09:00-12:00,14:00-16:00; Fr 09:00-14:00",,+49 30 8593226,,http://www.zahnarzt-kersten.de/,52.471735,13.3262477
node,4379157895,Andreas Schubert,Rathausstraße,65,12105,Berlin,,no,,,,52.4427617,13.3809007
node,4381928514,Ihre Zahnärzte am Bundesplatz 3,Bundesplatz,3,10715,Berlin,Mo 09:00-19:00; Tu 08:30-20:00; We 09:00-20:00; Th 08:30-19:00; Fr 09:00-12:00,,+49 30 8531095,,http://www.zahnaerzte-wiede-gruss.de/,52.4795294,13.3276707
node,4396185290,Zahnärztinnen Birgit u. Alexandra Schümberg,Alt-Müggelheim,17,,,"Mo,Th 07:00-20:00; Tu 08:00-20:00; We 13:00-20:00; Fr 08:00-12:00",yes,+49 3065940909,,,52.4123495,13.6623835
node,4415604088,Meindentist,Wilmersdorfer Straße,42,,,"Mo-Fr 08:00-20:00; Sa-Su,PH off",limited,+49 30 397733333,,,52.5106386,13.3052633
node,4429357805,Zahnarzt H. Khello,Hohenzollernring,95,13585,,,no,+49 30 3352898,,,52.5558045,13.2070283
node,4448386318,Dr. Antje Tothfalvy,,,,,"Mo,We 11:00-19:00; Tu,Fr 09:00-14:00",,+4930 4121701,praxis@tothfalvy.de,https://www.tothfalvy.de/,52.5674545,13.3149546
node,4448386319,Dr. Bernhard Vaupel,,,,,"Mo,Tu,Th 09:00-18:00; We 09:00-15:00; Fr 09:00-13:00",,+4930 4121793,,,52.5680297,13.3134972
node,4448394614,Peter Luck,,,,,"Mo,Tu,Th,Fr 08:00-12:00; Mo-Th 14:00-18:00",,+4930 4121880,,,52.5672262,13.3167584
node,4448528289,Dr. Freidon Fathi,Ritterstraße,45,10969,Berlin,"Mo,Tu,Th 08:00-13:00,14:00-18:00; We 08:00-14:00; Fr 08:00-12:00",yes,+49 30 6142442,,https://praxisfathi.de/,52.5040428,13.4019016
node,4450551052,,,,,,"Mo,Tu 08:00-14:00; We 12:00-19:00; Th 13:00-19:00; Fr 08:00-13:00||""nach Vereinbarung""; PH off",,+49 30 5677932,,,52.510765,13.5881498
node,4484997989,Zahnärzte am Tierpark,Otto-Schmirgal-Straße,5,10319,Berlin,"Mo,Tu,Th 08:00-19:00; We 08:00-15:00; Fr 08:00-13:00; PH off",yes,+49 30 55005777,,https://www.zahnaerzte-am-tierpark.de/,52.4971225,13.5209527
node,4518597218,Dr. Hager,Lowise-Reuter-Ring,15,12359,Berlin,"Mo 10:00-19:30; Tu,We 08:00-14:15; Th 09:00-19:00; Fr 10:00-17:00",no,,,,52.4488152,13.4477893
node,4556857274,torhaus – Ihre Zahnärzte,Robert-Koch-Platz,11,10115,Berlin,Mo-Fr 08:00-20:00,limited,+49 30 27 90 74 90,,https://www.zahnarzt-torhaus.de/,52.5283805,13.3783808
node,4572797245,Zahnmedizinisches Kompetenzzentrum Berlin - Zahnärztin Schaaf-Zielinska,Uhlandstraße,173,10719,Berlin,Mo 10:00-16:00; Th 10:00-16:00; We 15:00-20:30; Th 15:00-20:30; Fr 10:00-16:00,no,+49 30 21478066,,http://www.zmko.de,52.5013627,13.3252953
node,4580241384,Zahnärzte am Adenauerplatz,,,,,"Mo,Tu,Th 09:00-18:00, We,Fr 09:00-14:00",,,,,52.5015446,13.3078767
node,4589683768,Dr. Feick,,,,,"Mo,Tu 09:00-14:00; We 15:00-19:00; Th 13:00-19:00; Fr 09:00-12:00",,+4930 4481243,ina.feick@t-online.de,http://www.ina-marina-feick.de,52.5368334,13.4075971
node,4596258286,Zahnarztpraxis Hauck & Hauck,Baumschulenstraße,14,12437,Berlin,"Mo,Th 08:00-18:00; Tu 08:00-14:00; We 08:00-14:00",no,,,https://www.zahnarztpraxis-hauck.berlin/,52.4663129,13.4882451
node,4652767551,Casa Dentalis,,,,,,,,,,52.4778249,13.2819123
node,4665154493,Adentics Kieferorthopäden,,,,,,,,,,52.3870852,13.4093319
node,4667811598,Martin Schymanski Inselzahnarzt,Inselstraße,1,10179,Berlin,"Mo,Tu,Th 09:00-13:00, We 13:00-19:00, Fr 09:00-14:00, Mo,Tu,Th 15:00-19:00",,+49 30 23456696,inselzahnarzt@online.de,http://www.inselzahnarzt-berlin-mitte.de/,52.5119729,13.4129785
node,4683353420,Nosrat Delbasteh,Friedrichstraße,32;33,10969,Berlin,,,+49 30 2515262,,,52.504873,13.3910692
node,4692697892,Dr. Tatjana Hussain,Unter den Eichen,62,12203,Berlin,"Mo,We 09:00-14:00; Tu,Th 14:00-19:00; Fr 09:00-13:00; PH off",,+49 30 8328788,,,52.4461582,13.2940298
node,4714897790,Praxis am Viktoriapark,Katzbachstraße,21,10965,Berlin,Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-14:00; Fr 09:00-13:00; PH off,,+49 30 78952810,,http://www.Praxis-am-Viktoriapark.de,52.4867044,13.376422
node,4715187590,Sabine Röser,,,,,"Mo,Tu 13:00-19:00; We 08:00-14:00; Th 08:00-15:00",no,+49 30 6455143,,https://www.zahnarzt-friedrichshagen.berlin/,52.4554155,13.6249716
node,4732220324,edelweisslab,Augsburger Straße,39,,,,,,,,52.5025271,13.3323356
node,4738310426,Dr. Andrea Bloching,Bundesallee,90,12161,Berlin,"Mo 09:00-15:00; Tu 09:00-13:00,14:00-18:00; We 09:00-14:00; Th 10:00-13:00,14:00-18:00; Fr 09:00-13:00",limited,+49 30 8524239,,https://friedenau-zahnarzt.de,52.4676701,13.3280318
node,4739883539,Praxis für Kieferorthopädie Wilmersdorf Dr. Nicola Schmidt-Rogge,Gieselerstraße,26,10713,Berlin,"""Termine nach Vereinbarung""",,,,https://www.spange-na-klar.de,52.4895133,13.3178209
node,4749503276,Stefan Strauss,Erdmannstraße,13,,,Mo 12:00-19:00; Tu 10:00-18:00; We 09:00-13:00; Th 10:00-19:00; Fr 09:00-13:00; Sa-Su off,,+49 30 7813864,,https://www.zahnarztstrauss.de/,52.4888306,13.3600187
node,4773307934,Dr. Gerald Keller und Dr. Deepa Rayamajhi,Wühlischstraße,30,10245,Berlin,"Mo 09:00-14:00; Tu 11:00-19:00; We 10:00-18:00; Th 08:00-16:00; Fr 09:00-14:00; Sa,Su off",no,+49 30 291 17 47,,,52.5097313,13.4574298
node,4789962779,Kieferorthopädie Moabit,,,,,,no,,,,52.5288451,13.3356409
node,4792258872,Zahnarzt Jürgen Dreiling,,,,,"Mo-Th 09:00-12:00,14:00-18:00; Fr 09:00-13:00; PH off",no,+49 30 76405607,,,52.3816109,13.3964337
node,4793146523,Raphael Will,,,,,"""by appointment""",,,,,52.510017,13.2858719
node,4809992558,Heike Kirsten,Wollankstraße,4,13187,Berlin,Mo 09:00-18:00; Tu 08:00-17:00; We 14:00-19:00; Th 08:00-14:00; Fr 08:00-12:00,,,,,52.5683736,13.398919
node,4813445329,Zahnärzte am Oranienburger Tor,,,,,,,+49302827349,,http://www.berlin.dental,52.5265016,13.388182
node,4823213242,Böhme Andreas Dr. Fachpraxis für Kieferorthopädie,Müggelseedamm,208,12587,Berlin,"""nach Vereinbarung""",,+493064092028,,http://www.praxis-drboehme.de/,52.4462907,13.6294432
node,4832749385,Scaladent Zahntechnik,Breite Straße,29B,13187,Berlin,"Mo,Tu 08:00-18:00; We,Th 08:00-17:00; Fr 08:00-16:00",no,,,https://scaladent.de/,52.5692512,13.4045811
node,4837051167,Dr. Anna Kokocinski,Thaerstraße,43,10249,Berlin,"Mo,Tu,Th 08:00-12:30,13:30-18:00",limited,+49 30 4225960,,https://www.kieferorthopaedie-friedrichshain.de/,52.5200503,13.4538799
node,4839187421,opensmile,Karl-Marx-Straße,84-86,12043,Berlin,"Mo-Fr 08:00-20:00; Sa 10:00-18:00; Su,PH off",limited,+49 30 689773930,info2@zahnarzt-brandmann.de,https://zahnarzt-brandmann.de/,52.4809275,13.4347395
node,4843378684,Zahnarztpraxis Dr. med. dent. Alexander Voss,Clayallee,319,,,"Mo,Tu,Fr 08:00-20:00; We,Th 08:00-20:00; Sa ""Nach Vereinbarung""",yes,+49 30 94874030,info@zahnarztpraxis-drvoss.de,https://www.zahnarztpraxis-drvoss.de/,52.4390777,13.2620313
node,4890379781,Zahnarztpraxis Sabrina Roedel,,,,,"Mo 08:00-12:00,14:00-18:00, Tu 13:00-19:00, We 08:00-14:00, Th 13:00-19:00, Fr 08:00-14:00",yes,+49 30 6721740,,https://www.zahnarztpraxis-roedel.de/,52.424777,13.5277173
node,4899765888,Berodent Zahnärzte,Schwedenstraße,1,13357,Berlin,Mo-Fr 08:00-20:00; Sa 10:00-16:00,yes,+49 30 4624014,sws@berodent.de,https://berodent.de/,52.5543456,13.3769414
node,4904825451,Markus Kuhnke,Hauptstraße,87,12159,Berlin,"Mo,We 11:30-19:00; Th 08:00-16:00; Tu 08:00-15:00; Fr ""Nach Vereinbarung""",yes,+49 30 89742090,,https://www.zahnarzt-kuhnke.de,52.4745272,13.3396401
node,4910597717,Atef Eltiri,Bernulfstraße,7,12524,Berlin,,yes,+49 30 67 98 97 88,,,52.413944,13.5380252
node,4918199241,Claudia Döring,,,,,"Mo, Tu 09:00-13:00, 15:00-18:00; We 12:00-19:00; Th 10:00-13:00, 15:00-19:00",,+49 30 4921902,,,52.5608225,13.3719767
node,4962021021,Zahnarztpraxis,Eichborndamm,18,13403,,Mo-Th 09:00-19:00; Fr 09:00-14:00,,+49 304122607,info@berlin-zahnaerzte.com,https://www.berlin-zahnaerzte.com/berlin-reinickendorf-eichborndamm/,52.5697914,13.3127858
node,4989289053,Zahnarztpraxis Hawar Kadro,Alt-Moabit,84a,10555,Berlin,"Mo,Tu 09:00-18:00; We 09:00-16:00; Th 11:00-20:00, Fr 09:00-16:00; Sa ""nach Vereinbarung""",no,+49 30 3917424,,http://zahnarzt-kadro.de/,52.5256078,13.3398355
node,4990230170,Dr. med. dent. Norbert Kruse,Neuköllner Straße,352,12355,Berlin,"Mo 08:00-13:00,14:00-19:00; Tu 10:00-17:00; We,Fr 08:00-14:00; Th 10:00-19:00",no,+49 30 66909553,dr.norbertkruse@gmx.de,https://www.schoene-zaehne-rudow.de/,52.4152518,13.4969754
node,4990230183,Zahnarztpraxis in Rudow,Alt-Rudow,49,12357,Berlin,Mo-Th 09:00-19:00; Fr 09:00-14:00,no,+49 30 60490888,,https://www.zahnarztpraxis-in-rudow.de/,52.4186372,13.4946943
node,4990230195,Implantat-Praxis-Rudow,Krokusstraße,90,12357,Berlin,"Mo,Tu,Th 08:00-18:30, We,Fr 08:00-14:30",no,+49 30 6616096,,http://www.implantatpraxis-rudow.de,52.4208065,13.493223
node,4990230208,Dr. Christian W. Gerz,Groß-Ziethener Chaussee,14,12355,Berlin,"Mo,Tu,Th 09:00-18:00; We,Fr 08:00-13:00",yes,+49 30 6645051,,https://www.doktor-gerz.de/,52.4151756,13.4946623
node,5003699414,Meindentist,,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:00,no,,,,52.5356589,13.4176728
node,5003699714,Kinderdentist,,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:00,no,,,,52.5358059,13.4178345
node,5042849964,Zahnarztpraxis El-Sayed,Karl-Marx-Straße,24,12043,Berlin,"Mo 09:00-13:00,15:00-19:00; Tu 11:00-19:00; We 09:00-14:00; Th 11:00-19:00; Fr 08:00-12:00",no,+49 30 6912444,info@zahnarzt-elsayed.de,http://www.zahnarzt-elsayed.de,52.4846364,13.4276388
node,5054068386,Zahnarztpraxis Udo Schulwitz,Georg-Wilhelm-Straße,23,10711,Berlin,"Mo,We,Fr 08:00-15:00; Tu,Th 12:00-19:00",,,,,52.4979652,13.2901141
node,5071700149,Zahnarztpraxis Klaus Flanz,,,,,"Mo 09:00-18:00; Tu 11:00-18:00; We, Th 08:00-16:00; Fr 08:00-12:00",limited,+49302829064,,https://www.praxis-flanz.de/,52.5285382,13.3802756
node,5105263127,Dr. Angela Petzold,Florastraße,20,12623,Berlin,,,,,,52.5185066,13.621748
node,5163428747,White Smile,Kieler Straße,1,12163,Berlin,,,,,http://zahnarzt.berlin,52.4586751,13.3232912
node,5175538299,Zahnarztpraxis Kanowskij und Olchow,,,,,"Mo,Tu,Th 10:00-19:00; We,Fr 11:00-15:00",,+4930 4022325,zahnarztpraxis-kanowskij-olchow@web.de,http://www.za-reinickendorf.de/,52.5643459,13.3284524
node,5181703344,Zahnarztpraxis Feldmann,Otto-Suhr-Allee,59,10585,Berlin,"Mo-Fr 14:00-19:00, Mo,We,Th 09:00-13:00",no,,,http://www.zahnarztpraxis-feldmann.de,52.5150042,13.311714
node,5191557462,Zahnarztpraxis Urban und Kollegen,Birkbuschstraße,37,12167,Berlin,"Mo-Th 09:00-19:00; Fr 09:00-14:00; Sa,Su,PH off",,+49 30 771 7007,post@zap37.de,,52.4455517,13.3288072
node,5208803226,Dr. Leopold Lechler,Unter den Eichen,57,12203,Berlin,"Mo,Tu,Th 09:00-12:00, Mo 14:00-18:00, Tu,Th 14:00-19:00, We 08:00-14:00, Fr 08:00-12:00",,+49 30 84109906,praxis@dres-lechler.de,https://www.zahnaerzte-berlin-steglitz.de/,52.446548,13.2950506
node,5223291546,Dr. Kogan & Kollegen,,,,,"Mo,Tu 11:00-19:00; We,Th 08:00-17:00; Fr 08:00-16:00; Sa 09:00-14:00",,,,,52.5420417,13.4125991
node,5230011456,Jörg Sommer Zahnarzt,Mädewalder Weg,22,12621,Berlin,,,+49 30 5678927,,,52.5069757,13.5884701
node,5239809913,Vach,Schönhauser Allee,134,10437,Berlin,Mo-Th 08:00-20:00; Fr 08:00-18:00,,,,,52.5443105,13.4120962
node,5250472541,Dr. Carmen Glier,Titiseestraße,3,13469,Berlin,,,+49304021035,,http://www.carmenglier.de/,52.6098172,13.3352661
node,5284640591,Dr. Proft & Freunde,Hauptstraße,19,10827,Berlin,Mo-Th 08:00-20:00; Fr 08:00-13:00,yes,+49 307881108,,http://doktor-proft.de/,52.4866852,13.35649
node,5284901285,Dr. Melek Elcivan,Wilhelmstraße,45,10117,Berlin,,limited,,,,52.5118234,13.3836114
node,5284901286,Harry H. O. Einfeld,Wilhelmstraße,45,10117,Berlin,,limited,,,,52.5118585,13.3835632
node,5308981017,Dentallabor Daniel Rödel,,,,,Mo-Fr 08:00-17:30,no,+49 30 64083792,,https://www.dentallabor-roedel.de/,52.5078757,13.4978308
node,5309005813,Zahnarzt Dr. med. Hans-Christian Rapp,,,,,"Mo,Tu,Th 08:00-11:00,14:00-17:30; Fr 08:00-14:00",no,,,,52.5078863,13.4977822
node,5335169597,Dr. I. N. Falorni,Chausseestraße,10,,,"Mo,Th 14:00-19:00; Tu,We,Fr 08:00-14:00",yes,,,,52.5284016,13.3860163
node,5335385561,Staudt,,,,,"Mo-Tu 07:00-12:00,14:00-20:00, We 14:00-20:00, Th-Fr 07:00-15:00",no,,,https://dr-staudt.de/ihr-zahnarzt.html,52.5530398,13.4111808
node,5337406387,Odile Popescu,,,,,"Mo 12:00-20:00, Tu 08:00-14:00, We 08:00-18:00, Th 12:00-20:00, Fr 08:00-14:00,08:00-18:00",,,,,52.5524622,13.4112358
node,5338838695,Sabina Nawka,,,,,"Mo,Th 12:00-19:00; Tu,We 08:00-14:00",,,,https://www.nawka-dent.de/,52.5527542,13.4075981
node,5339103229,BAG Zahnärzte Dr. Bähre & Stärz,Paul-Robeson-Straße,28,,,"Mo, Th 12:00-17:00; We 08:00-14:00; Tu 08:00-14:30; Fr 08:00-12:00",,+49304440606,,,52.5527524,13.4041489
node,5339248767,Dimitrij Lomtev,,,,,"Mo,Th 08:00-15:00; Tu-We,Fr 12:00-20:00",,,,,52.5519184,13.4015087
node,5347031647,Zahnärztin,,,,,Mo 09:00-16:00; Tu 12:00-19:00; We 09:00-14:00; Th 12:00-19:00,,,,,52.4917934,13.42608
node,5354951054,Angelika Wenzel,,,,,,,,,,52.5479361,13.4095512
node,5389236100,Zemlin,Hermannstraße,196,12049,Berlin,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-14:00,15:00-18:00; We 09:00-20:00; Th 09:00-14:00,15:00-18:00; Fr 09:00-13:00",no,,,,52.4745854,13.4278147
node,5401492387,Kristin Börner,,,,,,,+49302826922,mail@berliner-zahnaerztin.de,https://www.berliner-zahnaerztin.de/berlin-mitte/,52.5289894,13.3880451
node,5403962694,Manueal Arlt,,,,,,,+49304455305,,,52.5540247,13.4040747
node,5427213198,Zahnarztpraxis Iskandar,,,,,"Mo,Th,Fr 08:00-14:00, Tu, We 11:00-19:00",yes,+493055069493,mail@iskandarpraxis.de,https://www.iskandarpraxis.de/,52.5324443,13.3885852
node,5442977087,Zahnarztpraxis Hübner,Gartenstraße,9,10115,Berlin,Tu-Th 07:30-19:30; Mo 07:30-18:30; Fr 07:30-14:00,no,,,http://www.zahnarztpraxis-huebner.de/,52.5302792,13.3917739
node,5451560612,Ulrike Töwel-Helm,Schivelbeiner Straße,33,10439,Berlin,"Mo 12:00-19:00, Tu 08:00-12:00,18:00-21:00, We 08:00-12:00,15:00-19:00, Th,Fr 08:00-15:00",no,+49 30 4458613,praxis.toewe-helm@t-online.de,http://www.zahnarztpraxis-toewe-helm.de/,52.550916,13.4076671
node,5479064923,Soraya Jalali,Wilmersdorfer Straße,55,10627,Berlin,"Mo-Tu 09:00-14:00,15:00-18:00; Th 09:00-14:00,15:00-18:00; Fr 09:00-16:00",,+49 30 3139800,,,52.5080337,13.3058368
node,5498440622,Zahnarztpraxis Johan Michael Schmidt,,,10623,,"Mo,We-Th 09:00-13:00,14:00-18:00; Tu,Fr 09:00-13:00",no,+49 303126435,zahnaerzte.schmidt@gmail.com,https://www.zahnaerzte-charlottenburg.de/,52.5072792,13.3216512
node,5522678114,Adentics Kieferorthopäde Berlin-Mitte,Leipziger Platz,7,10117,Berlin,Mo-Fr 09:00-19:00,yes,+49 30 31174740,,,52.5088353,13.3783235
node,5524943576,Lana Well Iryna Uspenska,,,,,,,,,,52.4523641,13.3842802
node,5580769363,Zahnarztpraxis Dr. Norbert Steinecker,Falckensteinstraße,17,10997,Berlin,,,+49 30 6114271,info@dr-steinecker.de,http://www.dr-steinecker.de/,52.497587,13.4411874
node,5630437211,Zahnarztpraxis Hans-Peter Fenske,Rhinstraße,15,10315,Berlin,"Mo 08:30-12:00,14:00-18:00; Tu 12:00-18:00; We 08:30-14:00; Th 12:00-18:00; Fr off; Sa 09:00-14:00; PH off",no,+49 30 3445040,info@zahnarzt-berlin-fenske.de,https://www.zahnarzt-berlin-fenske.de,52.512961,13.5180243
node,5656522307,Volksdent,Rosa-Luxemburg-Straße,19,10178,Berlin,Mo-Fr 09:00-19:00,yes,,,http://volksdent.de/,52.5252451,13.4103702
node,5664672418,Praxis Dr. Matthias Deumer-Platu,Kladower Damm,366,14089,Berlin,"Tu, Th 09:00-19:00; Mo, We 09:00-18:30; Fr 09:00-14:00",,,praxis@dr-deumer.de,,52.4552369,13.1449138
