Bad-ID,Badtyp,eu_badegewaesser,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,Ganzjährig geöffnet,Öffnungsstunden pro Jahr,Beginn der Sommerzeit,Ende der Sommerzeit,Beginn der Winterzeit,Ende der Winterzeit,Baujahr,Baukosten bei Fertigstellung,Währung der Baukosten,Baukosten heute (Euro),Eigentümer,Name des Eigentümers,Betreiber,Name des Betreibers,Besucher,Eintritt Erwachsene,Ermäßigung Kind,Ermäßigung Familie,Ermäßigung Behinderte,Ermäßigung Senioren,Frühtarif,Abendtarif,Schulsport,ÖPNV Strecke,ÖPNV <500m,PKW Parkplätze,Fahrrad Parkplätze,Behinderten Parkplätze,E-Ladestationen,Gegenstrom Anlage,Schwimmwanderkanal,10m Sprungturm,"7,5m Sprungturm",5m Sprungturm,3m Sprungturm,3m Sprungbrett,1m Sprungbrett,Großrutsche,Kinderrutsche,Separates Rutschbecken,Restaurant,Bistro,Essensautomat,Bewirtung für Badegäste,Bewirtung öffentlich,Sportangebot an Land,Fläche Umkleide,Anzahl Sammelumkleiden,Anzahl Einzelumkleiden,Anzahl Spinde,Rollstuhl Stellplätze,Unterfahrbarer Waschtisch,Breite Liegen,Extra große Spinde,Barrierefreiheit Sonstiges,Kursraum ohne Geräte,Ausstattung Kursraum,Kursraum mit Geräten,Geräte Kursraum,Liegewiese Größe,Spielfläche Größe,einrichtung_spielflaeche,Spielplatz Größe,Spielplatz Geräte,Beachfeld Größe,Installierte Fitnessgeräte,Sonstige Freiflächen,Sauna Fläche,Anzahl Saunen,Anzahl Solarien,Anzahl Massagen,Poollifter,Barrierefreie Rutsche,Wasserabwesender Rollstuhl,Breite Gänge,Taktiles Leitsystem,Optische und akustische Anzeigen,Manuelles Kassensystem,Automatisches Kassensystem,Anlage dauerhaft geschlossen,Schließung Begründung,Anlage temporär geschlossen,Schließdatum,Einschränkung Schwimmbetrieb,Einschränkungen Beschreibung,Einschränkung Funktion,Einschränkungen Funktion Beschreibung,WLAN,Badebetrieb neben Wettkampf,Energieeffiziente Maßnahmen,Zusätzliche Angebote,Nutzung durch Vereine,Nutzung durch Schulen,Nutzung durch Bürger,Nutzung durch Firmen,Nutzung durch VHS,Kommerzielle Nutzung,Sonstige Nutzer,Anteil Vereine,Anteil Schulen,Anteil Bürger,Anteil Firmen,Anteil VHS,Anteil Kommerzielle Nutzung,Anteil Sonstige Nutzer,Stundentarif,Sonstige Tarife,Sonstige Sprungbretter,Startblöcke,Anzahl Startblöcke,Kommentar,Öffnungsdatum,Wettkampftauglichkeit Schwimmen,Wettkampftauglichkeit Wasserball,Wettkampftauglichkeit Springen,Wettkampftauglichkeit Rettungsschwimmen,Wettkampftauglichkeit Synchronschwimmen,Wettkampftauglichkeit Tauchen,Badpate vorhanden,Erweiterungen,Sanierungen,Förderungen
1064,Freibad,nein,Sommerbad Wuhlheide,Treskowallee 211,12459,Berlin- Oberschöneweide,Herr Kratz,030 5311070,,www.berlinerbaeder.de/baeder/sommerbad-wuhlheide/,11000000,13.5183,52.4699,nein,,,,,,1980.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,ja,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,nein,,nein,,,,ja,"Sanierung, aktuell nicht barrierefrei zugänglich",,,,,nein,nein,nein,nein,nein,nein,,,,,,,,,ja,"Badespaß, Sommermehrfachkarte",,ja,5.0,Saison wetterabhängig,,,,,,,,nein,,,
1088,Naturbad,,Freibad Wannsee,Wannseebadweg 25,14129,Berlin,,030 8035450,,www.berlinerbaeder.de/baeder/strandbad-wannsee/,11000000,13.17952,52.43811,nein,,,,,,,,,,,,,,,5.5,ja,ja,ja,ja,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,nein,ja,ja,"Beachvolleyball, Fußball",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,"Strandkörbe, Kinderspielplatz",nein,nein,ja,nein,nein,ja,,,,,,,,,nein,"Badespaß, Sommermehrfachkarte",,nein,,Saison wetterabhängig,,,,,,,,nein,,,
1089,Hallenbad,nein,Wellenbad am Spreewaldplatz,Wiener Straße 59h,10999,Berlin,,030 6953520,,www.berlinerbaeder.de/baeder/wellenbad-am-spreewaldplatz/,11000000,13.43206,52.49766,ja,,,,,,,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,10.0,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,ja,ja,ja,nein,ja,nein,nein,ja,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,"Massage, Ruheräume",ja,ja,ja,nein,nein,ja,,10.0,7.0,83.0,,,,,ja,Badespaß,,ja,6.0,,,,,,,,,nein,,,
1090,Freibad,nein,Sommerbad Humboldthain,Wiesenstraße 1,13357,Berlin-Wedding,Herr Nacke,030 4644931,,www.berlinerbaeder.de/baeder/sommerbad-humboldthain/,11000000,13.3817041,52.5453478,nein,,,September,Oktober,,1953.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,ja,ja,nein,,nein,,ja,Winterschließung,ja,Winterschließung,,,,Liegewiese,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,"Badespaß, Sommermehrfachkarte",,nein,,,,,,,,,,ja,,,
1092,Hallenbad,nein,Stadtbad Märkisches Viertel,Wilhelmsruher Damm 142D,13439,Berlin-Wittenau,Herr Petry,030 4168080,,www.berlinerbaeder.de/baeder/stadtbad-maerkisches-viertel/,11000000,13.35319,52.59821,nein,,,Oktober,Oktober,,1970.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,ja,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,ja,ja,ja,nein,ja,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,,ja,ja,ja,nein,nein,ja,,29.0,25.0,46.0,,,,,nein,Badespaß,,ja,6.0,,,,,,,,,nein,,,
1094,Hallenbad,nein,Schwimmhalle Buch,Wolfgang-Heinz-Straße 41,13125,Berlin,Herr Hammer,030 9494026,,www.berlinerbaeder.de/baeder/schwimmhalle-buch/,11000000,13.49203,52.62868,ja,,,,,,1991.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,ja,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,nein,Sanierung zwischen 2018-2020,nein,,,,,,,,,,ja,ja,ja,nein,ja,ja,,,,,,,,,nein,Badespaß,,ja,,,,,,,,,,nein,,,
1095,Freibad,nein,Sommerbad Pankow,Wolfshagener Straße 91-93,13187,Berlin- Pankow,Herr Feick,030 4749720,,www.berlinerbaeder.de/baeder/sommerbad-pankow/,11000000,13.41314,52.57358,nein,,,,,,1960.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,nein,ja,nein,,ja,,,,,nein,ja,nein,ja,ja,ja,ja,ja,ja,ja,nein,nein,ja,ja,ja,ja,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,nein,,nein,,,,,,,,,"Liegewiese, FKK-Bereich",nein,nein,ja,nein,,,,,,,,,,,nein,"Badespaß, Sommermehrfachkarte",,ja,7.0,Saison wetterabhängig,,,,,,,,nein,,,
1096,Hallenbad,nein,Schwimmhalle Zingster Straße,Zingster Straße 16,13051,Berlin-Malchow,Frau Libowski,030 70718260,,www.berlinerbaeder.de/baeder/schwimmhalle-zingster-strasse/,11000000,13.5029,52.56625,ja,,,,,,1950.0,,,,Stadtwerke,Berliner Bäder-Betrieb AöR,Stadtwerke,Berliner Bäder-Betriebe AöR,,5.5,ja,ja,ja,ja,ja,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,nein,,nein,,,,,,,,,,ja,ja,ja,nein,nein,nein,,14.0,23.0,63.0,,,,,nein,Badespaß,,ja,5.0,,,,,,,,,nein,,,
1947,Hallenbad,nein,Schwimmhalle Forumbad Olympiastadion,Hanns-Braun-Straße,14053,Berlin,,030 22 19 00 11,,www.berlinerbaeder.de/baeder/schwimmhalle-forumbad-olympiastadion/,11000000,13.23951,52.51642,ja,,,,,,,,,,Gemeinde oder Stadt,Berlin,Gemeinde oder Stadt,Berlin,,,ja,,,,nein,nein,,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,,ja,ja,nein,nein,,,,51.0,49.0,,,,,,,,,ja,6.0,Reines Vereins- und Schulbad,,,,,,,,nein,,,
1948,Hallenbad,nein,Freizeitforum Marzahn,Marzahner Promenade 55,12679,Berlin,,030 5427091,,www.freizeitforum-marzahn.com/schwimmhalle-sauna/,11000000,13.55615,52.54693,ja,,,,,,,,,,Gemeinde oder Stadt,GSE gGmbH - Gesellschaft für StadtEntwicklung,Gemeinde oder Stadt,GSE gGmbH - Gesellschaft für StadtEntwicklung,,4.5,ja,ja,ja,nein,ja,ja,,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,nein,Sanierung nicht erfolgt,nein,,,,,,,,,Angeschlossen an ein Freizeitforum,,,,,,,,,,,,,,,ja,Studierende,,ja,4.0,,,,,,,,,nein,,,
1949,Hallenbad,nein,Sport- und Lehrschwimmhalle Schöneberg,Sachsendamm 11,10829,Berlin,,03022 19 00 11,,www.berlinerbaeder.de/baeder/sport-und-lehrschwimmhalle-schoeneberg/,11000000,13.35547,52.47655,ja,,,,,,,,,,Gemeinde oder Stadt,Berlin,Gemeinde oder Stadt,Berlin,,3.5,ja,ja,ja,nein,ja,ja,ja,200.0,ja,,,,,nein,nein,ja,ja,ja,ja,nein,nein,nein,nein,nein,nein,ja,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,,ja,ja,ja,,,,,58.0,25.0,17.0,,,,,ja,,,ja,16.0,,,,,,,,,nein,,,
1950,Hallenbad,nein,Stadtbad Oderberger Straße,Oderberger Str. 57,10435,Berlin,,030 818 280 7676,,www.hotel-oderberger.berlin/bad/,11000000,13.41059,52.53801,nein,,,,September,Mai,1902.0,,,,Privat,Hotel Oderberger,Privat,Hotel Oderberger,,6.0,ja,nein,nein,nein,nein,nein,nein,450.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,Hotel,nein,nein,ja,nein,nein,,,,,,,,,,ja,Hotelgäste,,nein,,An Hotel angeschlossen,,,,,,,,nein,,,
1952,Schulbad,nein,Schwimmhalle Thomas-Mann-Straße,Thomas-Mann-Straße 3,10409,Berlin,Frau Sindy Nachbar,03022 19 00 11,Sindy.Nachbar@berlinerbaeder.de,www.berlinerbaeder.de/baeder/schwimmhalle-thomas-mann-strasse/,11000000,13.44299,52.5429,ja,,,,,,,,,,Sonstige,"Berliner Bäder-Betriebe, Anstalt des öffentlichen Rechts",Sonstige,"Berliner Bäder-Betriebe, Anstalt des öffentlichen Rechts",,5.5,nein,ja,ja,nein,ja,nein,ja,110.0,ja,,15.0,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,2.0,1.0,50.0,ja,ja,nein,ja,,nein,,nein,,,,,,,,,,0.0,0.0,0.0,,nein,nein,nein,ja,ja,nein,,,nein,,nein,2020-11-01,ja,Coronabedingt,nein,,nein,nein,,,ja,ja,ja,,,,,,,,,,,,ja,"Studierende, Sammelkarten",,ja,5.0,,2020-12-01,,,,,,,ja,,,
1953,Hallenbad,nein,Sportzentrum Siemensstadt,Buolstr. 14,13629,Berlin,Jens-Uwe Kunze,030 3800240,kunze@scs-berlin.de,www.scs-berlin.de,11000000,13.25877,52.54525,nein,,,,,,1984.0,,,,Gemeinde oder Stadt,Sport Club Siemensstadt Berlin e.V.,Verein,Sport Club Siemensstadt Berlin e.V.,,4.0,ja,nein,ja,nein,nein,nein,,220.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,ja,ja,,,,,,ja,,,,,nein,,nein,,,,,,,,,,,0.0,0.0,,,,,ja,,,ja,ja,nein,,ja,,ja,Coronabedingte Schließung,nein,,nein,nein,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,,,ja,5.0,,,,,,,,,ja,Kinderbecken,,
2084,Naturbad,,Strandbad Müggelsee,Fürstenwalder Damm 838,12589,Berlin–Köpenick,,,,www.in-berlin-brandenburg.com/Freizeit/Baeder/Freibaeder/Strandbaeder/Strandbad-Mueggelsee.html,11000000,13.67614,52.44537,nein,,,,,,,,,,,,,,,0.0,ja,ja,ja,ja,ja,ja,,50.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,nein,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,nein,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
2085,Naturbad,,Flussbad Gartenstraße,Gartenstraße 46-48,12557,Berlin,,030 65880094,,www.der-coepenicker.de/,11000000,13.57604,52.44103,nein,,,,,,1897.0,,,,Privat,,Privat,,,,,,,,,,nein,600.0,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,ja,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,nein,,nein,,,,,,,,,,nein,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
2086,Naturbad,,Freibad Heiligensee,Sandhauser Str. 132-140,13503,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344335.php,11000000,13.21309,52.6001,nein,,,,,,,,,,Gemeinde oder Stadt,Berlin,Gemeinde oder Stadt,Berlin,,3.5,ja,,,ja,nein,nein,,,,,,,,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,ja,ja,nein,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Studierende,,,,,,,,,,,,nein,,,
3958,Sonstiges Bad,nein,Vabali Berlin,Seydlitzstr. 6,10557,Berlin,,030 9114860,info@vabali.de,www.vabali.de/online/home/,11000000,13.3605,52.52754,ja,,,,,,,,,,Privat,Vabali Spa Berlin GmbH & Co. KG,Privat,Vabali Spa Berlin GmbH & Co. KG,,39.5,nein,nein,nein,,nein,nein,nein,400.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,ja,"Teurer an Wochenenden, Feiertagen",,nein,,,,,,,,,,nein,,,
6394,Freibad,nein,Sportbad Britz,Kleiberweg 3,12359,Berlin,,6035010,info@sg-neukoelln.de,www.sg-neukoelln.de,11000000,13.473681,52.439552,nein,,Mai,September,Oktober,April,1996.0,6800000.0,D-Mark,,Verein,Berliner Bäder-Betriebe Infrastruktur GmbH,Verein,Schwimm Gemeinschaft Neukölln e.V. Berlin,84000.0,,nein,nein,nein,nein,nein,nein,nein,240.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,"Kleinfeld, Beachvolleyballfeld, Tischtennisplatten, Kinderspielplatz",50.0,4.0,4.0,105.0,ja,nein,nein,ja,,ja,"Matten, Medizinbälle, Stepper",ja,Div. Kraftgeräte,5000.0,242.0,"Fußballtore, Basketballkörbe",500.0,"Klettergerüst, Schaukel, Tischtennisplatten",405.0,,"Tischtennis, Riesenschach",0.0,0.0,0.0,,ja,nein,nein,ja,nein,nein,nein,nein,nein,,nein,,nein,,nein,,nein,ja,,,ja,ja,nein,nein,nein,nein,,90.0,10.0,,,,,,nein,"Nur Vereinsmitglieder, Schulen, Polizei, Feuerwehr",,ja,20.0,,,,,,,,,nein,,fortlaufende Instandhaltung und Modernisierung,"Berliner Bäder-Betriebe AöR, Senat, Bezirk, Sponsoren"
6987,Hotelbad,nein,Centrovital Spa,Neuendorfer Straße 25,13585,Berlin,,030 81875130,,www.centrovital-berlin.de/spa-und-sauna/,11000000,13.20953,52.54689,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,nein,,nein,,,,,,ja,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
6988,Klinikbad,nein,Hallenbad im Johannesstift,Schönwalder Allee 26,13587,Berlin,,030 336090,,www.evangelisches-johannesstift.de/hotel-christophorus/freizeit/hallenbad,11000000,13.19243,52.56768,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
6994,Hotelbad,nein,Hotelbad Mercure Hotel,Ohmstraße 4-6,13629,Berlin,,030 38030,,all.accor.com/hotel/0483/index.de.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps,11000000,13.27307,52.53571,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
6996,Klinikbad,nein,Bewegungsbad Vivantes Klinikum,Neue Bergstraße 6,13585,Berlin,,030 130130,,www.vivantes.de/fuer-sie-vor-ort/klinikum-spandau/unser-klinikum/klinikum-im-ueberblick/,11000000,13.207,52.55013,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
7002,Hotelbad,nein,Schwimmbad Holiday Inn,Rohrdamm 80,13629,Berlin,,,,,11000000,13.26229,52.54047,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7283,Sonstiges Bad,nein,Merdian Spa,Klostertraße 3,13581,Berlin,,030 3389060,,www.meridianspa.de/aktion/?utm_source=google&utm_medium=adwords&utm_campaign=hantelset&gclid=EAIaIQobChMI_Laht4W96QIVj-3tCh3Ydw_gEAAYASAAEgJ56PD_BwE,11000000,13.19839,52.53366,ja,,,,,,,,,,,,,,,20.0,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7889,Klinikbad,nein,Bethanien Havel Garten,Spandauer Burgwall 29,13581,Berlin,,030 355308400,,www.bethanien-diakonie.de/pflegeheim-spandau,11000000,13.20077,52.52633,ja,,,,,,,,,,,,,,,0.0,nein,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7891,Klinikbad,nein,Seniorenhaus Havelblick,Havelschanze 3,13587,Berlin-Spandau,,030 355307 - 0,info@haus-havelblick.de,www.haus-havelblick.de/,11000000,13.20851,52.55422,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7893,Sonstiges Bad,nein,Boiler Berlin,Mehringdamm 34,10961,Berlin,,030 57707175,,www.boiler-berlin.de/info.html,11000000,13.38776,52.49361,ja,,,,,,,,,,,,,,,,ja,nein,nein,nein,ja,ja,nein,190.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,ja,"10er Karte, 5er Karte",,nein,,,,,,,,,,nein,,,
7896,Freibad,nein,Haubentaucher Berlin,Revaler Str. 99,10245,Berlin,,030 297766770,,haubentaucher.berlin/location/,11000000,13.45182,52.50814,,,,,,,,,,,,,,,,,,,,,,,nein,270.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7898,Hotelbad,nein,Hotel The Yard,Alexandrinenstraße 125,10969,Berlin,,030 25923890,,hotel-theyard.berlin/,11000000,13.39989,52.49906,ja,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7911,Sonstiges Bad,nein,Holmes Place Berlin,Hirschberger Straße 3,10317,Berlin,,030 557797900,,www.holmesplace.com/de/de/clubs/ostkreuz,11000000,13.4736,52.50468,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,280.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7912,Hallenbad,nein,Sportforum Berlin,Weißenseer Weg 53,13053,Berlin,,030 97172237,kontakt@osp-berlin.de,www.berliner-schwimm-verband.de/schwimmen/bundesstuetzpunkt/,11000000,13.47189,52.53881,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,nein,,nein,,,,,,,,,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7913,Hotelbad,nein,Andels Hotel Berlin,Landsberger Allee 106,10369,Berlin,,030 4530530,,www.booking.com/hotel/de/andel-s-by-vienna-house.de.html,11000000,13.45716,52.52842,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,450.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7932,Schulbad,nein,Nils Holgersson Schule,Otto-Marquardt-Straße 12-14,10369,Berlin,,030 5139676,,www.nils-holgersson-schule-berlin.de/unsere-schule/raeumliche-ausstattung/,11000000,13.47167,52.53387,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,270.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7935,Klinikbad,nein,St. Marien Krankenhaus,Gallwitzallee 123 -143,12249,Berlin-Lankwitz,,030 6783585,info@marienkrankenhaus-berlin.de,www.marienkrankenhaus-berlin.de/de/medizinische-leistungen/physiotherapie-ergotherapie-sporttherapie-logopaedie.html,11000000,13.35094,52.42349,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8070,Sonstiges Bad,nein,Holmes Place Berlin Schlossstraße,Schildhornstrasse 1,12163,Berlin,,030 37442490,schlossstrasse@holmesplace.com,www.holmesplace.com/de/de/clubs/schlossstrasse,11000000,13.32444,52.46208,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,100.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
