osmid,name,amenity,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,email,opening_hours,operator,brand,veterinary:speciality,wheelchair,emergency,lat,lon
8330236501,Katharina Dralle,veterinary,Rotdornstraße,7,12161,Berlin,+49 30 8527705,https://www.dr-dralle-berlin.de/,,,,,,,,52.4709098,13.3254977
8357625079,Tierarztpraxis Matthias Müller,veterinary,Berliner Straße,11,13467,Berlin,+49 30 4034440,https://tierarzt-matthiasmueller.de/,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",,,,yes,,52.6139984,13.316783
8579480418,Tierarztpraxis Galina Schirow GmbH,veterinary,Bartningallee,5,10557,Berlin,+49 30 39886966,https://www.vetpraxis-schirow.de/,,"Mo-Fr 10:00-13:00,16:00-19:00",,,,limited,,52.5189471,13.3427257
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,veterinary,Kufsteiner Straße,22,10825,Berlin,,https://tiermedizinzentrum.de/,,,,,,,,52.4854474,13.3367552
8844721918,Am Schlosspark,veterinary,,,,,+49 30 475 316 93,https://tierarzt-schlosspark.de/,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,,,,52.5826045,13.40387
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,veterinary,Birnhornweg,3,12107,Berlin,,,,,Thomas Hübner;Birte Nannen,,,,,52.4240806,13.3948851
9038458603,Tierärzte-Kreuzberg,veterinary,Liegnitzer Straße,19,10999,Berlin,+49 30 6126474,http://www.tieraerzte-kreuzberg.de,tierarztpraxis.liegnitzerstr@t-online.de,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,,,,52.4929733,13.4338357
9166121510,Tierarztpraxis Dr. Dirk Mauch,veterinary,Elsa-Brändström-Straße,13,13189,Berlin,+49 30 4710133,http://www.elsavet.de/,,,Dr. Dirk Mauch,,,yes,,52.5600099,13.4154386
9221860122,Tierarztpraxis am Amalienpark,veterinary,,,,,,https://www.tierarztpraxis-amalienpark.de/,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",,,,no,,52.5721186,13.4135786
9238314072,Tierarztpraxis Sarah Watson,veterinary,Altenbraker Straße,29,12051,Berlin,+49 30 6257209,https://www.tierarzt-watson.de/,info@tierarzt-watson.de,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,,,no,,52.468653,13.4330363
9396508717,4 Pfoten,veterinary,Fanningerstraße,27,10365,Berlin,+49 30 553 15 72,https://www.praxis4pfoten.de/,,"Mo 09:00-12:00,16:00-19:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-19:00; Fr 09:00-12:00,14:00-16:00; Sa 10:00-12:00",,,,,,52.5143907,13.4951561
9400600599,Tierarztpraxis Friedrichshain,veterinary,Auerstraße,44,10249,Berlin,+49 30 78 08 34 85,https://www.tierarztpraxis-friedrichshain.de,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,,,,52.5208823,13.4462478
9432134789,Praxis für Kleintiermedizin Janine Lenk,veterinary,Eschengraben,47,13189,Berlin,+49 30 91203200,https://www.kleintiermedizin-lenk.de,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,,,,52.556357,13.4245524
9456247850,Peter Vogel,veterinary,Finowstraße,14,,,+49 30 29776835,https://www.drpetervogel.de/,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,,,,52.5111185,13.4668484
9461140241,Dr. Karin Block,veterinary,Zimmermannstraße,16,12163,Berlin,,,,,,,,,,52.4607219,13.3195225
9516282788,Tierarztpraxis im Komponistenviertel,veterinary,Bizetstraße,48,13088,Berlin,+49309273441,https://www.tierarztpraxis-peters-weissensee.de/,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Dr. med. vet Anja Peters,,,,,52.5476848,13.4541052
9653871480,Tierarztpraxis Lankwitz,veterinary,Bruchwitzstraße,30,12247,Berlin,+49 30 77208260,https://www.tierarztpraxis-lankwitz.de/,info@tierarztpraxis-lankwitz.de,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",,,,limited,,52.4370703,13.349587
9723971361,Compassionate Care,veterinary,,,,,,,,,,,,,,41.6209167,-72.7426955
9727228473,Kensington Bird & Animal Hospital,veterinary,,,,,,,,,,,,,,41.6324519,-72.7620133
9733937508,Animal Hospital of Berlin,veterinary,,,,,,,,,,,,,,41.6385866,-72.7691732
9786575482,Tierärztliche Praxis Beck,veterinary,Weichselstraße,25,12045,Berlin,+49 30 6239664,,,"Mo-Fr 09:00-11:00,15:00-19:00",,,,no,,52.4870325,13.4368022
9880855648,Tierarztpraxis Marion Bickert,veterinary,Marchandstraße,38,12249,Berlin,+49 30 7755462,https://www.tierarztpraxis-bickert.de,office@tierarztpraxis-bickert.de,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,,,,52.4227865,13.3566908
10003860025,Teresa Lankes,veterinary,,,,,,,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,,,,52.5133005,13.2937818
10169596123,Patrick O. Bolz,veterinary,,,,,,,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,,,,52.4564344,13.4367908
10169838053,Tierarztpraxis Kaulsdorf-Süd,veterinary,,,,,+49 30 5666176,https://tierarztpraxis-kaulsdorf-sued.de/,juraske@tierarztpraxis-kaulsdorf-sued.de,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Friederike Juraske,,,,,52.486422,13.5746936
10180980038,Tierarztpraxis Gasteiner Straße,veterinary,Gasteiner Straße,33,10717,Berlin,,https://tierarztpraxis-gasteiner-strasse.de/,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,,,,52.4872926,13.3259046
10781978832,,veterinary,,,,,,,,,,,,,,52.4873166,13.6046801
10816474165,Valera,veterinary,,,,,,https://valera.vet/,,24/7,,,,,,52.4338095,13.2466898
10944187119,Tieraztpraxis am Tierheim Berlin,veterinary,Hausvaterweg,39,,,+493093662200,https://tierarztpraxis-am-tierheim.de/,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,,,,52.5743133,13.5465736
10946259246,Praxis für Tierzahnheilkunde,veterinary,Soorstraße,76,14050,Berlin,,https://rux.vet/,,"""nach Vereinbarung""",Dr. med. vet. Helmut Rux,,,,,52.5134999,13.2774866
10956712577,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,veterinary,,,,,,,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,,,,52.5211838,13.6465809
11008683231,Tierarztpraxis Alt-Buch,veterinary,Alt-Buch,57,13125,Berlin,+4930 911 42 778,https://www.tierarztpraxis-alt-buch.de/,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Tierärztin Lydia Klemer,,,,,52.636563,13.5022262
11052551506,Ute Teutenberg,veterinary,,,,,+49 30 37588910,,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",,,,no,,52.5507862,13.1685048
11101616402,Tierarzt Bello & Co.,veterinary,,,,,,https://belloundco.de/,,,,,,,,52.425741,13.4838753
11201794003,Tierarztpraxis Dr. Pollmann,veterinary,Berliner Straße,17,,,+493081099440,https://tierarztpraxis-pollmann.de,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,,,,52.4361962,13.2660844
11313866984,Dr. Fenina + Burwieck,veterinary,Manteuffelstraße,74,12103,,+493063314227,https://meintierarzt.berlin,,,,,,,,52.4678078,13.3783605
11345799891,Rex,veterinary,,,,,,https://www.rex.app/,,Mo-Fr 08:00-20:00,,,,yes,,52.5073508,13.4569833
11556295677,Tierärztliche Gemeinschaftspraxis,veterinary,Hohenzollerndamm,185,10713,Berlin,,https://www.tierarztpraxis-berlin.net/,,,Antje Stolle-Malorny;Jens Vöster;Dr. med. vet. Iris Vöster,,,,,52.491509,13.3183436
11717159971,Rex Tierarztpraxis,veterinary,Hermannstraße,227,12049,Berlin,,,,Mo-Sa 08:00-20:00,,,,,,52.4807206,13.425592
11847097396,Kleintierkardiologie Tempelhof,veterinary,Burgemeisterstraße,34,12103,Berlin,+49 30 47006869,https://www.kardiobewegt.berlin/,,Mo-Th 08:00-18:00; PH off,Sinah Dohlen,,,yes,,52.4583689,13.3734169
11985547873,Tierarztpraxis Kutzner,veterinary,Zum Kappgraben,13,13125,Berlin,+49 30 94382030,https://tierarzt-kutzner.de/,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,,,,52.6164598,13.4890268
12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",veterinary,Max-Beer-Straße,7,,,0302426512,,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",,,,no,,52.5251722,13.408013
12154205819,Compassionate Care Veterinary Hospital,veterinary,Berlin Turnpike,196,06037,Berlin,+1 860-438-7597,https://compassionatevet.net/contact,info1088@compassionatevet.net,"Mo 09:00-18:00; Tu-We 08:00-17:00; Th 09:00-16:00; Fr 09:00-16:00; Sa 09:00-13:00 open ""every other Saturday""; Su off; PH off",,,,,,41.644342,-72.732768
12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,veterinary,Tietzenweg,23,,,+49 30 32294480,https://www.tierarztpraxis-botanischergarten.de,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Daniela Friedrich,,,,,52.4456015,13.3020665
12238881093,Janine Bräuer,veterinary,Krüllsstraße,5,12435,Berlin,,,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Janine Bräuer,,,,,52.4922101,13.447823
12793397931,Tierärztezentrum Birte Nannen,veterinary,Schlierbacher Weg,5,12349,Berlin,+49 30 25 92 17 88,https://www.tieraerztezentrum-nannen.de,,,,,,,,52.4160917,13.4047411
12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,veterinary,,,,,+49309866411,,info@tierarzt-drloesch.de,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,,,,52.5399544,13.4849492
12851066023,Dr. Pastor,veterinary,Brüsseler Straße,52a,13353,Berlin,,https://www.tierarztpraxis-pastor.de/,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,,,,52.5486928,13.3531883
12877756489,Sonnenberg,veterinary,,,,,,,,,,,,,,52.4406394,13.6866147
12989186501,Tierarztpraxis am Wasserturm,veterinary,Rykestraße,4,10405,,,https://www.tierarztpraxis-wasserturm.de/,,,,,,,,52.5350637,13.419688
13169469903,Haveldüne,veterinary,Gatower Straße,131,,,+49 30 362 91 07,https://www.tierarztpraxis-havelduene.de,,,,,,,,52.508699,13.180438
24921047,Das Veterinärmedizinische Zentrum Berlin,veterinary,Scharnweberstraße,136,13405,Berlin,0049304127357,https://www.vetzentrum-berlin.de/,info@vetzentrum-berlin.de,24/7,Kai S. Rödiger,,,,,52.5638362,13.325898
28608972,Zete Marton,veterinary,Alt-Reinickendorf,37,13407,Berlin,,,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",,,,no,,52.5748484,13.3512788
71173694,Tierärztlichen Klinik für Kleintiere,veterinary,Märkische Allee,258,12679,Berlin,,https://www.tierklinik-in-berlin.de/,,24/7,,,,yes,,52.5555554,13.5532476
89101208,Tierarztpraxis Kathrin Böhm,veterinary,Robert-Siewert-Straße,90,10318,Berlin,+49 30 32669736,,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Sa 10:00-15:00; Mo 10:00-17:00",Kathrin Böhm,,,limited,,52.4926507,13.5369169
117230559,Tierartzpraxis Gotthardt,veterinary,Winkler Straße,21,14193,Berlin,,,,,,,,,,52.4876219,13.2666057
163836866,Tierklinik Berlin-Biesdorf,veterinary,Alt-Biesdorf,22,12683,Berlin,+49 30 5143760,https://www.tierklinik-in-biesdorf.de/,,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",,,,no,yes,52.5087193,13.5557349
286010852,Tierarztpraxis Dr. Christine Mueller,veterinary,Südekumzeile,26E,13591,Berlin,+49 30 366 0128,http://tierarztpraxis-spandau.de/,christinemueller.berlin@web.de,,,,,,,52.5311495,13.1485473
955600399,Silver Lake Animal Hospital,veterinary,Berlin Turnpike,2762,06037,Berlin,,,,,,,,,,41.5791676,-72.7672698
