clinic_id,clinic_name,amenity,street,house_number,postcode,city,phone_number,website,email,opening_hours,operator,brand,speciality,wheelchair_acces,emergency,latitude,longitude,district_id,neighbourhood_id,full_address,district_id,district,neighbourhood_id,neighbourhood
5424941690,Chung & Wahle,veterinary,Hauptstraße,89,12159.0,Berlin,+49 30 8593215,https://tierarztpraxis-chung-wahle.com/,info@tierarztpraxis-chung-wahle.com,"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",Tierarztpraxis Chung und Wahle GbR,,,limited,,52.4751968,13.3401022,11,51,"Hauptstraße 89, 12159.0 Berlin",11,Tempelhof-Schöneberg,51,Schöneberg
5514404517,Tierarztpraxis Dr. Klaus Lendner,veterinary,,,,Berlin,,,,"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",,,,yes,,52.4990938,13.344571,11,51,Berlin,11,Tempelhof-Schöneberg,51,Schöneberg
5554342322,Martyna Pohnke Tierarzt,veterinary,Ostpreußendamm,65,,Berlin,+49 30 75765970,,,"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",,,,unknown,,52.4212925,13.3101216,10,32,"Ostpreußendamm 65, Berlin",10,Steglitz-Zehlendorf,32,Lichterfelde
5733901242,Dr. Miriam Oczipka,veterinary,Mindener Straße,22,10589.0,Berlin,+49303441864,,,"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",,,,no,,52.5247542,13.3008749,1,11,"Mindener Straße 22, 10589.0 Berlin",1,Charlottenburg-Wilmersdorf,11,Charlottenburg
5762374254,Dr. med. vet. Sven Albrecht,veterinary,Baumschulenstraße,34,12437.0,Berlin,,,,"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",,,,no,,52.4637752,13.4852571,12,5,"Baumschulenstraße 34, 12437.0 Berlin",12,Treptow-Köpenick,5,Baumschulenweg
6270311794,Dr. Wegeler,veterinary,,,,Berlin,+49 307956044,,,"""nach Vereinbarung""",,,,unknown,,52.3889212,13.3905608,11,31,Berlin,11,Tempelhof-Schöneberg,31,Lichtenrade
6344954141,Tierarztpraxis Hohenzollerndamm 3,veterinary,Hohenzollerndamm,3,10717.0,Berlin,+49 30 88679111,https://tierarztpraxis-hohenzollerndamm-3.de/,tierarztpraxis@hohenzollerndamm-3.de,"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",Dr. A. Randelhoff,,,no,,52.4954404,13.3293192,1,65,"Hohenzollerndamm 3, 10717.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
6449519970,Tierarztpraxis Anke Meeuw,veterinary,,,,Berlin,+49 30 96 59 96 52,http://www.tierarzt-karlshorst.info/willkommen.html,praxis@tierarzt-karlshorst.info,"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",,,,yes,,52.4800707,13.5205309,3,23,Berlin,3,Lichtenberg,23,Karlshorst
6470421529,Tierarztpraxis Sonnenallee,veterinary,Sonnenallee,204,12059.0,Berlin,+49 30 6814455,https://tierarztpraxis-sonnenallee.de/,post@tierarztpraxis-sonnenallee.de,"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",Dr. Jana Kudritzki & Daniel Kitzing,,,no,,52.4748376,13.4534973,6,40,"Sonnenallee 204, 12059.0 Berlin",6,Neukölln,40,Neukölln
6509362833,Tierarztpraxis Laskawy,veterinary,Bänschstraße,58,,Berlin,+49 30 4267684,http://www.laskawy-berlin.de,,"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",,,,yes,,52.5177488,13.4661107,2,18,"Bänschstraße 58, Berlin",2,Friedrichshain-Kreuzberg,18,Friedrichshain
6603772445,neko Tiergesundheit,veterinary,Provinzstraße,47,,Berlin,+49 30 54814390,https://www.neko-tiergesundheit.de,,"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",Jennifer Geiseler,,,no,,52.5687932,13.3794234,8,48,"Provinzstraße 47, Berlin",8,Reinickendorf,48,Reinickendorf
6705031970,Kleintierpraxis Dirk Oschika,veterinary,Krossener Straße,35A,10245.0,Berlin,+49 30 2946333,http://www.doschika.de/,,"Mo,Tu,Th 09:00-11:00,15:00-19:00",,,,no,,52.5094514,13.4645357,2,18,"Krossener Straße 35A, 10245.0 Berlin",2,Friedrichshain-Kreuzberg,18,Friedrichshain
6982811309,Vogelpraxis,veterinary,Mierendorffstraße,23,10589.0,Berlin,+49 30 34902843,https://vogelpraxis.de/,info@vogelpraxis.de,,,,,limited,,52.5241017,13.3024823,1,11,"Mierendorffstraße 23, 10589.0 Berlin",1,Charlottenburg-Wilmersdorf,11,Charlottenburg
7211094992,Rex Tierarztpraxis,veterinary,Greifswalder Straße,204,10405.0,Berlin,,,,Mo-Fr 08:00-20:00; Sa 09:00-16:00,,,,no,,52.5333026,13.4292251,7,46,"Greifswalder Straße 204, 10405.0 Berlin",7,Pankow,46,Prenzlauer Berg
7227468226,Fahrpraxis Feske,veterinary,Allmendeweg,116,13509.0,Berlin,+49 30 40571512,https://www.tierarzt-feske.de/,,"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",Dr. med. vet. Dana Feske,,,unknown,,52.6047279,13.298452,8,56,"Allmendeweg 116, 13509.0 Berlin",8,Reinickendorf,56,Tegel
7310483025,Tierarztpraxis Claudia Handke,veterinary,Danziger Straße,15,10435.0,Berlin,+49 30 4421760,https://www.tierarztpraxis-prenzlauerberg.de,post@tierarztpraxis-prenzlauerberg.de,"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",,,,no,,52.5407903,13.4154364,7,46,"Danziger Straße 15, 10435.0 Berlin",7,Pankow,46,Prenzlauer Berg
7326193661,Dr. Angelika Block,veterinary,,,,Berlin,,http://ta-block.weebly.com,,"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",,,,limited,,52.4955514,13.2968989,1,20,Berlin,1,Charlottenburg-Wilmersdorf,20,Halensee
7376832510,Katharina Keil,veterinary,,,,Berlin,+49306916165,,,"Mo-Sa 10:00-12:00; Mo, Tu, Th, Fr 17:00-19:00",,,,unknown,,52.4894813,13.4029606,2,27,Berlin,2,Friedrichshain-Kreuzberg,27,Kreuzberg
7478178484,Lorenz,veterinary,,,,Berlin,,https://www.tierarzt-lichterfelde.de/,,,,,,unknown,,52.4183404,13.3320075,10,32,Berlin,10,Steglitz-Zehlendorf,32,Lichterfelde
7546074503,Wolf & Tiger,veterinary,Lauterstraße,12,12159.0,Berlin,+49 175 7366718,https://www.wolfandtiger.de/,,,MyVet GmbH,,,unknown,,52.4726236,13.33503,11,16,"Lauterstraße 12, 12159.0 Berlin",11,Tempelhof-Schöneberg,16,Friedenau
7609585407,Tierarztpraxis Denisse Barrera,veterinary,Karl-Marx-Straße,133,12043.0,Berlin,+49 30 6812161,,,Mo-Sa 16:00-20:00,,,,no,,52.4774124,13.439113,6,40,"Karl-Marx-Straße 133, 12043.0 Berlin",6,Neukölln,40,Neukölln
7617449010,Angelika Weber,veterinary,Kundrystraße,2,12159.0,Berlin,,,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,,unknown,,52.4741292,13.3293259,11,16,"Kundrystraße 2, 12159.0 Berlin",11,Tempelhof-Schöneberg,16,Friedenau
7623775572,Tierarztpraxis S. Lattermann,veterinary,Transvaalstraße,14,13351.0,Berlin,+49 30 45290790,http://www.tierarzt-wedding.de/,,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",,,,yes,,52.5519001,13.3411969,5,60,"Transvaalstraße 14, 13351.0 Berlin",5,Mitte,60,Wedding
7643245687,Tierarztpraxis Otto Suhr,veterinary,,,,Berlin,,,,Mo-Fr 09:00-19:00,,,,no,,52.5150531,13.3130502,1,11,Berlin,1,Charlottenburg-Wilmersdorf,11,Charlottenburg
7746191786,Unknown Veterinary Clinic,veterinary,,,,Berlin,,,,,,,,unknown,,52.5877876,13.3651552,7,63,Berlin,7,Pankow,63,Wilhelmsruh
7747019462,Tierarztpraxis B. Migdal,veterinary,Grazer Platz,12,12157.0,Berlin,,,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,,unknown,,52.4667894,13.3465937,11,51,"Grazer Platz 12, 12157.0 Berlin",11,Tempelhof-Schöneberg,51,Schöneberg
7776123991,Silke Sanft,veterinary,Florastraße,6,12163.0,Berlin,,http://www.tierarztpraxis-sanft.de,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",,,,unknown,,52.4613066,13.3269746,10,55,"Florastraße 6, 12163.0 Berlin",10,Steglitz-Zehlendorf,55,Steglitz
7777530635,Tierarztpraxis Rex,veterinary,Südwestkorso,11a,12161.0,Berlin,,https://www.tierarztpraxis-schluesing.de/,,"""Sprechzeiten nach Vereinbarung""",,,,no,,52.474559,13.3227841,11,16,"Südwestkorso 11a, 12161.0 Berlin",11,Tempelhof-Schöneberg,16,Friedenau
7813575354,Tierarztpraxis am Schlachtensee,veterinary,Breisgauer Straße,3,14129.0,Berlin,+49 30 80905830,https://www.tierarztpraxis-am-schlachtensee.de,info@tierarztpraxis-am-schlachtensee.de,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",Dr. Katharina Gröndahl,,,unknown,,52.4391475,13.215708,10,67,"Breisgauer Straße 3, 14129.0 Berlin",10,Steglitz-Zehlendorf,67,Zehlendorf
7937984201,Tierarztpraxis am Hermannplatz,veterinary,Lucy-Lameck-Straße,1,12049.0,Berlin,,https://www.tierarztpraxis-am-hermannplatz.de,,,,,,unknown,,52.4863263,13.4233555,6,40,"Lucy-Lameck-Straße 1, 12049.0 Berlin",6,Neukölln,40,Neukölln
7978440760,Dr. L. Chelminski,veterinary,,,,Berlin,+49 30 4954038,,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",,,,no,,52.5691003,13.3612016,8,48,Berlin,8,Reinickendorf,48,Reinickendorf
8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,veterinary,Blissestraße,68,10713.0,Berlin,,https://www.tierarzt-goebel.de/,,,,,,unknown,,52.4789701,13.3200646,1,65,"Blissestraße 68, 10713.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
8068408243,Berliner Tierarztpraxis,veterinary,Mansfelder Straße,19,10713.0,Berlin,,https://www.berliner-tierarztpraxis.de/,,,Dr. med. vet. S. Heinemann;Beatrix Strathmann,,,unknown,,52.4888413,13.3110131,1,65,"Mansfelder Straße 19, 10713.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
8068513185,Naturheilkunde für Tiere,veterinary,Bornimer Straße,6,10711.0,Berlin,,,,,Petra Clausius,,,unknown,,52.4961991,13.2853794,1,20,"Bornimer Straße 6, 10711.0 Berlin",1,Charlottenburg-Wilmersdorf,20,Halensee
8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,veterinary,Quickborner Straße,76,13439.0,Berlin,+49 30 40710151,https://ta-blessing-richter.de/,info@ta-blessing-richter.de,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,,,unknown,,52.6045044,13.3664162,8,38,"Quickborner Straße 76, 13439.0 Berlin",8,Reinickendorf,38,Märkisches Viertel
8330236501,Katharina Dralle,veterinary,Rotdornstraße,7,12161.0,Berlin,+49 30 8527705,https://www.dr-dralle-berlin.de/,,,,,,unknown,,52.4709098,13.3254977,11,16,"Rotdornstraße 7, 12161.0 Berlin",11,Tempelhof-Schöneberg,16,Friedenau
8357625079,Tierarztpraxis Matthias Müller,veterinary,Berliner Straße,11,13467.0,Berlin,+49 30 4034440,https://tierarzt-matthiasmueller.de/,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",,,,yes,,52.6139984,13.316783,8,22,"Berliner Straße 11, 13467.0 Berlin",8,Reinickendorf,22,Hermsdorf
8579480418,Tierarztpraxis Galina Schirow GmbH,veterinary,Bartningallee,5,10557.0,Berlin,+49 30 39886966,https://www.vetpraxis-schirow.de/,,"Mo-Fr 10:00-13:00,16:00-19:00",,,,limited,,52.5189471,13.3427257,5,21,"Bartningallee 5, 10557.0 Berlin",5,Mitte,21,Hansaviertel
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,veterinary,Kufsteiner Straße,22,10825.0,Berlin,,https://tiermedizinzentrum.de/,,,,,,unknown,,52.4854474,13.3367552,1,65,"Kufsteiner Straße 22, 10825.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
8844721918,Am Schlosspark,veterinary,,,,Berlin,+49 30 475 316 93,https://tierarzt-schlosspark.de/,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,,unknown,,52.5826045,13.40387,7,42,Berlin,7,Pankow,42,Niederschönhausen
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,veterinary,Birnhornweg,3,12107.0,Berlin,,,,,Thomas Hübner;Birte Nannen,,,unknown,,52.4240806,13.3948851,11,34,"Birnhornweg 3, 12107.0 Berlin",11,Tempelhof-Schöneberg,34,Mariendorf
9038458603,Tierärzte-Kreuzberg,veterinary,Liegnitzer Straße,19,10999.0,Berlin,+49 30 6126474,http://www.tieraerzte-kreuzberg.de,tierarztpraxis.liegnitzerstr@t-online.de,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,,unknown,,52.4929733,13.4338357,2,27,"Liegnitzer Straße 19, 10999.0 Berlin",2,Friedrichshain-Kreuzberg,27,Kreuzberg
9166121510,Tierarztpraxis Dr. Dirk Mauch,veterinary,Elsa-Brändström-Straße,13,13189.0,Berlin,+49 30 4710133,http://www.elsavet.de/,,,Dr. Dirk Mauch,,,yes,,52.5600099,13.4154386,7,45,"Elsa-Brändström-Straße 13, 13189.0 Berlin",7,Pankow,45,Pankow
9221860122,Tierarztpraxis am Amalienpark,veterinary,,,,Berlin,,https://www.tierarztpraxis-amalienpark.de/,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",,,,no,,52.5721186,13.4135786,7,45,Berlin,7,Pankow,45,Pankow
9238314072,Tierarztpraxis Sarah Watson,veterinary,Altenbraker Straße,29,12051.0,Berlin,+49 30 6257209,https://www.tierarzt-watson.de/,info@tierarzt-watson.de,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,,,no,,52.468653,13.4330363,6,40,"Altenbraker Straße 29, 12051.0 Berlin",6,Neukölln,40,Neukölln
9396508717,4 Pfoten,veterinary,Fanningerstraße,27,10365.0,Berlin,+49 30 553 15 72,https://www.praxis4pfoten.de/,,"Mo 09:00-12:00,16:00-19:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-19:00; Fr 09:00-12:00,14:00-16:00; Sa 10:00-12:00",,,,unknown,,52.5143907,13.4951561,3,30,"Fanningerstraße 27, 10365.0 Berlin",3,Lichtenberg,30,Lichtenberg
9400600599,Tierarztpraxis Friedrichshain,veterinary,Auerstraße,44,10249.0,Berlin,+49 30 78 08 34 85,https://www.tierarztpraxis-friedrichshain.de,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,,unknown,,52.5208823,13.4462478,2,18,"Auerstraße 44, 10249.0 Berlin",2,Friedrichshain-Kreuzberg,18,Friedrichshain
9432134789,Praxis für Kleintiermedizin Janine Lenk,veterinary,Eschengraben,47,13189.0,Berlin,+49 30 91203200,https://www.kleintiermedizin-lenk.de,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,,unknown,,52.556357,13.4245524,7,45,"Eschengraben 47, 13189.0 Berlin",7,Pankow,45,Pankow
9456247850,Peter Vogel,veterinary,Finowstraße,14,,Berlin,+49 30 29776835,https://www.drpetervogel.de/,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,,unknown,,52.5111185,13.4668484,2,18,"Finowstraße 14, Berlin",2,Friedrichshain-Kreuzberg,18,Friedrichshain
9461140241,Dr. Karin Block,veterinary,Zimmermannstraße,16,12163.0,Berlin,,,,,,,,unknown,,52.4607219,13.3195225,10,55,"Zimmermannstraße 16, 12163.0 Berlin",10,Steglitz-Zehlendorf,55,Steglitz
9516282788,Tierarztpraxis im Komponistenviertel,veterinary,Bizetstraße,48,13088.0,Berlin,+49309273441,https://www.tierarztpraxis-peters-weissensee.de/,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Dr. med. vet Anja Peters,,,unknown,,52.5476848,13.4541052,7,61,"Bizetstraße 48, 13088.0 Berlin",7,Pankow,61,Weißensee
9653871480,Tierarztpraxis Lankwitz,veterinary,Bruchwitzstraße,30,12247.0,Berlin,+49 30 77208260,https://www.tierarztpraxis-lankwitz.de/,info@tierarztpraxis-lankwitz.de,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",,,,limited,,52.4370703,13.349587,10,29,"Bruchwitzstraße 30, 12247.0 Berlin",10,Steglitz-Zehlendorf,29,Lankwitz
9723971361,Compassionate Care,veterinary,,,,Berlin,,,,,,,,unknown,,41.6209167,-72.7426955,0,0,Berlin,0,,0,
9727228473,Kensington Bird & Animal Hospital,veterinary,,,,Berlin,,,,,,,,unknown,,41.6324519,-72.7620133,0,0,Berlin,0,,0,
9733937508,Animal Hospital of Berlin,veterinary,,,,Berlin,,,,,,,,unknown,,41.6385866,-72.7691732,0,0,Berlin,0,,0,
9786575482,Tierärztliche Praxis Beck,veterinary,Weichselstraße,25,12045.0,Berlin,+49 30 6239664,,,"Mo-Fr 09:00-11:00,15:00-19:00",,,,no,,52.4870325,13.4368022,6,40,"Weichselstraße 25, 12045.0 Berlin",6,Neukölln,40,Neukölln
9880855648,Tierarztpraxis Marion Bickert,veterinary,Marchandstraße,38,12249.0,Berlin,+49 30 7755462,https://www.tierarztpraxis-bickert.de,office@tierarztpraxis-bickert.de,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,,unknown,,52.4227865,13.3566908,10,29,"Marchandstraße 38, 12249.0 Berlin",10,Steglitz-Zehlendorf,29,Lankwitz
10003860025,Teresa Lankes,veterinary,,,,Berlin,,,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,,unknown,,52.5133005,13.2937818,1,11,Berlin,1,Charlottenburg-Wilmersdorf,11,Charlottenburg
10169596123,Patrick O. Bolz,veterinary,,,,Berlin,,,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,,unknown,,52.4564344,13.4367908,6,8,Berlin,6,Neukölln,8,Britz
10169838053,Tierarztpraxis Kaulsdorf-Süd,veterinary,,,,Berlin,+49 30 5666176,https://tierarztpraxis-kaulsdorf-sued.de/,juraske@tierarztpraxis-kaulsdorf-sued.de,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Friederike Juraske,,,unknown,,52.486422,13.5746936,4,25,Berlin,4,Marzahn-Hellersdorf,25,Kaulsdorf
10180980038,Tierarztpraxis Gasteiner Straße,veterinary,Gasteiner Straße,33,10717.0,Berlin,,https://tierarztpraxis-gasteiner-strasse.de/,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,,unknown,,52.4872926,13.3259046,1,65,"Gasteiner Straße 33, 10717.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
10781978832,Unknown Veterinary Clinic,veterinary,,,,Berlin,,,,,,,,unknown,,52.4873166,13.6046801,4,33,Berlin,4,Marzahn-Hellersdorf,33,Mahlsdorf
10816474165,Valera,veterinary,,,,Berlin,,https://valera.vet/,,24/7,,,,unknown,,52.4338095,13.2466898,10,67,Berlin,10,Steglitz-Zehlendorf,67,Zehlendorf
10944187119,Tieraztpraxis am Tierheim Berlin,veterinary,Hausvaterweg,39,,Berlin,+493093662200,https://tierarztpraxis-am-tierheim.de/,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,,unknown,,52.5743133,13.5465736,3,12,"Hausvaterweg 39, Berlin",3,Lichtenberg,12,Falkenberg
10946259246,Praxis für Tierzahnheilkunde,veterinary,Soorstraße,76,14050.0,Berlin,,https://rux.vet/,,"""nach Vereinbarung""",Dr. med. vet. Helmut Rux,,,unknown,,52.5134999,13.2774866,1,62,"Soorstraße 76, 14050.0 Berlin",1,Charlottenburg-Wilmersdorf,62,Westend
10956712577,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,veterinary,,,,Berlin,,,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,,unknown,,52.5211838,13.6465809,4,33,Berlin,4,Marzahn-Hellersdorf,33,Mahlsdorf
11008683231,Tierarztpraxis Alt-Buch,veterinary,Alt-Buch,57,13125.0,Berlin,+4930 911 42 778,https://www.tierarztpraxis-alt-buch.de/,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Tierärztin Lydia Klemer,,,unknown,,52.636563,13.5022262,7,9,"Alt-Buch 57, 13125.0 Berlin",7,Pankow,9,Buch
11052551506,Ute Teutenberg,veterinary,,,,Berlin,+49 30 37588910,,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",,,,no,,52.5507862,13.1685048,9,13,Berlin,9,Spandau,13,Falkenhagener Feld
11101616402,Tierarzt Bello & Co.,veterinary,,,,Berlin,,https://belloundco.de/,,,,,,unknown,,52.425741,13.4838753,6,49,Berlin,6,Neukölln,49,Rudow
11201794003,Tierarztpraxis Dr. Pollmann,veterinary,Berliner Straße,17,,Berlin,+493081099440,https://tierarztpraxis-pollmann.de,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,,unknown,,52.4361962,13.2660844,10,67,"Berliner Straße 17, Berlin",10,Steglitz-Zehlendorf,67,Zehlendorf
11313866984,Dr. Fenina + Burwieck,veterinary,Manteuffelstraße,74,12103.0,Berlin,+493063314227,https://meintierarzt.berlin,,,,,,unknown,,52.4678078,13.3783605,11,57,"Manteuffelstraße 74, 12103.0 Berlin",11,Tempelhof-Schöneberg,57,Tempelhof
11345799891,Rex,veterinary,,,,Berlin,,https://www.rex.app/,,Mo-Fr 08:00-20:00,,,,yes,,52.5073508,13.4569833,2,18,Berlin,2,Friedrichshain-Kreuzberg,18,Friedrichshain
11556295677,Tierärztliche Gemeinschaftspraxis,veterinary,Hohenzollerndamm,185,10713.0,Berlin,,https://www.tierarztpraxis-berlin.net/,,,Antje Stolle-Malorny;Jens Vöster;Dr. med. vet. Iris Vöster,,,unknown,,52.491509,13.3183436,1,65,"Hohenzollerndamm 185, 10713.0 Berlin",1,Charlottenburg-Wilmersdorf,65,Wilmersdorf
11717159971,Rex Tierarztpraxis,veterinary,Hermannstraße,227,12049.0,Berlin,,,,Mo-Sa 08:00-20:00,,,,unknown,,52.4807206,13.425592,6,40,"Hermannstraße 227, 12049.0 Berlin",6,Neukölln,40,Neukölln
11847097396,Kleintierkardiologie Tempelhof,veterinary,Burgemeisterstraße,34,12103.0,Berlin,+49 30 47006869,https://www.kardiobewegt.berlin/,,Mo-Th 08:00-18:00; PH off,Sinah Dohlen,,,yes,,52.4583689,13.3734169,11,57,"Burgemeisterstraße 34, 12103.0 Berlin",11,Tempelhof-Schöneberg,57,Tempelhof
11985547873,Tierarztpraxis Kutzner,veterinary,Zum Kappgraben,13,13125.0,Berlin,+49 30 94382030,https://tierarzt-kutzner.de/,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,,unknown,,52.6164598,13.4890268,7,24,"Zum Kappgraben 13, 13125.0 Berlin",7,Pankow,24,Karow
12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",veterinary,Max-Beer-Straße,7,,Berlin,0302426512,,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",,,,no,,52.5251722,13.408013,5,36,"Max-Beer-Straße 7, Berlin",5,Mitte,36,Mitte
12154205819,Compassionate Care Veterinary Hospital,veterinary,Berlin Turnpike,196,6037.0,Berlin,+1 860-438-7597,https://compassionatevet.net/contact,info1088@compassionatevet.net,"Mo 09:00-18:00; Tu-We 08:00-17:00; Th 09:00-16:00; Fr 09:00-16:00; Sa 09:00-13:00 open ""every other Saturday""; Su off; PH off",,,,unknown,,41.644342,-72.732768,0,0,"Berlin Turnpike 196, 6037.0 Berlin",0,,0,
12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,veterinary,Tietzenweg,23,,Berlin,+49 30 32294480,https://www.tierarztpraxis-botanischergarten.de,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Daniela Friedrich,,,unknown,,52.4456015,13.3020665,10,32,"Tietzenweg 23, Berlin",10,Steglitz-Zehlendorf,32,Lichterfelde
12238881093,Janine Bräuer,veterinary,Krüllsstraße,5,12435.0,Berlin,,,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Janine Bräuer,,,unknown,,52.4922101,13.447823,12,3,"Krüllsstraße 5, 12435.0 Berlin",12,Treptow-Köpenick,3,Alt-Treptow
12793397931,Tierärztezentrum Birte Nannen,veterinary,Schlierbacher Weg,5,12349.0,Berlin,+49 30 25 92 17 88,https://www.tieraerztezentrum-nannen.de,,,,,,unknown,,52.4160917,13.4047411,6,10,"Schlierbacher Weg 5, 12349.0 Berlin",6,Neukölln,10,Buckow
12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,veterinary,,,,Berlin,+49309866411,,info@tierarzt-drloesch.de,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,,unknown,,52.5399544,13.4849492,3,2,Berlin,3,Lichtenberg,2,Alt-Hohenschönhausen
12851066023,Dr. Pastor,veterinary,Brüsseler Straße,52a,13353.0,Berlin,,https://www.tierarztpraxis-pastor.de/,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,,unknown,,52.5486928,13.3531883,5,60,"Brüsseler Straße 52a, 13353.0 Berlin",5,Mitte,60,Wedding
12877756489,Sonnenberg,veterinary,,,,Berlin,,,,,,,,unknown,,52.4406394,13.6866147,12,47,Berlin,12,Treptow-Köpenick,47,Rahnsdorf
12989186501,Tierarztpraxis am Wasserturm,veterinary,Rykestraße,4,10405.0,Berlin,,https://www.tierarztpraxis-wasserturm.de/,,,,,,unknown,,52.5350637,13.419688,7,46,"Rykestraße 4, 10405.0 Berlin",7,Pankow,46,Prenzlauer Berg
13169469903,Haveldüne,veterinary,Gatower Straße,131,,Berlin,+49 30 362 91 07,https://www.tierarztpraxis-havelduene.de,,,,,,unknown,,52.508699,13.180438,9,64,"Gatower Straße 131, Berlin",9,Spandau,64,Wilhelmstadt
