store_id,store_name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,phone,email,website,latitude,longitude,source,district,neighborhood,neighborhood_id,district_id
808391009,rewe,welsestraße,56-58,13057,berlin,mo-sa 07:00-22:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5649453,13.5233157,osm,lichtenberg,neu-hohenschönhausen,1109,11011011
808406147,edeka p. erler,ludolfingerplatz,6,13465,Berlin,mo-sa 07:00-20:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.6328875,13.287041,osm,reinickendorf,frohnau,1205,11012012
808406149,edeka colombino,zeltinger platz,8,13465,Berlin,mo-sa 08:00-20:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.6329513,13.2907953,osm,reinickendorf,frohnau,1205,11012012
811921225,aldi,schloßstraße,4-5,12163,berlin,mo-sa 07:00-21:00,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/schlossstrasse-4-5/3180513,52.4641156,13.3267808,osm,steglitz-zehlendorf,steglitz,0601,11006006
819757401,penny,volkradstraße,32,10319,berlin,"mo-sa 07:00-21:00; su,ph off",penny,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4996502,13.5077655,osm,lichtenberg,friedrichsfelde,1101,11011011
825094074,bioquell,Florastraße,unknown,13187,Berlin,"mo,we-fr 09:00-19:00; sa 09:00-13:00; tu 13:00-19:00",independent,unknown,unknown,unknown,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.5653928,13.4032278,osm,pankow,pankow,0307,11003003
828287036,bolu,hermannstraße,201-202,12049,berlin,mo-fr 07:00-20:00; sa 07:00-18:00,independent,unknown,yes,yes,yes,unknown,limited,unknown,+49 (0)30 62728914,not_provided,not_provided,52.4757954,13.4272973,osm,neukölln,neukölln,0801,11008008
832835260,penny,reinickendorfer straße,83,13347,berlin,mo-sa 07:00-22:00,penny,unknown,yes,yes,yes,unknown,yes,unknown,not_provided,not_provided,https://www.penny.de/,52.5497058,13.368043,osm,mitte,wedding,0105,11001001
832835278,kral discount,Liebenwalder Straße,unknown,13347,Berlin,unknown,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5522643,13.3665842,osm,mitte,wedding,0105,11001001
833176050,rewe,walther-schreiber-platz,1,12161,berlin,mo-sa 08:00-21:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 81486745,not_provided,https://www.rewe.de/marktseite/berlin-friedenau/4040229/rewe-markt-walther-schreiber-platz-1/,52.4659019,13.3277211,osm,tempelhof-schöneberg,friedenau,0702,11007007
847029086,kutzner & kutzner,schönhauser allee,65,10437,berlin,mo-sa 08:00-20:00,independent,unknown,unknown,unknown,unknown,unknown,limited,unknown,+493044653070,not_provided,https://kutzner-kutzner.de/,52.5463248,13.4134748,osm,pankow,prenzlauer berg,0301,11003003
848871594,eurogida,skalitzer straße,129,10999,berlin,mo-sa 08:00-20:00,independent,unknown,unknown,unknown,unknown,unknown,unknown,unknown,+49 30 20097750,not_provided,https://www.eurogida.de/filialen/#kreuzberg2,52.4992926,13.4206736,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
849520589,rewe,pablo-neruda-straße,2-4,12559,berlin,mo-sa 07:00-22:00; ph off,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4418161,13.5872323,osm,treptow-köpenick,köpenick,0910,11009009
860022923,bio company,bölschestraße,2,12587,berlin,mo-sa 08:00-20:00,bio company,unknown,unknown,unknown,unknown,unknown,yes,unknown,+493032590332,not_provided,https://www.biocompany.de/,52.4470689,13.6245399,osm,treptow-köpenick,friedrichshagen,0911,11009009
861870104,norma,quedlinburger straße,31,12627,berlin,mo-sa 07:00-22:00; ph off,norma,unknown,yes,unknown,yes,yes,yes,unknown,+49 911 23734733,not_provided,http://www.norma-online.de/,52.540119,13.6100206,osm,marzahn-hellersdorf,hellersdorf,1005,11010010
865186898,alnatura super natur markt,Greifswalder Straße,unknown,10409,Berlin,mo-sa 08:00-20:00,alnatura,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5428018,13.4413712,osm,pankow,prenzlauer berg,0301,11003003
866236232,asia markt,dircksenstraße,102,10178,berlin,mo-sa 09:00-20:00,independent,unknown,yes,yes,yes,unknown,limited,unknown,+49-30-8471 2697,not_provided,not_provided,52.5191809,13.4147953,osm,mitte,mitte,0101,11001001
868336312,penny,grellstraße,75,10409,berlin,mo-sa 07:00-22:00,penny,unknown,unknown,unknown,unknown,unknown,limited,unknown,not_provided,not_provided,https://www.penny.de/,52.5456563,13.4297494,osm,pankow,prenzlauer berg,0301,11003003
868336319,rewe,grellstraße,75,10409,berlin,mo-fr 07:00-24:00; sa 07:00-23:30,rewe,unknown,unknown,unknown,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.5452959,13.43009,osm,pankow,prenzlauer berg,0301,11003003
873462918,ng markt,naunynstraße,11,10997,berlin,mo-sa 07:00-20:00,independent,unknown,yes,yes,yes,unknown,yes,unknown,not_provided,not_provided,https://ngmarkt.de/,52.5012843,13.4240213,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
892779992,lidl,kniprodestraße,26a,10407,berlin,mo-sa 07:00-21:00,lidl,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5343355,13.4456503,osm,pankow,prenzlauer berg,0301,11003003
901013001,netto marken-discount,Bahnhofstraße,unknown,13129,Berlin,mo-sa 07:00-21:00,netto marken-discount,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.netto-online.de/filialen/berlin-blankenburg/bahnhofstrasse-31-a/5115/,52.5909543,13.4453656,osm,pankow,blankenburg,0303,11003003
901799431,edeka,hasenheide,107-108,10967,berlin,mo-sa 08:00-21:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4864287,13.4214953,osm,neukölln,neukölln,0801,11008008
910429968,bio company,chausseestraße,19,10115,berlin,mo-sa 08:00-21:00,bio company,unknown,yes,unknown,unknown,unknown,yes,wlan,not_provided,not_provided,not_provided,52.5301762,13.3838213,osm,mitte,mitte,0101,11001001
919491996,edeka,Skarbinastraße,unknown,12309,Berlin,mo-sa 08:00-20:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 7453073,not_provided,not_provided,52.3928926,13.4203811,osm,tempelhof-schöneberg,lichtenrade,0706,11007007
924072123,mein markt,karl-marx-allee,116,10243,berlin,"mo-we, fr 08:00-20:00; th, sa 08:00-18:00",nahkauf,unknown,unknown,unknown,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.516203,13.4469923,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
941363118,netto,sophie-charlotten-straße,25,14059,berlin,mo-sa 07:00-20:00,netto,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5166668,13.2859135,osm,charlottenburg-wilmersdorf,charlottenburg,0401,11004004
958150532,netto marken-discount,urbanstraße,122,10967,berlin,mo-sa 07:00-21:00,netto marken-discount,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.netto-online.de/filialen/berlin-kreuzberg/urbanstr-122/7764/,52.491318,13.4177006,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
960127307,lidl,leipziger straße,42,10117,berlin,mo-sa 07:00-22:00,lidl,unknown,unknown,unknown,unknown,unknown,yes,wlan,+498004353361,not_provided,https://www.lidl.de/filialen/berlin-mitte/mitte-leipziger-str-45b.html,52.5104276,13.3950162,osm,mitte,mitte,0101,11001001
975312179,asia-mekong,henriette-herz-platz,1,10178,berlin,"mo-sa 10:00-20:00; su,ph off",independent,unknown,yes,yes,unknown,unknown,limited,unknown,not_provided,not_provided,http://www.asia-mekong.de/,52.5220546,13.4011035,osm,mitte,mitte,0101,11001001
975878746,aldi,streitstraße,5-19,13587,berlin,"mo-sa 07:00-21:00; su,ph off",aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.aldi-nord.de/,52.5575599,13.209115,osm,spandau,hakenfelde,0507,11005005
976106227,lidl,mühlenstraße,2,14167,berlin,"mo-sa 07:00-21:00; ph,su off",lidl,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4294767,13.2603047,osm,steglitz-zehlendorf,zehlendorf,0604,11006006
977283951,aldi,karl-marx-straße,unknown,12055,berlin,mo-sa 07:00-21:00,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.aldi-nord.de/,52.4687326,13.4444074,osm,neukölln,neukölln,0801,11008008
988558155,edeka,stephanstraße,37-43,10559,berlin,mo-sa 07:00-22:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,wlan,not_provided,not_provided,https://www.edeka.de/,52.5319137,13.3444505,osm,mitte,moabit,0102,11001001
989194577,lidl,Wisbyer Straße,unknown,10439,Berlin,mo-sa 07:00-21:00,lidl,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5525558,13.4214016,osm,pankow,prenzlauer berg,0301,11003003
1003894168,kiezmarkt,weidenweg,56,10247,berlin,mo-sa 08:00-22:00,independent,unknown,unknown,unknown,unknown,unknown,limited,unknown,+49 30 42016707,not_provided,not_provided,52.5188322,13.4543654,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
1004454203,timi asia supermarkt,kieler straße,4,12163,berlin,mo-fr 09:00-20:00; sa 09:00-20:00,independent,asian,unknown,unknown,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.4584693,13.3238971,osm,steglitz-zehlendorf,steglitz,0601,11006006
1008550282,edeka,Falkenseer Chaussee,unknown,13583,Berlin,unknown,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5469822,13.1862505,osm,spandau,falkenhagener feld,0508,11005005
1029675404,aldi,hildburghauser straße,3,12279,Berlin,mo-sa 07:00-20:00,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hildburghauser-strasse-3/3180755,52.4123187,13.3606387,osm,tempelhof-schöneberg,marienfelde,0705,11007007
1030066956,aldi,landsberger allee,277,13055,berlin,mo-sa 07:00-20:00,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.534814,13.4968487,osm,lichtenberg,alt-hohenschönhausen,1110,11011011
1036581040,netto marken-discount,Planufer,unknown,10967,Berlin,mo-sa 07:00-22:00,netto marken-discount,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.netto-online.de/filialen/berlin-kreuzberg/kottbusser-damm-1/7761/,52.4954436,13.4199628,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
1039403106,nah und gut,kreuznacher straße,68,14197,berlin,mo-sa 08:00-20:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4673513,13.3109506,osm,charlottenburg-wilmersdorf,wilmersdorf,0402,11004004
1039633309,netto marken-discount,Landsberger Allee,217k,13055,Berlin,mo-sa 07:00-22:00,netto marken-discount,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.netto-online.de/filialen/berlin-hohenschoenhausen/landsberger-allee-217-k/7546/,52.5344474,13.4879509,osm,lichtenberg,alt-hohenschönhausen,1110,11011011
1065121023,kaufland,am juliusturm,42-46,13599,berlin,mo-fr 07:00-24:00; sa 07:00-23:30,kaufland,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5377219,13.2186317,osm,spandau,haselhorst,0502,11005005
1070129764,nahkauf,dessauerstraße,64,12249,berlin,"mo-sa 07:00-20:00; ph,su off",nahkauf,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4292607,13.346614,osm,steglitz-zehlendorf,lankwitz,0603,11006006
1080863820,bio company,teltower damm,13,14169,berlin,"mo-sa 08:00-20:00; ph,su off",bio company,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4336816,13.2600711,osm,steglitz-zehlendorf,zehlendorf,0604,11006006
1094096941,rewe,helene-weigel-platz,1,12681,berlin,mo-sa 07:00-22:00; ph off,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.rewe.de/,52.5274856,13.5383825,osm,marzahn-hellersdorf,marzahn,1001,11010010
1110336185,edeka,frankfurter allee,105,10247,berlin,mo-sa 08:00-21:00; ph off,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5144935,13.4737376,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
1110843201,rewe,chausseestraße,118-120,10115,berlin,mo-sa 07:00-23:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,wlan,not_provided,not_provided,https://www.rewe.de/marktseite/berlin-mitte/1350032/rewe-markt-chausseestr-118-120/,52.5295638,13.3839754,osm,mitte,mitte,0101,11001001
1111017123,denns biomarkt,schliemannstraße,48,10437,berlin,mo-sa 08:00-21:00,denns biomarkt,unknown,yes,yes,yes,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5407418,13.4163913,osm,pankow,prenzlauer berg,0301,11003003
1112868721,rewe,rollbergstraße,59,12053,berlin,mo-fr 06:00-24:00; sa 06:00-23:30; ph off,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4785578,13.4297779,osm,neukölln,neukölln,0801,11008008
1120057646,penny,Hermann-Hesse-Straße,unknown,13156,Berlin,mo-sa 07:00-22:00,penny,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5813965,13.4017946,osm,pankow,niederschönhausen,0311,11003003
1120057650,netto marken-discount,schönhauser allee,78,10439,berlin,mo-sa 08:00-22:00,netto marken-discount,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.netto-online.de/filialen/berlin-prenzlauer-berg/schoenhauser-allee-78/7513/,52.5498396,13.414376,osm,pankow,prenzlauer berg,0301,11003003
1143798305,rewe city,greifswalder straße,155a,10409,Berlin,mo-sa 06:00-22:00,rewe,unknown,yes,yes,yes,unknown,yes,wlan,not_provided,not_provided,not_provided,52.5436744,13.4412596,osm,pankow,prenzlauer berg,0301,11003003
1149021382,aldi,Pankower Allee,unknown,13409,Berlin,closed,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,no,not_provided,not_provided,not_provided,52.5643169,13.3668064,osm,reinickendorf,reinickendorf,1201,11012012
1149666418,nah und gut,werner-voß-damm,37,12101,berlin,mo-fr 07:00-20:00; sa 07:00-16:00,edeka,unknown,unknown,unknown,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.4743292,13.3716214,osm,tempelhof-schöneberg,tempelhof,0703,11007007
1187333066,denns biomarkt,grolmanstraße,48,10623,berlin,mo-sa 08:00-21:00,denns biomarkt,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 30831710,not_provided,not_provided,52.5050178,13.3233806,osm,charlottenburg-wilmersdorf,charlottenburg,0401,11004004
1193352453,edeka yaras,mariendorfer damm,186,12107,berlin,"mo-sa 07:00-22:00; ph,su off",edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4349946,13.3891249,osm,tempelhof-schöneberg,mariendorf,0704,11007007
1203692599,lidl,luisenstraße,52,10117,berlin,mo-sa 07:00-21:00,lidl,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.lidl.de/filialen/berlin-mitte/mitte-luisenstr-52.html,52.5244433,13.3795237,osm,mitte,mitte,0101,11001001
1207355255,phung,Eisenacher Straße,unknown,10781,Berlin,mo-fr 07:30-19:00; sa 07:30-16:00,independent,unknown,unknown,unknown,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.4913551,13.3494294,osm,tempelhof-schöneberg,schöneberg,0701,11007007
1224795204,mini spar,Reichenberger Straße,unknown,10999,Berlin,mo-sa 08:00-21:00,independent,unknown,unknown,unknown,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.4937046,13.4371652,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
1224801762,rewe,buckower damm,50,12349,berlin,"mo-fr 07:00-24:00; sa 07:00-23:30; su,ph off",rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4399784,13.4341127,osm,neukölln,britz,0802,11008008
1225486132,denns biomarkt,Hasenheide,108a,10967,Berlin,mo-sa 08:00-21:00,denns biomarkt,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4857356,13.4214749,osm,neukölln,neukölln,0801,11008008
1226244579,rewe,otto-suhr-allee,80-82,10585,berlin,"mo-sa 07:00-22:00; su,ph off",rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5166007,13.3101619,osm,charlottenburg-wilmersdorf,charlottenburg,0401,11004004
1234107297,supercoop,oudenarder straße,16,13347,berlin,mo-sa 09:00-20:00,independent,unknown,unknown,yes,unknown,unknown,yes,wlan,not_provided,not_provided,not_provided,52.5533553,13.358475,osm,mitte,wedding,0105,11001001
1234547262,penny,müllerstraße,40,13353,berlin,mo-sa 08:00-21:00,penny,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,https://www.penny.de/,52.5500887,13.3533095,osm,mitte,wedding,0105,11001001
1252306901,eurogida,albrechtstraße,19,12167,berlin,mo-sa 08:00-20:00,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 70 09 64 10,not_provided,https://www.eurogida.de/filialen,52.4544826,13.3273923,osm,steglitz-zehlendorf,steglitz,0601,11006006
1254284372,rewe,Am Borsigturm,2,13507,Berlin,mo-sa 07:00-22:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5844268,13.2852155,osm,reinickendorf,tegel,1202,11012012
1256746140,lpg biomarkt,kollwitzstraße,17,10405,berlin,mo-sa 08:00-21:00,lpg biomarkt,unknown,unknown,unknown,unknown,unknown,yes,no,+49 30 322971400,not_provided,not_provided,52.5327995,13.4137041,osm,pankow,prenzlauer berg,0301,11003003
1262549048,asia supermarkt,Neue Kantstraße,unknown,14057,Berlin,mo-sa 08:00-20:00,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5065392,13.2926335,osm,charlottenburg-wilmersdorf,charlottenburg,0401,11004004
1282080435,nazar market,wilmersdorfer straße,132,10627,berlin,unknown,independent,unknown,no,no,unknown,unknown,no,unknown,not_provided,not_provided,not_provided,52.510727,13.3056473,osm,charlottenburg-wilmersdorf,charlottenburg,0401,11004004
1294273280,bio company,bundesallee,104–105,12161,berlin,mo-sa 08:00-20:00; ph off,bio company,unknown,unknown,unknown,yes,unknown,yes,unknown,not_provided,not_provided,https://www.biocompany.de/bio-company-markt-finden/l/berlin/bundesallee-104-105/2941675,52.4655619,13.3286246,osm,tempelhof-schöneberg,friedenau,0702,11007007
1306177277,radhaa,Sonnenallee,unknown,12047,Berlin,mo-sa 10:00-20:00,independent,african; asian; indian,unknown,unknown,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.4872439,13.427558,osm,neukölln,neukölln,0801,11008008
1307115268,bereket market,hermannstraße,166,12051,berlin,mo-sa 08:00-19:30,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 622883,not_provided,http://bereketmarket-berlin.de,52.4696138,13.4303727,osm,neukölln,neukölln,0801,11008008
1311839516,bio company,voigtstraße,38,10247,berlin,mo-sa 08:00-21:00,bio company,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5160394,13.4679239,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
1312144101,city supermarkt,krausenstraße,11,10117,berlin,mo-fr 08:00-23:00; sa 10:00-23:00,independent,unknown,yes,yes,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.5094113,13.391561,osm,mitte,mitte,0101,11001001
1336718187,eurogida,Hertefeldstraße,unknown,13597,Berlin,mo-sa 07:00-20:00,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5383903,13.2072817,osm,spandau,spandau,0501,11005005
1336738281,rewe,skalitzer straße,134,10999,berlin,mo-fr 07:00-00:00; sa 07:00-23:30,rewe,unknown,unknown,unknown,unknown,unknown,yes,wlan,+493061709073,not_provided,https://www.rewe.de/marktseite/berlin-kreuzberg/1931140/rewe-markt-skalitzer-str-134/,52.4994272,13.4187092,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
1349696689,go asia,Reichstagufer,unknown,10117,Berlin,mo-su 09:00-22:00,go asia,unknown,yes,yes,yes,unknown,yes,unknown,+ 49 30 76887575,not_provided,https://goasia.net/de/store_list/berlin-friedrichstrasse,52.5214186,13.387769,osm,mitte,mitte,0101,11001001
1349696696,rewe city,friedrichstraße,100,10117,berlin,mo-sa 07:00-23:30,rewe,unknown,yes,yes,yes,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5205382,13.3886757,osm,mitte,mitte,0101,11001001
1354602117,lpg biomarkt,hauptstraße,78,12159,berlin,mo-sa 08:00-21:00,lpg biomarkt,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 55651008,not_provided,http://www.lpg-naturkost.de,52.4731384,13.3368295,osm,tempelhof-schöneberg,friedenau,0702,11007007
1362016421,netto,wittenberger straße,76-80,12689,berlin,mo-sa 08:00-20:00,netto,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5651696,13.5710175,osm,marzahn-hellersdorf,marzahn,1001,11010010
1370691440,edeka fromm,müllerstraße,127,13349,berlin,mo-sa 08:00-22:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5526675,13.3476614,osm,mitte,wedding,0105,11001001
1379344535,centro italia,großbeerenstraße,171,12277,berlin,mo-fr 09:00-18:30; sa 09:00-14:00,independent,unknown,yes,yes,yes,unknown,yes,unknown,+49 30 7411018,not_provided,https://centro-italia.de/supermaerkte-italienische-lebensmittel/,52.4283842,13.3773195,osm,tempelhof-schöneberg,mariendorf,0704,11007007
1379836611,netto,Gotthardstraße,unknown,13407,Berlin,"mo-we 08:00-20:00, th-sa 08:00-21:00",netto,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5664899,13.3461341,osm,reinickendorf,reinickendorf,1201,11012012
1383599532,nahcity duong,greifswalder straße,119,10405,berlin,"mo-fr 08:00-20:00; sa 08:00-20:30; su, ph off",nahkauf,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.536064,13.4324034,osm,pankow,prenzlauer berg,0301,11003003
1389419217,kauf markt,torstraße,169-171,10115,Berlin,24/7,independent,unknown,yes,yes,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.5290342,13.3952307,osm,mitte,mitte,0101,11001001
1391580006,rewe,schloßstraße,34-36 / grunewaldstraße 1-3,12163,berlin,"mo-sa 08:00-20:00; ph,su off",rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4576732,13.3208595,osm,steglitz-zehlendorf,steglitz,0601,11006006
1394709850,nah und gut,rohrdamm,unknown,13629,berlin,unknown,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5414602,13.2618045,osm,spandau,siemensstadt,0503,11005005
1397070330,afghan zamin supermarkt,hauptstraße,114-115,10827,berlin,unknown,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.482083,13.3491516,osm,tempelhof-schöneberg,schöneberg,0701,11007007
1402023314,nahkauf,Wrangelstraße,unknown,10997,Berlin,mo-fr 07:00-21:00; sa 08:00-21:00,nahkauf,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4979408,13.4438854,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
1415880278,edeka kiemarkt,torstraße,206,10115,berlin,mo-sa 08:00-22:00,edeka,unknown,unknown,unknown,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.5278268,13.3917759,osm,mitte,mitte,0101,11001001
1417005880,...nah und gut,ehrenfelder platz,3,12524,berlin,mo-fr 08:00-20:00; sa 08:00-16:00,edeka,unknown,unknown,unknown,unknown,unknown,yes,unknown,+49 30 67909300,not_provided,not_provided,52.4018551,13.54297,osm,treptow-köpenick,altglienicke,0906,11009009
1446214034,penny,Reichenberger Straße,unknown,10999,Berlin,mo-sa 07:00-22:00,penny,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4951473,13.4284148,osm,friedrichshain-kreuzberg,kreuzberg,0202,11002002
1463883876,denns biomarkt,hermann-hesse-straße,4,13156,berlin,mo-sa 08:00-21:00,denns biomarkt,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5809357,13.4027152,osm,pankow,niederschönhausen,0311,11003003
1465074342,wurzelwerk bioladen,oderstraße,10,10247,berlin,sa 09:00-15:00; mo-fr 09:00-19:30,independent,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5113295,13.4680466,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
1465075423,wurzelwerk bioladen,kaskelstraße,16,10317,berlin,mo-fr 09:30-19:30; sa 09:30-14:30,independent,unknown,no,no,unknown,unknown,limited,unknown,not_provided,not_provided,not_provided,52.5047115,13.477134,osm,lichtenberg,rummelsburg,1112,11011011
1468082518,rewe city,rheinstraße,30,12161,berlin,mo-sa 06:00-22:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.467044,13.3299032,osm,tempelhof-schöneberg,friedenau,0702,11007007
1487167492,bio company,boxhagener straße,73,10245,berlin,"mo-sa 08:00-21:00; su,ph off",bio company,unknown,yes,yes,yes,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5069507,13.468918,osm,friedrichshain-kreuzberg,friedrichshain,0201,11002002
1493309776,rewe,hauptstraße,70,13127,berlin,mo-sa 07:00-22:00,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.6039283,13.4324718,osm,pankow,französisch buchholz,0310,11003003
1500162209,rewe,karl-marx-straße,92-98,12043,berlin,mo-fr 07:00-24:00; sa 07:00-23:30,rewe,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4798626,13.4357683,osm,neukölln,neukölln,0801,11008008
1500162675,aldi,karl-marx-straße,92-98,12043,berlin,mo-sa 07:00-21:00,aldi nord,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.4797665,13.4362242,osm,neukölln,neukölln,0801,11008008
1534211674,lidl,märkische allee,140a,12681,berlin,mo-sa 07:00-21:00,lidl,unknown,unknown,unknown,unknown,unknown,yes,unknown,not_provided,not_provided,not_provided,52.5309093,13.5372987,osm,marzahn-hellersdorf,marzahn,1001,11010010
