immo_id,title,address,zip_code,latitude,longitude,contact_name,kitchen,balcony,garden,cellar,private,rooms,sqm,rent,extra_costs,media_count,url,neighborhood,district
immowelt_ultimate_10_00231,Gemütliche 6-Zimmer-Zwischenetage in Berlin-Zehlendorf,Schönhauser Allee 250,14163,52.454513,13.550456,,0,0,1,0,1,6.0,189,5260.763033,,22,https://www.immowelt.de/expose/berlin-zehlendorf-231,Niederschöneweide,Niederschöneweide
immowelt_ultimate_10_00232,Luxuriöse 3-Zimmer-Maisonette in Berlin-Friedrichshain,Frankfurter Allee 18,10245,52.368821,13.431936,Müller & Partner Immobilien,1,1,0,1,0,3.0,81,3058.57343,293.07,6,https://www.immowelt.de/expose/berlin-friedrichshain-232,,Dahme-Spreewald
immowelt_ultimate_10_00233,"Gemütliche 5,5-Zimmer-Maisonette in Berlin-Pankow",Neukölln 102,13127,52.384188,13.723565,,0,1,0,0,1,5.5,171,2451.33838,267.33,26,https://www.immowelt.de/expose/berlin-pankow-233,Wernsdorf,Wernsdorf
immowelt_ultimate_10_00234,"Moderne 1,5-Zimmer-Hochparterre in Berlin-Grunewald",Friedrichstraße 170,14193,52.338915,13.681384,Metropolitan Properties,1,1,1,1,1,1.5,59,2939.562579,241.33,29,https://www.immowelt.de/expose/berlin-grunewald-234,Wernsdorf,Wernsdorf
immowelt_ultimate_10_00235,"Bezugsfreie 5,5-Zimmer-Erdgeschoss in Berlin-Schöneberg",Kantstraße 167,10785,52.526805,13.168379,Premium Wohnen Berlin,1,1,0,0,0,5.5,186,8424.069458,171.24,31,https://www.immowelt.de/expose/berlin-schöneberg-235,Wilhelmstadt,Spandau
immowelt_ultimate_10_00236,Stilvolle 4-Zimmer-Souterrainwohnung in Berlin-Steglitz,Friedrichstraße 54,12163,52.313672,13.642013,Urban Living Berlin,1,0,1,0,1,4.0,92,1576.534316,,31,https://www.immowelt.de/expose/berlin-steglitz-236,,Dahme-Spreewald
immowelt_ultimate_10_00237,Freundliche 2-Zimmer-Wohnung mit Balkon in Berlin-Neukölln,Brunnenstraße 15,12043,52.342255,13.598579,Müller & Partner Immobilien,1,1,1,0,1,2.0,47,532.9105847,198.6,34,https://www.immowelt.de/expose/berlin-neukölln-237,,Dahme-Spreewald
immowelt_ultimate_10_00238,Sanierte 7-Zimmer-Galeriewohnung in Berlin-Tegel,Leipziger Straße 174,13507,52.655517,13.542839,,0,1,0,0,1,7.0,128,2269.136041,,21,https://www.immowelt.de/expose/berlin-tegel-238,Zepernick,Zepernick
immowelt_ultimate_10_00239,Renovierte 1-Zimmer-Penthouse in Berlin-Schöneberg,Reinickendorfer Straße 276,10785,52.327695,13.555724,Berliner Immobilien Service,0,1,1,0,1,1.0,46,2393.366266,292.05,28,https://www.immowelt.de/expose/berlin-schöneberg-239,,Dahme-Spreewald
immowelt_ultimate_10_00240,"Schöne 1,5-Zimmer-Turmwohnung in Berlin-Moabit",Kurfürstendamm 16,10555,52.52594,13.252446,,0,0,1,0,0,1.5,52,1417.22376,396.9,13,https://www.immowelt.de/expose/berlin-moabit-240,Westend,Westend
immowelt_ultimate_10_00241,Bezugsfreie 4-Zimmer-Neubau in Berlin-Wedding,Residenzstraße 105,13347,52.496496,13.263934,Kiez Immobilien,0,1,1,0,0,4.0,98,2441.055692,,21,https://www.immowelt.de/expose/berlin-wedding-241,Westend,Westend
immowelt_ultimate_10_00242,Designer 5-Zimmer-Dachgeschoss in Berlin-Frohnau,Winterfeldtplatz 144,13465,52.361257,13.710453,City Living Berlin,1,1,0,1,1,5.0,117,3218.302997,398.5,27,https://www.immowelt.de/expose/berlin-frohnau-242,Wernsdorf,Wernsdorf
immowelt_ultimate_10_00243,"Schöne 4,5-Zimmer-Maisonette in Berlin-Kreuzberg",Friedrichstraße 187,10965,52.522102,13.274538,Kreuzberg Wohnen,1,1,0,1,0,4.5,135,2347.784894,274.16,26,https://www.immowelt.de/expose/berlin-kreuzberg-243,Westend,Westend
immowelt_ultimate_10_00244,"Moderne 6,5-Zimmer-Wohnung mit Garten in Berlin-Spandau",Thielallee 145,13595,52.300759,13.422477,Hausverwaltung Berlin,0,1,0,0,0,6.5,174,2587.759165,128.74,13,https://www.immowelt.de/expose/berlin-spandau-244,Rangsdorf,Rangsdorf
immowelt_ultimate_10_00245,"Charmante 5,5-Zimmer-Galeriewohnung in Berlin-Friedrichshain",Yorckstraße 148,10245,52.567827,13.574316,Kreuzberg Wohnen,1,1,0,0,0,5.5,192,5024.179851,391.75,25,https://www.immowelt.de/expose/berlin-friedrichshain-245,Berlin-Ahrensfelde,Marzahn
immowelt_ultimate_10_00246,Luxuriöse 1-Zimmer-Wohnung mit Terrasse in Berlin-Dahlem,Rheinstraße 218,14195,52.323774,13.33771,Berliner Immobilien Service,0,0,0,0,1,1.0,23,776.8570466,82.52,34,https://www.immowelt.de/expose/berlin-dahlem-246,,Teltow-Fläming
immowelt_ultimate_10_00247,"Zentrale 1,5-Zimmer-Wohnung in Berlin-Spandau",Karl-Marx-Allee 124,13599,52.31411,13.212823,,0,0,0,0,0,1.5,40,710.7667205,315.79,17,https://www.immowelt.de/expose/berlin-spandau-247,Struveshof,Struveshof
immowelt_ultimate_13_00248,"Charmante 1,5-Zimmer-Zwischenetage in Berlin-Reinickendorf",Königin-Luise-Straße 241,13435,52.570324,13.169133,Spree Properties,0,0,0,0,0,1.5,41,998.6228378,,29,https://www.immowelt.de/expose/berlin-reinickendorf-248,Hakenfelde,Spandau
immowelt_ultimate_13_00249,"Helle 3,5-Zimmer-Studio in Berlin-Tegel",Mehringdamm 93,13507,52.462773,13.680609,Kreuzberg Wohnen,0,0,0,0,1,3.5,110,1099.660128,86.54,27,https://www.immowelt.de/expose/berlin-tegel-249,,Oder-Spree
immowelt_ultimate_13_00250,Stilvolle 4-Zimmer-Neubau in Berlin-Grunewald,Leipziger Straße 255,14193,52.427923,13.260376,Premium Wohnen Berlin,1,1,1,0,1,4.0,118,4752.23291,45.7,12,https://www.immowelt.de/expose/berlin-grunewald-250,Zehlendorf,Zehlendorf
immowelt_ultimate_13_00251,"Kernsanierte 6,5-Zimmer-Etagenwohnung in Berlin-Neukölln",Bergmannstraße 176,12051,52.366893,13.727135,,0,1,0,0,0,6.5,159,3725.233787,,17,https://www.immowelt.de/expose/berlin-neukölln-251,Wernsdorf,Wernsdorf
immowelt_ultimate_13_00252,"Ruhige 1,5-Zimmer-Wohnung in Berlin-Wilmersdorf",Bergmannstraße 192,10717,52.346949,13.524867,,1,0,0,1,1,1.5,37,2061.590648,255.58,22,https://www.immowelt.de/expose/berlin-wilmersdorf-252,,Dahme-Spreewald
immowelt_ultimate_13_00253,"Helle 3,5-Zimmer-Gartenwohnung in Berlin-Treptow",Clayallee 5,12459,52.465505,13.498757,,0,0,0,0,0,3.5,81,1251.916347,357.88,14,https://www.immowelt.de/expose/berlin-treptow-253,Niederschöneweide,Niederschöneweide
immowelt_ultimate_13_00254,Großzügige 2-Zimmer-Altbau in Berlin-Mitte,Alexanderplatz 297,10178,52.416717,13.413665,,0,1,0,0,0,2.0,40,1340.016037,,20,https://www.immowelt.de/expose/berlin-mitte-254,Neu-Buckow,Buckow
immowelt_ultimate_13_00255,Möblierte 6-Zimmer-Gartenwohnung in Berlin-Dahlem,Greifswalder Straße 84,14195,52.331046,13.10555,,1,0,0,0,0,6.0,158,4902.77091,212.24,29,https://www.immowelt.de/expose/berlin-dahlem-255,,Potsdam-Mittelmark
immowelt_ultimate_13_00256,Top-moderne 2-Zimmer-Zwischenetage in Berlin-Wedding,Unter den Linden 113,13351,52.690855,13.283685,,1,1,0,0,1,2.0,70,1336.324029,,25,https://www.immowelt.de/expose/berlin-wedding-256,Birkenwerder Nord,Birkenwerder Nord
immowelt_ultimate_13_00257,"Designer 1,5-Zimmer-Souterrainwohnung in Berlin-Frohnau",Kantstraße 161,13465,52.319204,13.556033,Berlin Living GmbH,0,1,0,0,1,1.5,47,1615.632936,300.78,27,https://www.immowelt.de/expose/berlin-frohnau-257,,Dahme-Spreewald
immowelt_ultimate_13_00258,"Sonnige 2,5-Zimmer-Galeriewohnung in Berlin-Hellersdorf",Karl-Marx-Straße 65,12627,52.660753,13.616133,,0,0,0,0,1,2.5,78,806.7796984,,21,https://www.immowelt.de/expose/berlin-hellersdorf-258,Börnicke,Börnicke
immowelt_ultimate_13_00259,"Ruhige 1,5-Zimmer-Altbau in Berlin-Kreuzberg",Müllerstraße 232,10961,52.370086,13.717812,Steglitz Properties,0,1,0,1,1,1.5,75,2800.972183,234.85,14,https://www.immowelt.de/expose/berlin-kreuzberg-259,Wernsdorf,Wernsdorf
immowelt_ultimate_13_00260,Gemütliche 4-Zimmer-Wohnung mit Garten in Berlin-Kreuzberg,Torstraße 108,10997,52.676699,13.591424,Steglitz Properties,1,1,0,0,0,4.0,81,3797.155371,251.62,31,https://www.immowelt.de/expose/berlin-kreuzberg-260,Stadtkern,Stadtkern
immowelt_ultimate_13_00261,Ruhige 7-Zimmer-Altbau in Berlin-Hellersdorf,Leipziger Straße 3,12623,52.531884,13.670114,Friedrichshain Properties,0,0,1,0,1,7.0,123,1425.029132,250.57,21,https://www.immowelt.de/expose/berlin-hellersdorf-261,,Märkisch-Oderland
immowelt_ultimate_13_00262,Geräumige 2-Zimmer-Turmwohnung in Berlin-Neukölln,Hermannstraße 78,12049,52.330928,13.417409,Urban Living Berlin,1,1,0,0,1,2.0,71,1488.402064,184.0,7,https://www.immowelt.de/expose/berlin-neukölln-262,,Teltow-Fläming
immowelt_ultimate_13_00263,Großzügige 2-Zimmer-Maisonette in Berlin-Marzahn,Winterfeldtplatz 261,12681,52.546195,13.406713,Hausverwaltung Berlin,0,0,0,0,1,2.0,43,590.2202267,158.82,6,https://www.immowelt.de/expose/berlin-marzahn-263,Gleimviertel,Prenzlauer Berg
immowelt_ultimate_13_00264,"Gemütliche 4,5-Zimmer-Galeriewohnung in Berlin-Prenzlauer Berg",Torstraße 123,10409,52.5651,13.760388,,1,1,0,1,0,4.5,135,6990.870619,322.78,26,https://www.immowelt.de/expose/berlin-prenzlauer-berg-264,,Märkisch-Oderland
immowelt_ultimate_13_00265,"Attraktive 5,5-Zimmer-Apartment in Berlin-Moabit",Potsdamer Platz 170,10555,52.328885,13.366972,,0,1,0,0,1,5.5,156,2487.937243,125.63,18,https://www.immowelt.de/expose/berlin-moabit-265,,Teltow-Fläming
immowelt_ultimate_13_00266,Top-moderne 4-Zimmer-Maisonette in Berlin-Neukölln,Neukölln 111,12051,52.359737,13.60763,Neukölln Properties,1,1,1,1,1,4.0,84,1227.133807,314.53,20,https://www.immowelt.de/expose/berlin-neukölln-266,,Dahme-Spreewald
immowelt_ultimate_13_00267,Hochwertige 6-Zimmer-Gartenwohnung in Berlin-Charlottenburg,Wilmersdorfer Straße 148,10623,52.450874,13.323532,Wedding Wohnen,0,1,0,0,1,6.0,132,4841.929185,,16,https://www.immowelt.de/expose/berlin-charlottenburg-267,Steglitz,Steglitz
immowelt_ultimate_13_00268,Exklusive 3-Zimmer-Loft in Berlin-Hellersdorf,Warschauer Straße 291,12623,52.646729,13.427305,,1,0,1,1,0,3.0,93,1470.633501,191.89,13,https://www.immowelt.de/expose/berlin-hellersdorf-268,,Barnim
immowelt_ultimate_13_00269,Helle 4-Zimmer-Maisonette in Berlin-Mitte,Badstraße 163,10117,52.396764,13.179399,Kreuzberg Wohnen,1,1,0,1,0,4.0,109,5401.448349,255.95,16,https://www.immowelt.de/expose/berlin-mitte-269,Stahnsdorf,Stahnsdorf
immowelt_ultimate_13_00270,Traumhafte 3-Zimmer-Penthouse in Berlin-Neukölln,Schönhauser Allee 270,12057,52.607225,13.603254,,0,1,0,0,1,3.0,78,1157.727329,187.37,9,https://www.immowelt.de/expose/berlin-neukölln-270,,Barnim
immowelt_ultimate_13_00271,Zentrale 5-Zimmer-Dachterrassenwohnung in Berlin-Pankow,Alexanderplatz 44,13189,52.312069,13.484882,,0,1,0,1,1,5.0,114,2237.122969,,31,https://www.immowelt.de/expose/berlin-pankow-271,,Teltow-Fläming
immowelt_ultimate_13_00272,Luxuriöse 6-Zimmer-Penthouse in Berlin-Charlottenburg,Spandauer Damm 219,10627,52.453536,13.399592,Urban Living Berlin,1,1,0,1,1,6.0,172,7163.158871,,22,https://www.immowelt.de/expose/berlin-charlottenburg-272,Tempelhof,Tempelhof
immowelt_ultimate_13_00273,"Repräsentative 3,5-Zimmer-Erdgeschoss in Berlin-Köpenick",Warschauer Straße 190,12555,52.350158,13.111002,,0,1,0,0,0,3.5,101,1361.362914,354.82,25,https://www.immowelt.de/expose/berlin-köpenick-273,,Potsdam-Mittelmark
immowelt_ultimate_13_00274,Erstbezug 3-Zimmer-Dachgeschoss in Berlin-Zehlendorf,Kantstraße 142,14165,52.52957,13.337266,,0,1,0,0,0,3.0,63,998.8343232,,17,https://www.immowelt.de/expose/berlin-zehlendorf-274,Moabit,Moabit
immowelt_ultimate_13_00275,"Sonnige 3,5-Zimmer-Hochparterre in Berlin-Prenzlauer Berg",Simon-Dach-Straße 45,10409,52.685374,13.742203,,0,1,1,1,1,3.5,113,5788.45152,159.85,32,https://www.immowelt.de/expose/berlin-prenzlauer-berg-275,,Barnim
immowelt_ultimate_13_00276,"Traumhafte 4,5-Zimmer-Zwischenetage in Berlin-Wilmersdorf",Thielallee 63,10715,52.517514,13.288384,Berlin Living GmbH,0,0,1,0,1,4.5,119,6414.835419,,12,https://www.immowelt.de/expose/berlin-wilmersdorf-276,Charlottenburg,Charlottenburg
immowelt_ultimate_13_00277,Charmante 7-Zimmer-Hochparterre in Berlin-Tempelhof,Residenzstraße 286,12105,52.353276,13.254442,Prenzlauer Berg Living,1,1,0,0,1,7.0,120,3789.329805,188.15,26,https://www.immowelt.de/expose/berlin-tempelhof-277,Ruhlsdorf,Ruhlsdorf
immowelt_ultimate_13_00278,"Möblierte 4,5-Zimmer-Wohnung mit Garten in Berlin-Tegel",Karl-Marx-Allee 118,13509,52.689576,13.415758,,1,1,0,0,0,4.5,117,2354.672302,253.34,35,https://www.immowelt.de/expose/berlin-tegel-278,,Barnim
immowelt_ultimate_13_00279,Großzügige 6-Zimmer-Maisonette in Berlin-Lichtenberg,Karl-Marx-Allee 205,10365,52.512821,13.725034,Mitte Immobilien,1,1,1,0,0,6.0,145,3600.5661,218.04,17,https://www.immowelt.de/expose/berlin-lichtenberg-279,,Märkisch-Oderland
immowelt_ultimate_13_00280,"Gepflegte 3,5-Zimmer-Wohnung mit Terrasse in Berlin-Wilmersdorf",Leipziger Straße 173,10711,52.411608,13.253208,Metropolitan Properties,1,1,0,0,0,3.5,104,2031.591406,205.09,27,https://www.immowelt.de/expose/berlin-wilmersdorf-280,Zehlendorf,Zehlendorf
immowelt_ultimate_13_00281,"Erstbezug 1,5-Zimmer-Wohnung mit Garten in Berlin-Marzahn",Mehringdamm 284,12683,52.403279,13.753483,,0,0,0,0,0,1.5,60,1274.32296,357.24,8,https://www.immowelt.de/expose/berlin-marzahn-281,,Oder-Spree
immowelt_ultimate_13_00282,Lichtdurchflutete 4-Zimmer-Gartenwohnung in Berlin-Prenzlauer Berg,Sonnenallee 199,10405,52.303765,13.345923,Charlottenburg Estates,0,1,0,0,0,4.0,98,4546.483927,,16,https://www.immowelt.de/expose/berlin-prenzlauer-berg-282,,Teltow-Fläming
immowelt_ultimate_16_00283,Attraktive 2-Zimmer-Wohnung mit Terrasse in Berlin-Dahlem,Oranienstraße 149,14195,52.37046,13.372916,Hausverwaltung Berlin,0,0,0,0,0,2.0,54,1420.689062,388.72,32,https://www.immowelt.de/expose/berlin-dahlem-283,,Teltow-Fläming
immowelt_ultimate_16_00284,Geräumige 2-Zimmer-Penthouse in Berlin-Mitte,Leipziger Straße 227,10178,52.53785,13.484129,Berlin Living GmbH,0,0,0,0,0,2.0,63,3384.097956,201.67,18,https://www.immowelt.de/expose/berlin-mitte-284,Alt-Hohenschönhausen,Alt-Hohenschönhausen
immowelt_ultimate_16_00285,Gepflegte 1-Zimmer-Studio in Berlin-Steglitz,Friedrichstraße 154,12165,52.651748,13.355394,Charlottenburg Estates,0,1,0,0,1,1.0,42,732.832659,34.56,29,https://www.immowelt.de/expose/berlin-steglitz-285,,Oberhavel
immowelt_ultimate_16_00286,Top-moderne 7-Zimmer-Penthouse in Berlin-Steglitz,Bergmannstraße 6,12163,52.428629,13.467331,Berlin Living GmbH,1,1,0,0,0,7.0,171,2868.479407,289.35,10,https://www.immowelt.de/expose/berlin-steglitz-286,Campus Efeuweg,Gropiusstadt
immowelt_ultimate_16_00287,"Exklusive 2,5-Zimmer-Neubau in Berlin-Grunewald",Hermannstraße 226,14193,52.451934,13.62891,Spree Properties,1,1,1,0,1,2.5,83,2878.595313,322.36,26,https://www.immowelt.de/expose/berlin-grunewald-287,Friedrichshagen,Friedrichshagen
immowelt_ultimate_16_00288,Großzügige 5-Zimmer-Souterrainwohnung in Berlin-Steglitz,Bergmannstraße 272,12167,52.370599,13.330128,,1,1,0,1,1,5.0,137,4590.486984,,6,https://www.immowelt.de/expose/berlin-steglitz-288,,Teltow-Fläming
immowelt_ultimate_16_00289,Erstbezug 3-Zimmer-Altbau in Berlin-Grunewald,Residenzstraße 258,14193,52.318184,13.321088,,1,1,0,0,1,3.0,65,1492.855418,276.45,24,https://www.immowelt.de/expose/berlin-grunewald-289,,Teltow-Fläming
immowelt_ultimate_16_00290,"Sanierte 3,5-Zimmer-Erdgeschoss in Berlin-Spandau",Chausseestraße 274,13583,52.512497,13.484701,,1,0,0,0,1,3.5,125,2383.231549,,29,https://www.immowelt.de/expose/berlin-spandau-290,Lichtenberg,Lichtenberg
immowelt_ultimate_16_00291,"Repräsentative 3,5-Zimmer-Zwischenetage in Berlin-Mitte",Königin-Luise-Straße 150,10117,52.317147,13.144666,Kreuzberg Wohnen,1,1,0,1,1,3.5,104,5087.82461,261.14,10,https://www.immowelt.de/expose/berlin-mitte-291,,Potsdam-Mittelmark
immowelt_ultimate_16_00292,Komplett renovierte 3-Zimmer-Gartenwohnung in Berlin-Lichtenberg,Spandauer Damm 63,10317,52.557377,13.505513,,0,1,1,0,0,3.0,72,1759.65965,173.72,32,https://www.immowelt.de/expose/berlin-lichtenberg-292,Alt-Hohenschönhausen,Alt-Hohenschönhausen
immowelt_ultimate_16_00293,"Kernsanierte 1,5-Zimmer-Gartenwohnung in Berlin-Mitte",Torstraße 299,10117,52.493391,13.203022,Hauptstadt Immobilien,0,1,0,0,1,1.5,56,2113.624101,40.59,23,https://www.immowelt.de/expose/berlin-mitte-293,Grunewald,Grunewald
immowelt_ultimate_16_00294,Ruhige 2-Zimmer-Wohnung in Berlin-Spandau,Schönhauser Allee 205,13599,52.693419,13.676061,,1,0,0,0,0,2.0,59,928.8195442,,6,https://www.immowelt.de/expose/berlin-spandau-294,Sydower Fließ,Sydower Fließ
immowelt_ultimate_16_00295,"Elegante 4,5-Zimmer-Galeriewohnung in Berlin-Charlottenburg",Chausseestraße 18,10625,52.553732,13.710962,,1,1,0,0,0,4.5,112,5351.735161,366.44,33,https://www.immowelt.de/expose/berlin-charlottenburg-295,,Märkisch-Oderland
immowelt_ultimate_16_00296,"Attraktive 6,5-Zimmer-Wohnung in Berlin-Tempelhof",Bergmannstraße 15,12103,52.420628,13.478187,,1,1,0,1,1,6.5,178,4848.685901,112.6,31,https://www.immowelt.de/expose/berlin-tempelhof-296,Gropiusstadt,Gropiusstadt
immowelt_ultimate_16_00297,"Hochwertige 1,5-Zimmer-Zwischenetage in Berlin-Prenzlauer Berg",Leipziger Straße 200,10439,52.561395,13.632222,Hauptstadt Immobilien,1,1,0,0,0,1.5,59,2197.87559,149.92,26,https://www.immowelt.de/expose/berlin-prenzlauer-berg-297,,Märkisch-Oderland
immowelt_ultimate_16_00298,"Elegante 4,5-Zimmer-Etagenwohnung in Berlin-Wilmersdorf",Steglitzer Damm 185,10707,52.371241,13.443077,,0,1,0,0,1,4.5,105,4918.668003,128.23,35,https://www.immowelt.de/expose/berlin-wilmersdorf-298,,Dahme-Spreewald
immowelt_ultimate_16_00299,Komplett renovierte 1-Zimmer-Etagenwohnung in Berlin-Neukölln,Neukölln 84,12047,52.511633,13.724133,Charlottenburg Estates,0,1,0,1,1,1.0,21,300.0,328.36,27,https://www.immowelt.de/expose/berlin-neukölln-299,,Märkisch-Oderland
immowelt_ultimate_16_00300,Renovierte 1-Zimmer-Wohnung mit Garten in Berlin-Köpenick,Residenzstraße 39,12555,52.547479,13.67061,Metropolitan Properties,0,0,0,1,1,1.0,42,1062.230045,180.69,19,https://www.immowelt.de/expose/berlin-köpenick-300,,Märkisch-Oderland
immowelt_ultimate_16_00301,Möblierte 3-Zimmer-Dachterrassenwohnung in Berlin-Charlottenburg,Rheinstraße 146,10629,52.34436,13.720866,Berlin Living GmbH,1,1,0,0,0,3.0,93,3253.722925,206.96,25,https://www.immowelt.de/expose/berlin-charlottenburg-301,Wernsdorf,Wernsdorf
immowelt_ultimate_16_00302,Charmante 2-Zimmer-Penthouse in Berlin-Zehlendorf,Sonnenallee 239,14109,52.675702,13.248142,Steglitz Properties,1,1,0,0,0,2.0,59,1070.962899,,24,https://www.immowelt.de/expose/berlin-zehlendorf-302,Niederheide,Hohen Neuendorf
immowelt_ultimate_16_00303,Top-moderne 1-Zimmer-Penthouse in Berlin-Frohnau,Clayallee 268,13465,52.432605,13.705917,Schmidt Immobilien,1,0,0,0,0,1.0,27,1013.091923,177.6,33,https://www.immowelt.de/expose/berlin-frohnau-303,Rahnsdorf,Rahnsdorf
immowelt_ultimate_16_00304,"Komplett renovierte 4,5-Zimmer-Wohnung mit Balkon in Berlin-Treptow",Hackescher Markt 246,12437,52.40268,13.415341,,1,0,0,0,0,4.5,119,1567.926499,,24,https://www.immowelt.de/expose/berlin-treptow-304,Lichtenrade,Lichtenrade
immowelt_ultimate_16_00305,Sonnige 3-Zimmer-Altbau in Berlin-Steglitz,Invalidenstraße 161,12169,52.66467,13.701575,,0,0,0,0,1,3.0,76,942.1369823,,32,https://www.immowelt.de/expose/berlin-steglitz-305,,Barnim
immowelt_ultimate_16_00306,"Ruhige 6,5-Zimmer-Wohnung in Berlin-Mitte",Neukölln 53,10179,52.503776,13.361952,Urban Living Berlin,1,1,0,0,0,6.5,154,7935.549452,,27,https://www.immowelt.de/expose/berlin-mitte-306,Botschaftsviertel,Tiergarten
immowelt_ultimate_16_00307,"Komplett renovierte 6,5-Zimmer-Dachgeschoss in Berlin-Dahlem",Simon-Dach-Straße 165,14195,52.63972,13.551756,Mitte Immobilien,1,0,0,0,0,6.5,197,3508.150244,241.8,23,https://www.immowelt.de/expose/berlin-dahlem-307,Kolonie Gehrenberge,Kolonie Gehrenberge
immowelt_ultimate_16_00308,Bezugsfreie 2-Zimmer-Apartment in Berlin-Marzahn,Rheinstraße 186,12683,52.34686,13.227522,Hausverwaltung Berlin,0,1,1,1,1,2.0,58,521.0466701,,19,https://www.immowelt.de/expose/berlin-marzahn-308,,Potsdam-Mittelmark
immowelt_ultimate_16_00309,Attraktive 4-Zimmer-Souterrainwohnung in Berlin-Wilmersdorf,Prenzlauer Allee 142,10719,52.670602,13.601477,Kreuzberg Wohnen,1,0,0,0,1,4.0,96,4426.512908,,30,https://www.immowelt.de/expose/berlin-wilmersdorf-309,Bernau Süd,Bernau Süd
immowelt_ultimate_16_00310,Geräumige 4-Zimmer-Wohnung mit Balkon in Berlin-Marzahn,Chausseestraße 173,12683,52.423093,13.172954,,1,1,0,1,0,4.0,119,2897.933492,208.01,7,https://www.immowelt.de/expose/berlin-marzahn-310,Wannsee,Wannsee
immowelt_ultimate_16_00311,"Schöne 3,5-Zimmer-Apartment in Berlin-Prenzlauer Berg",Kantstraße 232,10407,52.375876,13.738732,,1,0,0,0,1,3.5,75,3390.711359,299.22,6,https://www.immowelt.de/expose/berlin-prenzlauer-berg-311,,Oder-Spree
immowelt_ultimate_16_00312,Traumhafte 7-Zimmer-Wohnung mit Balkon in Berlin-Mitte,Kastanienallee 34,10117,52.574727,13.326575,,1,0,0,0,1,7.0,168,7632.310786,173.64,21,https://www.immowelt.de/expose/berlin-mitte-312,Reinickendorf,Reinickendorf
immowelt_ultimate_17_00313,"Hochwertige 5,5-Zimmer-Erdgeschoss in Berlin-Mitte",Kantstraße 64,10117,52.41446,13.474289,,1,1,1,0,0,5.5,189,4779.411937,37.3,34,https://www.immowelt.de/expose/berlin-mitte-313,Postsiedlung,Rudow
immowelt_ultimate_17_00314,Renovierte 7-Zimmer-Etagenwohnung in Berlin-Wilmersdorf,Spandauer Damm 62,10719,52.308465,13.542053,,1,0,1,0,0,7.0,131,5720.220273,,23,https://www.immowelt.de/expose/berlin-wilmersdorf-314,,Dahme-Spreewald
immowelt_ultimate_17_00315,Hochwertige 4-Zimmer-Loft in Berlin-Mitte,Winterfeldtplatz 199,10117,52.692214,13.681242,,0,0,0,0,1,4.0,117,7003.076259,347.6,27,https://www.immowelt.de/expose/berlin-mitte-315,Sydower Fließ,Sydower Fließ
immowelt_ultimate_17_00316,"Charmante 2,5-Zimmer-Turmwohnung in Berlin-Tempelhof",Potsdamer Platz 176,12103,52.504615,13.498461,Kreuzberg Wohnen,0,1,0,0,1,2.5,76,2563.438047,227.48,17,https://www.immowelt.de/expose/berlin-tempelhof-316,Weitlingkiez,Rummelsburg
immowelt_ultimate_17_00317,"Sonnige 1,5-Zimmer-Apartment in Berlin-Lichtenberg",Alexanderplatz 146,10317,52.651795,13.299841,Tempelhof Immobilien,1,0,1,0,0,1.5,57,1199.747532,,16,https://www.immowelt.de/expose/berlin-lichtenberg-317,Frohnau,Frohnau
immowelt_ultimate_17_00318,"Geräumige 3,5-Zimmer-Studio in Berlin-Steglitz",Greifswalder Straße 21,12163,52.678263,13.512686,,0,1,0,0,1,3.5,109,1671.02882,,27,https://www.immowelt.de/expose/berlin-steglitz-318,Schönow,Schönow
immowelt_ultimate_17_00319,"Teilmöblierte 4,5-Zimmer-Wohnung in Berlin-Dahlem",Winterfeldtplatz 18,14195,52.50673,13.590057,City Living Berlin,0,1,0,1,0,4.5,116,2188.08205,,31,https://www.immowelt.de/expose/berlin-dahlem-319,Kaulsdorf,Kaulsdorf
immowelt_ultimate_17_00320,"Kernsanierte 3,5-Zimmer-Maisonette in Berlin-Dahlem",Steglitzer Damm 283,14195,52.356747,13.610437,,1,1,0,0,0,3.5,98,4195.032714,142.11,33,https://www.immowelt.de/expose/berlin-dahlem-320,,Dahme-Spreewald
immowelt_ultimate_17_00321,Großzügige 3-Zimmer-Zwischenetage in Berlin-Frohnau,Savignyplatz 22,13465,52.432323,13.606398,,0,0,0,0,0,3.0,85,1078.212951,255.01,29,https://www.immowelt.de/expose/berlin-frohnau-321,Salvador-Allende-Viertel II,Köpenick
immowelt_ultimate_17_00322,Sonnige 7-Zimmer-Dachgeschoss in Berlin-Kreuzberg,Neukölln 87,10961,52.695426,13.748587,,1,1,0,1,0,7.0,170,8017.859974,129.56,26,https://www.immowelt.de/expose/berlin-kreuzberg-322,,Barnim
immowelt_ultimate_17_00323,"Schöne 6,5-Zimmer-Loft in Berlin-Dahlem",Brunnenstraße 218,14195,52.68289,13.135022,,1,1,1,1,1,6.5,136,4603.40921,128.17,29,https://www.immowelt.de/expose/berlin-dahlem-323,Marwitz,Marwitz
immowelt_ultimate_17_00324,"Repräsentative 5,5-Zimmer-Wohnung mit Terrasse in Berlin-Spandau",Bergmannstraße 154,13585,52.653618,13.793876,City Living Berlin,0,1,0,0,0,5.5,123,2513.047499,280.35,13,https://www.immowelt.de/expose/berlin-spandau-324,,Barnim
