addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,atm,branch,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,name,opening_hours,wheelchair,operator,ref,surveillance,wikidata,atm:network,check_date,contact:phone,level,name:ja,wheelchair:description,addr:place,operator:wikidata,email,fax,opening_hours:signed,phone,toilets:wheelchair,website,description,addr:floor,currency:EUR,drive_through,source,bic,contact:website,man_made,self_service,network,opening_hours:atm,internet_access,internet_access:fee,payment:cash,payment:credit_cards,payment:debit_cards,entrance,fee,internet_access:ssid,post_office,mapillary,contact:fax,cash_in,atm:opening_hours,wikipedia,contact:email,image,short_name,old_name,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,post_office:stamps,name:ar,name:de,name:ru,operator:en,operator:wikipedia,fixme,addr:housename,name:en,note,finance,network:wikidata,payment:mastercard,payment:visa,post_office:brand,post_office:service_provider,post_office:service_provider:wikidata,payment:girocard,office,air_conditioning,building,layer,operator:type,start_date,building:levels,roof:levels,roof:shape,indoor,access,room,western_union,building:part,latitude,longitude
Berlin,DE,5,10713,Blissestraße,Wilmersdorf,bank,yes,,Sparda-Bank,Q2307136,en:Sparda-Bank,,Hallo Sparda,"Mo 09:00-13:00; Tu 09:00-13:00,14:00-18:00; Th 09:00-13:00,14:00-18:00",limited,Sparda-Bank Berlin eG,,,,,,+49 30 92257060,,,,,,,,,,,,,,,,,,https://www.sparda-b.de/,,,CashPool;BankCard ServiceNetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4862003,13.3209362
Berlin,,3,10319,Otto-Schmirgal-Straße,,bank,yes,,Postbank,Q708835,de:Postbank,2025-01-31,Postbank,"Mo-Fr 09:00-18:00, Sa 09:00-12:30; PH off",yes,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4975046,13.5223099
Berlin,,1,13347,Schulzendorfer Straße,,bank,yes,,Sparkasse,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",limited,Berliner Sparkasse,PKC 033,indoor,,,2024-02-21,,0,,,,,,,,,,,,,,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5398213,13.3709781
Berlin,DE,57,10627,Wilmersdorfer Straße,Charlottenburg,bank,yes,,,,,2021-05-27,Sparkasse,"Mo-Th 09:30-18:00; Fr 09:30-15:00; Sa-Su,PH off||Mo-Th 06:00-23:00 open ""SB-Bereich"";Fr 06:00-24:00 open ""SB-Bereich""; Sa 00:00-24:00 open ""SB-Bereich""; Su 00:00-23:00 open ""SB-Bereich""",yes,Berliner Sparkasse,PKC 078,,,,2025-05-29,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5076156,13.3061738
,,,,,,bank,,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-Th 09:00-13:00, Fr 09:00-14:00, Mo,We 14:00-16:00, Tu,Th 14:30-18:00",no,Commerzbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5896791,13.2832149
Berlin,DE,2,14169,Teltower Damm,Zehlendorf,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,"Mo,Tu,Th 10:00-12:30,14:00-18:00; We,Fr 10:00-14:00",yes,,,,,,,+49 30 34070,,,,,,,,,,,,,,,,,,https://www.deutsche-bank.de,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4349895,13.2596238
Berlin,DE,33,10551,Turmstraße,,bank,yes,,,,,2025-04-02,Sparkasse,Mo-Th 09:30-18:00; Fr 09:30-15:00,yes,Berliner Sparkasse,PKC 024,,,,2025-04-02,,0,,,,,,,,,,,,,,,,BE LA DE BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5265587,13.340121
Berlin,,21,12627,Stendaler Straße,,bank,yes,,,,,,Sparkasse,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00",yes,Berliner Sparkasse,PKC 222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5373155,13.6041606
Berlin,DE,24,12169,Steglitzer Damm,Steglitz,bank,no,,Postbank,Q708835,de:Postbank,,Postbank,Mo-Fr 09:30-18:00; Sa 09:30-14:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4506725,13.339864
Berlin,DE,32,10551,Turmstraße,Moabit,bank,yes,,Commerzbank,Q157617,de:Commerzbank,2025-03-29,Commerzbank,"Tu-Fr 09:00-13:00, 14:00-16:00, Tu,Th 14:30-18:00",yes,Commerzbank,,,,Cash Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5265453,13.3406471
Berlin,DE,,10707,Kurfürstendamm,Charlottenburg,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Fr 10:00-13:00,14:00-18:00",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5018157,13.3192893
,,,,,,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,"Mo, Tu, Th 10:00-18:00; We, Fr 10:00-16:00",yes,Deutsche Bank,,,,Cash Group,2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5140687,13.3197163
Berlin,,79,12487,Sterndamm,,bank,yes,,,,,,Sparkasse,Mo 09:30-15:00; Th 09:30-18:00,limited,Berliner Sparkasse,PKC 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4455851,13.5057931
Berlin,,32,12205,Drakestraße,,bank,yes,,,,,2024-06-18,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 122,,,,2024-06-18,,,,,,,,,,+49 30 86986969,,https://www.berliner-sparkasse.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4426382,13.2974109
Berlin,,152,12099,Tempelhofer Damm,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00,14:00-16:00",limited,Berliner Volksbank eG,,,,,2023-08-05,,,,,,,,,,,,,,,,no,,,https://www.berliner-volksbank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4647956,13.3853614
Berlin,DE,128,10627,Wilmersdorfer Straße,Charlottenburg,bank,yes,,Targobank,Q1455437,en:Targobank,2024-07-11,Targobank,"Mo-Tu,Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00; Sa-Su,PH off",yes,Targobank,,,,,2025-05-29,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5101491,13.3058142
Berlin,,59/60,10317,Weitlingstraße,,bank,yes,,,,,2022-08-17,Sparkasse PrivatkundenCenter,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 174,yes,,,2024-09-05,,,,,,,,,,,,,,,,,,BELADEBE,,,,,,yes,,,,,,,Sparbaras Welt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5055916,13.4960317
,,,,,,bank,,,Deutsche Bank,Q66048,en:Deutsche Bank,2021-11-01,Deutsche Bank,"Mo-Th 10:00-13:00, Mo,Tu,Th 14:00-18:00, We 14:00-16:00, Fr 10:00-14:00",yes,Deutsche Bank,,,,,,,,,,,,,,,+49304309570,,https://www.deutsche-bank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5910337,13.2826465
,,,,,,bank,yes,,Postbank,Q708835,de:Postbank,,Postbank,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4868431,13.4237278
Berlin,DE,,12305,Bahnhofstraße,Lichtenrade,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo 10:00-16:00; Tu,Th 10:00-18:00; We,Fr 10:00-13:00",yes,Berliner Volksbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3865001,13.4028829
Berlin,DE,,12305,Bahnhofstraße,Lichtenrade,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,2024-10-24,Deutsche Bank,"Fr 10:00-14:00; Mo,Tu,Th 10:00-12:30,14:00-18:00; We 10:00-14:00",limited,Deutsche Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3865106,13.4016296
Berlin,DE,182,10405,Prenzlauer Allee,Prenzlauer Berg,bank,yes,,,,,,Sparkasse SB-Service,"Mo-Fr 06:00-23:00; Sa, Su 08:00-23:00",limited,Berliner Sparkasse,PKC 416,,,,2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5432142,13.4261762
Berlin,DE,8,13357,Badstraße,Gesundbrunnen,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo,Tu,Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00",no,Targobank AG & Co. KGaA,,,,,2024-11-24,+49 30 4930610,,,,,,,+49 30 49306144,,,,https://targobank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5497704,13.3865323
Berlin,DE,17,13503,Keilerstraße,Heiligensee,bank,yes,,,,,,Sparkasse,"Tu 10:00-18:00, Fr 10:00-15:00",,Berliner Sparkasse,PKC 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.610274,13.2490725
Berlin,,162,12051,Hermannstraße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",limited,Berliner Sparkasse,PKC 142,,,,2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4688328,13.4307923
Berlin,DE,18,13629,Popitzweg,Siemensstadt,bank,yes,,,,,2025-08-02,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5370508,13.2737663
Berlin,DE,63,12587,Bölschestraße,Friedrichshagen,bank,yes,,Santander,Q875292,en:Santander Bank,2023-11-25,Santander,"Mo-Th 09:00-13:00, We 14:00-16:00, Mo,Tu,Th 14:00-18:00, Fr 09:00-14:00",limited,,,,,,,,,,,,,,,,,,,,,,,,,https://www.santander.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4553097,13.6255293
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,,yes,Targobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5376745,13.2030843
,,76,,Karl-Marx-Straße,,bank,yes,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-Th 09:00-13:00; Mo,We 14:00-16:00; Tu,Th 14:30-18:00; Fr 09:00-14:00; Sa-Su,PH off",yes,Commerzbank AG,,,,,2024-03-13,,,,,,,,,,,,https://www.commerzbank.de/filialen/de/Berlin-Neuk%C3%B6lln,,,,,,,,,,Cash Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4816263,13.4338
,,,,,,bank,yes,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-Fr 09:00-13:00, Mo 14:00-16:00, Tu,Th 14:30-18:00",yes,,,,,,2023-08-04,,,コメルツ銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4605838,13.384535
Berlin,DE,69,12109,Mariendorfer Damm,Mariendorf,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,2024-05-18,Deutsche Bank,"Mo-Th 10:00-18:00, Fr 10:00-14:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4464966,13.3858816
Berlin,DE,88-90,12109,Mariendorfer Damm,Mariendorf,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,2024-05-24,Berliner Volksbank,"Mo-We,Fr 10:00-18:00, Th 10:00-19:30",yes,,,,,,,,,,,,,,,,+49 30 30633300,,https://standorte.berliner-volksbank.de/detail/filiale/id/133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4448559,13.3856992
Berlin,DE,100,12347,Britzer Damm,Britz,bank,yes,,Berliner Sparkasse,Q821760,de:Berliner_Sparkasse,2024-02-18,Berliner Sparkasse SB-Service,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00",limited,Berliner Sparkasse,,,,,,,,,,,,,,,,,,,,,,,,https://www.berliner-sparkasse.de/de/home/service/filiale-finden.html?n=true#details/60567,,,,,,,,,,,,,,348730856587355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4538349,13.4378411
,,,,,,bank,,,Postbank,Q708835,de:Postbank,2023-08-23,@Surfpoint,Mo-Fr 10:00-18:00; Sa 10:00-12:30,yes,,,,,,2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4847666,13.3846979
Berlin,DE,91,12043,Karl-Marx-Straße,Neukölln,bank,yes,,Berliner Sparkasse,Q821760,de:Berliner_Sparkasse,2022-11-12,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",limited,Berliner Sparkasse,PKC 141,,,,,+49 30 86986969,,,,,,,,,,,,,,,,,,https://www.sparkasse.de/filialen/b/berliner-sparkasse-beratungscenter-neukoelln/140289.html,,,,24/7,,,,,,,,,,,+49 30 869740314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4804888,13.4361289
,,,,,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,,limited,,,,,,2023-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5371926,13.2039561
Berlin,DE,65,10627,Wilmersdorfer Straße,Charlottenburg,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Fr 10:00-13:00, Mo 14:00-16:00, Tu,Th 14:00-18:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5061264,13.3066124
Berlin,,63/64,10967,Kottbusser Damm,,bank,yes,FinanzCenter Neukölln,Berliner Volksbank,Q821855,,,Berliner Volksbank,"Tu,Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00; Mo 10:00-13:00,14:00-16:00",yes,Berliner Volksbank,,,,Volksbank,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4883294,13.425376
Berlin,DE,4b,13187,Breite Straße,Pankow,bank,yes,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-Fr 09:00-13:00, Tu 14:00-16:00, Th 14:00-18:00",yes,,,,,,,,,,,,,,,,+4930315362700,,https://www.commerzbank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5715907,13.4114826
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,,limited,Targobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4311032,13.4568179
Berlin,DE,300,12351,Johannisthaler Chaussee,Gropiusstadt,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,,yes,,,,,,,,,,,,,,,,+49306600670,,https://www.deutsche-bank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4307672,13.455791
Berlin,,14,12435,Am Treptower Park,,bank,yes,,,,,,Sparkasse SB-Center,Mo-Su 08:00-22:00,yes,Berliner Sparkasse,PKC 154,,,,2024-08-21,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4908662,13.4574268
Berlin,,25,12679,Marzahner Promenade,,bank,,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,"Mo,Tu,Th 10:00-12:30,14:00-18:00; We,Fr 10:00-14:00",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5437749,13.546687
Berlin,DE,118,14057,Kaiserdamm,Charlottenburg,bank,,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-We 09:00-13:00, Mo 14:00-16:00, Tu,Th 14:30-18:00",no,,,,,,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5106007,13.2969401
Berlin,DE,68,10627,Bismarckstraße,Charlottenburg,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,"Mo-Th 10:00-18:00, Fr 10:00-14:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5107652,13.2981039
Berlin,DE,95,14199,Hohenzollerndamm,Grunewald,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,,yes,,,,,,2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4767912,13.2802998
Berlin,,111,10247,Frankfurter Allee,,bank,yes,,,,,2024-03-27,Sparkasse,Mo-Fr 09:30-18:00; PH off,yes,Berliner Sparkasse,PKC 057,,,,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5139618,13.4746576
Berlin,DE,42,14193,Teplitzer Straße,Schmargendorf,bank,yes,Berlin-Roseneck,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo, We, Fr 09:00-13:00; Tu 09:00-13:00,14:00-16:00; Th 09:00-13:00,14:00-18:00; Sa, Su, PH off",no,,,,,,,,0,,,,,,+4969405650299,,+4930315360800,,,,,,no,Geoportal Berlin / Hauskoordinaten,,https://filialsuche.commerzbank.de/de/branch-name/Berlin-Roseneck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4774757,13.2810552
Berlin,,33-38,12555,Bahnhofstraße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; PH off; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 165,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4584176,13.5788701
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,24/7,no,Targo Bank,,,,,2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5878887,13.2851036
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,,limited,Targobank,,,,,2023-08-04,,,タルゴ銀行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4580147,13.3844309
Berlin,DE,113-117,10365,Frankfurter Allee,Lichtenberg,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,2025-03-25,Deutsche Bank,"Mo,Tu,Th 10:00-12:30, We,Fr 10:00-14:00; PH off, Mo,Tu,Th 14:00-18:00",yes,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5140938,13.4771868
Berlin,DE,100,10625,Leibnizstraße,Charlottenburg,bank,yes,,HypoVereinsbank,Q220189,en:HypoVereinsbank,,HypoVereinsbank,"Mo,We,Fr 10:00-13:00; Tu,Th 10:00-13:00,15:30-18:00; Sa-Su,PH off",yes,,,,,,2023-06-29,+49 30 340040,,,,,,,,,,,,,,,no,,,,,,Cash Group,,,,,,,,,,,,,,"Mo-Su,PH 05:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5123669,13.314511
Berlin,DE,9,10623,Uhlandstraße,Charlottenburg,bank,yes,Berlin Uhlandstraße,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,Mo-Fr 08:00-19:30,yes,Commerzbank AG,,,,,,+49 30 767668-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 767668-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5060841,13.3255831
Berlin,DE,128,12439,Schnellerstraße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-13:30,15:00-18:00",yes,Berliner Sparkasse,PKC 151,,,,2025-06-10,,,,,,,,,,+49 30 869 86 969,,https://www.berliner-sparkasse.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4565864,13.5103657
,,,,,,bank,yes,,,,,,Weberbank,Mo-Th 09:00-18:00; Fr 09:00-16:00,yes,,,,Q2553457,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,de:Weberbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4833445,13.2927933
Berlin,DE,62,10179,Klosterstraße,Mitte,bank,no,,,,,,N26 Bank GmbH,Mo-Sa 07:00-21:00,,,,,,,,,,,,,,,,,,,,Headquarters of N26 Bank GmbH - https://n26.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5160389,13.4125772
,,,,,,bank,yes,,Commerzbank,Q157617,de:Commerzbank,2024-09-26,Commerzbank,"Mo-Fr 09:00-13:00, Tu,Th 14:00-16:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5424561,13.4898888
Berlin,DE,96,12437,Baumschulenstraße,Baumschulenweg,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Fr 10:00-13:00, Mo 14:00-16:00, Tu,Th 14:00-18:00",no,Berliner Volksbank eG,,,,,,+49 30 30633300,,,,,,,,,,,,,,,,,,https://www.berliner-volksbank.de,,,,,,,,,,,,,,,,,,,service@berliner-volksbank.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4672823,13.4888286
Berlin,DE,181,10117,Friedrichstraße,Mitte,bank,separate,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank Quartier Zukunft,Mo-Sa 10:00-18:00; PH closed,yes,,,,,,,,,,,,,,,,+49 30 4606110,,https://www.deutsche-bank.de/ms/quartierzukunft/de/home.html,Flagship branch incl. retail area,,,no,,,,,,,,,,,,,,,,,,,,,,,https://www.db-bauzeitung.de/wp-content/uploads/4/8/481045.jpg;https://q-gallery.de/wp-content/uploads/2021/07/Blick-in-die-Gallery-Froschperspektive.jpg;https://mitvergnuegen.com/wp-content/uploads/2018/10/01_m-coworking-quartier-zukunft_gewaechshaus.jpg,Quartier Zukunft;Deutsche Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5126012,13.3893178
Berlin,DE,19,13088,Berliner Allee,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,2025-06-21,Berliner Volksbank,Mo-Su 06:00-23:00,yes,,,,,,2025-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5479896,13.4497608
Berlin,DE,36,13088,Berliner Allee,Weißensee,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo-Fr 10:00-13:00, Tu 14:00-18:00",yes,Targobank,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5482051,13.4514665
