gym_id,district_id,name,address,postal_code,phone_number,email,coordinates,latitude,longitude,neighborhood,district
6287061378,11000003,Yoga Pankow, ,,,,POINT (13.4096666 52.5484219),52.5484219,13.4096666,,Pankow
6339499872,11000003,Afra Senter, ,,,,POINT (13.4037515 52.5530718),52.5530718,13.4037515,,Pankow
6357893262,11000002,Lotos Yoga, ,,,,POINT (13.4627564 52.5136199),52.5136199,13.4627564,,Friedrichshain-Kreuzberg
6388113852,11000009,Fitbox,Bölschestraße 45,12587.0,+493064958262,,POINT (13.6253449 52.4528952),52.4528952,13.6253449,,Treptow-Köpenick
6398137732,11000009,Urban Street Gym,Bouchéstraße 12,12435.0,,,POINT (13.4487446 52.4938947),52.4938947,13.4487446,,Treptow-Köpenick
6414803768,11000002,Fitness First,Frankfurter Allee 57,,,,POINT (13.465678 52.5148233),52.5148233,13.465678,,Friedrichshain-Kreuzberg
6415868985,11000001,Slim-Gym,Alt-Moabit 92,10559.0,,,POINT (13.3445657 52.5250018),52.5250018,13.3445657,,Mitte
6421090392,11000010,skyfit-Club,Hellersdorfer Straße 83,12619.0,+49 30 56493956,,POINT (13.5864319 52.5231862),52.5231862,13.5864319,,Marzahn-Hellersdorf
6447122889,11000004,Fitnessstudio TU Sport,Straße des 17. Juni 145,10623.0,,,POINT (13.3238482 52.5122911),52.5122911,13.3238482,,Charlottenburg-Wilmersdorf
6451531078,11000008,Dharma Yoga,Kienitzer Straße 98,12049.0,,,POINT (13.4254971 52.4763605),52.4763605,13.4254971,,Neukölln
6458744287,11000006,Steglitzer Dance & Aerobic Center,Lepsiusstraße 14,12163.0,,,POINT (13.3210363 52.464957),52.464957,13.3210363,,Steglitz-Zehlendorf
6469985311,11000004,Aum Yoga Studio,Nassauische Straße 62,10717.0,,,POINT (13.3268218 52.4927896),52.4927896,13.3268218,,Charlottenburg-Wilmersdorf
6497580485,11000005,McFit,Altonaer Straße 59-61,13581.0,+493035104984,,POINT (13.1874325 52.5318788),52.5318788,13.1874325,,Spandau
6508696785,11000001,Fit Star,Turmstraße 29,10551.0,,,POINT (13.341843 52.5265415),52.5265415,13.341843,,Mitte
6550896785,11000001,John & Jane‘s,Rosenthaler Straße 63,,,,POINT (13.4029924 52.5279738),52.5279738,13.4029924,,Mitte
6563440585,11000010,Clever fit,Helene-Weigel-Platz 5,12681.0,,,POINT (13.5389857 52.5281086),52.5281086,13.5389857,,Marzahn-Hellersdorf
6586374601,11000001,FIT/ONE,Müllerstraße 35,13353.0,+49 30 45028220,,POINT (13.3551586 52.5490334),52.5490334,13.3551586,,Mitte
6693475018,11000003,Green Yoga,Sredzkistraße 59,10405.0,,,POINT (13.4213383 52.5379127),52.5379127,13.4213383,,Pankow
6757633586,11000003,Green Yoga,Dietzgenstraße 56,13156.0,,,POINT (13.4027986 52.5858073),52.5858073,13.4027986,,Pankow
6759112267,11000002,Studio Glücksmama,Döringstraße 2,10245.0,,,POINT (13.4623488 52.5063988),52.5063988,13.4623488,,Friedrichshain-Kreuzberg
6789070129,11000007,Fit/One,Bautzener Straße 20-24,10829.0,,,POINT (13.3713067 52.492162),52.492162,13.3713067,,Tempelhof-Schöneberg
6841151512,11000002,Sportetage,Audre-Lorde-Straße 74,10997.0,,,POINT (13.4263004 52.5000182),52.5000182,13.4263004,,Friedrichshain-Kreuzberg
6853266785,11000003,Casa FLOW,Prenzlauer Allee 38,10405.0,,,POINT (13.4222794 52.5350799),52.5350799,13.4222794,,Pankow
6899045752,11000004,Iyengar Yoga,Krumme Straße 61,10627.0,,,POINT (13.3097604 52.5094167),52.5094167,13.3097604,,Charlottenburg-Wilmersdorf
7006749859,11000002,Forde Fitness,Stresemannstraße 65,10963.0,,,POINT (13.3844025 52.5025396),52.5025396,13.3844025,,Friedrichshain-Kreuzberg
7057578051,11000008,Yoga im Gartenstudio, ,,,,POINT (13.4518778 52.4790244),52.4790244,13.4518778,,Neukölln
7066762906,11000007,FitX,Hauptstraße 141,10827.0,,,POINT (13.3556988 52.4855668),52.4855668,13.3556988,,Tempelhof-Schöneberg
7069825849,11000003,InLight Yoga,Hufelandstraße 23,10407.0,,,POINT (13.4329339 52.5316555),52.5316555,13.4329339,,Pankow
7069825850,11000003,EMS Sport und Bewegung,Hufelandstraße 23,10407.0,,,POINT (13.432789 52.5317118),52.5317118,13.432789,,Pankow
7095755738,11000003,Makeda,Pasteurstraße 20,10407.0,,,POINT (13.4340409 52.5331143),52.5331143,13.4340409,,Pankow
7133818467,11000001,CrunchFit,Pankstraße 32-39,,,,POINT (13.3778323 52.5494998),52.5494998,13.3778323,,Mitte
7161037005,11000002,American Fitness,Hermannplatz 10,10967.0,+49 30 69807090,,POINT (13.4241071 52.4880071),52.4880071,13.4241071,,Friedrichshain-Kreuzberg
7194124792,11000003,Kindersport Sven Bora,Dietrich-Bonhoeffer-Straße 17a,10407.0,,,POINT (13.4361377 52.5336363),52.5336363,13.4361377,,Pankow
7194124793,11000003,yogi,Dietrich-Bonhoeffer-Straße 17a,10407.0,,,POINT (13.4361912 52.5336164),52.5336164,13.4361912,,Pankow
7231134046,11000008,yogaraum Am Richardplatz,Hertzbergstraße 27,,,,POINT (13.4467666 52.4758032),52.4758032,13.4467666,,Neukölln
7239669952,11000003,Mrs. Sporty,Hauptstraße 101B,13158.0,,,POINT (13.3746045 52.5954367),52.5954367,13.3746045,,Pankow
7252377721,11000002,TSX Sportsclub, ,,,,POINT (13.4668695 52.50798),52.50798,13.4668695,,Friedrichshain-Kreuzberg
7272720758,11000003,Formwandler,Dunckerstraße 21,10437.0,,,POINT (13.4223608 52.5439907),52.5439907,13.4223608,,Pankow
7275474348,11000003,Via Pilates,Dunckerstraße 84,10437.0,,,POINT (13.419718 52.5416201),52.5416201,13.419718,,Pankow
7279178744,11000003,House of Healing,Dunckerstraße 70,10437.0,,,POINT (13.4228163 52.5450586),52.5450586,13.4228163,,Pankow
7279405008,11000003,YogaCircle,Schliemannstraße 22,10437.0,,,POINT (13.4207853 52.5445551),52.5445551,13.4207853,,Pankow
7279495026,11000003,Sotantar,Schliemannstraße 25a,10437.0,,,POINT (13.4208589 52.544994),52.544994,13.4208589,,Pankow
7296568749,11000009,fit & feminin,Fürstenwalder Allee 318,12589.0,,,POINT (13.7153681 52.4313095),52.4313095,13.7153681,,Treptow-Köpenick
7311293615,11000003,My Sports,Danziger Straße 69,10435.0,,,POINT (13.4235503 52.5395343),52.5395343,13.4235503,,Pankow
7544210933,11000007,EMS Training Berlin, ,,,,POINT (13.3246233 52.475808),52.475808,13.3246233,,Tempelhof-Schöneberg
7553701884,11000008,Oma Om Yoga,Richardstraße 43,12055.0,,,POINT (13.4452931 52.4734928),52.4734928,13.4452931,,Neukölln
7554171386,11000007,Fitbox,Rheinstraße 17,12159.0,,,POINT (13.332784 52.4694551),52.4694551,13.332784,,Tempelhof-Schöneberg
7623775571,11000001,Blue Panta,Transvaalstraße 11,13351.0,,,POINT (13.3424248 52.5527066),52.5527066,13.3424248,,Mitte
7640755748,11000007,Yogazeit Stråla,Hauptstraße 69,12159.0,+49 163 6661164,,POINT (13.3401936 52.4758116),52.4758116,13.3401936,,Tempelhof-Schöneberg
7650571611,11000004,Yogavihar, ,,,,POINT (13.3044631 52.5162635),52.5162635,13.3044631,,Charlottenburg-Wilmersdorf
7680118565,11000007,Entspannt mit Yoga,Beckerstraße 9,12157.0,+49 151 40450738,,POINT (13.3396573 52.4670632),52.4670632,13.3396573,,Tempelhof-Schöneberg
7683719224,11000007,Raum für Bewegung Quan Dao,Niedstraße 12,12159.0,+49 172 3976033,,POINT (13.3324358 52.4726259),52.4726259,13.3324358,,Tempelhof-Schöneberg
7749923385,11000007,Akademie für Yoga Berlin,Wilhelmshöher Straße 5,12161.0,,,POINT (13.3259026 52.4726648),52.4726648,13.3259026,,Tempelhof-Schöneberg
7776107176,11000007,Donna Mobile,Rheinstraße 46,12161.0,,,POINT (13.3306922 52.4667964),52.4667964,13.3306922,,Tempelhof-Schöneberg
7776239760,11000007,Flow Fitness,Fregestraße 11,12159.0,+49 30 24329828,,POINT (13.3370775 52.4702542),52.4702542,13.3370775,,Tempelhof-Schöneberg
7777530626,11000007,Peronal Pilates,Wilhelmshöher Straße 20,12161.0,,,POINT (13.3231711 52.4723634),52.4723634,13.3231711,,Tempelhof-Schöneberg
7804846347,11000004,CrossFit,Berliner Straße 30,10715.0,,,POINT (13.3236197 52.4867414),52.4867414,13.3236197,,Charlottenburg-Wilmersdorf
7821177808,11000004,Sarasvati Yoga Berlin,Bundesallee 53,10715.0,,,POINT (13.329427 52.4822505),52.4822505,13.329427,,Charlottenburg-Wilmersdorf
7836953685,11000010,Health Gym Berlin, ,,,,POINT (13.5599114 52.508509),52.508509,13.5599114,,Marzahn-Hellersdorf
7850361039,11000007,Ashtanga Yoga Schule, ,,,,POINT (13.3577898 52.4945812),52.4945812,13.3577898,,Tempelhof-Schöneberg
7867810048,11000003,Mrs. Sporty,Winsstraße 42,10405.0,+49 30 30026644,,POINT (13.4277953 52.536809),52.536809,13.4277953,,Pankow
7888120846,11000001,Pour la danse,Reinhardtstraße 47,10117.0,,,POINT (13.3785398 52.5219701),52.5219701,13.3785398,,Mitte
7931581679,11000002,Honigseele, ,,,,POINT (13.3829359 52.4941125),52.4941125,13.3829359,,Friedrichshain-Kreuzberg
8042827117,11000004,Strom-Linien,Prinzregentenstraße 42,10715.0,,,POINT (13.3325115 52.4792746),52.4792746,13.3325115,,Charlottenburg-Wilmersdorf
8066147155,11000003,Ready Set Move – Personal Training Berlin,Schönhauser Allee 134,10437.0,+49 17621964450,,POINT (13.4118011 52.5444176),52.5444176,13.4118011,,Pankow
8077205619,11000004,Fitbox, ,,,,POINT (13.3313311 52.4909974),52.4909974,13.3313311,,Charlottenburg-Wilmersdorf
8091797796,11000006,Kessler Sports, ,12167.0,,,POINT (13.3304973 52.4526924),52.4526924,13.3304973,,Steglitz-Zehlendorf
8094802649,11000007,Sporteve,Laubacher Straße 12,14197.0,,,POINT (13.3202746 52.4709457),52.4709457,13.3202746,,Tempelhof-Schöneberg
8120989341,11000006,Fitness First Ladies, ,,,,POINT (13.3208065 52.4575255),52.4575255,13.3208065,,Steglitz-Zehlendorf
8143925996,11000007,Pilates On The Go,Wiesbadener Straße 79,12161.0,,,POINT (13.320908 52.4714277),52.4714277,13.320908,,Tempelhof-Schöneberg
8197441972,11000004,Rocycle, ,,,,POINT (13.3103661 52.5005866),52.5005866,13.3103661,,Charlottenburg-Wilmersdorf
8199219273,11000007,pilaME,Homuthstraße 6,12161.0,,,POINT (13.3231656 52.4703204),52.4703204,13.3231656,,Tempelhof-Schöneberg
8222836706,11000007,Praxis für die Seele,Bundesallee 123,12161.0,,,POINT (13.3289566 52.4697929),52.4697929,13.3289566,,Tempelhof-Schöneberg
8231100116,11000009,Yoga Glück,Hackenbergstraße 7,12489.0,,,POINT (13.5479174 52.4395292),52.4395292,13.5479174,,Treptow-Köpenick
8330198881,11000012,Fitnessclub Vitalis,Zerpenschleuser Ring 37,13439.0,+49 30 415 38 80,,POINT (13.3673041 52.6048775),52.6048775,13.3673041,,Reinickendorf
8422865852,11000004,Hundred & Friends,Berliner Straße 161,10715.0,,,POINT (13.3345576 52.4877092),52.4877092,13.3345576,,Charlottenburg-Wilmersdorf
8462294818,11000011,FIT/ONE,Hansastraße 236,13051.0,,,POINT (13.4984219 52.5603992),52.5603992,13.4984219,,Lichtenberg
8558365378,11000003,Centerline Pilates, ,,+49 176 20 21 22 24,,POINT (13.4052242 52.5535695),52.5535695,13.4052242,,Pankow
8621664469,11000003,Fitbox,Prenzlauer Allee 207,10405.0,,,POINT (13.4225943 52.5371215),52.5371215,13.4225943,,Pankow
8622816454,11000003,ride-berlin.com, ,,,,POINT (13.4177211 52.5399323),52.5399323,13.4177211,,Pankow
8626109382,11000004,Iyengar Yoga, ,,,,POINT (13.2913584 52.5110332),52.5110332,13.2913584,,Charlottenburg-Wilmersdorf
8637655134,11000007,Schule für Yoga und Prana,Innsbrucker Straße 56,10825.0,,,POINT (13.3407554 52.4872648),52.4872648,13.3407554,,Tempelhof-Schöneberg
8662502304,11000002,Soulsport Yoga,Gubener Straße 47,10243.0,,,POINT (13.4485371 52.5121345),52.5121345,13.4485371,,Friedrichshain-Kreuzberg
8679795668,11000001,"pilatique, Pilatesstudio", ,,+49 30 57704087,,POINT (13.3471371 52.5492037),52.5492037,13.3471371,,Mitte
8744170510,11000006,Yoga für alle, ,,+49 30 7875496,,POINT (13.3298931 52.4555537),52.4555537,13.3298931,,Steglitz-Zehlendorf
8839649644,11000004,Be Your Star Fitnesscoaching,Joachim-Friedrich-Straße 41,10711.0,+49 171 2697356,,POINT (13.2960862 52.4990796),52.4990796,13.2960862,,Charlottenburg-Wilmersdorf
8989690901,11000007,Iyengar, ,,,,POINT (13.3816579 52.4825358),52.4825358,13.3816579,,Tempelhof-Schöneberg
9067697047,11000002,X-Step,Tempelhofer Ufer 36,10963.0,+49 30 2616925,,POINT (13.3756597 52.500659),52.500659,13.3756597,,Friedrichshain-Kreuzberg
9258064630,11000012,Unknown Gym,Oranienburger Straße 110,13437.0,,,POINT (13.331864 52.6010328),52.6010328,13.331864,,Reinickendorf
9402426708,11000003,BiSee Yoga,Bizetstraße 43,13088.0,,,POINT (13.4534306 52.5478641),52.5478641,13.4534306,,Pankow
9404573372,11000006,Bodystreet,Bismarckstraße 70,12157.0,+49 30 79014869,,POINT (13.3395351 52.4623323),52.4623323,13.3395351,,Steglitz-Zehlendorf
9431775959,11000003,Fitbox,Berliner Allee 108,13088.0,+49 30 40569210,,POINT (13.4596077 52.5500839),52.5500839,13.4596077,,Pankow
9504311194,11000003,Sonne Mond & Sterne,Meyerbeerstraße 59,13088.0,,,POINT (13.4572285 52.5476997),52.5476997,13.4572285,,Pankow
9524144982,11000002,PRO-STAGE, ,,+49 30 61209261,,POINT (13.3982992 52.4939117),52.4939117,13.3982992,,Friedrichshain-Kreuzberg
9529221826,11000004,LovFit, ,,,,POINT (13.2726237 52.508465),52.508465,13.2726237,,Charlottenburg-Wilmersdorf
9563056748,11000008,Middendorf Yoga,Karl-Marx-Straße 92-98,12043.0,,,POINT (13.4359448 52.4798838),52.4798838,13.4359448,,Neukölln
9592884391,11000004,JOHN REED Fitness,Wilmersdorfer Straße 126-127,10627.0,+49 30 31800437,,POINT (13.306013 52.5097577),52.5097577,13.306013,,Charlottenburg-Wilmersdorf
9632071018,11000006,MO.VE,Kissinger Straße 9,12157.0,,,POINT (13.3408491 52.462798),52.462798,13.3408491,,Steglitz-Zehlendorf
9662767223,11000002,Peace Yoga Berlin,Eisenbahnstraße 5,10997.0,,,POINT (13.432989 52.5016941),52.5016941,13.432989,,Friedrichshain-Kreuzberg
9708780370,11000003,Bodystreet,Berliner Straße 2,13187.0,,,POINT (13.4103995 52.5702216),52.5702216,13.4103995,,Pankow
9728794514,11000001,Ladycompany - Fitness für Frauen,Spandauer Straße 4,10178.0,+493024020677,,POINT (13.4041015 52.5209499),52.5209499,13.4041015,,Mitte
9734045042,,Tapout Fitness Berlin, ,,,,POINT (-72.7304574 41.6423742),41.6423742,-72.7304574,,
9775820813,11000002,yogafürdich Berlin, ,,,,POINT (13.4656869 52.515338),52.515338,13.4656869,,Friedrichshain-Kreuzberg
9806604950,11000003,dein Pilates, ,,,,POINT (13.4109373 52.5527342),52.5527342,13.4109373,,Pankow
9816576692,11000004,Corpus Dicio, ,,,,POINT (13.2922362 52.5104148),52.5104148,13.2922362,,Charlottenburg-Wilmersdorf
9830837796,11000002,Bunker Berlin,Grünberger Straße 54,10245.0,,,POINT (13.4558403 52.511239),52.511239,13.4558403,,Friedrichshain-Kreuzberg
9846635117,11000002,Lotos Yoga Berlin - YOGA LOFT,Scharnweberstraße 30,,+49 30 91544928,,POINT (13.4633274 52.5133709),52.5133709,13.4633274,,Friedrichshain-Kreuzberg
9852432518,11000011,AXT CrossFit,Hauptstraße 13,10317.0,+4915792465440,,POINT (13.489293 52.4919528),52.4919528,13.489293,,Lichtenberg
9867335575,11000011,Unknown Gym,Storkower Straße 225,10367.0,,,POINT (13.4769045 52.5232792),52.5232792,13.4769045,,Lichtenberg
9906919513,11000009,Fitness am Park,Elsenstraße 113,,+49 30 5363800,,POINT (13.4575706 52.4913483),52.4913483,13.4575706,,Treptow-Köpenick
9906938038,11000002,FitnessCenter aTB,Am Tempelhofer Berg 6,,+49 30 693 40 40,,POINT (13.387549 52.4888923),52.4888923,13.387549,,Friedrichshain-Kreuzberg
9928786051,11000001,AllStar Gym,Leipziger Platz 12,10117.0,+49 30 94051670,,POINT (13.3813194 52.5104581),52.5104581,13.3813194,,Mitte
9985456517,11000003,mPointUp, ,,,,POINT (13.4095769 52.5646061),52.5646061,13.4095769,,Pankow
10000479377,11000004,Lokai Loft, ,,,,POINT (13.30329 52.4908896),52.4908896,13.30329,,Charlottenburg-Wilmersdorf
10035842242,11000003,Future Fit,Schönhauser Allee 57,10437.0,,,POINT (13.4127951 52.5438448),52.5438448,13.4127951,,Pankow
10045257318,11000003,Bodystreet,Prenzlauer Allee 88,,,,POINT (13.4279151 52.544999),52.544999,13.4279151,,Pankow
10056214905,11000003,Arcoverde Pilates Zentrum,Cantianstraße 11,10437.0,+49 30 40301875,,POINT (13.4111529 52.544723),52.544723,13.4111529,,Pankow
10100682968,11000003,Marion Röhrig Pilates,Heinrich-Roller-Straße 24,10405.0,,,POINT (13.4215563 52.5313866),52.5313866,13.4215563,,Pankow
10100813297,11000003,Pantarei Approach,Winsstraße 60,10405.0,,,POINT (13.4247709 52.5335247),52.5335247,13.4247709,,Pankow
10121509310,11000007,Twenty Minutes Fitness Lounge,Stubenrauchstraße 1,12161.0,,,POINT (13.3279458 52.4690894),52.4690894,13.3279458,,Tempelhof-Schöneberg
10124188468,11000006,Indiv Sports,Schützenstraße 16,,+4915224261916,,POINT (13.3223719 52.4532489),52.4532489,13.3223719,,Steglitz-Zehlendorf
10131167926,11000007,Crunch Fit Studio Berlin-Schöneberg,Bessemerstrasse 57-75,12103.0,+49 30 586 155 690,,POINT (13.3674509 52.462578),52.462578,13.3674509,,Tempelhof-Schöneberg
10162590418,11000007,Little Yoga Store,Goltzstraße ,10781.0,,,POINT (13.353034 52.4907384),52.4907384,13.353034,,Tempelhof-Schöneberg
10248360663,11000004,stromtown, ,,,,POINT (13.3266094 52.4978481),52.4978481,13.3266094,,Charlottenburg-Wilmersdorf
10282680110,11000001,Beat81,Dircksenstraße 99,10178.0,,,POINT (13.415099 52.5187846),52.5187846,13.415099,,Mitte
10293894600,11000001,Getimpulse,Heidestraße 12,,,,POINT (13.3680776 52.531081),52.531081,13.3680776,,Mitte
10314370066,11000012,Hatha-Yoga,Ludolfingerplatz 5,13465.0,,,POINT (13.2884156 52.6317384),52.6317384,13.2884156,,Reinickendorf
10314570434,11000007,Die Schönebergerin,Grunewaldstraße 86,10823.0,,,POINT (13.3559651 52.4900692),52.4900692,13.3559651,,Tempelhof-Schöneberg
10594955331,11000004,Classic Crossfit,Mecklenburgische Straße 24a,14197.0,,,POINT (13.3102202 52.4794998),52.4794998,13.3102202,,Charlottenburg-Wilmersdorf
10609414411,11000003,Fitbox, ,,,,POINT (13.4129051 52.5472139),52.5472139,13.4129051,,Pankow
10648363519,11000004,Warias Kosmetik & Yoga, ,,,,POINT (13.2963353 52.5057198),52.5057198,13.2963353,,Charlottenburg-Wilmersdorf
10675679016,11000011,Crunch Fit,Weißenseer Weg 112,10369.0,,,POINT (13.4787593 52.5268844),52.5268844,13.4787593,,Lichtenberg
10702130505,11000011,VitalInn, ,,,,POINT (13.4876781 52.5384092),52.5384092,13.4876781,,Lichtenberg
10727283773,11000009,Vibra Fitness Lounge, ,,,,POINT (13.623723 52.4469431),52.4469431,13.623723,,Treptow-Köpenick
10760911520,,Fitness By Design, ,,,,POINT (-72.76591 41.6340365),41.6340365,-72.76591,,
10780033147,11000004,Feldenkrais & QiGong, ,,+49 172 3824268,,POINT (13.3115118 52.5084656),52.5084656,13.3115118,,Charlottenburg-Wilmersdorf
10784895518,11000001,Beyond Reformer, ,,,,POINT (13.3984802 52.5328415),52.5328415,13.3984802,,Mitte
10788867287,11000006,Krav Maga Berlin Headquarters,Bergstraße 93,12169.0,,,POINT (13.3274238 52.4585685),52.4585685,13.3274238,,Steglitz-Zehlendorf
10792875944,11000004,Fitness Unlimited,Uhlandstraße 194,10623.0,,,POINT (13.326358 52.5069366),52.5069366,13.326358,,Charlottenburg-Wilmersdorf
10797454234,11000006,Bodystreet, ,,,,POINT (13.3160563 52.4538251),52.4538251,13.3160563,,Steglitz-Zehlendorf
10802968151,11000003,yogibar, ,,,,POINT (13.4306675 52.5311208),52.5311208,13.4306675,,Pankow
10804733989,11000011,FitX,Otto-Schmirgal-Straße 7,10319.0,,,POINT (13.5221442 52.4976583),52.4976583,13.5221442,,Lichtenberg
10881753305,11000007,FitX,Wilhelm-Kabus-Straße 77,10829.0,+49 30 78951767,,POINT (13.3646654 52.4781146),52.4781146,13.3646654,,Tempelhof-Schöneberg
10909471605,11000010,Sportstudio, ,,,,POINT (13.5585447 52.5305105),52.5305105,13.5585447,,Marzahn-Hellersdorf
10936515611,11000001,Yogaschule Petersen,Dortmunder Straße 6,10555.0,+49 30 39905483,,POINT (13.3367913 52.5218757),52.5218757,13.3367913,,Mitte
10973845906,11000001,BMVg Sportcontainer, ,,,,POINT (13.3610272 52.5085275),52.5085275,13.3610272,,Mitte
10978245699,11000010,Clever fit, ,,,,POINT (13.6020198 52.4828083),52.4828083,13.6020198,,Marzahn-Hellersdorf
10978245702,11000010,Unknown Gym, ,,,,POINT (13.6023922 52.4833807),52.4833807,13.6023922,,Marzahn-Hellersdorf
11010271941,11000003,Clever fit,Walter-Friedrich-Straße 1,13125.0,+49 30 94399727,,POINT (13.4966691 52.6340691),52.6340691,13.4966691,,Pankow
11014339720,11000001,HIT BLN,Ackerstraße 155,,,,POINT (13.396507 52.5310799),52.5310799,13.396507,,Mitte
11026581858,11000003,Studio 108, ,,,,POINT (13.3983889 52.5673491),52.5673491,13.3983889,,Pankow
11046023605,11000011,BLN Athletics, ,,,,POINT (13.4816451 52.5142111),52.5142111,13.4816451,,Lichtenberg
11061882780,11000012,B-touched Yoga by Bianca,Königsbacher Zeile 23,13465.0,+49 (0)176 387 475 34,,POINT (13.295109 52.6402199),52.6402199,13.295109,,Reinickendorf
11107054359,11000003,EVOPE Performance Center,Storkower Straße 105,10407.0,,,POINT (13.4507477 52.5365531),52.5365531,13.4507477,,Pankow
11109294278,11000001,Sensing Yoga, ,,,,POINT (13.3611178 52.5509589),52.5509589,13.3611178,,Mitte
11143206743,11000009,Nature Womb,Eppenbrunner Weg 30,12559.0,,,POINT (13.6509908 52.4069695),52.4069695,13.6509908,,Treptow-Köpenick
11181712344,11000001,Yogatribe,Große Hamburger Straße 19A,,+493028883688,,POINT (13.3991704 52.5244747),52.5244747,13.3991704,,Mitte
11201598334,11000003,John Reed Bötzow,Saarbrücker Straße 4,10405.0,,,POINT (13.4161686 52.5296219),52.5296219,13.4161686,,Pankow
11211952137,11000003,Mrs. Sporty,Rodenbergstraße 35,10439.0,32591933;017643499561,,POINT (13.4189229 52.5503767),52.5503767,13.4189229,,Pankow
11227904749,11000001,Holmes Place, ,,,,POINT (13.3752868 52.5054645),52.5054645,13.3752868,,Mitte
11291360614,11000004,Abnehmen Im Liegen, ,,,,POINT (13.3113031 52.5162056),52.5162056,13.3113031,,Charlottenburg-Wilmersdorf
11350686359,11000004,House of Healing,Englische Straße 21,10587.0,+49 173 698 2729,,POINT (13.332008 52.5165806),52.5165806,13.332008,,Charlottenburg-Wilmersdorf
11433071264,11000003,Fitbox, ,,,,POINT (13.410098 52.5666674),52.5666674,13.410098,,Pankow
11506333461,11000001,Shapesty,Aaron-Bernstein-Platz 3,10117.0,,,POINT (13.3905026 52.5250199),52.5250199,13.3905026,,Mitte
11580611771,11000003,Berliner Pilates,Schliemannstraße 34,10437.0,,,POINT (13.4195372 52.5437298),52.5437298,13.4195372,,Pankow
11607821257,11000001,Champions Fight-Gym, ,,,,POINT (13.3782384 52.5421334),52.5421334,13.3782384,,Mitte
11613447903,11000008,Pilates Studio, ,,,,POINT (13.4213217 52.4773912),52.4773912,13.4213217,,Neukölln
11635521514,11000007,deen,Rheinstraße 45-46,12161.0,,,POINT (13.3305268 52.4665189),52.4665189,13.3305268,,Tempelhof-Schöneberg
11649758184,11000002,Every Damn Day Yoga, ,,,,POINT (13.4620033 52.5055523),52.5055523,13.4620033,,Friedrichshain-Kreuzberg
11662711559,11000001,Beat81,Rosa-Luxemburg-Straße 17,,,,POINT (13.4102616 52.5250992),52.5250992,13.4102616,,Mitte
11668641549,11000003,Astānga Yoga, ,,,,POINT (13.4145278 52.5301373),52.5301373,13.4145278,,Pankow
11745362202,11000004,Casa Flow Studios, ,,,,POINT (13.313386 52.5042907),52.5042907,13.313386,,Charlottenburg-Wilmersdorf
11772015162,11000008,Unknown Gym, ,,,,POINT (13.4255688 52.4739737),52.4739737,13.4255688,,Neukölln
11777929542,11000009,Fitnesspoint BSM 07 e.V., ,,,,POINT (13.5699096 52.442082),52.442082,13.5699096,,Treptow-Köpenick
11809565378,11000009,EMS-Lounge Berlin-Köpenick, ,,,,POINT (13.575453 52.4447344),52.4447344,13.575453,,Treptow-Köpenick
11819554609,11000001,Club Athleten,Gormannstraße 19A,,,,POINT (13.4051593 52.5289783),52.5289783,13.4051593,,Mitte
11968290978,11000002,Hale Now, ,,,,POINT (13.4641108 52.5097635),52.5097635,13.4641108,,Friedrichshain-Kreuzberg
11986723745,11000003,JOHN REED Fitness, ,,,,POINT (13.4548801 52.5279751),52.5279751,13.4548801,,Pankow
12022132930,11000003,Mrs. Sporty, ,,,,POINT (13.4887731 52.6172316),52.6172316,13.4887731,,Pankow
12037528490,11000004,Junia Keitel Private Fitness & Health, ,,,,POINT (13.2975313 52.5017687),52.5017687,13.2975313,,Charlottenburg-Wilmersdorf
12040833981,11000006,Win Club CrossFit, ,,+49 176 56865295,,POINT (13.3261574 52.4542309),52.4542309,13.3261574,,Steglitz-Zehlendorf
12054497889,11000002,Saccinanda Yoga, ,,,,POINT (13.4660189 52.5118274),52.5118274,13.4660189,,Friedrichshain-Kreuzberg
12061024993,11000002,Ashtanga Yoga Friedrichshain, ,,,,POINT (13.4717572 52.5174967),52.5174967,13.4717572,,Friedrichshain-Kreuzberg
12077318269,11000002,Urban Gladiators,Wilhelmstraße 14,10963.0,,,POINT (13.3884688 52.5021909),52.5021909,13.3884688,,Friedrichshain-Kreuzberg
12081380958,11000001,Abityoga,Alt-Moabit 104,10559.0,,,POINT (13.3477956 52.5246353),52.5246353,13.3477956,,Mitte
12100384382,11000009,Clever fit, ,,,,POINT (13.5281634 52.4053605),52.4053605,13.5281634,,Treptow-Köpenick
12109977752,11000001,Beat81,Brunnenstraße 10,10119.0,,,POINT (13.400813 52.5313967),52.5313967,13.400813,,Mitte
12118950894,11000002,Yoga School Berlin,Hasenheide 8,,,,POINT (13.4224539 52.4875465),52.4875465,13.4224539,,Friedrichshain-Kreuzberg
12121758700,11000002,Beat81,Zeughofstraße 20,10997.0,,,POINT (13.4333749 52.5001293),52.5001293,13.4333749,,Friedrichshain-Kreuzberg
12135555860,11000008,Sports Time, ,,,,POINT (13.4020443 52.4136446),52.4136446,13.4020443,,Neukölln
12137673016,11000002,Beat81,Graefestraße 71,10967.0,,,POINT (13.4172189 52.4918439),52.4918439,13.4172189,,Friedrichshain-Kreuzberg
12143828853,11000002,Beat81,Paul-Lincke-Ufer 19,10999.0,,,POINT (13.4302164 52.4936182),52.4936182,13.4302164,,Friedrichshain-Kreuzberg
