school_id,school_name,school_type_de,ownership_en,school_category_de,neighborhood,quarter,postal_code,street,street_number,telephone_number,fax_number,email,website,school_year,school_category_en,students_total,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag
03P27,Klax Berufsakademie,Kombinierte berufliche Schule,Private,Privatschule,Pankow,Weißensee,13086,Langhansstraße,74B,+49 30 6665470,+49 30 47796204,info@klax-ausbildung.de,https://klax.de/de/berufsakademie,2024/25,Private School,,,,,,,FALSE
03P28,Platanus Schule Berlin (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Pankow,Pankow,13187,Berliner Straße,12,+49 30 49004880,+49 30 490048829,info@platanus-schule.de,https://www.platanus-schule.de,2024/25,Private School,,,,,,,FALSE
03P30,Freie Waldorfschule am Prenzlauer Berg,Freie Waldorfschule,Private,Privatschule,Pankow,Prenzlauer Berg,10409,Gürtelstraße,16,+49 30 42082010,+49 30 420820117,info@schulemachen.com,http://www.schulemachen.com,2024/25,Private School,,,,,,,FALSE
03P32,Montessori-Gemeinschaftsschule Berlin Buch,Gemeinschaftsschule,Private,Privatschule,Pankow,Buch,13125,Wiltbergstraße,90,+49 30 911464900,+49 30 911464909,info@karuna-mgbb.de,https://www.montessori-berlin-buch.de,2024/25,Private School,,,,,,,FALSE
03P33,Evangelische Schule Berlin Buch (Grundschule),Grundschule,Private,Privatschule,Pankow,Buch,13125,Wiltbergstraße,50,+49 30 31958200,+49 30 31958199,buero@ev-schule-buch.de,http://www.ev-schule-buch.de,2024/25,Private School,,,,,,,FALSE
03P36,WETEK - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Pankow,Prenzlauer Berg,10119,Christinenstraße,18,+49 30 225015033,+49 30 44383369,fachschule@wetek.de,https://www.wetek.de,2024/25,Private School,,,,,,,FALSE
03P37,Berlin Bilingual School (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Pankow,Pankow,13189,Granitzstraße,38A,+49 30 44383248,+49 30,info@berlin-bilingual.de,https://www.berlin-bilingual-school.de,2024/25,Private School,,,,,,,FALSE
03P38,S.K.O.U.T. - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Pankow,Prenzlauer Berg,10405,Immanuelkirchstraße,10,+49 30 484947111,+49 30 484947123,info@s-k-o-u-t.de,http://www.s-k-o-u-t.de,2024/25,Private School,,,,,,,FALSE
03P39,Stephanus-Grundschule,Grundschule,Private,Privatschule,Pankow,Weißensee,13086,Parkstraße,22,+49 30 96249231,+49 30,mathilda.blasczyk@stephanus.org,https://www.stephanus.org,2024/25,Private School,,,,,,,FALSE
03P40,SAfS - Spektrum Akademie für Sozialpädagogik - Kein Schulbetrieb,Fachschule,Private,Privatschule,Pankow,Heinersdorf,13089,Tino-Schwierzina-Straße,32,+49 30 24531905,+49 30,info@safs-berlin.de,https://www.spektrum-akademie.berlin/erzieher-ausbildung.html,2024/25,Private School,,,,,,,FALSE
03P42,Weiterdenker-Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Pankow,Prenzlauer Berg,10435,Danziger Straße,50,+49 30 868001030,+49 30,kontakt@ifbw.info,https://weiterdenker-fachschule.de/,2024/25,Private School,,,,,,,FALSE
03P43,Pfefferwerk - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Pankow,Prenzlauer Berg,10119,Christinenstraße,18,+49 30 44383721,+49 30 44383100,info@pfefferwerk-akademie.de,https://pfefferwerk-akademie.de,2024/25,Private School,,,,,,,FALSE
03P44,St. Hildegard Akademie gGmbH,Berufsfachschule,Private,Privatschule,Pankow,Wilhelmsruh,13158,Hertzstraße,67,+49 30 41206760,+49 30 412067615,info@hildegard-akademie-berlin.de,https://hildegard-akademie-berlin.de,2024/25,Private School,,,,,,,FALSE
03P45,PepperMont Freie Sekundarschule für ganzheitliches Lernen,Integrierte Sekundarschule,Private,Privatschule,Pankow,Prenzlauer Berg,10409,Greifswalder Straße,88,+49 30 44383962,+49 30 44383108,info@peppermont-pfefferwerk.de,https://www.pfefferwerk.de,2024/25,Private School,,,,,,,FALSE
03P46,Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH,Fachschule,Private,Privatschule,Pankow,Prenzlauer Berg,10407,Storkower Straße,139B,+49 30 206089121,+49 30,info@ffap.de,https://www.tjfbg.de,2024/25,Private School,,,,,,,FALSE
03P47,Bilinguale Schule Phorms Berlin Prenzlauer Berg (Grundschule),Grundschule,Private,Privatschule,Pankow,Prenzlauer Berg,10249,Hermann-Blankenstein-Straße,12,+49 30 318737521,+49 30 3187370501,berlin-prenzlauer-berg@phorms.de,https://neu-prenzlauer-berg.phorms.de,2024/25,Private School,,,,,,,FALSE
03P48,Freie Humanistische Grundschule,Grundschule,Private,Privatschule,Pankow,Niederschönhausen,13156,Dietzgenstraße,49,+49 30 34975459,+49 30,mail@fhg-berlin.de,https://www.humanistisch.de/freie-humanistische-grundschule,2024/25,Private School,,,,,,,FALSE
03S03,Helene-Haeusler-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Prenzlauer Berg,10405,Mendelssohnstraße,10,+49 30 47377641,+49 30 47377640,sekretariat@helene-haeusler.schule.berlin.de,http://www.helene-haeusler-schule.de,2024/25,Special Needs School,163,63,100,37,27,10,FALSE
03S06,Schule am Birkenhof,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Französisch Buchholz,13127,Arnouxstraße,18,+49 30 474029100,+49 30 47411448,sekretariat@birkenhof.schule.berlin.de,http://www.schule-am-birkenhof.de,2024/25,Special Needs School,79,32,47,14,10,4,FALSE
03S08,Panke-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Pankow,13187,Klaustaler Straße,21A,+49 30 47607920,+49 30 47607921,kontakt@panke-schule.de,http://www.panke-schule.de,2024/25,Special Needs School,134,45,89,29,22,7,FALSE
03S09,Schule an der Strauchwiese,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Pankow,13187,Mendelstraße,54,+49 30 47607930,+49 30 47607931,03S09@03S09.schule.berlin.de,http://www.schuleanderstrauchwiese.de,2024/25,Special Needs School,80,22,58,18,16,2,FALSE
03S10,Marianne-Buggenhagen-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Pankow,Buch,13125,Ernst-Busch-Straße,29,+49 30 9487880,+49 30 94878827,info.mbs-berlin@t-online.de,https://www.buggenhagen-schule.de,2024/25,Special Needs School,220,110,110,43,32,11,FALSE
03Y03,Käthe-Kollwitz-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10439,Dunckerstraße,65,+49 30 4447671,+49 30 4459794,sekretariat@kkos.net,https://www.kaethe-kollwitz-gymnasium.de,2024/25,Academic Secondary School,943,352,591,78,40,38,FALSE
03Y04,Heinrich-Schliemann-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10439,Dunckerstraße,64,+49 30 4468950,+49 30 446895106,sekretariat@hsg-berlin.eu,http://www.hsg-berlin.de,2024/25,Academic Secondary School,1204,709,495,93,47,46,FALSE
03Y08,Carl-von-Ossietzky-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Pankow,13187,Görschstraße,42,+49 30 49400390,+49 30 49400391,sekretariat@cvo.berlin,https://cvo.berlin,2024/25,Academic Secondary School,1123,691,432,101,62,39,FALSE
03Y10,Rosa-Luxemburg-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Pankow,13189,Kissingenstraße,12,+49 30 91607730,+49 30 91607731,sekretariat@rlg.berlin,http://www.rlo-berlin.de,2024/25,Academic Secondary School,1259,665,594,116,57,59,FALSE
03Y13,Felix-Mendelssohn-Bartholdy-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Prenzlauer Berg,10407,Pasteurstraße,7,+49 30 420827400,+49 30 420827404,sekretariat@fmbg.schule.berlin.de,http://www.fmbg-berlin.de,2024/25,Academic Secondary School,1358,867,491,106,60,46,FALSE
03Y14,Primo-Levi-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Weißensee,13086,Pistoriusstraße,133,+49 30 9290168111,+49 30 9290168110,sekretariat@plg-berlin.de,http://www.plg-berlin.de,2024/25,Academic Secondary School,1331,668,663,109,69,40,FALSE
03Y15,Max-Delbrück-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Niederschönhausen,13156,Kuckhoffstraße,2,+49 30 47596720,+49 30 4759672110,sekretariat@max-delbrueck-gymnasium.de,https://max-delbrueck-gymnasium.de,2024/25,Academic Secondary School,1056,546,510,84,52,32,FALSE
03Y16,Robert-Havemann-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Karow,13125,Achillesstraße,79,+49 30 94878511,+49 30 94878519,03Y16@03Y16.schule.berlin.de,http://www.robert-havemann-gymnasium.de,2024/25,Academic Secondary School,1154,540,614,85,47,38,FALSE
03Y17,Inge-Deutschkron-Gymnasium,Gymnasium,Public,Gymnasium,Pankow,Wilhelmsruh,13158,Kopenhagener Straße,83,+49 30 405771260,+49 30 405771269,03Y17@03Y17.schule.berlin.de,https://www.gesp-berlin.de,2024/25,Academic Secondary School,771,311,460,64,38,26,FALSE
04A04,Charlotte-Wolff-Kolleg,Volkshochschul-Kolleg,Public,Andere Schule,Charlottenburg-Wilmersdorf,Charlottenburg,10627,Pestalozzistraße,40,+49 30 902928825,+49 30 902928858,Leitung@charlotte-wolff-kolleg.de,http://www.charlotte-wolff-kolleg.de,2024/25,Other School,,,,,,,FALSE
04A06,Peter-A.-Silbermann-Schule,Abend-Gymnasium,Public,Andere Schule,Charlottenburg-Wilmersdorf,Wilmersdorf,10713,Blissestraße,22,+49 30 89745160,+49 30 89745169,info@abendgymnasium.de,https://abendgymnasium.de,2024/25,Other School,,,,,,,FALSE
04A08,Sportschule im Olympiapark - Poelchau-Schule,Integrierte Sekundarschule,Public,Andere Schule,Charlottenburg-Wilmersdorf,Westend,14053,Olympischer Platz,3,+49 30 30063300,+49 30 30063308,kontakt@sportschule-olympiapark-poelchau.de,https://www.sportschule-olympiapark.de,2024/25,Other School,524,248,276,67,40,27,FALSE
04B01,Loschmidt-Oberschule,Berufsschule mit sonderpäd. Aufgaben,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Loschmidtstraße,19,+49 30 34505810,+49 30 34505840,zentrale@loschmidt-oberschule.de,http://www.loschmidt-oberschule.de,2024/25,Vocational School,384,147,237,44,24,20,TRUE
04B02,Hans-Litten-Schule (OSZ Recht und Wirtschaft),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Danckelmannstraße,26,+49 30 901893200,+49 30 901893205,sekretariat@hans-litten-schule.de,https://www.hlsberlin.de,2024/25,Vocational School,1637,769,868,108,67,41,TRUE
04B03,OSZ Kraftfahrzeugtechnik,Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Gierkeplatz,1,+49 30 901893300,+49 30 901893305,info@osz-mobil.de,http://www.osz-kfz.de,2024/25,Vocational School,1831,107,1724,68,18,50,FALSE
04B04,Ruth-Cohn-Schule (OSZ Sozialwesen),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Bismarckstraße,20,+49 30 34506714,+49 30 34506740,04B04@osz-rcs.de,http://www.osz-ruth-cohn.de,2024/25,Vocational School,908,621,287,71,44,27,TRUE
04B05,Anna-Freud-Schule (OSZ Sozialwesen),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Halemweg,22,+49 30 901893501,+49 30 901893520,04B05@04B05.schule.berlin.de,https://www.anna-freud-osz.de,2024/25,Vocational School,1484,1098,386,129,102,27,FALSE
04B06,Leopold-Ullstein-Schule (OSZ Wirtschaft),Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Prinzregentenstraße,32,+49 30 85758533,+49 30 85758550,info@osz-lus.de,https://www.leopold-ullstein-schule.de,2024/25,Vocational School,1186,457,729,74,47,27,FALSE
04B07,OSZ Ästhetik und Technik,Oberstufenzentrum,Public,Berufsschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Schillerstraße,120,+49 30 8649700,+49 30 86497051,info@osz-koerperpflege.de,https://www.osz-koerperpflege.de,2024/25,Vocational School,1187,702,485,66,54,12,TRUE
04G01,Eichendorff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10625,Goethestraße,19,+49 30 437272270,+49 30 4372722729,sekretariat@eichendorff.schule.berlin.de,https://www.eichendorff-grundschule-berlin.de,2024/25,Primary School,447,207,240,30,24,6,FALSE
04G02,Lietzensee-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,14057,Witzlebenstraße,34,+49 30 30830630,+49 30 308306363,sekretariat@lietzensee.schule.berlin.de,https://lietzensee-grundschule.berlin,2024/25,Primary School,390,179,211,30,25,5,FALSE
04G04,Joan-Miró-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Bleibtreustraße,43,+49 30 887165910,+49 30 887165929,mail@joan-miro-grundschule.de,http://www.joan-miro-grundschule.de,2024/25,Primary School,726,361,365,60,49,11,FALSE
04G05,Dietrich-Bonhoeffer-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14050,Spandauer Damm,205,+49 30 303284510,+49 30 3032845129,Sekretariat@dibog.schule.berlin.de,,2024/25,Primary School,405,198,207,33,27,6,FALSE
04G06,Wald-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee,83,+49 30 902926900,+49 30 902926917,sekretariat@wald-gs.schule.berlin.de,http://wald-grundschule.de,2024/25,Primary School,488,223,265,34,32,2,FALSE
04G07,Ludwig-Cauer-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Cauerstraße,36,+49 30 902925700,+49 30 902925707,04G07@04G07.schule.berlin.de,http://www.cauerschule.de,2024/25,Primary School,485,239,246,33,30,3,FALSE
04G08,Mierendorff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10589,Mierendorffstraße,20,+49 30 902927508,+49 30 902927550,04G08@04G08.schule.berlin.de,http://www.mierendorff-grundschule.de,2024/25,Primary School,458,230,228,39,29,10,FALSE
04G09,Erwin-von-Witzleben-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Halemweg,34,+49 30 666290910,+49 30 666290929,schulleitung@erwin-von-witzleben.schule.berlin.de,https://www.erwinvonwitzleben-grundschule.de,2024/25,Primary School,447,211,236,34,27,7,TRUE
04G11,Helmuth-James-von-Moltke-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,13627,Heckerdamm,221,+49 30 348068910,+49 30 3480689129,sekretariat@moltke.schule.berlin.de,http://www.moltke-grundschule.de,2024/25,Primary School,482,224,258,42,31,11,TRUE
04G12,Schinkel-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Nithackstraße,8,+49 30 902924001,+49 30 902924040,sekretariat@schinkel.schule.berlin.de,http://www.schinkel-grundschule.de,2024/25,Primary School,708,357,351,59,48,11,FALSE
04G13,Nehring-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Nehringstraße,9,+49 30 902924300,+49 30 902924343,sekretariat@nehring.schule.berlin.de,http://www.nehring-grundschule.de,2024/25,Primary School,505,253,252,42,32,10,FALSE
04G14,Reinhold-Otto-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14050,Leistikowstraße,7,+49 30 3641050120,+49 30 3641050124,04G14@04G14.schule.berlin.de,http://www.reinhold-otto.de,2024/25,Primary School,440,223,217,35,27,8,FALSE
04G15,Charles-Dickens-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Westend,14055,Dickensweg,15,+49 30 30328680,+49 30 303286819,sekretariat@charles-dickens.schule.berlin.de,http://www.charles-dickens-gs.de,2024/25,Primary School,456,228,228,43,37,6,FALSE
04G17,Johann-Peter-Hebel-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10719,Emser Straße,50,+49 30 860085210,+49 30 8600852129,sekretariat@hebelschule-berlin.de,http://www.hebelschule-berlin.de,2024/25,Primary School,550,274,276,46,42,4,FALSE
04G18,Ernst-Habermann-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Prinzregentenstraße,33,+49 30 81462460,+49 30 814624629,schule@ernst-habermann.de,http://www.ernst-habermann.de,2024/25,Primary School,334,163,171,23,15,8,FALSE
04G19,Grundschule am Rüdesheimer Platz,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,14197,Rüdesheimer Straße,24,+49 30 902917010,+49 30 902917033,Sekretariat@garp.schule.berlin.de,http://www.garp-schule.de,2024/25,Primary School,562,275,287,51,43,8,FALSE
04G20,Katharina-Heinroth-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Münstersche Straße,15,+49 30 8904395111,+49 30 8904395129,sekretariat@katharina-heinroth-grundschule.de,http://katharina-heinroth-grundschule.de,2024/25,Primary School,747,391,356,56,49,7,FALSE
04G21,Halensee-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Halensee,10711,Joachim-Friedrich-Straße,35,+49 30 8902860,+49 30 89028630,sekretariat@halensee.schule.berlin.de,https://www.halensee-grundschule.de,2024/25,Primary School,446,227,219,27,25,2,FALSE
04G22,Grunewald-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Grunewald,14193,Delbrückstraße,20A,+49 30 89049690,+49 30 890496919,sekretariat@grunewald.schule.berlin.de,http://www.grunewald-grundschule.de,2024/25,Primary School,585,277,308,36,32,4,FALSE
04G23,Alt-Schmargendorf-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Reichenhaller Straße,8,+49 30 810567670,+49 30 8105676729,schulleitung@asg.schule.berlin.de,http://www.alt-schmargendorf-grundschule.de,2024/25,Primary School,530,249,281,40,36,4,FALSE
04G24,Carl-Orff-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Berkaer Straße,10,+49 30 902922809,+49 30 902922805,sekretariat@carl-orff-gs.de,http://www.carl-orff-gs.de,2024/25,Primary School,613,319,294,44,35,9,FALSE
04G25,Cecilien-Schule (Grundschule),Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Nikolsburger Platz,5,+49 30 8639050,+49 30 86390570,04G25@04G25.schule.berlin.de,http://www.cecilien-schule.de,2024/25,Primary School,434,210,224,31,27,4,FALSE
04G26,Birger-Forell-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Koblenzer Straße,22,+49 30 8577180,+49 30 85771877,sekretariat@birger-forell.schule.berlin.de,http://www.birger-forell-grundschule.de,2024/25,Primary School,417,205,212,34,29,5,FALSE
04G27,Judith-Kerr-Grundschule,Grundschule,Public,Grundschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Friedrichshaller Straße,13,+49 30 8979940,+49 30 89799418,verwaltung@04G27.schule.berlin.de,http://www.judith-kerr-grundschule.de,2024/25,Primary School,374,194,180,32,24,8,FALSE
04K02,Friedensburg-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Goethestraße,8,+49 30 902917804,+49 30 902917898,sekretariat@fosbe.de,https://www.fosberlin.eu,2024/25,Integrated Secondary School,1249,612,637,120,68,52,FALSE
04K03,Robert-Jungk-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10707,Sächsische Straße,58,+49 30 8639280,+49 30 863928299,schulleitung@r-j-o.de,http://www.Robert-Jungk-Oberschule.de,2024/25,Integrated Secondary School,888,410,478,104,65,39,FALSE
04K04,Nelson-Mandela-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10717,Pfalzburger Straße,30,+49 30 86395370,+49 30 863953719,schulleitung@nelson-mandela-schule.net,https://www.nelson-mandela-schule.net,2024/25,Integrated Secondary School,1044,504,540,114,70,44,FALSE
04K05,Paula-Fürst-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,10629,Sybelstraße,20,+49 30 902927220,+49 30 902927250,sekretariat@paula-fuerst.schule.berlin.de,https://www.paula-fuerst-gemeinschaftsschule.de,2024/25,Integrated Secondary School,1139,541,598,101,68,33,FALSE
04K06,Schule am Schloss (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Schloßstraße,55A,+49 30 902924110,+49 30 902924132,sekretariat@schuleamschloss.de,http://www.schuleamschloss.de,2024/25,Integrated Secondary School,474,192,282,50,34,16,TRUE
04K07,Integrierte Sekundarschule Wilmersdorf,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Schmargendorf,14199,Kranzer Straße,3,+49 30 897845910,+49 30 8978459129,sekretariat@sekundarschule-wilmersdorf.schule.berlin.de,https://www.sekundarschule-wilmersdorf.de,2024/25,Integrated Secondary School,344,161,183,32,18,14,FALSE
04K08,Peter-Ustinov-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Charlottenburg,14057,Kuno-Fischer-Straße,22,+49 30 303286610,+49 30 303286630,sekretariat@peter-ustinov-schule.de,http://www.peter-ustinov-schule.de,2024/25,Integrated Secondary School,461,211,250,58,30,28,FALSE
04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Eisenzahnstraße,47,+49 30 860085310,+49 30 8600853129,kontakt@ovgos.de,http://www.ovgos.de,2024/25,Integrated Secondary School,436,200,236,44,26,18,FALSE
04K10,Wangari-Maathai-Internationale-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10715,Babelsberger Straße,24,+49 30 85758945,+49 30 85758940,secretary@wangari-maathai-schule.de,http://wangari-maathai-schule.jimdofree.com,2024/25,Integrated Secondary School,304,140,164,34,23,11,FALSE
04P01,Katholische Schule Herz Jesu (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14055,Insterburgallee,8,+49 30 33007010,+49 30 330070129,sekretariat@kshj.schulerzbistum.de,http://www.herz-jesu-schule.de,2024/25,Private School,,,,,,,FALSE
04P02,Schele-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Olympische Straße,23,+49 30 3044990,+49 30 98352334,buero@Schele-Schule.de,https://www.schele-schule.de,2024/25,Private School,,,,,,,FALSE
04P03,Heinz-Galinski-Schule (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14055,Waldschulallee,73,+49 30 3011940,+49 30 30119444,kontakt@hgsberlin.de,http://www.hgsberlin.de,2024/25,Private School,,,,,,,FALSE
04P04,Katholische Schule Liebfrauen (Gymnasium),Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14050,Ahornallee,33,+49 30 30613013,+49 30 30613014,sekretariat@ksl.schulerzbistum.de,http://www.KSLiebfrauen.de,2024/25,Private School,,,,,,,FALSE
04P05,Evangelische Schule Charlottenburg (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Guerickestraße,4,+49 30 343571610,+49 30 343571620,sekretariat@ev-schule-charlottenburg.de,https://www.ev-schule-charlottenburg.de,2024/25,Private School,,,,,,,FALSE
04P09,IFAG Institut für angewandte Gerontologie,Berufsfachschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10585,Haubachstraße,8,+49 30 3415034,+49 30 3482303,info@ifag-berlin.de,https://www.ifag-berlin.de,2024/25,Private School,,,,,,,FALSE
04P10,Katholische Schule Sankt Ludwig (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10719,Düsseldorfer Straße,13,+49 30 8824867,+49 30 8824868,sekretariat@kssl.schulerzbistum.de,https://ludwig-gs.de,2024/25,Private School,,,,,,,FALSE
04P11,Evangelisches Gymnasium zum Grauen Kloster,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Schmargendorf,14193,Salzbrunner Straße,41,+49 30 8254011,+49 30 8254012,sekretariat@graues-kloster.de,http://www.graues-kloster.de,2024/25,Private School,,,,,,,FALSE
04P12,Annie-Heuser-Schule,Freie Waldorfschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Eisenzahnstraße,37,+49 30 86393061,86393063,schule@annie-heuser-schule.de,http://www.annie-heuser-schule.de,2024/25,Private School,,,,,,,FALSE
04P15,Freie Schule Charlottenburg,Integrierte Sekundarschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Frankenallee,6,+49 30 89409930,+49 30 89060908,info@freie-schule-charlottenburg.de,http://www.freie-schule-charlottenburg.de,2024/25,Private School,,,,,,,FALSE
04P20,Rackow-Schulen Berlin,Kombinierte berufliche Schule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10623,Fasanenstraße,81,+49 30 31504243,+49 30 31504244,infopost@rackow-berlin.de,https://rackow-schulen.de/berlin,2024/25,Private School,,,,,,,FALSE
04P21,Evangelische Schule Wilmersdorf (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10707,Brandenburgische Straße,51,+49 30 81826980,+49 30 89728334,info@evgruwi.de,http://www.evgruwi.de,2024/25,Private School,,,,,,,FALSE
04P22,Erste Aktivschule Charlottenburg (Grundschule),Grundschule,Private,Privatschule,Charlottenburg-Wilmersdorf,Charlottenburg,10587,Alt-Lietzow,31,+49 30 30366968,+49 30 30366967,kontakt@aktivschule-berlin.de,http://www.aktivschule-charlottenburg.de,2024/25,Private School,,,,,,,FALSE
04P23,Jüdische Traditionsschule,Kombinierte allgemein bildende Schule,Private,Privatschule,Charlottenburg-Wilmersdorf,Wilmersdorf,10709,Westfälische Straße,15,+49 30 32678897,+49 30 32678833,heike.michalak@jschule.de,https://www.jschule.de,2024/25,Private School,,,,,,,FALSE
04P24,Moser-Schule - Schweizer Gymnasium,Gymnasium,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14052,Badenallee,31,+49 30 30838282,+49 30 30838288,info@moserschule.de,http://www.moserschule.de,2024/25,Private School,,,,,,,FALSE
04P27,Schule am Westend,Übrige Förderschwerpunkte,Private,Privatschule,Charlottenburg-Wilmersdorf,Westend,14050,Spandauer Damm,130,+49 30 30355973,+49 30 30355979,m.barth@zspr.de,https://www.drk-kliniken-berlin.de,2024/25,Private School,,,,,,,FALSE
