addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,note,opening_hours,wheelchair,addr:country,addr:suburb,phone,website,toilets:wheelchair,email,facebook,fax,instagram,operator,emergency,source,contact:email,contact:fax,contact:mobile,contact:phone,contact:website,wheelchair:description,check_date,check_date:opening_hours,url,description,addr:floor,level,opening_hours:url,contact:email_1,name:de,payment:cash,indoor:level,veterinary:treats:cat,note:de,contact:facebook,veterinary,veterinary:treats:bird,veterinary:treats:dog,veterinary:treats:reptile,veterinary:treats:small_mammals,contact:instagram,start_date,reservation,internet_access,payment:credit_cards,payment:debit_cards,language:en,language:ru,language:tr,dog,survey:date,opening_hours:signed,building,building:levels,fee,roof:shape,architect,architect:wikidata,heritage,heritage:operator,lda:criteria,old_name,ref:lda,wikidata,wikimedia_commons,roof:levels,historic,source:shape
,,,,veterinary,Ute Teutenberg,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",no,,,+49 30 37588910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-18,,,,,,,,,,,,,,,,,
,,,,veterinary,Tierarzt Bello & Co.,,,,,,,https://belloundco.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,Berliner Straße,veterinary,Tierarztpraxis Dr. Pollmann,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,,+493081099440,https://tierarztpraxis-pollmann.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,12103,Manteuffelstraße,veterinary,Dr. Fenina + Burwieck,,,,,,+493063314227,https://meintierarzt.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Rex,,Mo-Fr 08:00-20:00,yes,,,,https://www.rex.app/,,,,,,,,,,,,,,,,2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,
Berlin,185,10713,Hohenzollerndamm,veterinary,Tierärztliche Gemeinschaftspraxis,,,,DE,Wilmersdorf,,https://www.tierarztpraxis-berlin.net/,,,,,,Antje Stolle-Malorny;Jens Vöster;Dr. med. vet. Iris Vöster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,227,12049,Hermannstraße,veterinary,Rex Tierarztpraxis,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,34,12103,Burgemeisterstraße,veterinary,Kleintierkardiologie Tempelhof,,Mo-Th 08:00-18:00; PH off,yes,DE,Tempelhof,+49 30 47006869,https://www.kardiobewegt.berlin/,,,,,,Sinah Dohlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,
Berlin,13,13125,Zum Kappgraben,veterinary,Tierarztpraxis Kutzner,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,,+49 30 94382030,https://tierarzt-kutzner.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,Max-Beer-Straße,veterinary,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",no,,,0302426512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augenheilkunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,Tietzenweg,veterinary,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",,,,+49 30 32294480,https://www.tierarztpraxis-botanischergarten.de,,,,,,Daniela Friedrich,,,,,,,,,2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,5,12435,Krüllsstraße,veterinary,Janine Bräuer,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",,,,,,,,,,,Janine Bräuer,,,,,,,,,,,,Praktische Tierärztin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,5,12349,Schlierbacher Weg,veterinary,Tierärztezentrum Birte Nannen,,,,,,+49 30 25 92 17 88,https://www.tieraerztezentrum-nannen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Praxis für Kleine Haustiere Dr. Niels Lösch,,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,,+49309866411,,,,,,,,,,info@tierarzt-drloesch.de,+493098637517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,52a,13353,Brüsseler Straße,veterinary,Dr. Pastor,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,,,https://www.tierarztpraxis-pastor.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,veterinary,Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,10405,Rykestraße,veterinary,Tierarztpraxis am Wasserturm,,,,,,,https://www.tierarztpraxis-wasserturm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,136,13405,Scharnweberstraße,veterinary,Das Veterinärmedizinische Zentrum Berlin,,24/7,,DE,,0049304127357,https://www.vetzentrum-berlin.de/,,info@vetzentrum-berlin.de,,,,Kai S. Rödiger,,,,,,,,,2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,yes,flat,,,,,,,,,,,,
Berlin,37,13407,Alt-Reinickendorf,veterinary,Zete Marton,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",no,DE,Reinickendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874,,,,,,,,,,,yes,,,,W. Helmsdorff,Q110768840,4,lda,Baudenkmal,Bauernhof Großkopf,09011742,Q15107420,Category:Bauernhof Großkopf,,,
Berlin,258,12679,Märkische Allee,veterinary,Tierärztlichen Klinik für Kleintiere,,24/7,yes,DE,Marzahn,,https://www.tierklinik-in-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,3,,flat,,,,,,,,,,0,,
Berlin,90,10318,Robert-Siewert-Straße,veterinary,Tierarztpraxis Kathrin Böhm,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Sa 10:00-15:00; Mo 10:00-17:00",limited,DE,Karlshorst,+49 30 32669736,,,,,,,Kathrin Böhm,,,,,,,,,,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,1,,flat,,,,,,,,,,,,
Berlin,21,14193,Winkler Straße,veterinary,Tierartzpraxis Gotthardt,,,,DE,Grunewald,,,,,,,,,,,,,,,,,2023-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Q76599062,,,,
Berlin,22,12683,Alt-Biesdorf,veterinary,Tierklinik Berlin-Biesdorf,,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",no,DE,Biesdorf,+49 30 5143760,https://www.tierklinik-in-biesdorf.de/,,,,,,,yes,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,building,
Berlin,26E,13591,Südekumzeile,veterinary,Tierarztpraxis Dr. Christine Mueller,,,,DE,Staaken,,,,,,,,,,,christinemueller.berlin@web.de,,,+49 30 366 0128,http://tierarztpraxis-spandau.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe
